ENSCJPP00005017686	ENSCJPG00005014421	Coturnix_japonica
ENSMMMP00000023456	ENSMMMG00000020534	Marmota_marmota_marmota
ENSSDAP00000023201	ENSSDAG00000021114	Spermophilus_dauricus
ENSOCUP00000022551	ENSOCUG00000000278	Oryctolagus_cuniculus
ENSOPRP00000015065	ENSOPRG00000016493	Ochotona_princeps
ENSTBEP00000004601	ENSTBEG00000005313	Tupaia_belangeri
ENSPPAP00000014214	ENSPPAG00000030255	Pan_paniscus
ENSPTRP00000011849	ENSPTRG00000006946	Pan_troglodytes
ENSP00000374280	ENSG00000137815	Homo_sapiens
ENSGGOP00000013192	ENSGGOG00000013514	Gorilla_gorilla
ENSPPYP00000007219	ENSPPYG00000006374	Pongo_abelii
ENSNLEP00000004375	ENSNLEG00000003597	Nomascus_leucogenys
ENSCATP00000017529	ENSCATG00000032645	Cercocebus_atys
ENSMLEP00000003066	ENSMLEG00000012941	Mandrillus_leucophaeus
ENSMFAP00000006328	ENSMFAG00000039115	Macaca_fascicularis
ENSMNEP00000000165	ENSMNEG00000000510	Macaca_nemestrina
ENSMMUP00000020308	ENSMMUG00000015482	Macaca_mulatta
ENSTGEP00000002774	ENSTGEG00000002395	Theropithecus_gelada
ENSPANP00000016400	ENSPANG00000018851	Papio_anubis
ENSCSAP00000003992	ENSCSAG00000007734	Chlorocebus_sabaeus
ENSPTEP00000025856	ENSPTEG00000026064	Piliocolobus_tephrosceles
ENSCANP00000026827	ENSCANG00000036836	Colobus_angolensis_palliatus
ENSRROP00000039557	ENSRROG00000043070	Rhinopithecus_roxellana
ENSRBIP00000030787	ENSRBIG00000039240	Rhinopithecus_bieti
ENSSBOP00000035785	ENSSBOG00000034017	Saimiri_boliviensis_boliviensis
ENSCCAP00000019179	ENSCCAG00000027427	Cebus_capucinus_imitator
ENSCJAP00000012159	ENSCJAG00000020746	Callithrix_jacchus
ENSANAP00000002453	ENSANAG00000018047	Aotus_nancymaae
ENSTSYP00000023386	ENSTSYG00000004886	Carlito_syrichta
ENSPCOP00000010234	ENSPCOG00000016572	Propithecus_coquereli
ENSMICP00000015358	ENSMICG00000016852	Microcebus_murinus
ENSPSMP00000007863	ENSPSMG00000005834	Prolemur_simus
ENSUAMP00000031284	ENSUAMG00000024005	Ursus_americanus
ENSUMAP00000016527	ENSUMAG00000012015	Ursus_maritimus
ENSAMEP00000017696	ENSAMEG00000016738	Ailuropoda_melanoleuca
ENSNVIP00000022528	ENSNVIG00000017540	Neovison_vison
ENSMPUP00000008835	ENSMPUG00000008905	Mustela_putorius_furo
ENSCAFP00020006720	ENSCAFG00020005319	Canis_lupus_dingo
ENSCAFP00000014037	ENSCAFG00000009550	Canis_lupus_familiaris
ENSVVUP00000037350	ENSVVUG00000026720	Vulpes_vulpes
ENSPPRP00000020535	ENSPPRG00000011578	Panthera_pardus
ENSPTIP00000003147	ENSPTIG00000005936	Panthera_tigris_altaica
ENSFCAP00000011703	ENSFCAG00000012616	Felis_catus
ENSCHIP00000016357	ENSCHIG00000016642	Capra_hircus
ENSOARP00000021866	ENSOARG00000020361	Ovis_aries
ENSBIXP00005025487	ENSBIXG00005028027	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017267	ENSBIXG00000021288	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000002191	ENSBTAG00000001671	Bos_taurus
ENSBMUP00000024962	ENSBMUG00000018752	Bos_mutus
ENSBBBP00000020805	ENSBBBG00000014494	Bison_bison_bison
ENSTTRP00000002618	ENSTTRG00000002792	Tursiops_truncatus
ENSSSCP00000024408	ENSSSCG00000004747	Sus_scrofa_strain_reference
ENSVPAP00000007222	ENSVPAG00000007765	Vicugna_pacos
ENSEASP00005024127	ENSEASG00005016378	Equus_asinus_asinus
ENSMLUP00000021295	ENSMLUG00000026533	Myotis_lucifugus
ENSMLUP00000010339	ENSMLUG00000011668	Myotis_lucifugus
ENSMLUP00000020459	ENSMLUG00000030595	Myotis_lucifugus
ENSMLUP00000014685	ENSMLUG00000016112	Myotis_lucifugus
ENSCLAP00000010248	ENSCLAG00000007087	Chinchilla_lanigera
ENSODEP00000023072	ENSODEG00000016921	Octodon_degus
ENSCAPP00000017027	ENSCAPG00000016796	Cavia_aperea
ENSCPOP00000008401	ENSCPOG00000009359	Cavia_porcellus
ENSHGLP00000024438	ENSHGLG00000017422	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025219	ENSHGLG00100018500	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100020623	ENSHGLG00100015196	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001440	ENSHGLG00000001112	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000898	ENSFDAG00000011023	Fukomys_damarensis
ENSSARP00000006031	ENSSARG00000006645	Sorex_araneus
ENSCCNP00000011524	ENSCCNG00000011866	Castor_canadensis
ENSEEUP00000006169	ENSEEUG00000006746	Erinaceus_europaeus
ENSPCIP00000037792	ENSPCIG00000027802	Phascolarctos_cinereus
ENSVURP00010010071	ENSVURG00010007777	Vombatus_ursinus
ENSMEUP00000009978	ENSMEUG00000010919	Notamacropus_eugenii
ENSSHAP00000012073	ENSSHAG00000010349	Sarcophilus_harrisii
ENSSHAP00000002490	ENSSHAG00000002205	Sarcophilus_harrisii
ENSSHAP00000020125	ENSSHAG00000017073	Sarcophilus_harrisii
ENSMODP00000000154	ENSMODG00000000135	Monodelphis_domestica
ENSOANP00000020776	ENSOANG00000013147	Ornithorhynchus_anatinus
ENSXETP00000053832	ENSXETG00000017327	Xenopus_tropicalis
ENSLACP00000004296	ENSLACG00000003822	Latimeria_chalumnae
ENSDCDP00000027196	ENSDCDG00000019310	Denticeps_clupeoides
ENSCHAP00000034165	ENSCHAG00000015808	Clupea_harengus
ENSAMXP00000021637	ENSAMXG00000021006	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005008483	ENSAMXG00005004908	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027915	ENSPNAG00000013483	Pygocentrus_nattereri
ENSEEEP00000048730	ENSEEEG00000022928	Electrophorus_electricus
ENSIPUP00000034819	ENSIPUG00000023379	Ictalurus_punctatus
ENSDARP00000110578	ENSDARG00000008947	Danio_rerio
ENSAPEP00000011909	ENSAPEG00000008446	Amphiprion_percula
ENSAOCP00000009962	ENSAOCG00000000923	Amphiprion_ocellaris
ENSAPOP00000015346	ENSAPOG00000018389	Acanthochromis_polyacanthus
ENSSPAP00000008735	ENSSPAG00000006619	Stegastes_partitus
ENSPLAP00000018455	ENSPLAG00000023143	Poecilia_latipinna
ENSPMEP00000022784	ENSPMEG00000003884	Poecilia_mexicana
ENSPFOP00000011898	ENSPFOG00000011867	Poecilia_formosa
ENSPREP00000028148	ENSPREG00000018936	Poecilia_reticulata
ENSXMAP00000006739	ENSXMAG00000006716	Xiphophorus_maculatus
ENSXCOP00000005151	ENSXCOG00000004033	Xiphophorus_couchianus
ENSGAFP00000026848	ENSGAFG00000018139	Gambusia_affinis
ENSFHEP00000023731	ENSFHEG00000004947	Fundulus_heteroclitus
ENSCVAP00000032278	ENSCVAG00000022224	Cyprinodon_variegatus
ENSKMAP00000021360	ENSKMAG00000015847	Kryptolebias_marmoratus
ENSCSEP00000013613	ENSCSEG00000008751	Cynoglossus_semilaevis
ENSSDUP00000025336	ENSSDUG00000018372	Seriola_dumerili
ENSSLDP00000012777	ENSSLDG00000010133	Seriola_lalandi_dorsalis
ENSSMAP00000016423	ENSSMAG00000010037	Scophthalmus_maximus
ENSLCAP00010048980	ENSLCAG00010022771	Lates_calcarifer
ENSATEP00000030591	ENSATEG00000021105	Anabas_testudineus
ENSBSLP00000052283	ENSBSLG00000024659	Betta_splendens
ENSMAMP00000000244	ENSMAMG00000000176	Mastacembelus_armatus
ENSGACP00000016140	ENSGACG00000012195	Gasterosteus_aculeatus
ENSCGOP00000030398	ENSCGOG00000013989	Cottoperca_gobio
ENSLBEP00000017693	ENSLBEG00000013624	Labrus_bergylta
ENSLBEP00000002385	ENSLBEG00000001843	Labrus_bergylta
ENSLCRP00005003324	ENSLCRG00005001502	Larimichthys_crocea
ENSACLP00000040644	ENSACLG00000027359	Astatotilapia_calliptera
ENSPNYP00000029447	ENSPNYG00000022172	Pundamilia_nyererei
ENSMZEP00005014599	ENSMZEG00005010971	Maylandia_zebra
ENSHBUP00000011798	ENSHBUG00000013544	Haplochromis_burtoni
ENSNBRP00000003130	ENSNBRG00000002466	Neolamprologus_brichardi
ENSONIP00000024682	ENSONIG00000019605	Oreochromis_niloticus
ENSACIP00000023502	ENSACIG00000018096	Amphilophus_citrinellus
ENSPRNP00000047788	ENSPRNG00000022842	Parambassis_ranga
ENSTRUP00000031453	ENSTRUG00000012419	Takifugu_rubripes
ENSTNIP00000022559	ENSTNIG00000019356	Tetraodon_nigroviridis
ENSMMOP00000011866	ENSMMOG00000009123	Mola_mola
ENSORLP00020001968	ENSORLG00020002696	Oryzias_latipes_ASM223471v1
ENSORLP00000012119	ENSORLG00000009661	Oryzias_latipes_ASM223467v1
ENSORLP00015021694	ENSORLG00015023193	Oryzias_latipes_ASM223469v1
ENSOMEP00000020634	ENSOMEG00000022521	Oryzias_melastigma
ENSHCOP00000027589	ENSHCOG00000019565	Hippocampus_comes
ENSGWIP00000036441	ENSGWIG00000018582	Gouania_willdenowi
ENSPMGP00000014412	ENSPMGG00000011810	Periophthalmus_magnuspinnatus
ENSHHUP00000032800	ENSHHUG00000020731	Hucho_hucho
ENSHHUP00000024821	ENSHHUG00000015605	Hucho_hucho
ENSELUP00000022151	ENSELUG00000001565	Esox_lucius
ENSPKIP00000016124	ENSPKIG00000002581	Paramormyrops_kingsleyae
ENSSFOP00015011966	ENSSFOG00015007706	Scleropages_formosus
ENSLOCP00000016369	ENSLOCG00000013279	Lepisosteus_oculatus
ENSECRP00000018457	ENSECRG00000012317	Erpetoichthys_calabaricus
ENSCMIP00000007709	ENSCMIG00000004192	Callorhinchus_milii
ENSEBUP00000026916	ENSEBUG00000016557	Eptatretus_burgeri
ENSPMAP00000008321	ENSPMAG00000007546	Petromyzon_marinus
ENSCINP00000013055	ENSCING00000006333	Ciona_intestinalis	ENSCINT00000013055
ENSCSAVP00000012309	ENSCSAVG00000007241	Ciona_savignyi	ENSCSAVT00000012452
FBpp0085288	FBgn0051702	Drosophila_melanogaster
FBpp0085300	FBgn0051703	Drosophila_melanogaster
ENSCINP00000033146	ENSCING00000018637	Ciona_intestinalis	ENSCINT00000036422
FBpp0070467	FBgn0040356	Drosophila_melanogaster	FBtr0070489
