ENSPTEP00000002862	ENSPTEG00000003364	Piliocolobus_tephrosceles	ENSPTET00000004456
ENSPTEP00000002083	ENSPTEG00000002395	Piliocolobus_tephrosceles	ENSPTET00000003157
ENSPTEP00000003978	ENSPTEG00000004705	Piliocolobus_tephrosceles	ENSPTET00000006239
F39B2.7.1	WBGene00009557	Caenorhabditis_elegans_strain_N2	F39B2.7.1
ENSPMAP00000001006	ENSPMAG00000000918	Petromyzon_marinus	ENSPMAT00000001010
ENSEBUP00000012249	ENSEBUG00000007810	Eptatretus_burgeri	ENSEBUT00000012825
ENSARWP00000023028	ENSARWG00000015693	Apteryx_rowi	ENSARWT00000026110
ENSNPEP00000002615	ENSNPEG00000002023	Nothoprocta_perdicaria	ENSNPET00000002667
ENSLSDP00000011331	ENSLSDG00000008305	Lonchura_striata_domestica
ENSMUSP00000007754	ENSMUSG00000007610	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000036807	ENSMSIG00000030635	Mus_spicilegus
MGP_SPRETEiJ_P0088411	MGP_SPRETEiJ_G0032307	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0084912	MGP_CAROLIEiJ_G0031188	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0047780	MGP_PahariEiJ_G0021653	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000057102	ENSRNOG00000023403	Rattus_norvegicus
ENSMUGP00000028103	ENSMUGG00000023333	Meriones_unguiculatus
ENSCGRP00001000476	ENSCGRG00001000390	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006005	ENSCGRG00015004686	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008025	ENSCGRG00000005854	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020005	ENSMAUG00000018131	Mesocricetus_auratus
ENSMOCP00000016145	ENSMOCG00000015131	Microtus_ochrogaster
ENSPEMP00000011073	ENSPEMG00000011836	Peromyscus_maniculatus_bairdii
ENSNGAP00000017539	ENSNGAG00000017920	Nannospalax_galili
ENSHGLP00000003811	ENSHGLG00000002806	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020633	ENSHGLG00100015205	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000017794	ENSCPOG00000027093	Cavia_porcellus
ENSCAPP00000017015	ENSCAPG00000016788	Cavia_aperea
ENSSTOP00000005652	ENSSTOG00000006318	Ictidomys_tridecemlineatus
ENSUPAP00010024542	ENSUPAG00010019455	Urocitellus_parryii
ENSMMMP00000026927	ENSMMMG00000023558	Marmota_marmota_marmota
ENSCCNP00000021233	ENSCCNG00000021078	Castor_canadensis
ENSOPRP00000005304	ENSOPRG00000005761	Ochotona_princeps
ENSPCOP00000019263	ENSPCOG00000021581	Propithecus_coquereli
ENSPSMP00000036430	ENSPSMG00000025053	Prolemur_simus
ENSMICP00000034107	ENSMICG00000028047	Microcebus_murinus
ENSOGAP00000006281	ENSOGAG00000007014	Otolemur_garnettii
ENSPTRP00000073462	ENSPTRG00000010670	Pan_troglodytes
ENSPPAP00000008725	ENSPPAG00000027605	Pan_paniscus
ENSP00000351644	ENSG00000130299	Homo_sapiens
ENSGGOP00000015200	ENSGGOG00000015580	Gorilla_gorilla
ENSPPYP00000010883	ENSPPYG00000009711	Pongo_abelii
ENSNLEP00000047084	ENSNLEG00000005748	Nomascus_leucogenys
ENSPANP00000000676	ENSPANG00000017711	Papio_anubis
ENSTGEP00000015364	ENSTGEG00000012441	Theropithecus_gelada
ENSMLEP00000009244	ENSMLEG00000028812	Mandrillus_leucophaeus
ENSCATP00000012548	ENSCATG00000030444	Cercocebus_atys
ENSMFAP00000009884	ENSMFAG00000004345	Macaca_fascicularis
ENSMNEP00000029850	ENSMNEG00000038380	Macaca_nemestrina
ENSMMUP00000072298	ENSMMUG00000055108	Macaca_mulatta
ENSMMUP00000051199	ENSMMUG00000023403	Macaca_mulatta
ENSRBIP00000032181	ENSRBIG00000039889	Rhinopithecus_bieti
ENSRROP00000019446	ENSRROG00000033731	Rhinopithecus_roxellana
ENSCANP00000010695	ENSCANG00000028746	Colobus_angolensis_palliatus
ENSPTEP00000034549	ENSPTEG00000032755	Piliocolobus_tephrosceles
ENSCCAP00000005902	ENSCCAG00000020717	Cebus_capucinus_imitator
ENSSBOP00000000748	ENSSBOG00000003356	Saimiri_boliviensis_boliviensis
ENSCJAP00000017861	ENSCJAG00000009731	Callithrix_jacchus
ENSANAP00000025553	ENSANAG00000030487	Aotus_nancymaae
ENSTBEP00000012546	ENSTBEG00000014472	Tupaia_belangeri
ENSODEP00000002095	ENSODEG00000001637	Octodon_degus
ENSSDAP00000009755	ENSSDAG00000008876	Spermophilus_dauricus
ENSPVAP00000007435	ENSPVAG00000007877	Pteropus_vampyrus
ENSMLUP00000009620	ENSMLUG00000010529	Myotis_lucifugus
ENSSSCP00000040261	ENSSSCG00000038440	Sus_scrofa_strain_reference
ENSVPAP00000003603	ENSVPAG00000003878	Vicugna_pacos
ENSOARP00000018208	ENSOARG00000016953	Ovis_aries
ENSCHIP00000023768	ENSCHIG00000021205	Capra_hircus
ENSBIXP00000023687	ENSBIXG00000026103	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000005506	ENSBTAG00000004200	Bos_taurus
ENSBIXP00005010720	ENSBIXG00005015344	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000026624	ENSBMUG00000019920	Bos_mutus
ENSBBBP00000002514	ENSBBBG00000011649	Bison_bison_bison
ENSTTRP00000002943	ENSTTRG00000003140	Tursiops_truncatus
ENSUMAP00000016093	ENSUMAG00000011835	Ursus_maritimus
ENSUAMP00000001885	ENSUAMG00000001760	Ursus_americanus
ENSAMEP00000011041	ENSAMEG00000010489	Ailuropoda_melanoleuca
ENSNVIP00000020454	ENSNVIG00000016000	Neovison_vison
ENSMPUP00000015783	ENSMPUG00000015889	Mustela_putorius_furo
ENSCAFP00000022668	ENSCAFG00000015378	Canis_lupus_familiaris
ENSCAFP00020012946	ENSCAFG00020010423	Canis_lupus_dingo
ENSVVUP00000021950	ENSVVUG00000016125	Vulpes_vulpes
ENSPPRP00000019068	ENSPPRG00000010547	Panthera_pardus
ENSFCAP00000000941	ENSFCAG00000001008	Felis_catus
ENSECAP00000016285	ENSECAG00000018651	Equus_caballus
ENSEASP00005003828	ENSEASG00005002907	Equus_asinus_asinus
ENSSARP00000003020	ENSSARG00000003327	Sorex_araneus
ENSOANP00000021662	ENSOANG00000013734	Ornithorhynchus_anatinus
ENSXETP00000007675	ENSXETG00000007757	Xenopus_tropicalis
ENSLACP00000006399	ENSLACG00000005677	Latimeria_chalumnae
ENSCHAP00000012434	ENSCHAG00000006895	Clupea_harengus
ENSDCDP00000035171	ENSDCDG00000023629	Denticeps_clupeoides
ENSAMXP00000035909	ENSAMXG00000019041	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005048961	ENSAMXG00005022352	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005124	ENSPNAG00000011434	Pygocentrus_nattereri
ENSEEEP00000030318	ENSEEEG00000014536	Electrophorus_electricus
ENSIPUP00000010521	ENSIPUG00000007198	Ictalurus_punctatus
ENSDARP00000004190	ENSDARG00000018650	Danio_rerio
ENSTRUP00000009026	ENSTRUG00000003828	Takifugu_rubripes
ENSTNIP00000013078	ENSTNIG00000010179	Tetraodon_nigroviridis
ENSMMOP00000009145	ENSMMOG00000007062	Mola_mola
ENSLCRP00005040645	ENSLCRG00005015685	Larimichthys_crocea
ENSLBEP00000036239	ENSLBEG00000027113	Labrus_bergylta
ENSCGOP00000018720	ENSCGOG00000008950	Cottoperca_gobio
ENSGACP00000010334	ENSGACG00000007790	Gasterosteus_aculeatus
ENSHCOP00000005821	ENSHCOG00000007532	Hippocampus_comes
ENSMAMP00000010520	ENSMAMG00000007104	Mastacembelus_armatus
ENSMALP00000030326	ENSMALG00000020955	Monopterus_albus
ENSATEP00000025119	ENSATEG00000017428	Anabas_testudineus
ENSBSLP00000054220	ENSBSLG00000025449	Betta_splendens
ENSSMAP00000034240	ENSSMAG00000020947	Scophthalmus_maximus
ENSCSEP00000025962	ENSCSEG00000016590	Cynoglossus_semilaevis
ENSSDUP00000014595	ENSSDUG00000010662	Seriola_dumerili
ENSSLDP00000003352	ENSSLDG00000002467	Seriola_lalandi_dorsalis
ENSLCAP00010015112	ENSLCAG00010007157	Lates_calcarifer
ENSAPEP00000010395	ENSAPEG00000007438	Amphiprion_percula
ENSAOCP00000023063	ENSAOCG00000008891	Amphiprion_ocellaris
ENSAPOP00000027808	ENSAPOG00000012575	Acanthochromis_polyacanthus
ENSAPOP00000013038	ENSAPOG00000015815	Acanthochromis_polyacanthus
ENSSPAP00000004947	ENSSPAG00000003839	Stegastes_partitus
ENSPRNP00000045732	ENSPRNG00000022124	Parambassis_ranga
ENSACLP00000017735	ENSACLG00000012124	Astatotilapia_calliptera
ENSMZEP00005025215	ENSMZEG00005018819	Maylandia_zebra
ENSPNYP00000018581	ENSPNYG00000014028	Pundamilia_nyererei
ENSHBUP00000003327	ENSHBUG00000004647	Haplochromis_burtoni
ENSONIP00000012718	ENSONIG00000010114	Oreochromis_niloticus
ENSNBRP00000028391	ENSNBRG00000021625	Neolamprologus_brichardi
ENSACIP00000015921	ENSACIG00000012338	Amphilophus_citrinellus
ENSGWIP00000049094	ENSGWIG00000023980	Gouania_willdenowi
ENSFHEP00000020261	ENSFHEG00000022235	Fundulus_heteroclitus
ENSCVAP00000018699	ENSCVAG00000021988	Cyprinodon_variegatus
ENSXMAP00000002389	ENSXMAG00000002392	Xiphophorus_maculatus
ENSXCOP00000011804	ENSXCOG00000008924	Xiphophorus_couchianus
ENSGAFP00000010419	ENSGAFG00000007045	Gambusia_affinis
ENSPFOP00000011338	ENSPFOG00000011268	Poecilia_formosa
ENSPMEP00000029465	ENSPMEG00000015227	Poecilia_mexicana
ENSPLAP00000004493	ENSPLAG00000006204	Poecilia_latipinna
ENSPREP00000018538	ENSPREG00000012552	Poecilia_reticulata
ENSKMAP00000005199	ENSKMAG00000003914	Kryptolebias_marmoratus
ENSORLP00000011125	ENSORLG00000008868	Oryzias_latipes_ASM223467v1
ENSORLP00020029474	ENSORLG00020013457	Oryzias_latipes_ASM223471v1
ENSORLP00015027152	ENSORLG00015009095	Oryzias_latipes_ASM223469v1
ENSOMEP00000004053	ENSOMEG00000004989	Oryzias_melastigma
ENSPMGP00000018027	ENSPMGG00000014730	Periophthalmus_magnuspinnatus
ENSGMOP00000014610	ENSGMOG00000013665	Gadus_morhua
ENSHHUP00000088036	ENSHHUG00000050867	Hucho_hucho
ENSELUP00000039438	ENSELUG00000019607	Esox_lucius
ENSSFOP00015030932	ENSSFOG00015019813	Scleropages_formosus
ENSPKIP00000026104	ENSPKIG00000008711	Paramormyrops_kingsleyae
ENSLOCP00000003595	ENSLOCG00000003052	Lepisosteus_oculatus
ENSECRP00000023780	ENSECRG00000016114	Erpetoichthys_calabaricus
FBpp0084012	FBgn0039189	Drosophila_melanogaster
YMR023C_mRNA	YMR023C	Saccharomyces_cerevisiae_strain_S288C
