ENSBIXP00000020412	ENSBIXG00000023720	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCINP00000000289	ENSCING00000000168	Ciona_intestinalis
ENSTGEP00000025133	ENSTGEG00000020275	Theropithecus_gelada
ENSAPEP00000013133	ENSAPEG00000009357	Amphiprion_percula
ENSPVIP00000016782	ENSPVIG00000012954	Pogona_vitticeps
MGP_CAROLIEiJ_P0032689	MGP_CAROLIEiJ_G0017907	Mus_caroli_strain_CAROLI_EIJ
ENSPNAP00000033032	ENSPNAG00000021375	Pygocentrus_nattereri
ENSRROP00000002623	ENSRROG00000010555	Rhinopithecus_roxellana
ENSANAP00000022878	ENSANAG00000029192	Aotus_nancymaae
ENSCLAP00000009246	ENSCLAG00000006437	Chinchilla_lanigera
ENSTSYP00000001109	ENSTSYG00000001199	Carlito_syrichta
ENSPSIP00000016716	ENSPSIG00000014904	Pelodiscus_sinensis
ENSACAP00000004872	ENSACAG00000004995	Anolis_carolinensis
ENSMGAP00000012368	ENSMGAG00000011790	Meleagris_gallopavo
ENSCATP00000033366	ENSCATG00000039693	Cercocebus_atys
MGP_PahariEiJ_P0082803	MGP_PahariEiJ_G0029664	Mus_pahari_strain_PAHARI_EIJ
ENSXETP00000038871	ENSXETG00000017333	Xenopus_tropicalis
ENSOARP00000022778	ENSOARG00000021192	Ovis_aries
ENSAHAP00000010087	ENSAHAG00000007293	Apteryx_haastii
ENSCGOP00000050417	ENSCGOG00000022380	Cottoperca_gobio
ENSBIXP00005026908	ENSBIXG00005029040	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCSAP00000009167	ENSCSAG00000012994	Chlorocebus_sabaeus
ENSKMAP00000022866	ENSKMAG00000016960	Kryptolebias_marmoratus
ENSNGAP00000000472	ENSNGAG00000000372	Nannospalax_galili
ENSSBOP00000024665	ENSSBOG00000028807	Saimiri_boliviensis_boliviensis
ENSMODP00000009078	ENSMODG00000046746	Monodelphis_domestica
ENSSARP00000007537	ENSSARG00000008354	Sorex_araneus
ENSEEEP00000013994	ENSEEEG00000006960	Electrophorus_electricus
ENSMLEP00000015854	ENSMLEG00000032122	Mandrillus_leucophaeus
ENSAPOP00000030632	ENSAPOG00000017333	Acanthochromis_polyacanthus
ENSCAFP00020006881	ENSCAFG00020005575	Canis_lupus_dingo
ENSDARP00000033740	ENSDARG00000028321	Danio_rerio
ENSXMAP00000035807	ENSXMAG00000023772	Xiphophorus_maculatus
ENSMSIP00000000650	ENSMSIG00000000660	Mus_spicilegus
ENSVPAP00000010603	ENSVPAG00000011384	Vicugna_pacos
ENSCCAP00000002672	ENSCCAG00000015807	Cebus_capucinus_imitator
ENSACLP00000040285	ENSACLG00000027147	Astatotilapia_calliptera
ENSBSLP00000046206	ENSBSLG00000022076	Betta_splendens
ENSMMUP00000054144	ENSMMUG00000011089	Macaca_mulatta
ENSPPRP00000002840	ENSPPRG00000023164	Panthera_pardus
ENSMUGP00000029703	ENSMUGG00000024665	Meriones_unguiculatus
ENSOCUP00000024170	ENSOCUG00000008559	Oryctolagus_cuniculus
ENSPPYP00000023927	ENSPPYG00000029433	Pongo_abelii
ENSMOCP00000019639	ENSMOCG00000017570	Microtus_ochrogaster
ENSPTRP00000011010	ENSPTRG00000034394	Pan_troglodytes
ENSMNEP00000021344	ENSMNEG00000034435	Macaca_nemestrina
ENSMSIP00000031092	ENSMSIG00000026023	Mus_spicilegus
ENSMALP00000030471	ENSMALG00000021057	Monopterus_albus
ENSNPEP00000019360	ENSNPEG00000014430	Nothoprocta_perdicaria
ENSUAMP00000032151	ENSUAMG00000024578	Ursus_americanus
ENSLCOP00000012059	ENSLCOG00000008742	Lepidothrix_coronata
ENSFCAP00000048652	ENSFCAG00000042738	Felis_catus
ENSMUSP00000131728	ENSMUSG00000021139	Mus_musculus_strain_reference_(CL57BL6)
ENSLSDP00000015153	ENSLSDG00000010932	Lonchura_striata_domestica
ENSPNYP00000028143	ENSPNYG00000021187	Pundamilia_nyererei
ENSRBIP00000021382	ENSRBIG00000034666	Rhinopithecus_bieti
ENSPREP00000026711	ENSPREG00000018061	Poecilia_reticulata
ENSHBUP00000012376	ENSHBUG00000014074	Haplochromis_burtoni
ENSSDUP00000008375	ENSSDUG00000006148	Seriola_dumerili	ENSSDUT00000008526
ENSPTEP00000034970	ENSPTEG00000033097	Piliocolobus_tephrosceles
ENSPTIP00000021123	ENSPTIG00000018377	Panthera_tigris_altaica
ENSPCIP00000010466	ENSPCIG00000008525	Phascolarctos_cinereus
ENSCGRP00000011885	ENSCGRG00000008660	Cricetulus_griseus_CriGri_1.0
ENSAOCP00000010789	ENSAOCG00000014993	Amphiprion_ocellaris
ENSGWIP00000017379	ENSGWIG00000009672	Gouania_willdenowi
ENSSPAP00000003702	ENSSPAG00000002873	Stegastes_partitus
ENSOANP00000004252	ENSOANG00000002669	Ornithorhynchus_anatinus
ENSCHIP00000028835	ENSCHIG00000024200	Capra_hircus
ENSPLAP00000021641	ENSPLAG00000005559	Poecilia_latipinna
ENSMAMP00000000275	ENSMAMG00000000194	Mastacembelus_armatus
ENSABRP00000017702	ENSABRG00000015328	Anser_brachyrhynchus
ENSPEMP00000004474	ENSPEMG00000006783	Peromyscus_maniculatus_bairdii
ENSMICP00000023534	ENSMICG00000032757	Microcebus_murinus
ENSCSAVP00000009958	ENSCSAVG00000005867	Ciona_savignyi
MGP_CAROLIEiJ_P0032702	MGP_CAROLIEiJ_G0017909	Mus_caroli_strain_CAROLI_EIJ
ENSDNVP00000001411	ENSDNVG00000001027	Dromaius_novaehollandiae
ENSP00000256366	ENSG00000213463	Homo_sapiens
ENSCHIP00000025476	ENSCHIG00000022232	Capra_hircus
ENSCANP00000040038	ENSCANG00000043691	Colobus_angolensis_palliatus
ENSDNOP00000025529	ENSDNOG00000035278	Dasypus_novemcinctus
ENSODEP00000019104	ENSODEG00000014092	Octodon_degus
ENSLACP00000012252	ENSLACG00000010784	Latimeria_chalumnae
ENSACIP00000015270	ENSACIG00000011867	Amphilophus_citrinellus
ENSNVIP00000013013	ENSNVIG00000010299	Neovison_vison
ENSGGOP00000007192	ENSGGOG00000037626	Gorilla_gorilla
ENSOGAP00000011837	ENSOGAG00000013211	Otolemur_garnettii
ENSMLUP00000020141	ENSMLUG00000016266	Myotis_lucifugus
ENSXCOP00000020481	ENSXCOG00000015345	Xiphophorus_couchianus
ENSVVUP00000004910	ENSVVUG00000003869	Vulpes_vulpes
ENSVURP00010025823	ENSVURG00010019782	Vombatus_ursinus
ENSNSUP00000024243	ENSNSUG00000017536	Notechis_scutatus
ENSCPGP00000009256	ENSCPGG00000006591	Calidris_pygmaea
ENSGAGP00000020515	ENSGAGG00000015102	Gopherus_agassizii
ENSBMUP00000017831	ENSBMUG00000013494	Bos_mutus
ENSOCUP00000045056	ENSOCUG00000023468	Oryctolagus_cuniculus
ENSMAUP00000002754	ENSMAUG00000002533	Mesocricetus_auratus
ENSPMGP00000024886	ENSPMGG00000020130	Periophthalmus_magnuspinnatus
ENSCCNP00000030029	ENSCCNG00000028795	Castor_canadensis
ENSCJAP00000062551	ENSCJAG00000038700	Callithrix_jacchus
ENSEEUP00000004994	ENSEEUG00000005518	Erinaceus_europaeus
ENSCVAP00000029360	ENSCVAG00000017049	Cyprinodon_variegatus
ENSBBBP00000028162	ENSBBBG00000024709	Bison_bison_bison
ENSPKIP00000015365	ENSPKIG00000002119	Paramormyrops_kingsleyae
ENSOMEP00000035772	ENSOMEG00000023193	Oryzias_melastigma
ENSMPUP00000007436	ENSMPUG00000007492	Mustela_putorius_furo
ENSHCOP00000013186	ENSHCOG00000016306	Hippocampus_comes
ENSMUNP00000004936	ENSMUNG00000004104	Melopsittacus_undulatus
ENSSFOP00015013009	ENSSFOG00015008401	Scleropages_formosus
ENSSTOP00000012931	ENSSTOG00000014437	Ictidomys_tridecemlineatus
ENSEASP00005024473	ENSEASG00005016623	Equus_asinus_asinus
ENSGACP00000015567	ENSGACG00000011774	Gasterosteus_aculeatus
ENSIPUP00000004876	ENSIPUG00000003389	Ictalurus_punctatus
ENSECRP00000025124	ENSECRG00000017014	Erpetoichthys_calabaricus
ENSCSEP00000012508	ENSCSEG00000008085	Cynoglossus_semilaevis
ENSCPBP00000031316	ENSCPBG00000021979	Chrysemys_picta_bellii
ENSP00000482133	ENSG00000258644	Homo_sapiens
ENSCCEP00000009397	ENSCCEG00000009518	Cyanistes_caeruleus
