ENSSCAP00000021585	ENSSCAG00000015507	Serinus_canaria
F14D12.1b.1	WBGene00017463	Caenorhabditis_elegans_strain_N2
ENSHHUP00000070951	ENSHHUG00000041707	Hucho_hucho
ENSPRNP00000025371	ENSPRNG00000012864	Parambassis_ranga
ENSACIP00000007805	ENSACIG00000006102	Amphilophus_citrinellus
ENSSBOP00000037263	ENSSBOG00000034734	Saimiri_boliviensis_boliviensis
ENSORLP00000026018	ENSORLG00000006052	Oryzias_latipes_ASM223467v1
ENSOMEP00000027510	ENSOMEG00000010011	Oryzias_melastigma
ENSTRUP00000025740	ENSTRUG00000023124	Takifugu_rubripes
ENSAOCP00000013290	ENSAOCG00000001253	Amphiprion_ocellaris
ENSGWIP00000003585	ENSGWIG00000001944	Gouania_willdenowi
ENSMICP00000006160	ENSMICG00000006754	Microcebus_murinus
ENSSPAP00000009730	ENSSPAG00000007420	Stegastes_partitus
ENSCJPP00005023398	ENSCJPG00005018569	Coturnix_japonica
ENSMAMP00000011359	ENSMAMG00000007706	Mastacembelus_armatus
ENSONIP00000023851	ENSONIG00000018940	Oreochromis_niloticus
ENSSPUP00000002858	ENSSPUG00000002161	Sphenodon_punctatus
ENSPTEP00000030414	ENSPTEG00000029627	Piliocolobus_tephrosceles
ENSGAFP00000020727	ENSGAFG00000013987	Gambusia_affinis
ENSVURP00010028452	ENSVURG00010021778	Vombatus_ursinus
ENSAHAP00000025080	ENSAHAG00000017491	Apteryx_haastii
ENSGGOP00000003353	ENSGGOG00000003413	Gorilla_gorilla
ENSARWP00000022882	ENSARWG00000015602	Apteryx_rowi
ENSHGLP00000026497	ENSHGLG00000018845	Heterocephalus_glaber_HetGla_female_1.0
ENSPFOP00000006128	ENSPFOG00000006145	Poecilia_formosa
ENSNVIP00000006699	ENSNVIG00000005312	Neovison_vison
ENSBMUP00000035236	ENSBMUG00000026211	Bos_mutus
ENSPKIP00000012455	ENSPKIG00000000227	Paramormyrops_kingsleyae
ENSPSIP00000016552	ENSPSIG00000014752	Pelodiscus_sinensis
ENSCATP00000025133	ENSCATG00000036059	Cercocebus_atys
ENSRNOP00000036262	ENSRNOG00000022419	Rattus_norvegicus
ENSPCIP00000038789	ENSPCIG00000028529	Phascolarctos_cinereus
ENSPANP00000025118	ENSPANG00000018167	Papio_anubis
ENSCPBP00000030330	ENSCPBG00000021343	Chrysemys_picta_bellii
ENSCSAP00000012005	ENSCSAG00000015932	Chlorocebus_sabaeus
ENSCAPP00000005130	ENSCAPG00000007518	Cavia_aperea
ENSCGOP00000013196	ENSCGOG00000006456	Cottoperca_gobio
ENSCCNP00000009718	ENSCCNG00000010234	Castor_canadensis
ENSORLP00015026388	ENSORLG00015007961	Oryzias_latipes_ASM223469v1
ENSMFAP00000028500	ENSMFAG00000045592	Macaca_fascicularis
ENSPNYP00000008631	ENSPNYG00000006598	Pundamilia_nyererei
ENSPFOP00000014513	ENSPFOG00000014460	Poecilia_formosa
ENSTSYP00000032969	ENSTSYG00000027628	Carlito_syrichta
ENSCHAP00000041397	ENSCHAG00000019357	Clupea_harengus
ENSP00000344432	ENSG00000175920	Homo_sapiens
ENSCJAP00000074796	ENSCJAG00000014004	Callithrix_jacchus
ENSBSLP00000023493	ENSBSLG00000011946	Betta_splendens
ENSCHAP00000024479	ENSCHAG00000012020	Clupea_harengus
ENSOPRP00000015214	ENSOPRG00000016663	Ochotona_princeps
ENSMEUP00000012280	ENSMEUG00000013460	Notamacropus_eugenii
ENSCCEP00000026198	ENSCCEG00000023080	Cyanistes_caeruleus
ENSGAFP00000008361	ENSGAFG00000005696	Gambusia_affinis
ENSFCAP00000053252	ENSFCAG00000012716	Felis_catus
ENSCPUP00000004283	ENSCPUG00000003192	Calidris_pugnax
ENSAOWP00000011224	ENSAOWG00000007716	Apteryx_owenii
ENSMAUP00000013769	ENSMAUG00000013714	Mesocricetus_auratus
ENSORLP00000033217	ENSORLG00000030591	Oryzias_latipes_ASM223467v1
ENSBSLP00000004377	ENSBSLG00000002273	Betta_splendens
ENSPTRP00000027329	ENSPTRG00000015858	Pan_troglodytes
ENSEBUP00000025788	ENSEBUG00000015891	Eptatretus_burgeri
ENSSMAP00000015694	ENSSMAG00000009635	Scophthalmus_maximus
ENSLCAP00010044678	ENSLCAG00010020761	Lates_calcarifer
ENSCABP00000010132	ENSCABG00000007587	Chelonoidis_abingdonii
ENSCMIP00000041602	ENSCMIG00000017343	Callorhinchus_milii
ENSCHIP00000000372	ENSCHIG00000000264	Capra_hircus
ENSMAMP00000005766	ENSMAMG00000003907	Mastacembelus_armatus
MGP_SPRETEiJ_P0070376	MGP_SPRETEiJ_G0028139	Mus_spretus_strain_SPRET/EiJ
ENSLCRP00005028784	ENSLCRG00005011390	Larimichthys_crocea
ENSCPRP00005004002	ENSCPRG00005002935	Crocodylus_porosus
ENSRBIP00000027973	ENSRBIG00000037866	Rhinopithecus_bieti
ENSBIXP00005030345	ENSBIXG00005010412	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLCOP00000010917	ENSLCOG00000007933	Lepidothrix_coronata
ENSAPEP00000019996	ENSAPEG00000014303	Amphiprion_percula
ENSGWIP00000033517	ENSGWIG00000017263	Gouania_willdenowi
ENSMALP00000002148	ENSMALG00000001604	Monopterus_albus
ENSPPYP00000016263	ENSPPYG00000014554	Pongo_abelii
ENSPCAP00000002108	ENSPCAG00000002225	Procavia_capensis
ENSORLP00020018627	ENSORLG00020019594	Oryzias_latipes_ASM223471v1
ENSLAFP00000016191	ENSLAFG00000020555	Loxodonta_africana
ENSLSDP00000015430	ENSLSDG00000011110	Lonchura_striata_domestica
ENSMSIP00000027154	ENSMSIG00000022905	Mus_spicilegus
ENSGGOP00000042671	ENSGGOG00000043042	Gorilla_gorilla
ENSGMOP00000016975	ENSGMOG00000015814	Gadus_morhua
ENSOMEP00000019727	ENSOMEG00000021571	Oryzias_melastigma
MGP_CAROLIEiJ_P0067753	MGP_CAROLIEiJ_G0027143	Mus_caroli_strain_CAROLI_EIJ
ENSMGAP00000013609	ENSMGAG00000012909	Meleagris_gallopavo
ENSAPOP00000008161	ENSAPOG00000010255	Acanthochromis_polyacanthus
ENSPMGP00000027828	ENSPMGG00000022447	Periophthalmus_magnuspinnatus
ENSPEMP00000020274	ENSPEMG00000018287	Peromyscus_maniculatus_bairdii
ENSCSEP00000003831	ENSCSEG00000002509	Cynoglossus_semilaevis
ENSVVUP00000034698	ENSVVUG00000025017	Vulpes_vulpes
ENSCVAP00000027548	ENSCVAG00000013962	Cyprinodon_variegatus
ENSLCRP00005010708	ENSLCRG00005004903	Larimichthys_crocea
ENSCAFP00000021556	ENSCAFG00000014622	Canis_lupus_familiaris
ENSNLEP00000000367	ENSNLEG00000000308	Nomascus_leucogenys
ENSPNAP00000023261	ENSPNAG00000000462	Pygocentrus_nattereri
ENSKMAP00000002148	ENSKMAG00000001654	Kryptolebias_marmoratus
ENSCANP00000035473	ENSCANG00000041421	Colobus_angolensis_palliatus
ENSMOCP00000016185	ENSMOCG00000015164	Microtus_ochrogaster
ENSELUP00000008722	ENSELUG00000009340	Esox_lucius
ENSGALP00000025128	ENSGALG00000015615	Gallus_gallus
ENSTTRP00000014977	ENSTTRG00000015804	Tursiops_truncatus
ENSONIP00000002267	ENSONIG00000001812	Oreochromis_niloticus
ENSEASP00005006000	ENSEASG00005004429	Equus_asinus_asinus
ENSSFOP00015031846	ENSSFOG00015020390	Scleropages_formosus
ENSCGRP00000013277	ENSCGRG00000009655	Cricetulus_griseus_CriGri_1.0
ENSPNYP00000007756	ENSPNYG00000005953	Pundamilia_nyererei
ENSMZEP00005000107	ENSMZEG00005000110	Maylandia_zebra
ENSJJAP00000014973	ENSJJAG00000017296	Jaculus_jaculus
ENSPCOP00000023889	ENSPCOG00000024093	Propithecus_coquereli
ENSACAP00000005615	ENSACAG00000005755	Anolis_carolinensis
ENSZALP00000004855	ENSZALG00000004551	Zonotrichia_albicollis
ENSSLDP00000015692	ENSSLDG00000012457	Seriola_lalandi_dorsalis
ENSPMEP00000012297	ENSPMEG00000014493	Poecilia_mexicana
ENSBTAP00000063739	ENSBTAG00000009742	Bos_taurus
ENSHGLP00100011805	ENSHGLG00100008769	Heterocephalus_glaber_HetGla_1.0
ENSATEP00000027824	ENSATEG00000019219	Anabas_testudineus
ENSODEP00000014831	ENSODEG00000010960	Octodon_degus
ENSLCAP00010034656	ENSLCAG00010016273	Lates_calcarifer
ENSTNIP00000015010	ENSTNIG00000012048	Tetraodon_nigroviridis
ENSAMEP00000015635	ENSAMEG00000014847	Ailuropoda_melanoleuca
ENSCPOP00000017733	ENSCPOG00000020197	Cavia_porcellus
ENSSSCP00000022124	ENSSSCG00000008702	Sus_scrofa_strain_reference
ENSPNAP00000029622	ENSPNAG00000015834	Pygocentrus_nattereri
ENSUPAP00010006418	ENSUPAG00010005159	Urocitellus_parryii
ENSBIXP00000019798	ENSBIXG00000004602	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMODP00000050901	ENSMODG00000003469	Monodelphis_domestica
ENSTGEP00000028816	ENSTGEG00000023193	Theropithecus_gelada
ENSTNIP00000008803	ENSTNIG00000006060	Tetraodon_nigroviridis
ENSTBEP00000007985	ENSTBEG00000009215	Tupaia_belangeri
ENSMZEP00005013935	ENSMZEG00005010507	Maylandia_zebra
ENSSMRP00000030539	ENSSMRG00000023411	Salvator_merianae
ENSAPLP00000009264	ENSAPLG00000009564	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000022532	ENSNMEG00000019303	Numida_meleagris
ENSAMXP00000037126	ENSAMXG00000033089	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPSMP00000030293	ENSPSMG00000021025	Prolemur_simus
ENSHHUP00000063053	ENSHHUG00000037290	Hucho_hucho
