FBpp0293270	FBgn0034641	Drosophila_melanogaster	FBtr0304728
ZK1251.9a.1	WBGene00014243	Caenorhabditis_elegans_strain_N2	ZK1251.9a.1
ENSVURP00010022903	ENSVURG00010017525	Vombatus_ursinus	ENSVURT00010026063
ENSPCIP00000031138	ENSPCIG00000023152	Phascolarctos_cinereus	ENSPCIT00000038290
ENSMEUP00000005693	ENSMEUG00000006212	Notamacropus_eugenii	ENSMEUT00000006247
ENSSHAP00000012243	ENSSHAG00000010496	Sarcophilus_harrisii	ENSSHAT00000012342
ENSMODP00000055944	ENSMODG00000011890	Monodelphis_domestica	ENSMODT00000075238
ENSCCNP00000019946	ENSCCNG00000019939	Castor_canadensis
ENSGGOP00000001025	ENSGGOG00000001039	Gorilla_gorilla
ENSPPYP00000015478	ENSPPYG00000013832	Pongo_abelii
ENSNLEP00000029078	ENSNLEG00000007035	Nomascus_leucogenys
ENSMMUP00000052790	ENSMMUG00000004280	Macaca_mulatta
ENSMFAP00000045018	ENSMFAG00000036421	Macaca_fascicularis
ENSTGEP00000004114	ENSTGEG00000003444	Theropithecus_gelada
ENSCSAP00000010182	ENSCSAG00000014045	Chlorocebus_sabaeus
ENSCATP00000003704	ENSCATG00000012780	Cercocebus_atys
ENSMLEP00000012205	ENSMLEG00000030256	Mandrillus_leucophaeus
ENSPANP00000046668	ENSPANG00000034611	Papio_anubis
ENSMNEP00000039320	ENSMNEG00000042474	Macaca_nemestrina
ENSRROP00000000441	ENSRROG00000001114	Rhinopithecus_roxellana
ENSRBIP00000026673	ENSRBIG00000037175	Rhinopithecus_bieti
ENSCANP00000028303	ENSCANG00000037370	Colobus_angolensis_palliatus
ENSPTEP00000042909	ENSPTEG00000039162	Piliocolobus_tephrosceles
ENSSBOP00000010757	ENSSBOG00000022147	Saimiri_boliviensis_boliviensis
ENSCJAP00000062262	ENSCJAG00000005537	Callithrix_jacchus
ENSCCAP00000039546	ENSCCAG00000037554	Cebus_capucinus_imitator
ENSANAP00000026236	ENSANAG00000030696	Aotus_nancymaae
ENSTSYP00000018253	ENSTSYG00000003090	Carlito_syrichta
ENSPSMP00000010801	ENSPSMG00000007796	Prolemur_simus
ENSMICP00000022158	ENSMICG00000013697	Microcebus_murinus
ENSOGAP00000001785	ENSOGAG00000001997	Otolemur_garnettii
ENSTBEP00000000351	ENSTBEG00000000400	Tupaia_belangeri
ENSUAMP00000028055	ENSUAMG00000021679	Ursus_americanus	ENSUAMT00000031338
ENSUMAP00000030113	ENSUMAG00000021784	Ursus_maritimus	ENSUMAT00000035584
ENSAMEP00000009822	ENSAMEG00000009349	Ailuropoda_melanoleuca	ENSAMET00000010249
ENSMPUP00000011785	ENSMPUG00000011875	Mustela_putorius_furo
ENSNVIP00000001592	ENSNVIG00000001246	Neovison_vison
ENSCAFP00000014958	ENSCAFG00000010183	Canis_lupus_familiaris
ENSCAFP00020028474	ENSCAFG00020022304	Canis_lupus_dingo
ENSVVUP00000037604	ENSVVUG00000026880	Vulpes_vulpes
ENSPTIP00000003432	ENSPTIG00000006145	Panthera_tigris_altaica
ENSPPRP00000019218	ENSPPRG00000010677	Panthera_pardus
ENSFCAP00000025960	ENSFCAG00000002450	Felis_catus
ENSEASP00005018662	ENSEASG00005012863	Equus_asinus_asinus
ENSECAP00000027949	ENSECAG00000000392	Equus_caballus
ENSMLUP00000006988	ENSMLUG00000007632	Myotis_lucifugus
ENSBIXP00000000005	ENSBIXG00000030372	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003803	ENSBIXG00005005948	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000064963	ENSBTAG00000006501	Bos_taurus
ENSBMUP00000031397	ENSBMUG00000023418	Bos_mutus
ENSBBBP00000006451	ENSBBBG00000000943	Bison_bison_bison
ENSOARP00000008103	ENSOARG00000007546	Ovis_aries
ENSCHIP00000003569	ENSCHIG00000007737	Capra_hircus
ENSSSCP00000048192	ENSSSCG00000011417	Sus_scrofa_strain_reference
ENSVPAP00000007005	ENSVPAG00000007530	Vicugna_pacos
ENSTTRP00000001349	ENSTTRG00000001432	Tursiops_truncatus
ENSPVAP00000003047	ENSPVAG00000003223	Pteropus_vampyrus
ENSSARP00000011533	ENSSARG00000012760	Sorex_araneus
ENSEEUP00000003487	ENSEEUG00000003770	Erinaceus_europaeus
ENSDNOP00000009393	ENSDNOG00000012082	Dasypus_novemcinctus
ENSCHOP00000008125	ENSCHOG00000009177	Choloepus_hoffmanni
ENSLAFP00000010605	ENSLAFG00000012675	Loxodonta_africana
ENSPCAP00000010818	ENSPCAG00000011406	Procavia_capensis
ENSETEP00000006777	ENSETEG00000008336	Echinops_telfairi
ENSOANP00000020244	ENSOANG00000012792	Ornithorhynchus_anatinus	ENSOANT00000020247
ENSOANP00000030386	ENSOANG00000031240	Ornithorhynchus_anatinus	ENSOANT00000039625
ENSAHAP00000021252	ENSAHAG00000014913	Apteryx_haastii
ENSAOWP00000014875	ENSAOWG00000010153	Apteryx_owenii
ENSARWP00000017645	ENSARWG00000012140	Apteryx_rowi
ENSDNVP00000016562	ENSDNVG00000011603	Dromaius_novaehollandiae
ENSNPEP00000017283	ENSNPEG00000012868	Nothoprocta_perdicaria
ENSCPUP00000017576	ENSCPUG00000012108	Calidris_pugnax
ENSCPGP00000004629	ENSCPGG00000003236	Calidris_pygmaea
ENSJHYP00000009316	ENSJHYG00000007360	Junco_hyemalis
ENSZALP00000022913	ENSZALG00000017759	Zonotrichia_albicollis
ENSSCAP00000000859	ENSSCAG00000000718	Serinus_canaria
ENSLSDP00000025372	ENSLSDG00000017744	Lonchura_striata_domestica
ENSTGUP00000005018	ENSTGUG00000004855	Taeniopygia_guttata
ENSPMJP00000006117	ENSPMJG00000005222	Parus_major
ENSCCEP00000028058	ENSCCEG00000024328	Cyanistes_caeruleus
ENSFALP00000009320	ENSFALG00000008931	Ficedula_albicollis
ENSLCOP00000001583	ENSLCOG00000001283	Lepidothrix_coronata
ENSMVIP00005020759	ENSMVIG00005014554	Manacus_vitellinus
ENSMUNP00000001454	ENSMUNG00000001233	Melopsittacus_undulatus
ENSABRP00000001743	ENSABRG00000001779	Anser_brachyrhynchus
ENSAPLP00000014903	ENSAPLG00000015002	Anas_platyrhynchos_platyrhynchos
ENSGALP00000052928	ENSGALG00000033301	Gallus_gallus
ENSCJPP00005011257	ENSCJPG00005008954	Coturnix_japonica
ENSMGAP00000001796	ENSMGAG00000002240	Meleagris_gallopavo
ENSNMEP00000010872	ENSNMEG00000010253	Numida_meleagris
ENSCPRP00005021095	ENSCPRG00005014688	Crocodylus_porosus
ENSCABP00000019459	ENSCABG00000014368	Chelonoidis_abingdonii
ENSCABP00000021565	ENSCABG00000015845	Chelonoidis_abingdonii
ENSGAGP00000028992	ENSGAGG00000020991	Gopherus_agassizii
ENSCPBP00000023320	ENSCPBG00000016641	Chrysemys_picta_bellii
ENSPSIP00000015792	ENSPSIG00000014101	Pelodiscus_sinensis
ENSPVIP00000031907	ENSPVIG00000023441	Pogona_vitticeps
ENSACAP00000007560	ENSACAG00000007692	Anolis_carolinensis
ENSSMRP00000011458	ENSSMRG00000009004	Salvator_merianae
ENSNSUP00000006665	ENSNSUG00000005176	Notechis_scutatus
ENSSPUP00000000595	ENSSPUG00000000429	Sphenodon_punctatus
ENSXETP00000030946	ENSXETG00000011734	Xenopus_tropicalis
ENSLACP00000018639	ENSLACG00000016413	Latimeria_chalumnae
ENSDCDP00000015598	ENSDCDG00000012534	Denticeps_clupeoides
ENSCHAP00000059401	ENSCHAG00000026637	Clupea_harengus
ENSPNAP00000026175	ENSPNAG00000001788	Pygocentrus_nattereri
ENSAMXP00005045200	ENSAMXG00005020944	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000014476	ENSEEEG00000007205	Electrophorus_electricus
ENSIPUP00000037318	ENSIPUG00000024966	Ictalurus_punctatus
ENSCSEP00000032773	ENSCSEG00000021043	Cynoglossus_semilaevis
ENSGACP00000003520	ENSGACG00000002685	Gasterosteus_aculeatus
ENSLBEP00000014325	ENSLBEG00000011078	Labrus_bergylta
ENSMMOP00000027150	ENSMMOG00000020541	Mola_mola
ENSCGOP00000033747	ENSCGOG00000014540	Cottoperca_gobio
ENSSLDP00000009629	ENSSLDG00000007613	Seriola_lalandi_dorsalis
ENSSDUP00000021181	ENSSDUG00000015377	Seriola_dumerili
ENSLCAP00010033036	ENSLCAG00010015551	Lates_calcarifer
ENSSMAP00000015678	ENSSMAG00000009582	Scophthalmus_maximus
ENSMAMP00000017044	ENSMAMG00000011514	Mastacembelus_armatus
ENSMALP00000031912	ENSMALG00000021987	Monopterus_albus
ENSATEP00000009758	ENSATEG00000006782	Anabas_testudineus
ENSBSLP00000043754	ENSBSLG00000020774	Betta_splendens
ENSXMAP00000015815	ENSXMAG00000015781	Xiphophorus_maculatus
ENSXCOP00000000402	ENSXCOG00000000317	Xiphophorus_couchianus
ENSGAFP00000031296	ENSGAFG00000021088	Gambusia_affinis
ENSPFOP00000010613	ENSPFOG00000010529	Poecilia_formosa
ENSPLAP00000010908	ENSPLAG00000013974	Poecilia_latipinna
ENSPMEP00000018494	ENSPMEG00000021487	Poecilia_mexicana
ENSPREP00000025564	ENSPREG00000017242	Poecilia_reticulata
ENSFHEP00000002101	ENSFHEG00000002932	Fundulus_heteroclitus
ENSCVAP00000010534	ENSCVAG00000012818	Cyprinodon_variegatus
ENSKMAP00000023401	ENSKMAG00000017312	Kryptolebias_marmoratus
ENSORLP00000031046	ENSORLG00000010003	Oryzias_latipes_ASM223467v1
ENSORLP00020021387	ENSORLG00020001136	Oryzias_latipes_ASM223471v1
ENSORLP00015032629	ENSORLG00015017606	Oryzias_latipes_ASM223469v1
ENSOMEP00000010159	ENSOMEG00000011453	Oryzias_melastigma
ENSGWIP00000005832	ENSGWIG00000002551	Gouania_willdenowi
ENSPNYP00000004353	ENSPNYG00000003336	Pundamilia_nyererei
ENSACLP00000037035	ENSACLG00000025039	Astatotilapia_calliptera
ENSMZEP00005031680	ENSMZEG00005023638	Maylandia_zebra
ENSHBUP00000024218	ENSHBUG00000005497	Haplochromis_burtoni
ENSONIP00000021893	ENSONIG00000017362	Oreochromis_niloticus
ENSNBRP00000020922	ENSNBRG00000016036	Neolamprologus_brichardi
ENSACIP00000026505	ENSACIG00000020508	Amphilophus_citrinellus
ENSAPEP00000013850	ENSAPEG00000009801	Amphiprion_percula
ENSAOCP00000016142	ENSAOCG00000001549	Amphiprion_ocellaris
ENSAPOP00000008064	ENSAPOG00000010234	Acanthochromis_polyacanthus
ENSSPAP00000003695	ENSSPAG00000002813	Stegastes_partitus
ENSPRNP00000020469	ENSPRNG00000010647	Parambassis_ranga
ENSTRUP00000022941	ENSTRUG00000009124	Takifugu_rubripes
ENSTNIP00000021049	ENSTNIG00000017889	Tetraodon_nigroviridis
ENSHCOP00000022261	ENSHCOG00000009880	Hippocampus_comes
ENSGMOP00000019280	ENSGMOG00000017897	Gadus_morhua
ENSHHUP00000073986	ENSHHUG00000043342	Hucho_hucho
ENSHHUP00000044060	ENSHHUG00000026997	Hucho_hucho
ENSELUP00000000256	ENSELUG00000001858	Esox_lucius
ENSPKIP00000021230	ENSPKIG00000005664	Paramormyrops_kingsleyae
ENSSFOP00015019139	ENSSFOG00015012254	Scleropages_formosus
ENSBSLP00000001179	ENSBSLG00000000641	Betta_splendens
ENSTNIP00000007543	ENSTNIG00000004879	Tetraodon_nigroviridis
ENSAOCP00000001401	ENSAOCG00000004376	Amphiprion_ocellaris
ENSAPEP00000031912	ENSAPEG00000022532	Amphiprion_percula
ENSAPOP00000025685	ENSAPOG00000009161	Acanthochromis_polyacanthus
ENSSPAP00000023997	ENSSPAG00000018069	Stegastes_partitus
ENSCSEP00000022877	ENSCSEG00000014518	Cynoglossus_semilaevis
ENSPMGP00000001347	ENSPMGG00000001181	Periophthalmus_magnuspinnatus
ENSOMEP00000007399	ENSOMEG00000008489	Oryzias_melastigma
ENSPLAP00000030664	ENSPLAG00000021939	Poecilia_latipinna
ENSPMEP00000013552	ENSPMEG00000015877	Poecilia_mexicana
ENSPFOP00000001917	ENSPFOG00000001817	Poecilia_formosa
ENSPFOP00000017914	ENSPFOG00000017769	Poecilia_formosa
ENSPREP00000022084	ENSPREG00000014906	Poecilia_reticulata
ENSXMAP00000006000	ENSXMAG00000005972	Xiphophorus_maculatus
ENSXCOP00000018693	ENSXCOG00000014066	Xiphophorus_couchianus
ENSCVAP00000001477	ENSCVAG00000002473	Cyprinodon_variegatus
ENSFHEP00000022417	ENSFHEG00000002779	Fundulus_heteroclitus
ENSKMAP00000026875	ENSKMAG00000019924	Kryptolebias_marmoratus
ENSPRNP00000014011	ENSPRNG00000005652	Parambassis_ranga
ENSMZEP00005012509	ENSMZEG00005009371	Maylandia_zebra
ENSACLP00000018477	ENSACLG00000012501	Astatotilapia_calliptera
ENSHBUP00000008435	ENSHBUG00000010069	Haplochromis_burtoni
ENSPNYP00000026020	ENSPNYG00000019534	Pundamilia_nyererei
ENSONIP00000005621	ENSONIG00000004465	Oreochromis_niloticus
ENSNBRP00000010770	ENSNBRG00000008246	Neolamprologus_brichardi
ENSACIP00000010168	ENSACIG00000007790	Amphilophus_citrinellus
ENSSDUP00000023860	ENSSDUG00000017352	Seriola_dumerili
ENSSLDP00000014036	ENSSLDG00000011033	Seriola_lalandi_dorsalis
ENSSMAP00000008373	ENSSMAG00000005128	Scophthalmus_maximus
ENSMALP00000019552	ENSMALG00000013645	Monopterus_albus
ENSMAMP00000015788	ENSMAMG00000010673	Mastacembelus_armatus
ENSATEP00000011461	ENSATEG00000008011	Anabas_testudineus
ENSLCAP00010004717	ENSLCAG00010002347	Lates_calcarifer
ENSLCRP00005035004	ENSLCRG00005012647	Larimichthys_crocea
ENSCGOP00000003126	ENSCGOG00000001505	Cottoperca_gobio
ENSLBEP00000028420	ENSLBEG00000021538	Labrus_bergylta
ENSLBEP00000033547	ENSLBEG00000025267	Labrus_bergylta
ENSMMOP00000021490	ENSMMOG00000016324	Mola_mola
ENSGMOP00000000505	ENSGMOG00000000495	Gadus_morhua
ENSHHUP00000091378	ENSHHUG00000052714	Hucho_hucho
ENSELUP00000018985	ENSELUG00000018442	Esox_lucius
ENSDARP00000149604	ENSDARG00000108136	Danio_rerio
ENSSFOP00015011653	ENSSFOG00015007471	Scleropages_formosus
ENSPKIP00000028291	ENSPKIG00000009962	Paramormyrops_kingsleyae
ENSLOCP00000016618	ENSLOCG00000013471	Lepisosteus_oculatus
ENSECRP00000021316	ENSECRG00000014357	Erpetoichthys_calabaricus
ENSPMGP00000028253	ENSPMGG00000022744	Periophthalmus_magnuspinnatus
ENSCMIP00000017283	ENSCMIG00000008254	Callorhinchus_milii
ENSEBUP00000023712	ENSEBUG00000014606	Eptatretus_burgeri
ENSCSAVP00000011778	ENSCSAVG00000006913	Ciona_savignyi
ENSCINP00000015316	ENSCING00000007463	Ciona_intestinalis
