ENSTSYP00000016049	ENSTSYG00000029330	Carlito_syrichta
ENSDNOP00000010453	ENSDNOG00000013486	Dasypus_novemcinctus
ENSKMAP00000023760	ENSKMAG00000017628	Kryptolebias_marmoratus
ENSPEMP00000004650	ENSPEMG00000006999	Peromyscus_maniculatus_bairdii
ENSSDAP00000008823	ENSSDAG00000008048	Spermophilus_dauricus
ENSMPUP00000008621	ENSMPUG00000008691	Mustela_putorius_furo
ENSPMEP00000034032	ENSPMEG00000000500	Poecilia_mexicana
ENSECAP00000005697	ENSECAG00000007534	Equus_caballus
ENSLCAP00010056823	ENSLCAG00010026519	Lates_calcarifer
ENSOPRP00000014185	ENSOPRG00000015534	Ochotona_princeps
ENSXCOP00000021852	ENSXCOG00000016324	Xiphophorus_couchianus
ENSONIP00000000468	ENSONIG00000000372	Oreochromis_niloticus
ENSGAFP00000000631	ENSGAFG00000000485	Gambusia_affinis
ENSRROP00000007299	ENSRROG00000027305	Rhinopithecus_roxellana
ENSMOCP00000013855	ENSMOCG00000013526	Microtus_ochrogaster
ENSTRUP00000057135	ENSTRUG00000021543	Takifugu_rubripes
ENSCGRP00001005354	ENSCGRG00001007028	Cricetulus_griseus_CHOK1GS_HDv1
ENSPCOP00000025827	ENSPCOG00000025189	Propithecus_coquereli
ENSOMEP00000029730	ENSOMEG00000013532	Oryzias_melastigma
ENSMEUP00000001055	ENSMEUG00000001147	Notamacropus_eugenii
ENSFALP00000010793	ENSFALG00000010348	Ficedula_albicollis
ENSNGAP00000006081	ENSNGAG00000008869	Nannospalax_galili
ENSBMUP00000033026	ENSBMUG00000024670	Bos_mutus
ENSSHAP00000019388	ENSSHAG00000016466	Sarcophilus_harrisii
ENSABRP00000007131	ENSABRG00000006556	Anser_brachyrhynchus
ENSPPAP00000042700	ENSPPAG00000043905	Pan_paniscus
ENSODEP00000006218	ENSODEG00000004661	Octodon_degus
ENSMICP00000004319	ENSMICG00000004739	Microcebus_murinus
ENSEEUP00000013912	ENSEEUG00000015252	Erinaceus_europaeus
ENSSFOP00015025861	ENSSFOG00015016616	Scleropages_formosus
ENSPTEP00000006999	ENSPTEG00000008003	Piliocolobus_tephrosceles
ENSDNVP00000000079	ENSDNVG00000000046	Dromaius_novaehollandiae
ENSLACP00000022610	ENSLACG00000022283	Latimeria_chalumnae
ENSBIXP00005036549	ENSBIXG00005007335	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMALP00000026819	ENSMALG00000018602	Monopterus_albus
ENSVURP00010018040	ENSVURG00010013785	Vombatus_ursinus
ENSHGLP00000015139	ENSHGLG00000010844	Heterocephalus_glaber_HetGla_female_1.0
ENSETEP00000011395	ENSETEG00000014036	Echinops_telfairi
ENSGALP00000072612	ENSGALG00000021079	Gallus_gallus
ENSHGLP00100025363	ENSHGLG00100018605	Heterocephalus_glaber_HetGla_1.0
ENSAPLP00000005722	ENSAPLG00000006136	Anas_platyrhynchos_platyrhynchos
ENSVVUP00000020272	ENSVVUG00000014940	Vulpes_vulpes
ENSZALP00000003376	ENSZALG00000003394	Zonotrichia_albicollis
ENSBSLP00000052805	ENSBSLG00000024926	Betta_splendens
ENSMAMP00000010038	ENSMAMG00000006774	Mastacembelus_armatus
ENSARWP00000014045	ENSARWG00000009724	Apteryx_rowi
ENSMVIP00005006394	ENSMVIG00005004872	Manacus_vitellinus
ENSMFAP00000019837	ENSMFAG00000032913	Macaca_fascicularis
ENSCANP00000032831	ENSCANG00000040088	Colobus_angolensis_palliatus
ENSLOCP00000006427	ENSLOCG00000005333	Lepisosteus_oculatus
ENSSDUP00000008753	ENSSDUG00000006424	Seriola_dumerili
ENSAOCP00000000805	ENSAOCG00000003692	Amphiprion_ocellaris
ENSPRNP00000050153	ENSPRNG00000023880	Parambassis_ranga
ENSMMMP00000000225	ENSMMMG00000000211	Marmota_marmota_marmota
ENSPFOP00000013145	ENSPFOG00000013139	Poecilia_formosa
ENSGMOP00000020402	ENSGMOG00000018982	Gadus_morhua
ENSPVIP00000003940	ENSPVIG00000003218	Pogona_vitticeps
ENSMSIP00000014147	ENSMSIG00000012113	Mus_spicilegus
ENSELUP00000018806	ENSELUG00000018215	Esox_lucius
ENSMMOP00000013937	ENSMMOG00000010679	Mola_mola
ENSSLDP00000002649	ENSSLDG00000002125	Seriola_lalandi_dorsalis
ENSJJAP00000004059	ENSJJAG00000008232	Jaculus_jaculus
MGP_CAROLIEiJ_P0056814	MGP_CAROLIEiJ_G0024818	Mus_caroli_strain_CAROLI_EIJ
ENSMODP00000048185	ENSMODG00000038447	Monodelphis_domestica
ENSSSCP00000050259	ENSSSCG00000034841	Sus_scrofa_strain_reference
ENSCHIP00000002209	ENSCHIG00000004921	Capra_hircus
ENSGAGP00000014648	ENSGAGG00000011115	Gopherus_agassizii
ENSCABP00000001006	ENSCABG00000000856	Chelonoidis_abingdonii
ENSPNYP00000020187	ENSPNYG00000015283	Pundamilia_nyererei
ENSUPAP00010004202	ENSUPAG00010003424	Urocitellus_parryii
ENSNBRP00000010880	ENSNBRG00000008489	Neolamprologus_brichardi
ENSCPUP00000009481	ENSCPUG00000006744	Calidris_pugnax
MGP_SPRETEiJ_P0059047	MGP_SPRETEiJ_G0025745	Mus_spretus_strain_SPRET/EiJ
ENSIPUP00000014877	ENSIPUG00000010127	Ictalurus_punctatus
ENSPKIP00000011806	ENSPKIG00000018740	Paramormyrops_kingsleyae
ENSAPOP00000033193	ENSAPOG00000021614	Acanthochromis_polyacanthus
ENSTBEP00000013649	ENSTBEG00000015727	Tupaia_belangeri
ENSAMXP00005022902	ENSAMXG00005011811	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCCNP00000032230	ENSCCNG00000030597	Castor_canadensis
ENSMUGP00000003798	ENSMUGG00000003428	Meriones_unguiculatus
ENSLCOP00000019412	ENSLCOG00000013742	Lepidothrix_coronata
ENSSPAP00000017167	ENSSPAG00000012947	Stegastes_partitus
ENSSMAP00000029292	ENSSMAG00000017951	Scophthalmus_maximus
ENSGGOP00000003794	ENSGGOG00000003867	Gorilla_gorilla
