ENSMODP00000025705	ENSMODG00000020546	Monodelphis_domestica	ENSMODT00000026163
ENSSHAP00000007528	ENSSHAG00000006541	Sarcophilus_harrisii	ENSSHAT00000007590
ENSPCIP00000007633	ENSPCIG00000006404	Phascolarctos_cinereus	ENSPCIT00000009635
ENSVURP00010009544	ENSVURG00010007387	Vombatus_ursinus	ENSVURT00010010827
ENSMEUP00000006260	ENSMEUG00000006845	Notamacropus_eugenii	ENSMEUT00000006884
ENSPTRP00000027522	ENSPTRG00000015990	Pan_troglodytes	ENSPTRT00000029828
ENSPPAP00000040644	ENSPPAG00000042936	Pan_paniscus	ENSPPAT00000063561
ENSGGOP00000005807	ENSGGOG00000005922	Gorilla_gorilla	ENSGGOT00000005962
ENSP00000382717	ENSG00000157796	Homo_sapiens	ENST00000399820
ENSPPYP00000016391	ENSPPYG00000014672	Pongo_abelii
ENSBIXP00005008552	ENSBIXG00005013631	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000026116	ENSBMUG00000019534	Bos_mutus
ENSBBBP00000006513	ENSBBBG00000000906	Bison_bison_bison
ENSTTRP00000013537	ENSTTRG00000014278	Tursiops_truncatus
ENSSSCP00000025118	ENSSSCG00000008789	Sus_scrofa_strain_reference
ENSVPAP00000001864	ENSVPAG00000002013	Vicugna_pacos
ENSUAMP00000031029	ENSUAMG00000023828	Ursus_americanus
ENSUMAP00000000750	ENSUMAG00000000811	Ursus_maritimus
ENSAMEP00000003476	ENSAMEG00000003268	Ailuropoda_melanoleuca
ENSMPUP00000005959	ENSMPUG00000006011	Mustela_putorius_furo
ENSNVIP00000009453	ENSNVIG00000007285	Neovison_vison
ENSCAFP00000023748	ENSCAFG00000016105	Canis_lupus_familiaris
ENSCAFP00000066411	ENSCAFG00000041952	Canis_lupus_familiaris
ENSCAFP00020001323	ENSCAFG00020000755	Canis_lupus_dingo
ENSVVUP00000019748	ENSVVUG00000014618	Vulpes_vulpes
ENSPTIP00000020834	ENSPTIG00000018168	Panthera_tigris_altaica
ENSPPRP00000012821	ENSPPRG00000006247	Panthera_pardus
ENSFCAP00000042146	ENSFCAG00000001779	Felis_catus
ENSPVAP00000002001	ENSPVAG00000002118	Pteropus_vampyrus
ENSMLUP00000009998	ENSMLUG00000010928	Myotis_lucifugus
ENSECAP00000022091	ENSECAG00000024510	Equus_caballus
ENSEASP00005011719	ENSEASG00005008205	Equus_asinus_asinus
ENSPCAP00000011437	ENSPCAG00000012096	Procavia_capensis
ENSETEP00000003270	ENSETEG00000003981	Echinops_telfairi
ENSLAFP00000012885	ENSLAFG00000015372	Loxodonta_africana
ENSDNOP00000003620	ENSDNOG00000004680	Dasypus_novemcinctus
ENSDNOP00000018937	ENSDNOG00000034057	Dasypus_novemcinctus
ENSCHOP00000003766	ENSCHOG00000004245	Choloepus_hoffmanni
ENSCGRP00001026230	ENSCGRG00001023589	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015001201	ENSCGRG00015000804	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004403	ENSCGRG00000003243	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003846	ENSMAUG00000004466	Mesocricetus_auratus
ENSPEMP00000012534	ENSPEMG00000012819	Peromyscus_maniculatus_bairdii
ENSMOCP00000019238	ENSMOCG00000017282	Microtus_ochrogaster
ENSMUSP00000144866	ENSMUSG00000037890	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0070929	MGP_SPRETEiJ_G0028239	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000012013	ENSMSIG00000010456	Mus_spicilegus
MGP_CAROLIEiJ_P0068292	MGP_CAROLIEiJ_G0027244	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0031487	MGP_PahariEiJ_G0017026	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003991	ENSRNOG00000002932	Rattus_norvegicus
ENSMUGP00000012090	ENSMUGG00000010525	Meriones_unguiculatus
ENSNGAP00000003275	ENSNGAG00000003593	Nannospalax_galili
ENSJJAP00000016442	ENSJJAG00000018262	Jaculus_jaculus
ENSHGLP00100013581	ENSHGLG00100010042	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003746	ENSHGLG00000002756	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009562	ENSFDAG00000017544	Fukomys_damarensis
ENSCLAP00000003903	ENSCLAG00000002775	Chinchilla_lanigera
ENSODEP00000004246	ENSODEG00000003235	Octodon_degus
ENSCPOP00000003826	ENSCPOG00000004240	Cavia_porcellus
ENSCAPP00000015804	ENSCAPG00000015812	Cavia_aperea
ENSUPAP00010021803	ENSUPAG00010017295	Urocitellus_parryii
ENSSTOP00000006325	ENSSTOG00000007054	Ictidomys_tridecemlineatus
ENSSDAP00000015296	ENSSDAG00000013655	Spermophilus_dauricus
ENSMMMP00000020259	ENSMMMG00000017829	Marmota_marmota_marmota
ENSTBEP00000007390	ENSTBEG00000008475	Tupaia_belangeri
ENSEEUP00000005033	ENSEEUG00000005467	Erinaceus_europaeus
ENSSARP00000009411	ENSSARG00000010355	Sorex_araneus
ENSOCUP00000004084	ENSOCUG00000004716	Oryctolagus_cuniculus
ENSOPRP00000009111	ENSOPRG00000009938	Ochotona_princeps
ENSOANP00000016386	ENSOANG00000010327	Ornithorhynchus_anatinus
ENSOANP00000016381	ENSOANG00000010326	Ornithorhynchus_anatinus
ENSOANP00000016380	ENSOANG00000010323	Ornithorhynchus_anatinus
ENSVURP00010009489	ENSVURG00010006370	Vombatus_ursinus
ENSPCIP00000007626	ENSPCIG00000006052	Phascolarctos_cinereus
ENSSHAP00000008525	ENSSHAG00000007383	Sarcophilus_harrisii
ENSMODP00000025703	ENSMODG00000020543	Monodelphis_domestica
ENSAHAP00000011291	ENSAHAG00000008197	Apteryx_haastii
ENSAOWP00000003526	ENSAOWG00000002182	Apteryx_owenii
ENSARWP00000026817	ENSARWG00000018129	Apteryx_rowi
ENSDNVP00000010985	ENSDNVG00000007775	Dromaius_novaehollandiae
ENSNPEP00000017745	ENSNPEG00000012975	Nothoprocta_perdicaria
ENSCPUP00000006479	ENSCPUG00000004718	Calidris_pugnax
ENSCPGP00000028245	ENSCPGG00000019427	Calidris_pygmaea
ENSMUNP00000012597	ENSMUNG00000009867	Melopsittacus_undulatus
ENSLCOP00000013149	ENSLCOG00000009484	Lepidothrix_coronata
ENSMVIP00005011124	ENSMVIG00005008174	Manacus_vitellinus
ENSTGUP00000009253	ENSTGUG00000008961	Taeniopygia_guttata
ENSLSDP00000019877	ENSLSDG00000014108	Lonchura_striata_domestica
ENSSCAP00000006909	ENSSCAG00000005365	Serinus_canaria
ENSJHYP00000006365	ENSJHYG00000005143	Junco_hyemalis
ENSZALP00000022625	ENSZALG00000017574	Zonotrichia_albicollis
ENSFALP00000009706	ENSFALG00000009308	Ficedula_albicollis
ENSPMJP00000021856	ENSPMJG00000016218	Parus_major
ENSCCEP00000025739	ENSCCEG00000022647	Cyanistes_caeruleus
ENSGALP00000058565	ENSGALG00000014064	Gallus_gallus
ENSGALP00000022728	ENSGALG00000049347	Gallus_gallus
ENSMGAP00000012985	ENSMGAG00000012329	Meleagris_gallopavo
ENSCJPP00005022915	ENSCJPG00005018016	Coturnix_japonica
ENSNMEP00000021470	ENSNMEG00000018305	Numida_meleagris
ENSAPLP00000009954	ENSAPLG00000010193	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005008367	ENSCPRG00005005825	Crocodylus_porosus
ENSCABP00000008518	ENSCABG00000006176	Chelonoidis_abingdonii
ENSGAGP00000033682	ENSGAGG00000023973	Gopherus_agassizii
ENSCPBP00000019012	ENSCPBG00000013779	Chrysemys_picta_bellii
ENSPSIP00000010741	ENSPSIG00000009466	Pelodiscus_sinensis
ENSPVIP00000017303	ENSPVIG00000013122	Pogona_vitticeps
ENSACAP00000007403	ENSACAG00000007508	Anolis_carolinensis
ENSNSUP00000022147	ENSNSUG00000016028	Notechis_scutatus
ENSSMRP00000003439	ENSSMRG00000002885	Salvator_merianae
ENSSPUP00000010286	ENSSPUG00000007739	Sphenodon_punctatus
ENSXETP00000005024	ENSXETG00000009787	Xenopus_tropicalis
ENSXETP00000003019	ENSXETG00000004678	Xenopus_tropicalis
ENSLACP00000000829	ENSLACG00000000743	Latimeria_chalumnae
ENSCHAP00000015198	ENSCHAG00000006411	Clupea_harengus
ENSDCDP00000038991	ENSDCDG00000026000	Denticeps_clupeoides
ENSAMXP00000031678	ENSAMXG00000042547	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000019635	ENSPNAG00000026394	Pygocentrus_nattereri
ENSEEEP00000032343	ENSEEEG00000015272	Electrophorus_electricus
ENSIPUP00000002605	ENSIPUG00000001862	Ictalurus_punctatus
ENSDARP00000149826	ENSDARG00000037406	Danio_rerio
ENSAOCP00000021412	ENSAOCG00000006272	Amphiprion_ocellaris
ENSAPEP00000027681	ENSAPEG00000019530	Amphiprion_percula
ENSAPOP00000025051	ENSAPOG00000007976	Acanthochromis_polyacanthus
ENSSPAP00000027548	ENSSPAG00000020732	Stegastes_partitus
ENSPRNP00000036544	ENSPRNG00000018265	Parambassis_ranga
ENSPNYP00000030793	ENSPNYG00000023206	Pundamilia_nyererei
ENSHBUP00000022599	ENSHBUG00000002996	Haplochromis_burtoni
ENSMZEP00005031804	ENSMZEG00005023719	Maylandia_zebra
ENSACLP00000022391	ENSACLG00000015137	Astatotilapia_calliptera
ENSNBRP00000021178	ENSNBRG00000016172	Neolamprologus_brichardi
ENSONIP00000011294	ENSONIG00000008982	Oreochromis_niloticus
ENSACIP00000013427	ENSACIG00000010380	Amphilophus_citrinellus
ENSXMAP00000009583	ENSXMAG00000009548	Xiphophorus_maculatus
ENSXCOP00000018216	ENSXCOG00000013723	Xiphophorus_couchianus
ENSGAFP00000030585	ENSGAFG00000020611	Gambusia_affinis
ENSPFOP00000010739	ENSPFOG00000010584	Poecilia_formosa
ENSPLAP00000018289	ENSPLAG00000022977	Poecilia_latipinna
ENSPMEP00000006463	ENSPMEG00000008067	Poecilia_mexicana
ENSPREP00000010759	ENSPREG00000007291	Poecilia_reticulata
ENSFHEP00000026208	ENSFHEG00000009068	Fundulus_heteroclitus
ENSCVAP00000026361	ENSCVAG00000011961	Cyprinodon_variegatus
ENSKMAP00000000046	ENSKMAG00000000062	Kryptolebias_marmoratus
ENSORLP00020005437	ENSORLG00020006263	Oryzias_latipes_ASM223471v1
ENSORLP00000006964	ENSORLG00000005532	Oryzias_latipes_ASM223467v1
ENSORLP00015003081	ENSORLG00015003799	Oryzias_latipes_ASM223469v1
ENSOMEP00000011042	ENSOMEG00000012352	Oryzias_melastigma
ENSGWIP00000056469	ENSGWIG00000026745	Gouania_willdenowi
ENSHCOP00000000234	ENSHCOG00000001002	Hippocampus_comes
ENSSDUP00000031233	ENSSDUG00000022447	Seriola_dumerili
ENSSLDP00000001938	ENSSLDG00000001454	Seriola_lalandi_dorsalis
ENSLCAP00010002160	ENSLCAG00010001114	Lates_calcarifer
ENSSMAP00000017656	ENSSMAG00000010759	Scophthalmus_maximus
ENSMALP00000009995	ENSMALG00000007046	Monopterus_albus
ENSMAMP00000029987	ENSMAMG00000020201	Mastacembelus_armatus
ENSATEP00000028811	ENSATEG00000019810	Anabas_testudineus
ENSLBEP00000005292	ENSLBEG00000003999	Labrus_bergylta
ENSLBEP00000006102	ENSLBEG00000004616	Labrus_bergylta
ENSGACP00000021303	ENSGACG00000016145	Gasterosteus_aculeatus
ENSLCRP00005009183	ENSLCRG00005004308	Larimichthys_crocea
ENSTNIP00000008307	ENSTNIG00000005605	Tetraodon_nigroviridis
ENSTRUP00000022148	ENSTRUG00000008814	Takifugu_rubripes
ENSMMOP00000009463	ENSMMOG00000007333	Mola_mola
ENSCSEP00000007643	ENSCSEG00000004914	Cynoglossus_semilaevis
ENSCSEP00000007655	ENSCSEG00000004935	Cynoglossus_semilaevis
ENSMMOP00000020642	ENSMMOG00000015705	Mola_mola
ENSHHUP00000026042	ENSHHUG00000016468	Hucho_hucho
ENSGMOP00000000967	ENSGMOG00000000906	Gadus_morhua
ENSHHUP00000028254	ENSHHUG00000017973	Hucho_hucho
ENSHHUP00000002075	ENSHHUG00000001337	Hucho_hucho
ENSELUP00000006433	ENSELUG00000007343	Esox_lucius
ENSSFOP00015018715	ENSSFOG00015011960	Scleropages_formosus
ENSPKIP00000018906	ENSPKIG00000004251	Paramormyrops_kingsleyae
ENSLOCP00000016064	ENSLOCG00000013035	Lepisosteus_oculatus
ENSECRP00000005532	ENSECRG00000003720	Erpetoichthys_calabaricus
ENSCMIP00000026994	ENSCMIG00000011776	Callorhinchus_milii	ENSCMIT00000027426
ENSLACP00000000951	ENSLACG00000000849	Latimeria_chalumnae	ENSLACT00000000960
ENSEBUP00000009567	ENSEBUG00000006074	Eptatretus_burgeri
ENSPMAP00000003008	ENSPMAG00000002733	Petromyzon_marinus
ENSOANP00000031970	ENSOANG00000030602	Ornithorhynchus_anatinus
ENSEBUP00000000110	ENSEBUG00000000372	Eptatretus_burgeri
ENSCSAVP00000006310	ENSCSAVG00000003777	Ciona_savignyi
ENSCINP00000010279	ENSCING00000004990	Ciona_intestinalis
FBpp0085689	FBgn0034452	Drosophila_melanogaster
ZK520.3a.1	WBGene00001118	Caenorhabditis_elegans_strain_N2
