ENSCABP00000004574	ENSCABG00000003406	Chelonoidis_abingdonii
ENSMZEP00005012327	ENSMZEG00005009266	Maylandia_zebra
ENSACLP00000037685	ENSACLG00000025463	Astatotilapia_calliptera
ENSPNYP00000016418	ENSPNYG00000012413	Pundamilia_nyererei
ENSHBUP00000008086	ENSHBUG00000009629	Haplochromis_burtoni
ENSNBRP00000005880	ENSNBRG00000004604	Neolamprologus_brichardi
ENSONIP00000012575	ENSONIG00000009998	Oreochromis_niloticus
ENSACIP00000021702	ENSACIG00000016839	Amphilophus_citrinellus
ENSPMGP00000015036	ENSPMGG00000012324	Periophthalmus_magnuspinnatus
ENSHCOP00000019886	ENSHCOG00000005531	Hippocampus_comes
ENSGMOP00000008026	ENSGMOG00000007498	Gadus_morhua
ENSHHUP00000056242	ENSHHUG00000033574	Hucho_hucho
ENSHHUP00000015273	ENSHHUG00000009507	Hucho_hucho
ENSHHUP00000053775	ENSHHUG00000032293	Hucho_hucho
ENSELUP00000035519	ENSELUG00000014550	Esox_lucius
ENSLOCP00000010889	ENSLOCG00000008934	Lepisosteus_oculatus
ENSECRP00000002598	ENSECRG00000001763	Erpetoichthys_calabaricus
ENSEBUP00000013299	ENSEBUG00000008395	Eptatretus_burgeri
