ENSDORP00000010652	ENSDORG00000011332	Dipodomys_ordii
ENSPCAP00000000539	ENSPCAG00000000590	Procavia_capensis
ENSCAFP00020008281	ENSCAFG00020006707	Canis_lupus_dingo
ENSFALP00000002730	ENSFALG00000002621	Ficedula_albicollis	ENSFALT00000002742
ENSMFAP00000015494	ENSMFAG00000030965	Macaca_fascicularis
ENSMUGP00000029376	ENSMUGG00000024381	Meriones_unguiculatus
ENSCPRP00005010981	ENSCPRG00005007835	Crocodylus_porosus
ENSMMMP00000015067	ENSMMMG00000013426	Marmota_marmota_marmota
ENSNLEP00000030463	ENSNLEG00000027678	Nomascus_leucogenys
ENSLSDP00000023316	ENSLSDG00000016399	Lonchura_striata_domestica
ENSGALP00000068578	ENSGALG00000048365	Gallus_gallus
ENSNSUP00000010112	ENSNSUG00000007696	Notechis_scutatus
ENSUAMP00000016884	ENSUAMG00000013407	Ursus_americanus
ENSPPYP00000000822	ENSPPYG00000000711	Pongo_abelii
ENSKMAP00000021248	ENSKMAG00000015765	Kryptolebias_marmoratus
ENSARWP00000017807	ENSARWG00000012239	Apteryx_rowi
ENSLACP00000011023	ENSLACG00000009700	Latimeria_chalumnae
ENSPMEP00000021279	ENSPMEG00000001375	Poecilia_mexicana
ENSCMIP00000044650	ENSCMIG00000018461	Callorhinchus_milii
ENSPCIP00000043345	ENSPCIG00000031639	Phascolarctos_cinereus
ENSLAFP00000018409	ENSLAFG00000028327	Loxodonta_africana
ENSPPRP00000006741	ENSPPRG00000002106	Panthera_pardus
ENSCAFP00000053181	ENSCAFG00000045310	Canis_lupus_familiaris
ENSOPRP00000000529	ENSOPRG00000000586	Ochotona_princeps
ENSCPBP00000037223	ENSCPBG00000025803	Chrysemys_picta_bellii
ENSMICP00000045923	ENSMICG00000047155	Microcebus_murinus
ENSMMOP00000022502	ENSMMOG00000017095	Mola_mola
ENSGAGP00000028589	ENSGAGG00000020710	Gopherus_agassizii
ENSMUSP00000141786	ENSMUSG00000028069	Mus_musculus_strain_reference_(CL57BL6)
ENSPVIP00000009374	ENSPVIG00000007473	Pogona_vitticeps
ENSCGOP00000008778	ENSCGOG00000004533	Cottoperca_gobio
ENSMODP00000045768	ENSMODG00000049050	Monodelphis_domestica
ENSCJAP00000011140	ENSCJAG00000006048	Callithrix_jacchus
ENSMEUP00000006255	ENSMEUG00000006861	Notamacropus_eugenii
ENSTTRP00000001046	ENSTTRG00000001113	Tursiops_truncatus
ENSHHUP00000028753	ENSHHUG00000018339	Hucho_hucho
ENSEASP00005026817	ENSEASG00005018284	Equus_asinus_asinus
ENSCJPP00005017074	ENSCJPG00005013975	Coturnix_japonica
ENSCGRP00015034613	ENSCGRG00015026039	Cricetulus_griseus_CriGri-PICR
ENSMSIP00000015843	ENSMSIG00000013608	Mus_spicilegus
ENSSDUP00000008951	ENSSDUG00000006583	Seriola_dumerili
ENSLCRP00005001656	ENSLCRG00005000831	Larimichthys_crocea
ENSGAFP00000032269	ENSGAFG00000021732	Gambusia_affinis
ENSHCOP00000020736	ENSHCOG00000007016	Hippocampus_comes
ENSMZEP00005023322	ENSMZEG00005017452	Maylandia_zebra
ENSXMAP00000032665	ENSXMAG00000024520	Xiphophorus_maculatus
ENSRBIP00000001100	ENSRBIG00000005742	Rhinopithecus_bieti
MGP_PahariEiJ_P0069305	MGP_PahariEiJ_G0026595	Mus_pahari_strain_PAHARI_EIJ
ENSETEP00000000525	ENSETEG00000000659	Echinops_telfairi
ENSCSAVP00000005513	ENSCSAVG00000003297	Ciona_savignyi
MGP_SPRETEiJ_P0060675	MGP_SPRETEiJ_G0026093	Mus_spretus_strain_SPRET/EiJ
ENSACLP00000015361	ENSACLG00000010456	Astatotilapia_calliptera
ENSDNOP00000028312	ENSDNOG00000034673	Dasypus_novemcinctus
ENSAMXP00005026185	ENSAMXG00005013229	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAPLP00000030056	ENSAPLG00000017647	Anas_platyrhynchos_platyrhynchos
ENSBIXP00000024284	ENSBIXG00000005568	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCLAP00000004160	ENSCLAG00000002967	Chinchilla_lanigera
ENSCANP00000013211	ENSCANG00000030031	Colobus_angolensis_palliatus
ENSPMJP00000000148	ENSPMJG00000000160	Parus_major
ENSCPGP00000013481	ENSCPGG00000009566	Calidris_pygmaea
ENSXETP00000042194	ENSXETG00000010251	Xenopus_tropicalis
ENSCCNP00000024565	ENSCCNG00000024041	Castor_canadensis
ENSBSLP00000038168	ENSBSLG00000018588	Betta_splendens
ENSJHYP00000000120	ENSJHYG00000000147	Junco_hyemalis	ENSJHYT00000000183
ENSACAP00000000823	ENSACAG00000026359	Anolis_carolinensis
ENSPKIP00000028439	ENSPKIG00000010081	Paramormyrops_kingsleyae
ENSAMEP00000015618	ENSAMEG00000014829	Ailuropoda_melanoleuca
ENSPNAP00000027113	ENSPNAG00000012535	Pygocentrus_nattereri
ENSPPAP00000010286	ENSPPAG00000028364	Pan_paniscus
ENSTNIP00000007828	ENSTNIG00000005156	Tetraodon_nigroviridis
ENSAOWP00000027682	ENSAOWG00000018653	Apteryx_owenii
ENSNBRP00000006874	ENSNBRG00000005385	Neolamprologus_brichardi
ENSMICP00000012422	ENSMICG00000013624	Microcebus_murinus
ENSODEP00000007004	ENSODEG00000005222	Octodon_degus
ENSTRUP00000054259	ENSTRUG00000020638	Takifugu_rubripes
ENSSDAP00000025443	ENSSDAG00000023127	Spermophilus_dauricus
ENSGACP00000017606	ENSGACG00000013318	Gasterosteus_aculeatus
ENSSDAP00000025446	ENSSDAG00000023128	Spermophilus_dauricus
ENSTGEP00000002166	ENSTGEG00000001911	Theropithecus_gelada
ENSNVIP00000027131	ENSNVIG00000020999	Neovison_vison
ENSPTRP00000002477	ENSPTRG00000001464	Pan_troglodytes
ENSMICP00000021050	ENSMICG00000034025	Microcebus_murinus
ENSMICP00000046473	ENSMICG00000038615	Microcebus_murinus
ENSSCAP00000018149	ENSSCAG00000013149	Serinus_canaria
ENSSPUP00000003497	ENSSPUG00000002674	Sphenodon_punctatus
ENSRNOP00000053762	ENSRNOG00000018969	Rattus_norvegicus
ENSONIP00000002821	ENSONIG00000002261	Oreochromis_niloticus
ENSPCOP00000005845	ENSPCOG00000013948	Propithecus_coquereli
ENSPFOP00000011830	ENSPFOG00000011835	Poecilia_formosa
ENSPTIP00000004160	ENSPTIG00000006717	Panthera_tigris_altaica
ENSMODP00000017696	ENSMODG00000014154	Monodelphis_domestica
ENSECRP00000023880	ENSECRG00000016175	Erpetoichthys_calabaricus
ENSCCAP00000004705	ENSCCAG00000019948	Cebus_capucinus_imitator
ENSECAP00000035450	ENSECAG00000011135	Equus_caballus
ENSCSEP00000018791	ENSCSEG00000012030	Cynoglossus_semilaevis
ENSAPOP00000006574	ENSAPOG00000008436	Acanthochromis_polyacanthus
ENSACIP00000022274	ENSACIG00000017309	Amphilophus_citrinellus
ENSPRNP00000034520	ENSPRNG00000017345	Parambassis_ranga
ENSODEP00000014121	ENSODEG00000010437	Octodon_degus
ENSVVUP00000007950	ENSVVUG00000006004	Vulpes_vulpes
ENSVVUP00000027095	ENSVVUG00000019904	Vulpes_vulpes
ENSSLDP00000015556	ENSSLDG00000012365	Seriola_lalandi_dorsalis
ENSPTEP00000011655	ENSPTEG00000013134	Piliocolobus_tephrosceles
ENSIPUP00000009322	ENSIPUG00000006348	Ictalurus_punctatus
ENSMPUP00000004102	ENSMPUG00000004136	Mustela_putorius_furo
ENSORLP00020029765	ENSORLG00020013892	Oryzias_latipes_ASM223471v1
MGP_CAROLIEiJ_P0058345	MGP_CAROLIEiJ_G0025152	Mus_caroli_strain_CAROLI_EIJ
ENSDNVP00000019521	ENSDNVG00000013674	Dromaius_novaehollandiae
ENSNVIP00000027122	ENSNVIG00000020991	Neovison_vison
ENSCCAP00000036389	ENSCCAG00000036114	Cebus_capucinus_imitator
ENSSSCP00000006907	ENSSSCG00000006481	Sus_scrofa_strain_reference
ENSPANP00000005874	ENSPANG00000018543	Papio_anubis
FBpp0085137	FBgn0039829	Drosophila_melanogaster
ENSCPUP00000026817	ENSCPUG00000018051	Calidris_pugnax
ENSDARP00000124189	ENSDARG00000091931	Danio_rerio
ENSPNYP00000024476	ENSPNYG00000018461	Pundamilia_nyererei
ENSPREP00000025244	ENSPREG00000017029	Poecilia_reticulata
ENSLBEP00000021195	ENSLBEG00000016296	Labrus_bergylta
ENSUPAP00010020876	ENSUPAG00010016561	Urocitellus_parryii
ENSCAFP00000039885	ENSCAFG00000016788	Canis_lupus_familiaris
ENSSPAP00000015535	ENSSPAG00000011683	Stegastes_partitus
ENSGWIP00000014481	ENSGWIG00000008174	Gouania_willdenowi
ENSCINP00000009759	ENSCING00000004717	Ciona_intestinalis
ENSEEUP00000002944	ENSEEUG00000003221	Erinaceus_europaeus
ENSTGUP00000003742	ENSTGUG00000003636	Taeniopygia_guttata
ENSTSYP00000021186	ENSTSYG00000026904	Carlito_syrichta
ENSCGRP00000011517	ENSCGRG00000008399	Cricetulus_griseus_CriGri_1.0
ENSODEP00000022960	ENSODEG00000016849	Octodon_degus
ENSOGAP00000005994	ENSOGAG00000006698	Otolemur_garnettii
ENSPLAP00000029335	ENSPLAG00000019504	Poecilia_latipinna
