ENSMEUP00000001554	ENSMEUG00000001696	Notamacropus_eugenii
ENSPMGP00000002402	ENSPMGG00000002104	Periophthalmus_magnuspinnatus
ENSFCAP00000054632	ENSFCAG00000002804	Felis_catus
ENSHBUP00000013992	ENSHBUG00000015822	Haplochromis_burtoni
ENSMAMP00000009604	ENSMAMG00000006467	Mastacembelus_armatus
ENSVVUP00000002955	ENSVVUG00000002317	Vulpes_vulpes
ENSHHUP00000071890	ENSHHUG00000042224	Hucho_hucho
ENSMOCP00000015800	ENSMOCG00000014889	Microtus_ochrogaster
ENSPVIP00000002771	ENSPVIG00000002346	Pogona_vitticeps
ENSCGOP00000052370	ENSCGOG00000023040	Cottoperca_gobio
ENSSARP00000002162	ENSSARG00000002389	Sorex_araneus
ENSCANP00000029189	ENSCANG00000038153	Colobus_angolensis_palliatus
ENSMUSP00000106021	ENSMUSG00000016756	Mus_musculus_strain_reference_(CL57BL6)
ENSMODP00000044119	ENSMODG00000011766	Monodelphis_domestica
ENSCATP00000040563	ENSCATG00000042872	Cercocebus_atys
MGP_SPRETEiJ_P0035496	MGP_SPRETEiJ_G0019215	Mus_spretus_strain_SPRET/EiJ
ENSLACP00000001545	ENSLACG00000001382	Latimeria_chalumnae
ENSHHUP00000006069	ENSHHUG00000003700	Hucho_hucho
ENSMFAP00000021352	ENSMFAG00000035592	Macaca_fascicularis
ENSOGAP00000001533	ENSOGAG00000001719	Otolemur_garnettii
ENSOANP00000008551	ENSOANG00000005374	Ornithorhynchus_anatinus
ENSTBEP00000014644	ENSTBEG00000016826	Tupaia_belangeri
ENSCHIP00000015975	ENSCHIG00000016421	Capra_hircus
ENSLAFP00000000559	ENSLAFG00000000662	Loxodonta_africana
ENSBMUP00000017969	ENSBMUG00000013596	Bos_mutus
ENSXMAP00000010021	ENSXMAG00000029019	Xiphophorus_maculatus
ENSPMEP00000026367	ENSPMEG00000010037	Poecilia_mexicana
ENSDNOP00000023642	ENSDNOG00000011959	Dasypus_novemcinctus
ENSMAMP00000034940	ENSMAMG00000023463	Mastacembelus_armatus
ENSECAP00000040192	ENSECAG00000009766	Equus_caballus
ENSCAFP00000039547	ENSCAFG00000029046	Canis_lupus_familiaris
ENSPVAP00000004386	ENSPVAG00000004634	Pteropus_vampyrus
ENSELUP00000018269	ENSELUG00000017808	Esox_lucius
ENSDORP00000023830	ENSDORG00000007165	Dipodomys_ordii
ENSPFOP00000001690	ENSPFOG00000001698	Poecilia_formosa
ENSXETP00000031186	ENSXETG00000011183	Xenopus_tropicalis
ENSDCDP00000031757	ENSDCDG00000021944	Denticeps_clupeoides
ENSNBRP00000007783	ENSNBRG00000006051	Neolamprologus_brichardi
ENSGACP00000025759	ENSGACG00000019485	Gasterosteus_aculeatus
ENSCGRP00000022722	ENSCGRG00000016460	Cricetulus_griseus_CriGri_1.0
ENSRBIP00000036630	ENSRBIG00000041924	Rhinopithecus_bieti
ENSUPAP00010007623	ENSUPAG00010006140	Urocitellus_parryii
ENSJJAP00000018418	ENSJJAG00000019665	Jaculus_jaculus
ENSTSYP00000022979	ENSTSYG00000034567	Carlito_syrichta
ENSHBUP00000030633	ENSHBUG00000015811	Haplochromis_burtoni
ENSHGLP00000008710	ENSHGLG00000006277	Heterocephalus_glaber_HetGla_female_1.0
MGP_CAROLIEiJ_P0033916	MGP_CAROLIEiJ_G0018349	Mus_caroli_strain_CAROLI_EIJ
ENSPNAP00000012730	ENSPNAG00000018515	Pygocentrus_nattereri
ENSXMAP00000006398	ENSXMAG00000028056	Xiphophorus_maculatus
ENSTTRP00000006670	ENSTTRG00000007034	Tursiops_truncatus
ENSPREP00000020203	ENSPREG00000013659	Poecilia_reticulata
ENSFHEP00000027275	ENSFHEG00000010627	Fundulus_heteroclitus
ENSRROP00000036009	ENSRROG00000041462	Rhinopithecus_roxellana
ENSHHUP00000065985	ENSHHUG00000038932	Hucho_hucho
ENSSMRP00000006023	ENSSMRG00000004850	Salvator_merianae
ENSSFOP00015028668	ENSSFOG00015018402	Scleropages_formosus
ENSNGAP00000001891	ENSNGAG00000001354	Nannospalax_galili
ENSPNYP00000013665	ENSPNYG00000010347	Pundamilia_nyererei
ENSLBEP00000009219	ENSLBEG00000007138	Labrus_bergylta
ENSACLP00000033372	ENSACLG00000022595	Astatotilapia_calliptera
ENSCCNP00000027798	ENSCCNG00000026843	Castor_canadensis
ENSHHUP00000028896	ENSHHUG00000018434	Hucho_hucho
ENSCCNP00000027794	ENSCCNG00000026837	Castor_canadensis
ENSEASP00005010815	ENSEASG00005007622	Equus_asinus_asinus
ENSPRNP00000004116	ENSPRNG00000002367	Parambassis_ranga
ENSCVAP00000007844	ENSCVAG00000009556	Cyprinodon_variegatus
ENSCGRP00015008309	ENSCGRG00015006407	Cricetulus_griseus_CriGri-PICR
ENSLBEP00000019925	ENSLBEG00000015302	Labrus_bergylta
ENSHGLP00100025479	ENSHGLG00100018689	Heterocephalus_glaber_HetGla_1.0
ENSNBRP00000007736	ENSNBRG00000006036	Neolamprologus_brichardi
ENSGGOP00000024060	ENSGGOG00000004562	Gorilla_gorilla
ENSSSCP00000060314	ENSSSCG00000001099	Sus_scrofa_strain_reference
ENSPVIP00000002877	ENSPVIG00000002436	Pogona_vitticeps
ENSXCOP00000003867	ENSXCOG00000003028	Xiphophorus_couchianus
ENSSMRP00000006043	ENSSMRG00000004859	Salvator_merianae
ENSSDAP00000004208	ENSSDAG00000003925	Spermophilus_dauricus
ENSMZEP00005029758	ENSMZEG00005022198	Maylandia_zebra
ENSOANP00000017618	ENSOANG00000011120	Ornithorhynchus_anatinus
ENSPCAP00000010185	ENSPCAG00000010930	Procavia_capensis
ENSHBUP00000006524	ENSHBUG00000000201	Haplochromis_burtoni
ENSMZEP00005015532	ENSMZEG00005011646	Maylandia_zebra
ENSLOCP00000007027	ENSLOCG00000005814	Lepisosteus_oculatus
ENSMAUP00000018129	ENSMAUG00000016798	Mesocricetus_auratus
ENSMSIP00000033631	ENSMSIG00000028062	Mus_spicilegus
ENSPPRP00000017111	ENSPPRG00000009241	Panthera_pardus
ENSPPYP00000018212	ENSPPYG00000016287	Pongo_abelii
ENSTRUP00000008820	ENSTRUG00000003756	Takifugu_rubripes
ENSHHUP00000071886	ENSHHUG00000042211	Hucho_hucho	ENSHHUT00000074273
ENSMNEP00000039603	ENSMNEG00000042748	Macaca_nemestrina
ENSHHUP00000063691	ENSHHUG00000037566	Hucho_hucho	ENSHHUT00000065841
ENSDARP00000141882	ENSDARG00000057714	Danio_rerio
ENSPPAP00000024035	ENSPPAG00000035155	Pan_paniscus
ENSLBEP00000013235	ENSLBEG00000010188	Labrus_bergylta
ENSPANP00000013795	ENSPANG00000011719	Papio_anubis
ENSSTOP00000011710	ENSSTOG00000013071	Ictidomys_tridecemlineatus
ENSAMXP00000041977	ENSAMXG00000034518	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMMUP00000080655	ENSMMUG00000005964	Macaca_mulatta
ENSMUGP00000000506	ENSMUGG00000000513	Meriones_unguiculatus
ENSOMEP00000006519	ENSOMEG00000007592	Oryzias_melastigma
ENSCAFP00020011860	ENSCAFG00020009503	Canis_lupus_dingo
ENSAMEP00000010654	ENSAMEG00000010094	Ailuropoda_melanoleuca
ENSPTIP00000003509	ENSPTIG00000006264	Panthera_tigris_altaica
ENSAMXP00005018539	ENSAMXG00005009651	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSTSYP00000029225	ENSTSYG00000011336	Carlito_syrichta
ENSXCOP00000020258	ENSXCOG00000015190	Xiphophorus_couchianus
ENSTGEP00000025836	ENSTGEG00000020802	Theropithecus_gelada
ENSMMMP00000001095	ENSMMMG00000000774	Marmota_marmota_marmota
