ENSCGRP00015037355	ENSCGRG00015027986	Cricetulus_griseus_CriGri-PICR
ENSMMMP00000024343	ENSMMMG00000021307	Marmota_marmota_marmota
ENSXETP00000039757	ENSXETG00000020736	Xenopus_tropicalis
ENSTSYP00000021905	ENSTSYG00000030079	Carlito_syrichta
ENSCATP00000007344	ENSCATG00000021954	Cercocebus_atys
ENSCPRP00005025314	ENSCPRG00005017552	Crocodylus_porosus
ENSPANP00000017118	ENSPANG00000009282	Papio_anubis
ENSPTRP00000010965	ENSPTRG00000006466	Pan_troglodytes
ENSCLAP00000005015	ENSCLAG00000003559	Chinchilla_lanigera
ENSTBEP00000001585	ENSTBEG00000001844	Tupaia_belangeri
ENSSPAP00000010349	ENSSPAG00000007880	Stegastes_partitus
ENSMAMP00000020612	ENSMAMG00000013890	Mastacembelus_armatus
ENSOMEP00000002913	ENSOMEG00000003839	Oryzias_melastigma
ENSAOWP00000002168	ENSAOWG00000001563	Apteryx_owenii
ENSRBIP00000041681	ENSRBIG00000044159	Rhinopithecus_bieti
MGP_SPRETEiJ_P0034146	MGP_SPRETEiJ_G0018731	Mus_spretus_strain_SPRET/EiJ
ENSUAMP00000003115	ENSUAMG00000002851	Ursus_americanus
ENSTRUP00000051688	ENSTRUG00000022326	Takifugu_rubripes
ENSBIXP00000039888	ENSBIXG00000023901	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMGAP00000012504	ENSMGAG00000017365	Meleagris_gallopavo
ENSPSMP00000016635	ENSPSMG00000011846	Prolemur_simus
ENSKMAP00000025925	ENSKMAG00000019213	Kryptolebias_marmoratus
ENSRROP00000042538	ENSRROG00000044402	Rhinopithecus_roxellana
ENSEASP00005012510	ENSEASG00005008730	Equus_asinus_asinus
ENSPCAP00000007421	ENSPCAG00000007978	Procavia_capensis
ENSXCOP00000010149	ENSXCOG00000007701	Xiphophorus_couchianus
ENSFALP00000005331	ENSFALG00000005128	Ficedula_albicollis
ENSCAFP00020007842	ENSCAFG00020006335	Canis_lupus_dingo
ENSMNEP00000019314	ENSMNEG00000033527	Macaca_nemestrina
ENSCGOP00000044070	ENSCGOG00000019813	Cottoperca_gobio
ENSMUSP00000072018	ENSMUSG00000021120	Mus_musculus_strain_reference_(CL57BL6)
ENSPPYP00000006733	ENSPPYG00000005925	Pongo_abelii
ENSSHAP00000013712	ENSSHAG00000011724	Sarcophilus_harrisii	ENSSHAT00000013825
ENSLCRP00005057120	ENSLCRG00005021224	Larimichthys_crocea
ENSONIP00000000958	ENSONIG00000000759	Oreochromis_niloticus
ENSZALP00000007609	ENSZALG00000006748	Zonotrichia_albicollis
ENSTGUP00000011858	ENSTGUG00000011508	Taeniopygia_guttata
ENSMUNP00000012991	ENSMUNG00000010155	Melopsittacus_undulatus
ENSDNVP00000002403	ENSDNVG00000001727	Dromaius_novaehollandiae
ENSSMRP00000012155	ENSSMRG00000009511	Salvator_merianae
ENSTNIP00000013894	ENSTNIG00000010964	Tetraodon_nigroviridis
ENSMAUP00000001478	ENSMAUG00000001113	Mesocricetus_auratus
ENSMLEP00000020682	ENSMLEG00000034541	Mandrillus_leucophaeus
ENSSLDP00000000259	ENSSLDG00000000277	Seriola_lalandi_dorsalis
ENSMICP00000021935	ENSMICG00000010835	Microcebus_murinus
ENSHGLP00100024509	ENSHGLG00100017997	Heterocephalus_glaber_HetGla_1.0
ENSPMAP00000009720	ENSPMAG00000008821	Petromyzon_marinus
ENSJHYP00000004594	ENSJHYG00000003793	Junco_hyemalis
ENSPCIP00000049347	ENSPCIG00000023434	Phascolarctos_cinereus	ENSPCIT00000066132
ENSAHAP00000020378	ENSAHAG00000014353	Apteryx_haastii
ENSPKIP00000004198	ENSPKIG00000021400	Paramormyrops_kingsleyae
ENSGALP00000015464	ENSGALG00000009510	Gallus_gallus
ENSSSCP00000038528	ENSSSCG00000039351	Sus_scrofa_strain_reference
ENSSFOP00015000416	ENSSFOG00015000371	Scleropages_formosus
ENSABRP00000017931	ENSABRG00000015490	Anser_brachyrhynchus
ENSPTIP00000022642	ENSPTIG00000019390	Panthera_tigris_altaica
ENSBBBP00000027436	ENSBBBG00000023681	Bison_bison_bison
ENSORLP00020030169	ENSORLG00020014478	Oryzias_latipes_ASM223471v1
ENSTTRP00000015000	ENSTTRG00000015835	Tursiops_truncatus
ENSGWIP00000044981	ENSGWIG00000022313	Gouania_willdenowi
ENSACIP00000002294	ENSACIG00000001869	Amphilophus_citrinellus
ENSNLEP00000000853	ENSNLEG00000000739	Nomascus_leucogenys
ENSNSUP00000024477	ENSNSUG00000017678	Notechis_scutatus
ENSHGLP00000018223	ENSHGLG00000013035	Heterocephalus_glaber_HetGla_female_1.0
ENSPNAP00000025393	ENSPNAG00000010469	Pygocentrus_nattereri
ENSCCEP00000015094	ENSCCEG00000014319	Cyanistes_caeruleus
ENSMZEP00005017428	ENSMZEG00005013108	Maylandia_zebra
ENSCSAP00000009464	ENSCSAG00000013295	Chlorocebus_sabaeus
ENSFHEP00000003687	ENSFHEG00000004572	Fundulus_heteroclitus
ENSHCOP00000001416	ENSHCOG00000002377	Hippocampus_comes
ENSVVUP00000001021	ENSVVUG00000000831	Vulpes_vulpes
ENSLACP00000006309	ENSLACG00000005598	Latimeria_chalumnae
ENSCHIP00000020480	ENSCHIG00000019126	Capra_hircus
ENSGAGP00000011709	ENSGAGG00000009045	Gopherus_agassizii
ENSDARP00000156918	ENSDARG00000038348	Danio_rerio
ENSSARP00000001103	ENSSARG00000001215	Sorex_araneus
ENSXMAP00000037909	ENSXMAG00000006801	Xiphophorus_maculatus
ENSCPOP00000003008	ENSCPOG00000003328	Cavia_porcellus
ENSMPUP00000007052	ENSMPUG00000007109	Mustela_putorius_furo
ENSETEP00000007004	ENSETEG00000008623	Echinops_telfairi
ENSPPRP00000010463	ENSPPRG00000004610	Panthera_pardus
ENSECAP00000012208	ENSECAG00000014554	Equus_caballus
ENSEEUP00000011586	ENSEEUG00000012734	Erinaceus_europaeus
ENSNPEP00000011016	ENSNPEG00000008274	Nothoprocta_perdicaria
ENSAMXP00000047292	ENSAMXG00000039078	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSOANP00000015392	ENSOANG00000009698	Ornithorhynchus_anatinus
MGP_PahariEiJ_P0082749	MGP_PahariEiJ_G0029642	Mus_pahari_strain_PAHARI_EIJ
ENSPTEP00000037088	ENSPTEG00000034749	Piliocolobus_tephrosceles
ENSTSYP00000007745	ENSTSYG00000008465	Carlito_syrichta
ENSHHUP00000022099	ENSHHUG00000013771	Hucho_hucho
ENSSCAP00000018065	ENSSCAG00000013106	Serinus_canaria
ENSAPLP00000000437	ENSAPLG00000001006	Anas_platyrhynchos_platyrhynchos
ENSORLP00015029262	ENSORLG00015012308	Oryzias_latipes_ASM223469v1
ENSRNOP00000014775	ENSRNOG00000010914	Rattus_norvegicus
ENSORLP00000026664	ENSORLG00000024512	Oryzias_latipes_ASM223467v1
ENSPMEP00000033149	ENSPMEG00000021489	Poecilia_mexicana
MGP_CAROLIEiJ_P0032639	MGP_CAROLIEiJ_G0017886	Mus_caroli_strain_CAROLI_EIJ
ENSEBUP00000011332	ENSEBUG00000007284	Eptatretus_burgeri
ENSPREP00000020077	ENSPREG00000013553	Poecilia_reticulata
ENSCPGP00000010581	ENSCPGG00000007533	Calidris_pygmaea
ENSTGEP00000022823	ENSTGEG00000018468	Theropithecus_gelada
ENSPEMP00000008412	ENSPEMG00000010060	Peromyscus_maniculatus_bairdii
ENSOCUP00000028364	ENSOCUG00000000583	Oryctolagus_cuniculus
ENSIPUP00000028062	ENSIPUG00000018989	Ictalurus_punctatus
ENSPMJP00000020222	ENSPMJG00000015062	Parus_major
ENSGGOP00000038484	ENSGGOG00000042348	Gorilla_gorilla
ENSCSEP00000030207	ENSCSEG00000019350	Cynoglossus_semilaevis
ENSPVAP00000010997	ENSPVAG00000011667	Pteropus_vampyrus
ENSBMUP00000016524	ENSBMUG00000012538	Bos_mutus
ENSPLAP00000022321	ENSPLAG00000006754	Poecilia_latipinna
ENSDCDP00000028793	ENSDCDG00000020663	Denticeps_clupeoides
ENSAMEP00000008587	ENSAMEG00000008159	Ailuropoda_melanoleuca
ENSAPOP00000027688	ENSAPOG00000012398	Acanthochromis_polyacanthus
ENSEEEP00000027633	ENSEEEG00000013310	Electrophorus_electricus
ENSFDAP00000019959	ENSFDAG00000008789	Fukomys_damarensis
ENSAOCP00000007915	ENSAOCG00000011836	Amphiprion_ocellaris
ENSSDAP00000023267	ENSSDAG00000021189	Spermophilus_dauricus
ENSLCOP00000023333	ENSLCOG00000016370	Lepidothrix_coronata
ENSSTOP00000000220	ENSSTOG00000000250	Ictidomys_tridecemlineatus
ENSBTAP00000024352	ENSBTAG00000018299	Bos_taurus
ENSCABP00000022966	ENSCABG00000016891	Chelonoidis_abingdonii
ENSMLUP00000004065	ENSMLUG00000004467	Myotis_lucifugus
ENSELUP00000040004	ENSELUG00000001553	Esox_lucius
ENSCAFP00000034898	ENSCAFG00000016423	Canis_lupus_familiaris
ENSNGAP00000008073	ENSNGAG00000011153	Nannospalax_galili
ENSMUGP00000008673	ENSMUGG00000007819	Meriones_unguiculatus
ENSLOCP00000015179	ENSLOCG00000012333	Lepisosteus_oculatus
ENSJJAP00000013368	ENSJJAG00000016151	Jaculus_jaculus
ENSCVAP00000018159	ENSCVAG00000021357	Cyprinodon_variegatus
ENSGGOP00000001489	ENSGGOG00000001507	Gorilla_gorilla
ENSMSIP00000017823	ENSMSIG00000015210	Mus_spicilegus
ENSFCAP00000035462	ENSFCAG00000033077	Felis_catus
