ENSTGUP00000016119	ENSTGUG00000015797	Taeniopygia_guttata
ENSVVUP00000013209	ENSVVUG00000009713	Vulpes_vulpes
ENSFCAP00000030425	ENSFCAG00000033509	Felis_catus
ENSPPRP00000005800	ENSPPRG00000001446	Panthera_pardus
ENSMLUP00000018988	ENSMLUG00000015187	Myotis_lucifugus
ENSLAFP00000028086	ENSLAFG00000025999	Loxodonta_africana
ENSDNOP00000028135	ENSDNOG00000032819	Dasypus_novemcinctus
ENSSDAP00000025400	ENSSDAG00000023088	Spermophilus_dauricus
ENSSHAP00000018329	ENSSHAG00000015557	Sarcophilus_harrisii
ENSMODP00000032300	ENSMODG00000023943	Monodelphis_domestica
ENSOANP00000015188	ENSOANG00000009567	Ornithorhynchus_anatinus
ENSPVIP00000021175	ENSPVIG00000016101	Pogona_vitticeps
ENSACAP00000014319	ENSACAG00000014612	Anolis_carolinensis
ENSNSUP00000013254	ENSNSUG00000009909	Notechis_scutatus
ENSSMRP00000006201	ENSSMRG00000005005	Salvator_merianae
ENSLACP00000021009	ENSLACG00000018460	Latimeria_chalumnae
ENSXETP00000001650	ENSXETG00000006545	Xenopus_tropicalis
ENSEEEP00000017003	ENSEEEG00000008430	Electrophorus_electricus
ENSEEEP00000040209	ENSEEEG00000019068	Electrophorus_electricus
ENSDCDP00000026250	ENSDCDG00000019495	Denticeps_clupeoides
ENSPNAP00000023993	ENSPNAG00000008475	Pygocentrus_nattereri
ENSPRNP00000006518	ENSPRNG00000003917	Parambassis_ranga
ENSPMJP00000023064	ENSPMJG00000017052	Parus_major
ENSSCAP00000018489	ENSSCAG00000013391	Serinus_canaria
ENSAPLP00000031063	ENSAPLG00000017859	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000014237	ENSNPEG00000010653	Nothoprocta_perdicaria
ENSCPBP00000013766	ENSCPBG00000010270	Chrysemys_picta_bellii
ENSABRP00000011842	ENSABRG00000010613	Anser_brachyrhynchus
ENSCCEP00000001683	ENSCCEG00000001969	Cyanistes_caeruleus
ENSDNVP00000012470	ENSDNVG00000008805	Dromaius_novaehollandiae
ENSUAMP00000014018	ENSUAMG00000011260	Ursus_americanus
ENSNVIP00000011849	ENSNVIG00000009373	Neovison_vison
ENSPCIP00000044321	ENSPCIG00000033085	Phascolarctos_cinereus
ENSVURP00010016067	ENSVURG00010012314	Vombatus_ursinus
ENSCHAP00000003481	ENSCHAG00000002225	Clupea_harengus
ENSDARP00000127185	ENSDARG00000045036	Danio_rerio
ENSTNIP00000017469	ENSTNIG00000014450	Tetraodon_nigroviridis
ENSTRUP00000048014	ENSTRUG00000009906	Takifugu_rubripes
ENSGACP00000004339	ENSGACG00000003319	Gasterosteus_aculeatus
ENSSDUP00000018029	ENSSDUG00000013178	Seriola_dumerili
ENSSLDP00000023608	ENSSLDG00000018430	Seriola_lalandi_dorsalis
ENSLCAP00010031363	ENSLCAG00010014719	Lates_calcarifer
ENSMAMP00000005482	ENSMAMG00000003727	Mastacembelus_armatus
ENSATEP00000007241	ENSATEG00000005103	Anabas_testudineus
ENSCGOP00000030393	ENSCGOG00000014114	Cottoperca_gobio
ENSLBEP00000037177	ENSLBEG00000027755	Labrus_bergylta
ENSSMAP00000010759	ENSSMAG00000006640	Scophthalmus_maximus
ENSMMOP00000027525	ENSMMOG00000020821	Mola_mola
ENSCSEP00000021918	ENSCSEG00000013986	Cynoglossus_semilaevis
ENSLCRP00005058596	ENSLCRG00005021746	Larimichthys_crocea
ENSMALP00000021110	ENSMALG00000014763	Monopterus_albus
ENSCVAP00000017312	ENSCVAG00000020383	Cyprinodon_variegatus
ENSFHEP00000018787	ENSFHEG00000020666	Fundulus_heteroclitus
ENSPLAP00000011169	ENSPLAG00000014222	Poecilia_latipinna
ENSPFOP00000020572	ENSPFOG00000020446	Poecilia_formosa
ENSPMEP00000028471	ENSPMEG00000013567	Poecilia_mexicana
ENSPREP00000014389	ENSPREG00000009755	Poecilia_reticulata
ENSXCOP00000005192	ENSXCOG00000004069	Xiphophorus_couchianus
ENSXMAP00000019919	ENSXMAG00000019871	Xiphophorus_maculatus
ENSGAFP00000016990	ENSGAFG00000011471	Gambusia_affinis
ENSKMAP00000010954	ENSKMAG00000008226	Kryptolebias_marmoratus
ENSORLP00020001663	ENSORLG00020002373	Oryzias_latipes_ASM223471v1
ENSORLP00000013909	ENSORLG00000011087	Oryzias_latipes_ASM223467v1
ENSORLP00015022588	ENSORLG00015002042	Oryzias_latipes_ASM223469v1
ENSOMEP00000005619	ENSOMEG00000006618	Oryzias_melastigma
ENSGWIP00000038419	ENSGWIG00000019669	Gouania_willdenowi
ENSMZEP00005006847	ENSMZEG00005005272	Maylandia_zebra
ENSACLP00000039414	ENSACLG00000026596	Astatotilapia_calliptera
ENSHBUP00000025950	ENSHBUG00000008271	Haplochromis_burtoni
ENSPNYP00000005381	ENSPNYG00000004184	Pundamilia_nyererei
ENSONIP00000026089	ENSONIG00000020784	Oreochromis_niloticus
ENSNBRP00000008930	ENSNBRG00000006991	Neolamprologus_brichardi
ENSACIP00000011618	ENSACIG00000009079	Amphilophus_citrinellus
ENSAOCP00000024392	ENSAOCG00000011157	Amphiprion_ocellaris
ENSAPEP00000010555	ENSAPEG00000007574	Amphiprion_percula
ENSAPOP00000021658	ENSAPOG00000000052	Acanthochromis_polyacanthus
ENSSPAP00000004512	ENSSPAG00000003503	Stegastes_partitus
ENSPMGP00000022829	ENSPMGG00000018470	Periophthalmus_magnuspinnatus
ENSHCOP00000014966	ENSHCOG00000018469	Hippocampus_comes
ENSHHUP00000089103	ENSHHUG00000051447	Hucho_hucho
ENSHHUP00000088104	ENSHHUG00000050929	Hucho_hucho
ENSSFOP00015028348	ENSSFOG00015018205	Scleropages_formosus
ENSPKIP00000031570	ENSPKIG00000012005	Paramormyrops_kingsleyae
ENSAMXP00000021604	ENSAMXG00000020983	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005003666	ENSAMXG00005002310	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034189	ENSPNAG00000023273	Pygocentrus_nattereri
ENSDARP00000141543	ENSDARG00000101457	Danio_rerio
ENSCHAP00000059650	ENSCHAG00000026740	Clupea_harengus
ENSBSLP00000009130	ENSBSLG00000004484	Betta_splendens
ENSHCOP00000008688	ENSHCOG00000010980	Hippocampus_comes
ENSGACP00000014321	ENSGACG00000010821	Gasterosteus_aculeatus
ENSMMOP00000014489	ENSMMOG00000011081	Mola_mola
ENSTRUP00000049802	ENSTRUG00000010375	Takifugu_rubripes
ENSCGOP00000055478	ENSCGOG00000024189	Cottoperca_gobio
ENSSMAP00000001891	ENSSMAG00000001189	Scophthalmus_maximus
ENSCSEP00000017436	ENSCSEG00000011187	Cynoglossus_semilaevis
ENSSDUP00000018072	ENSSDUG00000013196	Seriola_dumerili
ENSSLDP00000029535	ENSSLDG00000022783	Seriola_lalandi_dorsalis
ENSMAMP00000031281	ENSMAMG00000021064	Mastacembelus_armatus
ENSMALP00000000500	ENSMALG00000000437	Monopterus_albus
ENSATEP00000034986	ENSATEG00000024047	Anabas_testudineus
ENSAPEP00000007073	ENSAPEG00000005082	Amphiprion_percula
ENSAOCP00000015687	ENSAOCG00000020479	Amphiprion_ocellaris
ENSAPOP00000026728	ENSAPOG00000010759	Acanthochromis_polyacanthus
ENSSPAP00000013841	ENSSPAG00000010475	Stegastes_partitus
ENSPRNP00000049635	ENSPRNG00000023680	Parambassis_ranga
ENSHBUP00000002889	ENSHBUG00000004109	Haplochromis_burtoni
ENSPNYP00000012701	ENSPNYG00000009637	Pundamilia_nyererei
ENSMZEP00005029155	ENSMZEG00005021728	Maylandia_zebra
ENSACLP00000035161	ENSACLG00000023817	Astatotilapia_calliptera
ENSNBRP00000028596	ENSNBRG00000021790	Neolamprologus_brichardi
ENSONIP00000026690	ENSONIG00000021388	Oreochromis_niloticus
ENSACIP00000013256	ENSACIG00000010319	Amphilophus_citrinellus
ENSGWIP00000014495	ENSGWIG00000008182	Gouania_willdenowi
ENSPFOP00000020829	ENSPFOG00000020705	Poecilia_formosa
ENSPMEP00000026958	ENSPMEG00000011022	Poecilia_mexicana
ENSPLAP00000001324	ENSPLAG00000002328	Poecilia_latipinna
ENSPREP00000005155	ENSPREG00000003605	Poecilia_reticulata
ENSXCOP00000014276	ENSXCOG00000010819	Xiphophorus_couchianus
ENSXMAP00000019500	ENSXMAG00000019454	Xiphophorus_maculatus
ENSGAFP00000006454	ENSGAFG00000004404	Gambusia_affinis
ENSFHEP00000028780	ENSFHEG00000013089	Fundulus_heteroclitus
ENSCVAP00000002246	ENSCVAG00000003308	Cyprinodon_variegatus
ENSKMAP00000016091	ENSKMAG00000012028	Kryptolebias_marmoratus
ENSORLP00015010512	ENSORLG00015011315	Oryzias_latipes_ASM223469v1
ENSORLP00000009242	ENSORLG00000007373	Oryzias_latipes_ASM223467v1
ENSORLP00020021361	ENSORLG00020022280	Oryzias_latipes_ASM223471v1
ENSOMEP00000006330	ENSOMEG00000007373	Oryzias_melastigma
ENSLBEP00000028313	ENSLBEG00000021459	Labrus_bergylta
ENSLCAP00010056725	ENSLCAG00010026477	Lates_calcarifer
ENSPMGP00000008658	ENSPMGG00000007167	Periophthalmus_magnuspinnatus
ENSHHUP00000033955	ENSHHUG00000021415	Hucho_hucho
ENSHHUP00000076901	ENSHHUG00000044969	Hucho_hucho
ENSELUP00000012177	ENSELUG00000012450	Esox_lucius
ENSPKIP00000040836	ENSPKIG00000017649	Paramormyrops_kingsleyae
ENSPKIP00000040973	ENSPKIG00000017720	Paramormyrops_kingsleyae
ENSSFOP00015026602	ENSSFOG00015017093	Scleropages_formosus
ENSAMXP00000025544	ENSAMXG00000024838	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005008425	ENSAMXG00005004894	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSBSLP00000021337	ENSBSLG00000011012	Betta_splendens
ENSLOCP00000021863	ENSLOCG00000017759	Lepisosteus_oculatus
ENSECRP00000025948	ENSECRG00000017535	Erpetoichthys_calabaricus
ENSELUP00000016419	ENSELUG00000016213	Esox_lucius
ENSLACP00000014843	ENSLACG00000013066	Latimeria_chalumnae
ENSCMIP00000045661	ENSCMIG00000018819	Callorhinchus_milii
ENSIPUP00000001836	ENSIPUG00000001302	Ictalurus_punctatus
ENSEBUP00000001059	ENSEBUG00000000977	Eptatretus_burgeri
