ENSMUSP00000073041	ENSMUSG00000001517	Mus_musculus_strain_reference_(CL57BL6)
ENSPPAP00000041433	ENSPPAG00000043326	Pan_paniscus
ENSPTRP00000076318	ENSPTRG00000051312	Pan_troglodytes
ENSP00000342307	ENSG00000111206	Homo_sapiens
ENSGGOP00000025273	ENSGGOG00000009402	Gorilla_gorilla
ENSPPYP00000004736	ENSPPYG00000004153	Pongo_abelii
ENSNLEP00000003528	ENSNLEG00000002899	Nomascus_leucogenys
ENSTGEP00000015383	ENSTGEG00000012451	Theropithecus_gelada
ENSTGEP00000010228	ENSTGEG00000008394	Theropithecus_gelada
ENSPANP00000024315	ENSPANG00000004991	Papio_anubis
ENSCATP00000028973	ENSCATG00000037743	Cercocebus_atys
ENSMLEP00000026020	ENSMLEG00000037200	Mandrillus_leucophaeus
ENSMMUP00000025469	ENSMMUG00000019385	Macaca_mulatta
ENSMFAP00000014798	ENSMFAG00000030561	Macaca_fascicularis
ENSMNEP00000031639	ENSMNEG00000039201	Macaca_nemestrina
ENSCSAP00000007467	ENSCSAG00000011261	Chlorocebus_sabaeus
ENSCANP00000031480	ENSCANG00000039400	Colobus_angolensis_palliatus
ENSPTEP00000042377	ENSPTEG00000038671	Piliocolobus_tephrosceles
ENSRROP00000029181	ENSRROG00000038386	Rhinopithecus_roxellana
ENSRBIP00000032496	ENSRBIG00000040049	Rhinopithecus_bieti
ENSCCAP00000020231	ENSCCAG00000027940	Cebus_capucinus_imitator
ENSSBOP00000019980	ENSSBOG00000026585	Saimiri_boliviensis_boliviensis
ENSCJAP00000034905	ENSCJAG00000018781	Callithrix_jacchus
ENSANAP00000035650	ENSANAG00000035342	Aotus_nancymaae
ENSTSYP00000019984	ENSTSYG00000031457	Carlito_syrichta
ENSPSMP00000020259	ENSPSMG00000014271	Prolemur_simus
ENSMICP00000021853	ENSMICG00000000100	Microcebus_murinus
ENSPCOP00000011222	ENSPCOG00000017121	Propithecus_coquereli
ENSOGAP00000021212	ENSOGAG00000034635	Otolemur_garnettii
ENSCHIP00000030834	ENSCHIG00000025427	Capra_hircus
ENSOARP00000011853	ENSOARG00000011054	Ovis_aries
ENSBIXP00005019177	ENSBIXG00005022494	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031321	ENSBIXG00000013579	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000021101	ENSBTAG00000015875	Bos_taurus
ENSBMUP00000024127	ENSBMUG00000018114	Bos_mutus
ENSBBBP00000002945	ENSBBBG00000012008	Bison_bison_bison
ENSBIXP00000005736	ENSBIXG00000007864	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTTRP00000005131	ENSTTRG00000005436	Tursiops_truncatus
ENSSSCP00000042920	ENSSSCG00000000739	Sus_scrofa_strain_reference
ENSECAP00000026831	ENSECAG00000019129	Equus_caballus
ENSEASP00005025168	ENSEASG00005017130	Equus_asinus_asinus
ENSUAMP00000027075	ENSUAMG00000020896	Ursus_americanus
ENSUMAP00000020008	ENSUMAG00000014658	Ursus_maritimus
ENSAMEP00000005145	ENSAMEG00000004869	Ailuropoda_melanoleuca
ENSNVIP00000006115	ENSNVIG00000004867	Neovison_vison
ENSMPUP00000009332	ENSMPUG00000009407	Mustela_putorius_furo
ENSCAFP00020018501	ENSCAFG00020014732	Canis_lupus_dingo
ENSCAFP00000023001	ENSCAFG00000015642	Canis_lupus_familiaris
ENSVVUP00000024917	ENSVVUG00000018189	Vulpes_vulpes
ENSPTIP00000014664	ENSPTIG00000013996	Panthera_tigris_altaica
ENSPPRP00000003399	ENSPPRG00000022764	Panthera_pardus
ENSFCAP00000020505	ENSFCAG00000025605	Felis_catus
ENSPVAP00000012473	ENSPVAG00000013227	Pteropus_vampyrus
ENSMLUP00000004830	ENSMLUG00000005292	Myotis_lucifugus
ENSDNOP00000022752	ENSDNOG00000018047	Dasypus_novemcinctus
ENSDNOP00000005200	ENSDNOG00000006678	Dasypus_novemcinctus
ENSCHOP00000004602	ENSCHOG00000005195	Choloepus_hoffmanni
ENSLAFP00000002390	ENSLAFG00000002856	Loxodonta_africana
ENSPCAP00000012304	ENSPCAG00000013185	Procavia_capensis
ENSETEP00000016140	ENSETEG00000019867	Echinops_telfairi
ENSEEUP00000008399	ENSEEUG00000009221	Erinaceus_europaeus
ENSJJAP00000008315	ENSJJAG00000012497	Jaculus_jaculus
ENSDORP00000014333	ENSDORG00000015227	Dipodomys_ordii
ENSPCIP00000031287	ENSPCIG00000023249	Phascolarctos_cinereus
ENSVURP00010010975	ENSVURG00010008480	Vombatus_ursinus
ENSMEUP00000014615	ENSMEUG00000015998	Notamacropus_eugenii
ENSSHAP00000015990	ENSSHAG00000013615	Sarcophilus_harrisii
ENSOANP00000002211	ENSOANG00000001393	Ornithorhynchus_anatinus
ENSARWP00000002701	ENSARWG00000002028	Apteryx_rowi	ENSARWT00000003146
ENSAOWP00000021684	ENSAOWG00000014663	Apteryx_owenii	ENSAOWT00000024550
ENSAHAP00000025107	ENSAHAG00000017509	Apteryx_haastii	ENSAHAT00000027660
ENSDNVP00000016481	ENSDNVG00000011560	Dromaius_novaehollandiae	ENSDNVT00000019795
ENSNPEP00000008974	ENSNPEG00000006739	Nothoprocta_perdicaria	ENSNPET00000009198
ENSLCOP00000006241	ENSLCOG00000004628	Lepidothrix_coronata
ENSMVIP00005020043	ENSMVIG00005014184	Manacus_vitellinus
ENSSCAP00000021161	ENSSCAG00000015238	Serinus_canaria
ENSJHYP00000015664	ENSJHYG00000012004	Junco_hyemalis
ENSZALP00000011845	ENSZALG00000009981	Zonotrichia_albicollis
ENSLSDP00000017533	ENSLSDG00000012558	Lonchura_striata_domestica
ENSFALP00000005041	ENSFALG00000004834	Ficedula_albicollis
ENSTGUP00000013547	ENSTGUG00000013153	Taeniopygia_guttata
ENSPMJP00000004230	ENSPMJG00000003659	Parus_major
ENSCCEP00000011503	ENSCCEG00000011224	Cyanistes_caeruleus
ENSCPGP00000006499	ENSCPGG00000004669	Calidris_pygmaea
ENSCPUP00000010317	ENSCPUG00000007328	Calidris_pugnax
ENSMUNP00000018801	ENSMUNG00000014391	Melopsittacus_undulatus
ENSAPLP00000011105	ENSAPLG00000011353	Anas_platyrhynchos_platyrhynchos
ENSABRP00000014586	ENSABRG00000012875	Anser_brachyrhynchus
ENSGALP00000021851	ENSGALG00000013420	Gallus_gallus
ENSCJPP00005020686	ENSCJPG00005016622	Coturnix_japonica
ENSMGAP00000019133	ENSMGAG00000013924	Meleagris_gallopavo
ENSNMEP00000019106	ENSNMEG00000016532	Numida_meleagris
ENSTGUP00000014223	ENSTGUG00000013811	Taeniopygia_guttata
ENSCPRP00005018817	ENSCPRG00005013151	Crocodylus_porosus
ENSGAGP00000035210	ENSGAGG00000025031	Gopherus_agassizii
ENSCABP00000013803	ENSCABG00000010307	Chelonoidis_abingdonii
ENSCPBP00000013224	ENSCPBG00000009810	Chrysemys_picta_bellii
ENSPSIP00000018500	ENSPSIG00000016445	Pelodiscus_sinensis
ENSACAP00000015074	ENSACAG00000015333	Anolis_carolinensis
ENSPVIP00000010836	ENSPVIG00000008541	Pogona_vitticeps
ENSNSUP00000008598	ENSNSUG00000006601	Notechis_scutatus
ENSSMRP00000030510	ENSSMRG00000023392	Salvator_merianae
ENSSPUP00000022648	ENSSPUG00000017395	Sphenodon_punctatus
ENSXETP00000045149	ENSXETG00000018716	Xenopus_tropicalis
ENSLACP00000009026	ENSLACG00000007969	Latimeria_chalumnae
ENSTRUP00000040480	ENSTRUG00000015839	Takifugu_rubripes
ENSTNIP00000014339	ENSTNIG00000011394	Tetraodon_nigroviridis
ENSMMOP00000001070	ENSMMOG00000000907	Mola_mola
ENSCSEP00000011905	ENSCSEG00000007681	Cynoglossus_semilaevis
ENSGWIP00000008746	ENSGWIG00000005227	Gouania_willdenowi
ENSHCOP00000026744	ENSHCOG00000017947	Hippocampus_comes
ENSORLP00000030204	ENSORLG00000016140	Oryzias_latipes_ASM223467v1
ENSORLP00015008225	ENSORLG00015009050	Oryzias_latipes_ASM223469v1
ENSORLP00020027322	ENSORLG00020010269	Oryzias_latipes_ASM223471v1
ENSOMEP00000003240	ENSOMEG00000004150	Oryzias_melastigma
ENSCGOP00000025600	ENSCGOG00000012088	Cottoperca_gobio
ENSGACP00000026330	ENSGACG00000019929	Gasterosteus_aculeatus
ENSLCRP00005050983	ENSLCRG00005019230	Larimichthys_crocea
ENSSMAP00000007101	ENSSMAG00000004385	Scophthalmus_maximus
ENSBSLP00000053076	ENSBSLG00000025034	Betta_splendens
ENSMALP00000019525	ENSMALG00000013636	Monopterus_albus
ENSMALP00000028086	ENSMALG00000019475	Monopterus_albus
ENSMAMP00000022136	ENSMAMG00000014899	Mastacembelus_armatus
ENSATEP00000030531	ENSATEG00000021088	Anabas_testudineus
ENSSLDP00000023768	ENSSLDG00000018534	Seriola_lalandi_dorsalis
ENSSDUP00000025817	ENSSDUG00000018732	Seriola_dumerili
ENSLCAP00010005535	ENSLCAG00010002764	Lates_calcarifer
ENSAOCP00000025052	ENSAOCG00000012367	Amphiprion_ocellaris
ENSAPEP00000029283	ENSAPEG00000020793	Amphiprion_percula
ENSAPOP00000023411	ENSAPOG00000005200	Acanthochromis_polyacanthus
ENSSPAP00000010992	ENSSPAG00000008351	Stegastes_partitus
ENSPRNP00000029959	ENSPRNG00000014946	Parambassis_ranga
ENSACLP00000026345	ENSACLG00000017856	Astatotilapia_calliptera
ENSHBUP00000027992	ENSHBUG00000011509	Haplochromis_burtoni
ENSMZEP00005002873	ENSMZEG00005002229	Maylandia_zebra
ENSACLP00000027709	ENSACLG00000018814	Astatotilapia_calliptera
ENSPNYP00000023929	ENSPNYG00000018069	Pundamilia_nyererei
ENSACLP00000027849	ENSACLG00000018922	Astatotilapia_calliptera
ENSMZEP00005002931	ENSMZEG00005002268	Maylandia_zebra
ENSHBUP00000009964	ENSHBUG00000011493	Haplochromis_burtoni
ENSNBRP00000013419	ENSNBRG00000010396	Neolamprologus_brichardi
ENSMZEP00005002456	ENSMZEG00005001943	Maylandia_zebra
ENSACIP00000003976	ENSACIG00000003151	Amphilophus_citrinellus
ENSPFOP00000017037	ENSPFOG00000016962	Poecilia_formosa
ENSPLAP00000009234	ENSPLAG00000011940	Poecilia_latipinna
ENSPMEP00000003692	ENSPMEG00000004860	Poecilia_mexicana
ENSPREP00000033036	ENSPREG00000022385	Poecilia_reticulata
ENSXMAP00000021989	ENSXMAG00000029688	Xiphophorus_maculatus
ENSXCOP00000018367	ENSXCOG00000013833	Xiphophorus_couchianus
ENSGAFP00000024833	ENSGAFG00000016765	Gambusia_affinis
ENSFHEP00000019803	ENSFHEG00000021721	Fundulus_heteroclitus
ENSCVAP00000014123	ENSCVAG00000016692	Cyprinodon_variegatus
ENSKMAP00000015672	ENSKMAG00000011726	Kryptolebias_marmoratus
ENSLBEP00000034374	ENSLBEG00000025850	Labrus_bergylta
ENSPMGP00000002430	ENSPMGG00000002137	Periophthalmus_magnuspinnatus
ENSGMOP00000005642	ENSGMOG00000005312	Gadus_morhua
ENSDCDP00000013144	ENSDCDG00000008772	Denticeps_clupeoides
ENSHHUP00000037443	ENSHHUG00000023453	Hucho_hucho
ENSHHUP00000015142	ENSHHUG00000009414	Hucho_hucho
ENSELUP00000000518	ENSELUG00000002105	Esox_lucius
ENSCHAP00000001474	ENSCHAG00000001076	Clupea_harengus
ENSPNAP00000034120	ENSPNAG00000023205	Pygocentrus_nattereri
ENSAMXP00005046545	ENSAMXG00005021442	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000051222	ENSEEEG00000024042	Electrophorus_electricus
ENSIPUP00000026268	ENSIPUG00000017776	Ictalurus_punctatus
ENSDARP00000009248	ENSDARG00000003200	Danio_rerio
ENSSFOP00015036194	ENSSFOG00015023038	Scleropages_formosus
ENSPKIP00000017875	ENSPKIG00000003625	Paramormyrops_kingsleyae
ENSLOCP00000020448	ENSLOCG00000016556	Lepisosteus_oculatus
ENSECRP00000006347	ENSECRG00000004236	Erpetoichthys_calabaricus
ENSCMIP00000030620	ENSCMIG00000013170	Callorhinchus_milii
ENSCMIP00000034196	ENSCMIG00000014524	Callorhinchus_milii
ENSECRP00000019404	ENSECRG00000012990	Erpetoichthys_calabaricus
ENSLOCP00000004139	ENSLOCG00000003497	Lepisosteus_oculatus
ENSMALP00000014257	ENSMALG00000010025	Monopterus_albus
ENSCINP00000017891	ENSCING00000008790	Ciona_intestinalis
ENSCSAVP00000008124	ENSCSAVG00000004837	Ciona_savignyi
