ENSBIXP00005013077	ENSBIXG00005017243	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMUP00000004353	ENSMMUG00000003266	Macaca_mulatta
ENSCSAP00000005542	ENSCSAG00000009284	Chlorocebus_sabaeus
ENSCATP00000014577	ENSCATG00000031322	Cercocebus_atys
ENSMLEP00000013996	ENSMLEG00000031163	Mandrillus_leucophaeus
ENSSBOP00000028387	ENSSBOG00000030583	Saimiri_boliviensis_boliviensis
ENSTSYP00000007516	ENSTSYG00000008190	Carlito_syrichta
ENSPCOP00000023947	ENSPCOG00000024129	Propithecus_coquereli
ENSMICP00000013118	ENSMICG00000014393	Microcebus_murinus
ENSPSMP00000018104	ENSPSMG00000012853	Prolemur_simus
ENSOGAP00000017562	ENSOGAG00000003179	Otolemur_garnettii
ENSTBEP00000005133	ENSTBEG00000005976	Tupaia_belangeri
ENSLAFP00000000725	ENSLAFG00000000869	Loxodonta_africana
ENSPCAP00000005113	ENSPCAG00000005520	Procavia_capensis
ENSETEP00000013384	ENSETEG00000016498	Echinops_telfairi
ENSVURP00010011395	ENSVURG00010008808	Vombatus_ursinus
ENSPCIP00000019002	ENSPCIG00000013924	Phascolarctos_cinereus
ENSMEUP00000012230	ENSMEUG00000013407	Notamacropus_eugenii
ENSSHAP00000006662	ENSSHAG00000005795	Sarcophilus_harrisii
ENSMODP00000015684	ENSMODG00000012531	Monodelphis_domestica
ENSHGLP00000023074	ENSHGLG00000016455	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011604	ENSHGLG00100008605	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018783	ENSFDAG00000006061	Fukomys_damarensis
ENSUPAP00010004179	ENSUPAG00010003419	Urocitellus_parryii
ENSMMMP00000001441	ENSMMMG00000001326	Marmota_marmota_marmota
ENSMNEP00000023526	ENSMNEG00000035363	Macaca_nemestrina
ENSMMUP00000046566	ENSMMUG00000037635	Macaca_mulatta
ENSMFAP00000011356	ENSMFAG00000015248	Macaca_fascicularis
ENSPANP00000013156	ENSPANG00000026053	Papio_anubis
ENSCATP00000024743	ENSCATG00000035884	Cercocebus_atys
ENSPPYP00000006947	ENSPPYG00000006110	Pongo_abelii
ENSPVAP00000000674	ENSPVAG00000000712	Pteropus_vampyrus
ENSOANP00000019070	ENSOANG00000012040	Ornithorhynchus_anatinus
