ENSAPLP00000027116	ENSAPLG00000021653	Anas_platyrhynchos_platyrhynchos
ENSCPOP00000014952	ENSCPOG00000021484	Cavia_porcellus
ENSCAPP00000001902	ENSCAPG00000004067	Cavia_aperea
ENSHGLP00100026057	ENSHGLG00100019114	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000027533	ENSHGLG00000019577	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008466	ENSFDAG00000016719	Fukomys_damarensis
ENSUPAP00010003489	ENSUPAG00010002873	Urocitellus_parryii
ENSUPAP00010026551	ENSUPAG00010020994	Urocitellus_parryii
ENSSDAP00000010381	ENSSDAG00000009442	Spermophilus_dauricus
ENSSTOP00000021638	ENSSTOG00000004229	Ictidomys_tridecemlineatus
ENSMMMP00000002771	ENSMMMG00000002535	Marmota_marmota_marmota
ENSCCNP00000021390	ENSCCNG00000021192	Castor_canadensis
ENSDORP00000011281	ENSDORG00000012006	Dipodomys_ordii
ENSMOCP00000016263	ENSMOCG00000015218	Microtus_ochrogaster
ENSPEMP00000013037	ENSPEMG00000013196	Peromyscus_maniculatus_bairdii
ENSCGRP00001007552	ENSCGRG00001009958	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000005416	ENSCGRG00000003962	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015038337	ENSCGRG00015028648	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023916	ENSMAUG00000020935	Mesocricetus_auratus
ENSMSIP00000030710	ENSMSIG00000025738	Mus_spicilegus
MGP_SPRETEiJ_P0041809	MGP_SPRETEiJ_G0021237	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000061997	ENSMUSG00000045665	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0039972	MGP_CAROLIEiJ_G0020344	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043319	MGP_PahariEiJ_G0020343	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017110	ENSRNOG00000012832	Rattus_norvegicus
ENSMUGP00000017309	ENSMUGG00000014740	Meriones_unguiculatus
ENSNGAP00000021117	ENSNGAG00000020403	Nannospalax_galili
ENSJJAP00000017752	ENSJJAG00000019216	Jaculus_jaculus
ENSOCUP00000009672	ENSOCUG00000011242	Oryctolagus_cuniculus
ENSPCOP00000000967	ENSPCOG00000003152	Propithecus_coquereli
ENSMICP00000019838	ENSMICG00000014231	Microcebus_murinus
ENSPSMP00000028628	ENSPSMG00000019914	Prolemur_simus
ENSPPAP00000024963	ENSPPAG00000035626	Pan_paniscus
ENSPTRP00000008524	ENSPTRG00000005008	Pan_troglodytes
ENSP00000442688	ENSG00000182544	Homo_sapiens
ENSGGOP00000004045	ENSGGOG00000004121	Gorilla_gorilla
ENSPPYP00000005216	ENSPPYG00000004573	Pongo_abelii
ENSNLEP00000021496	ENSNLEG00000017713	Nomascus_leucogenys
ENSMFAP00000043058	ENSMFAG00000045867	Macaca_fascicularis
ENSMMUP00000042099	ENSMMUG00000022020	Macaca_mulatta
ENSMNEP00000045485	ENSMNEG00000045251	Macaca_nemestrina
ENSCATP00000040199	ENSCATG00000042670	Cercocebus_atys
ENSMLEP00000023821	ENSMLEG00000036087	Mandrillus_leucophaeus
ENSTGEP00000009888	ENSTGEG00000008140	Theropithecus_gelada
ENSPANP00000008615	ENSPANG00000002873	Papio_anubis
ENSCSAP00000018767	ENSCSAG00000019257	Chlorocebus_sabaeus
ENSRROP00000027062	ENSRROG00000037319	Rhinopithecus_roxellana
ENSRBIP00000028964	ENSRBIG00000038377	Rhinopithecus_bieti
ENSCANP00000028677	ENSCANG00000037810	Colobus_angolensis_palliatus
ENSSBOP00000001004	ENSSBOG00000004420	Saimiri_boliviensis_boliviensis
ENSCCAP00000023906	ENSCCAG00000029742	Cebus_capucinus_imitator
ENSCJAP00000034177	ENSCJAG00000018442	Callithrix_jacchus
ENSANAP00000000879	ENSANAG00000007415	Aotus_nancymaae
ENSTSYP00000016491	ENSTSYG00000030372	Carlito_syrichta
ENSOGAP00000018902	ENSOGAG00000009445	Otolemur_garnettii
ENSLAFP00000016779	ENSLAFG00000008349	Loxodonta_africana
ENSPCIP00000006329	ENSPCIG00000005331	Phascolarctos_cinereus
ENSVURP00010014660	ENSVURG00010011235	Vombatus_ursinus
ENSMEUP00000004927	ENSMEUG00000005400	Notamacropus_eugenii
ENSMODP00000027139	ENSMODG00000022724	Monodelphis_domestica
ENSAOWP00000028566	ENSAOWG00000019248	Apteryx_owenii
ENSAHAP00000002237	ENSAHAG00000001866	Apteryx_haastii
ENSARWP00000007811	ENSARWG00000005455	Apteryx_rowi
ENSDNVP00000008431	ENSDNVG00000005993	Dromaius_novaehollandiae
ENSNPEP00000015169	ENSNPEG00000011327	Nothoprocta_perdicaria
ENSCPRP00005010676	ENSCPRG00005007633	Crocodylus_porosus
ENSGAGP00000012552	ENSGAGG00000009640	Gopherus_agassizii
ENSCABP00000006640	ENSCABG00000005033	Chelonoidis_abingdonii
ENSCPBP00000027902	ENSCPBG00000019716	Chrysemys_picta_bellii
ENSPSIP00000016471	ENSPSIG00000014686	Pelodiscus_sinensis
ENSACAP00000006600	ENSACAG00000006761	Anolis_carolinensis
ENSPVIP00000032634	ENSPVIG00000023911	Pogona_vitticeps
ENSNSUP00000009283	ENSNSUG00000007103	Notechis_scutatus
ENSSMRP00000002315	ENSSMRG00000001981	Salvator_merianae
ENSSPUP00000023013	ENSSPUG00000017663	Sphenodon_punctatus
ENSLACP00000016746	ENSLACG00000014751	Latimeria_chalumnae
ENSPKIP00000017843	ENSPKIG00000003605	Paramormyrops_kingsleyae
ENSSFOP00015011152	ENSSFOG00015007205	Scleropages_formosus
ENSDCDP00000007869	ENSDCDG00000004049	Denticeps_clupeoides
ENSCHAP00000059791	ENSCHAG00000026783	Clupea_harengus
ENSEEEP00000041428	ENSEEEG00000019591	Electrophorus_electricus
ENSIPUP00000033206	ENSIPUG00000022317	Ictalurus_punctatus
ENSAMXP00005022518	ENSAMXG00005011619	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000028930	ENSAMXG00000029283	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000015019	ENSPNAG00000021003	Pygocentrus_nattereri
ENSDARP00000004281	ENSDARG00000015997	Danio_rerio
ENSSDUP00000018740	ENSSDUG00000013684	Seriola_dumerili
ENSSLDP00000005379	ENSSLDG00000004282	Seriola_lalandi_dorsalis
ENSLCAP00010051309	ENSLCAG00010023896	Lates_calcarifer
ENSSMAP00000007003	ENSSMAG00000004331	Scophthalmus_maximus
ENSMALP00000020655	ENSMALG00000014445	Monopterus_albus
ENSMAMP00000010879	ENSMAMG00000007367	Mastacembelus_armatus
ENSATEP00000032885	ENSATEG00000022657	Anabas_testudineus
ENSAOCP00000032096	ENSAOCG00000024195	Amphiprion_ocellaris
ENSAPEP00000005122	ENSAPEG00000003689	Amphiprion_percula
ENSAPOP00000028664	ENSAPOG00000014017	Acanthochromis_polyacanthus
ENSSPAP00000029734	ENSSPAG00000022372	Stegastes_partitus
ENSPRNP00000040623	ENSPRNG00000019953	Parambassis_ranga
ENSACIP00000017255	ENSACIG00000013459	Amphilophus_citrinellus
ENSACIP00000020740	ENSACIG00000016110	Amphilophus_citrinellus
ENSMZEP00005036430	ENSMZEG00005027192	Maylandia_zebra
ENSMZEP00005036429	ENSMZEG00005027191	Maylandia_zebra
ENSACLP00000009873	ENSACLG00000006747	Astatotilapia_calliptera
ENSPNYP00000023248	ENSPNYG00000017556	Pundamilia_nyererei
ENSHBUP00000004109	ENSHBUG00000005399	Haplochromis_burtoni
ENSNBRP00000023531	ENSNBRG00000018022	Neolamprologus_brichardi
ENSONIP00000015380	ENSONIG00000012211	Oreochromis_niloticus
ENSORLP00015035737	ENSORLG00015022506	Oryzias_latipes_ASM223469v1
ENSORLP00020025104	ENSORLG00020006859	Oryzias_latipes_ASM223471v1
ENSORLP00000009811	ENSORLG00000007829	Oryzias_latipes_ASM223467v1
ENSOMEP00000031455	ENSOMEG00000016300	Oryzias_melastigma
ENSCGOP00000006675	ENSCGOG00000003467	Cottoperca_gobio
ENSLCRP00005026697	ENSLCRG00005010656	Larimichthys_crocea
ENSLBEP00000013639	ENSLBEG00000010541	Labrus_bergylta
ENSMMOP00000011970	ENSMMOG00000009193	Mola_mola
ENSKMAP00000028462	ENSKMAG00000021102	Kryptolebias_marmoratus
ENSGWIP00000004965	ENSGWIG00000002627	Gouania_willdenowi
ENSCSEP00000012513	ENSCSEG00000008090	Cynoglossus_semilaevis
ENSTRUP00000053806	ENSTRUG00000021121	Takifugu_rubripes
ENSTNIP00000018104	ENSTNIG00000015053	Tetraodon_nigroviridis
ENSGACP00000012329	ENSGACG00000009351	Gasterosteus_aculeatus
ENSBSLP00000023116	ENSBSLG00000011650	Betta_splendens
ENSHCOP00000027762	ENSHCOG00000019846	Hippocampus_comes
ENSPFOP00000002400	ENSPFOG00000002556	Poecilia_formosa
ENSPLAP00000009823	ENSPLAG00000012640	Poecilia_latipinna
ENSPMEP00000022511	ENSPMEG00000003467	Poecilia_mexicana
ENSPREP00000030189	ENSPREG00000020447	Poecilia_reticulata
ENSXCOP00000009189	ENSXCOG00000007005	Xiphophorus_couchianus
ENSXMAP00000039966	ENSXMAG00000025050	Xiphophorus_maculatus
ENSGAFP00000013259	ENSGAFG00000008938	Gambusia_affinis
ENSCVAP00000010712	ENSCVAG00000012887	Cyprinodon_variegatus
ENSFHEP00000000108	ENSFHEG00000023369	Fundulus_heteroclitus
ENSGMOP00000010765	ENSGMOG00000010079	Gadus_morhua
ENSHHUP00000061373	ENSHHUG00000036376	Hucho_hucho
ENSHHUP00000007559	ENSHHUG00000004652	Hucho_hucho
ENSELUP00000030494	ENSELUG00000007715	Esox_lucius
ENSLOCP00000022307	ENSLOCG00000018206	Lepisosteus_oculatus
ENSECRP00000012456	ENSECRG00000008312	Erpetoichthys_calabaricus
ENSCMIP00000040783	ENSCMIG00000017002	Callorhinchus_milii
ENSXETP00000022260	ENSXETG00000005914	Xenopus_tropicalis
ENSLSDP00000026125	ENSLSDG00000018227	Lonchura_striata_domestica
ENSTGUP00000016108	ENSTGUG00000015786	Taeniopygia_guttata
ENSJHYP00000006278	ENSJHYG00000005076	Junco_hyemalis
ENSPMJP00000002322	ENSPMJG00000001907	Parus_major
ENSCCEP00000025668	ENSCCEG00000022649	Cyanistes_caeruleus
ENSFALP00000004544	ENSFALG00000004364	Ficedula_albicollis
ENSLCOP00000010774	ENSLCOG00000007833	Lepidothrix_coronata
ENSPMAP00000009470	ENSPMAG00000008595	Petromyzon_marinus
ENSCINP00000035066	ENSCING00000020374	Ciona_intestinalis
