ENSARWP00000027266	ENSARWG00000018423	Apteryx_rowi	ENSARWT00000030846
ENSAOWP00000016956	ENSAOWG00000011585	Apteryx_owenii	ENSAOWT00000019254
ENSAHAP00000027016	ENSAHAG00000018826	Apteryx_haastii	ENSAHAT00000029775
ENSNPEP00000000520	ENSNPEG00000000446	Nothoprocta_perdicaria
ENSBIXP00000042483	ENSBIXG00000026511	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045317	ENSBIXG00005029127	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000016518	ENSBTAG00000012448	Bos_taurus
ENSBMUP00000012245	ENSBMUG00000009359	Bos_mutus
ENSBBBP00000016882	ENSBBBG00000025175	Bison_bison_bison
ENSOARP00000021117	ENSOARG00000019660	Ovis_aries
ENSCHIP00000023713	ENSCHIG00000021171	Capra_hircus
ENSTTRP00000011507	ENSTTRG00000012127	Tursiops_truncatus
ENSVPAP00000008602	ENSVPAG00000009241	Vicugna_pacos
ENSEEUP00000010848	ENSEEUG00000011876	Erinaceus_europaeus
ENSEASP00005009278	ENSEASG00005006637	Equus_asinus_asinus
ENSECAP00000033655	ENSECAG00000014912	Equus_caballus
ENSAMEP00000012121	ENSAMEG00000011532	Ailuropoda_melanoleuca
ENSUMAP00000001778	ENSUMAG00000001646	Ursus_maritimus
ENSMPUP00000010875	ENSMPUG00000010964	Mustela_putorius_furo
ENSCAFP00020016950	ENSCAFG00020013541	Canis_lupus_dingo
ENSCAFP00000050457	ENSCAFG00000010942	Canis_lupus_familiaris
ENSVVUP00000042542	ENSVVUG00000030214	Vulpes_vulpes
ENSPPRP00000001528	ENSPPRG00000024057	Panthera_pardus
ENSPTIP00000019447	ENSPTIG00000017222	Panthera_tigris_altaica
ENSFCAP00000043124	ENSFCAG00000029389	Felis_catus
ENSPVAP00000009900	ENSPVAG00000010507	Pteropus_vampyrus
ENSMLUP00000007766	ENSMLUG00000008508	Myotis_lucifugus
ENSAMEP00000010474	ENSAMEG00000009977	Ailuropoda_melanoleuca
ENSNVIP00000018438	ENSNVIG00000014310	Neovison_vison
ENSSSCP00000044653	ENSSSCG00000024232	Sus_scrofa_strain_reference
ENSCHOP00000004180	ENSCHOG00000004722	Choloepus_hoffmanni
ENSOCUP00000027106	ENSOCUG00000029161	Oryctolagus_cuniculus
ENSOPRP00000013346	ENSOPRG00000014621	Ochotona_princeps
ENSSARP00000009819	ENSSARG00000010862	Sorex_araneus
ENSLACP00000009112	ENSLACG00000008043	Latimeria_chalumnae
ENSPKIP00000000121	ENSPKIG00000018895	Paramormyrops_kingsleyae
ENSSFOP00015018193	ENSSFOG00015011671	Scleropages_formosus
ENSLOCP00000020385	ENSLOCG00000016504	Lepisosteus_oculatus
ENSCMIP00000030718	ENSCMIG00000013211	Callorhinchus_milii
