ENSCPOP00000015941	ENSCPOG00000026436	Cavia_porcellus
ENSORLP00000008974	ENSORLG00000007156	Oryzias_latipes_ASM223467v1
ENSPPYP00000005732	ENSPPYG00000005030	Pongo_abelii
FBpp0088773	FBgn0064115	Drosophila_melanogaster
ENSCGRP00015004364	ENSCGRG00015003439	Cricetulus_griseus_CriGri-PICR
ENSACLP00000038920	ENSACLG00000026251	Astatotilapia_calliptera
ENSZALP00000017772	ENSZALG00000014330	Zonotrichia_albicollis
ENSPPAP00000011932	ENSPPAG00000029164	Pan_paniscus
ENSPKIP00000009959	ENSPKIG00000024856	Paramormyrops_kingsleyae
ENSOCUP00000008495	ENSOCUG00000009867	Oryctolagus_cuniculus
ENSTSYP00000006252	ENSTSYG00000006845	Carlito_syrichta
ENSMSIP00000012422	ENSMSIG00000010809	Mus_spicilegus
ENSRNOP00000063917	ENSRNOG00000045621	Rattus_norvegicus
ENSMUNP00000017518	ENSMUNG00000013458	Melopsittacus_undulatus
ENSBBBP00000019405	ENSBBBG00000012755	Bison_bison_bison
ENSCPBP00000015328	ENSCPBG00000011342	Chrysemys_picta_bellii
ENSELUP00000012341	ENSELUG00000012608	Esox_lucius
ENSCJPP00005016261	ENSCJPG00005013378	Coturnix_japonica
ENSMZEP00005021396	ENSMZEG00005016072	Maylandia_zebra
ENSAMXP00005027314	ENSAMXG00005013719	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNYP00000021179	ENSPNYG00000016015	Pundamilia_nyererei
ENSPCOP00000008543	ENSPCOG00000015558	Propithecus_coquereli
ENSSLDP00000032827	ENSSLDG00000025159	Seriola_lalandi_dorsalis
ENSMNEP00000021884	ENSMNEG00000034653	Macaca_nemestrina
ENSPANP00000026944	ENSPANG00000033975	Papio_anubis
ENSCGRP00015002504	ENSCGRG00015002030	Cricetulus_griseus_CriGri-PICR
ENSMMOP00000023255	ENSMMOG00000017695	Mola_mola
ENSPSMP00000002122	ENSPSMG00000001625	Prolemur_simus
MGP_CAROLIEiJ_P0070139	MGP_CAROLIEiJ_G0027623	Mus_caroli_strain_CAROLI_EIJ
ENSMUGP00000000307	ENSMUGG00000000323	Meriones_unguiculatus
ENSEEEP00000043601	ENSEEEG00000020610	Electrophorus_electricus
ENSACAP00000002760	ENSACAG00000002868	Anolis_carolinensis	ENSACAT00000002829
ENSLSDP00000001262	ENSLSDG00000000996	Lonchura_striata_domestica
ENSPMGP00000023280	ENSPMGG00000018829	Periophthalmus_magnuspinnatus
ENSDARP00000073880	ENSDARG00000056855	Danio_rerio
ENSPEMP00000000909	ENSPEMG00000000665	Peromyscus_maniculatus_bairdii
ENSAHAP00000002994	ENSAHAG00000002415	Apteryx_haastii
ENSKMAP00000022196	ENSKMAG00000016476	Kryptolebias_marmoratus
ENSP00000450281	ENSG00000111780	Homo_sapiens
ENSCCEP00000001660	ENSCCEG00000001931	Cyanistes_caeruleus
ENSPMEP00000018067	ENSPMEG00000020958	Poecilia_mexicana
ENSOPRP00000003878	ENSOPRG00000004226	Ochotona_princeps
ENSATEP00000013220	ENSATEG00000009237	Anabas_testudineus
ENSAMEP00000013997	ENSAMEG00000013298	Ailuropoda_melanoleuca
ENSPTRP00000067409	ENSPTRG00000049887	Pan_troglodytes
ENSODEP00000007943	ENSODEG00000005919	Octodon_degus
ENSCHOP00000008165	ENSCHOG00000009235	Choloepus_hoffmanni
ENSCGRP00001019917	ENSCGRG00001019220	Cricetulus_griseus_CHOK1GS_HDv1
ENSONIP00000016905	ENSONIG00000013444	Oreochromis_niloticus
ENSCJAP00000002035	ENSCJAG00000001183	Callithrix_jacchus
ENSJJAP00000000432	ENSJJAG00000000369	Jaculus_jaculus
ENSVVUP00000028807	ENSVVUG00000021055	Vulpes_vulpes
ENSCAFP00020026234	ENSCAFG00020020606	Canis_lupus_dingo
ENSUPAP00010021375	ENSUPAG00010017011	Urocitellus_parryii
ENSHGLP00000015945	ENSHGLG00000011394	Heterocephalus_glaber_HetGla_female_1.0
ENSCMIP00000017499	ENSCMIG00000008344	Callorhinchus_milii
ENSSDUP00000016703	ENSSDUG00000012206	Seriola_dumerili
ENSDCDP00000036664	ENSDCDG00000024575	Denticeps_clupeoides
ENSRROP00000038877	ENSRROG00000042802	Rhinopithecus_roxellana
ENSNBRP00000010040	ENSNBRG00000007810	Neolamprologus_brichardi
ENSMOCP00000005554	ENSMOCG00000005051	Microtus_ochrogaster
ENSCGOP00000048402	ENSCGOG00000021624	Cottoperca_gobio
ENSFALP00000007888	ENSFALG00000007564	Ficedula_albicollis
ENSRBIP00000018730	ENSRBIG00000033363	Rhinopithecus_bieti
ENSEBUP00000013908	ENSEBUG00000008772	Eptatretus_burgeri
ENSSDAP00000000694	ENSSDAG00000000718	Spermophilus_dauricus
ENSHBUP00000025028	ENSHBUG00000006827	Haplochromis_burtoni
ENSNMEP00000026912	ENSNMEG00000022578	Numida_meleagris
ENSGGOP00000024680	ENSGGOG00000026821	Gorilla_gorilla
ENSSSCP00000042661	ENSSSCG00000032747	Sus_scrofa_strain_reference
ENSGACP00000011851	ENSGACG00000008973	Gasterosteus_aculeatus
ENSTGUP00000009851	ENSTGUG00000009561	Taeniopygia_guttata
ENSCATP00000031357	ENSCATG00000038807	Cercocebus_atys
ENSVURP00010008585	ENSVURG00010006663	Vombatus_ursinus
ENSSHAP00000006599	ENSSHAG00000005745	Sarcophilus_harrisii
ENSCGRP00000026407	ENSCGRG00000019471	Cricetulus_griseus_CriGri_1.0
ENSPMJP00000024362	ENSPMJG00000017928	Parus_major
ENSMVIP00005007706	ENSMVIG00005005762	Manacus_vitellinus
ENSNPEP00000008644	ENSNPEG00000006493	Nothoprocta_perdicaria
