ENSBIXP00005004709	ENSBIXG00005010611	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPNAP00000033480	ENSPNAG00000022161	Pygocentrus_nattereri
ENSUAMP00000021314	ENSUAMG00000016739	Ursus_americanus
ENSHGLP00100007905	ENSHGLG00100005893	Heterocephalus_glaber_HetGla_1.0
ENSMPUP00000013107	ENSMPUG00000013205	Mustela_putorius_furo
ENSAPEP00000007929	ENSAPEG00000005694	Amphiprion_percula
ENSECRP00000012499	ENSECRG00000008329	Erpetoichthys_calabaricus
ENSRROP00000023477	ENSRROG00000035583	Rhinopithecus_roxellana
MGP_PahariEiJ_P0078955	MGP_PahariEiJ_G0028677	Mus_pahari_strain_PAHARI_EIJ
ENSRBIP00000015871	ENSRBIG00000032015	Rhinopithecus_bieti
ENSMMOP00000027619	ENSMMOG00000020887	Mola_mola
ENSHCOP00000025834	ENSHCOG00000016316	Hippocampus_comes
ENSBMUP00000022777	ENSBMUG00000017121	Bos_mutus
ENSOMEP00000012813	ENSOMEG00000014250	Oryzias_melastigma
ENSGGOP00000001517	ENSGGOG00000001535	Gorilla_gorilla
ENSDARP00000072767	ENSDARG00000055900	Danio_rerio
ENSPPAP00000021126	ENSPPAG00000033791	Pan_paniscus
ENSOGAP00000008665	ENSOGAG00000009684	Otolemur_garnettii
ENSPMEP00000016135	ENSPMEG00000018793	Poecilia_mexicana
ENSMLEP00000029668	ENSMLEG00000039024	Mandrillus_leucophaeus
ENSPSIP00000011274	ENSPSIG00000010140	Pelodiscus_sinensis
ENSPANP00000011329	ENSPANG00000009059	Papio_anubis
ENSTBEP00000013951	ENSTBEG00000016050	Tupaia_belangeri
ENSAPOP00000032630	ENSAPOG00000020749	Acanthochromis_polyacanthus
ENSCHIP00000032722	ENSCHIG00000026563	Capra_hircus
ENSCGOP00000055900	ENSCGOG00000024324	Cottoperca_gobio
ENSEEUP00000006110	ENSEEUG00000006692	Erinaceus_europaeus
ENSODEP00000012372	ENSODEG00000009184	Octodon_degus
ENSXCOP00000010276	ENSXCOG00000007791	Xiphophorus_couchianus
ENSMUSP00000049474	ENSMUSG00000033948	Mus_musculus_strain_reference_(CL57BL6)
ENSPEMP00000027939	ENSPEMG00000023604	Peromyscus_maniculatus_bairdii
ENSLCRP00005055437	ENSLCRG00005020660	Larimichthys_crocea
ENSACIP00000004882	ENSACIG00000003824	Amphilophus_citrinellus
ENSORLP00000015854	ENSORLG00000012651	Oryzias_latipes_ASM223467v1
ENSMSIP00000016488	ENSMSIG00000013877	Mus_spicilegus
ENSMALP00000014022	ENSMALG00000009853	Monopterus_albus
ENSHHUP00000032698	ENSHHUG00000020693	Hucho_hucho
ENSPNYP00000026664	ENSPNYG00000020072	Pundamilia_nyererei
ENSBTAP00000055382	ENSBTAG00000048658	Bos_taurus
ENSMZEP00005019129	ENSMZEG00005014349	Maylandia_zebra
ENSGAGP00000028401	ENSGAGG00000020596	Gopherus_agassizii
ENSSFOP00015033279	ENSSFOG00015021227	Scleropages_formosus
ENSPMJP00000026830	ENSPMJG00000019567	Parus_major
ENSCAFP00000032572	ENSCAFG00000023971	Canis_lupus_familiaris
ENSOANP00000015413	ENSOANG00000009711	Ornithorhynchus_anatinus
ENSAOCP00000031275	ENSAOCG00000001893	Amphiprion_ocellaris
ENSGWIP00000035770	ENSGWIG00000018445	Gouania_willdenowi
ENSMAMP00000022890	ENSMAMG00000015381	Mastacembelus_armatus
ENSARWP00000000419	ENSARWG00000000303	Apteryx_rowi
ENSEBUP00000021874	ENSEBUG00000013491	Eptatretus_burgeri
ENSSPUP00000001690	ENSSPUG00000001312	Sphenodon_punctatus	ENSSPUT00000001785
ENSCGRP00000003843	ENSCGRG00000002834	Cricetulus_griseus_CriGri_1.0
ENSORLP00020005516	ENSORLG00020006356	Oryzias_latipes_ASM223471v1
ENSNGAP00000009416	ENSNGAG00000012102	Nannospalax_galili
ENSPCOP00000000658	ENSPCOG00000002044	Propithecus_coquereli
ENSDORP00000027795	ENSDORG00000010569	Dipodomys_ordii
ENSDNVP00000013475	ENSDNVG00000009484	Dromaius_novaehollandiae
ENSUPAP00010026373	ENSUPAG00010020849	Urocitellus_parryii
ENSCMIP00000010025	ENSCMIG00000005284	Callorhinchus_milii	ENSCMIT00000010293
ENSOCUP00000032362	ENSOCUG00000004177	Oryctolagus_cuniculus
ENSSMRP00000023686	ENSSMRG00000018373	Salvator_merianae
ENSCABP00000006356	ENSCABG00000004801	Chelonoidis_abingdonii
ENSHBUP00000010441	ENSHBUG00000012017	Haplochromis_burtoni
ENSEBUP00000014593	ENSEBUG00000009202	Eptatretus_burgeri	ENSEBUT00000015170
ENSECAP00000040594	ENSECAG00000020787	Equus_caballus
ENSOARP00000001563	ENSOARG00000001496	Ovis_aries
ENSNPEP00000019541	ENSNPEG00000014560	Nothoprocta_perdicaria
ENSMVIP00005016924	ENSMVIG00005012071	Manacus_vitellinus
MGP_CAROLIEiJ_P0063851	MGP_CAROLIEiJ_G0026345	Mus_caroli_strain_CAROLI_EIJ
ENSPMAP00000008166	ENSPMAG00000007417	Petromyzon_marinus	ENSPMAT00000008203
ENSCAFP00020021193	ENSCAFG00020016732	Canis_lupus_dingo
ENSLCOP00000000912	ENSLCOG00000000635	Lepidothrix_coronata	ENSLCOT00000000965
ENSGMOP00000004989	ENSGMOG00000004696	Gadus_morhua
ENSPLAP00000010018	ENSPLAG00000012892	Poecilia_latipinna
ENSELUP00000012135	ENSELUG00000012433	Esox_lucius
ENSCATP00000033682	ENSCATG00000039814	Cercocebus_atys
ENSPPYP00000001643	ENSPPYG00000001418	Pongo_abelii
ENSSBOP00000039539	ENSSBOG00000035800	Saimiri_boliviensis_boliviensis
ENSSTOP00000005840	ENSSTOG00000006525	Ictidomys_tridecemlineatus
ENSKMAP00000028347	ENSKMAG00000020996	Kryptolebias_marmoratus
ENSRNOP00000060196	ENSRNOG00000018160	Rattus_norvegicus
ENSEASP00005005532	ENSEASG00005004019	Equus_asinus_asinus
ENSETEP00000009195	ENSETEG00000011340	Echinops_telfairi
ENSACLP00000031790	ENSACLG00000021550	Astatotilapia_calliptera
ENSVPAP00000010912	ENSVPAG00000011726	Vicugna_pacos
ENSMOCP00000002323	ENSMOCG00000001830	Microtus_ochrogaster
ENSLAFP00000000774	ENSLAFG00000000924	Loxodonta_africana
ENSCPOP00000011699	ENSCPOG00000012994	Cavia_porcellus
ENSJHYP00000010125	ENSJHYG00000007951	Junco_hyemalis
ENSANAP00000001397	ENSANAG00000012368	Aotus_nancymaae
ENSDCDP00000007433	ENSDCDG00000003868	Denticeps_clupeoides
ENSMAUP00000015333	ENSMAUG00000014810	Mesocricetus_auratus
ENSTGUP00000008116	ENSTGUG00000007862	Taeniopygia_guttata
ENSCANP00000002465	ENSCANG00000008993	Colobus_angolensis_palliatus
ENSPCAP00000012871	ENSPCAG00000013729	Procavia_capensis
ENSJJAP00000018832	ENSJJAG00000019970	Jaculus_jaculus
ENSATEP00000013048	ENSATEG00000009092	Anabas_testudineus
ENSDNOP00000029792	ENSDNOG00000033861	Dasypus_novemcinctus
ENSMMMP00000021976	ENSMMMG00000019335	Marmota_marmota_marmota
ENSSLDP00000028233	ENSSLDG00000021843	Seriola_lalandi_dorsalis
ENSSDAP00000025984	ENSSDAG00000023590	Spermophilus_dauricus
ENSPKIP00000029539	ENSPKIG00000010734	Paramormyrops_kingsleyae
ENSPMGP00000025269	ENSPMGG00000020402	Periophthalmus_magnuspinnatus
ENSCPUP00000017397	ENSCPUG00000011981	Calidris_pugnax
ENSABRP00000020262	ENSABRG00000017186	Anser_brachyrhynchus
ENSCPRP00005025670	ENSCPRG00005017762	Crocodylus_porosus
ENSCVAP00000005134	ENSCVAG00000000185	Cyprinodon_variegatus
ENSPTRP00000001157	ENSPTRG00000000669	Pan_troglodytes
ENSMUGP00000027964	ENSMUGG00000023243	Meriones_unguiculatus
ENSMLUP00000001834	ENSMLUG00000002015	Myotis_lucifugus
ENSFHEP00000020158	ENSFHEG00000022117	Fundulus_heteroclitus
ENSGAFP00000020607	ENSGAFG00000013912	Gambusia_affinis
ENSPVAP00000009312	ENSPVAG00000009880	Pteropus_vampyrus
ENSUMAP00000033690	ENSUMAG00000024262	Ursus_maritimus
ENSTRUP00000009459	ENSTRUG00000003987	Takifugu_rubripes
ENSSSCP00000051278	ENSSSCG00000003921	Sus_scrofa_strain_reference
ENSBIXP00000041720	ENSBIXG00000025863	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMGAP00000010750	ENSMGAG00000010341	Meleagris_gallopavo
ENSPFOP00000013985	ENSPFOG00000013803	Poecilia_formosa
ENSNGAP00000003098	ENSNGAG00000003329	Nannospalax_galili
ENSTGEP00000035766	ENSTGEG00000028472	Theropithecus_gelada
ENSHHUP00000005450	ENSHHUG00000003352	Hucho_hucho
ENSFALP00000005262	ENSFALG00000005058	Ficedula_albicollis
ENSVVUP00000010315	ENSVVUG00000007508	Vulpes_vulpes
ENSMUNP00000014024	ENSMUNG00000010927	Melopsittacus_undulatus
ENSPSMP00000004169	ENSPSMG00000003342	Prolemur_simus
ENSCSAP00000016803	ENSCSAG00000001211	Chlorocebus_sabaeus
ENSPVIP00000030878	ENSPVIG00000022702	Pogona_vitticeps
ENSCAPP00000006772	ENSCAPG00000008862	Cavia_aperea
ENSNVIP00000024131	ENSNVIG00000018694	Neovison_vison
ENSLBEP00000013762	ENSLBEG00000010598	Labrus_bergylta
ENSAMXP00000035590	ENSAMXG00000014153	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMICP00000042646	ENSMICG00000041875	Microcebus_murinus
ENSPPRP00000009500	ENSPPRG00000003931	Panthera_pardus
ENSACAP00000014971	ENSACAG00000015230	Anolis_carolinensis
ENSSDUP00000018005	ENSSDUG00000013129	Seriola_dumerili
ENSLOCP00000003484	ENSLOCG00000002938	Lepisosteus_oculatus
ENSCCAP00000023880	ENSCCAG00000029723	Cebus_capucinus_imitator
ENSCCEP00000016971	ENSCCEG00000015779	Cyanistes_caeruleus
ENSCMIP00000023314	ENSCMIG00000010439	Callorhinchus_milii
ENSSARP00000011753	ENSSARG00000013011	Sorex_araneus
ENSGACP00000018958	ENSGACG00000014366	Gasterosteus_aculeatus
ENSMNEP00000037064	ENSMNEG00000041612	Macaca_nemestrina
ENSBBBP00000008525	ENSBBBG00000004081	Bison_bison_bison
ENSCHAP00000017584	ENSCHAG00000008925	Clupea_harengus
ENSFDAP00000020373	ENSFDAG00000008497	Fukomys_damarensis
ENSGGOP00000017813	ENSGGOG00000039027	Gorilla_gorilla
ENSPRNP00000024675	ENSPRNG00000012488	Parambassis_ranga
ENSCPGP00000020602	ENSCPGG00000014327	Calidris_pygmaea
ENSBSLP00000046130	ENSBSLG00000021766	Betta_splendens
ENSHGLP00000004933	ENSHGLG00000003616	Heterocephalus_glaber_HetGla_female_1.0
ENSORLP00015000822	ENSORLG00015001421	Oryzias_latipes_ASM223469v1
ENSCGRP00015033338	ENSCGRG00015025128	Cricetulus_griseus_CriGri-PICR
ENSTNIP00000020758	ENSTNIG00000017611	Tetraodon_nigroviridis
ENSSPAP00000002862	ENSSPAG00000002159	Stegastes_partitus
ENSOPRP00000003881	ENSOPRG00000004205	Ochotona_princeps
ENSTTRP00000003199	ENSTTRG00000003408	Tursiops_truncatus
ENSCJPP00005011369	ENSCJPG00005009766	Coturnix_japonica
ENSPTEP00000039190	ENSPTEG00000036297	Piliocolobus_tephrosceles
ENSBTAP00000033216	ENSBTAG00000012648	Bos_taurus
ENSSCAP00000001233	ENSSCAG00000001001	Serinus_canaria
ENSPREP00000001284	ENSPREG00000000910	Poecilia_reticulata
ENSAOWP00000013729	ENSAOWG00000009378	Apteryx_owenii
ENSPTIP00000009923	ENSPTIG00000010847	Panthera_tigris_altaica
ENSFCAP00000041983	ENSFCAG00000044239	Felis_catus
ENSSPUP00000004545	ENSSPUG00000003492	Sphenodon_punctatus
MGP_SPRETEiJ_P0066347	MGP_SPRETEiJ_G0027317	Mus_spretus_strain_SPRET/EiJ
