ENSMGAP00000012679	ENSMGAG00000012067	Meleagris_gallopavo
ENSMMUP00000000009	ENSMMUG00000000013	Macaca_mulatta
ENSMNEP00000032376	ENSMNEG00000039527	Macaca_nemestrina
ENSPANP00000016258	ENSPANG00000019856	Papio_anubis
ENSMLEP00000029013	ENSMLEG00000038714	Mandrillus_leucophaeus
ENSCATP00000002154	ENSCATG00000009628	Cercocebus_atys
ENSTGEP00000031937	ENSTGEG00000025545	Theropithecus_gelada
ENSCSAP00000003354	ENSCSAG00000007079	Chlorocebus_sabaeus
ENSTSYP00000022224	ENSTSYG00000035610	Carlito_syrichta
ENSTSYP00000017788	ENSTSYG00000035574	Carlito_syrichta
ENSTSYP00000030984	ENSTSYG00000028514	Carlito_syrichta
ENSTBEP00000001397	ENSTBEG00000001614	Tupaia_belangeri
ENSODEP00000014102	ENSODEG00000010424	Octodon_degus
ENSODEP00000006384	ENSODEG00000004782	Octodon_degus
ENSODEP00000003759	ENSODEG00000002876	Octodon_degus
ENSCLAP00000012621	ENSCLAG00000008727	Chinchilla_lanigera
ENSCPOP00000010028	ENSCPOG00000011153	Cavia_porcellus
ENSCAPP00000009316	ENSCAPG00000010812	Cavia_aperea
ENSHGLP00100000489	ENSHGLG00100000411	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100005770	ENSHGLG00100004370	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025732	ENSHGLG00000018316	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000012515	ENSHGLG00000008947	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003340	ENSHGLG00100002546	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002593	ENSHGLG00000001951	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011474	ENSHGLG00100008517	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100011032	ENSHGLG00100008200	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001062	ENSHGLG00000000851	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020432	ENSFDAG00000008442	Fukomys_damarensis
ENSUPAP00010022945	ENSUPAG00010018198	Urocitellus_parryii
ENSSTOP00000003420	ENSSTOG00000003813	Ictidomys_tridecemlineatus
ENSSDAP00000013141	ENSSDAG00000011840	Spermophilus_dauricus
ENSMMMP00000025605	ENSMMMG00000022445	Marmota_marmota_marmota
ENSCGRP00000005470	ENSCGRG00000004005	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001027276	ENSCGRG00001024331	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015009327	ENSCGRG00015007187	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003081	ENSMAUG00000003186	Mesocricetus_auratus
ENSPEMP00000022587	ENSPEMG00000019910	Peromyscus_maniculatus_bairdii
ENSMOCP00000001459	ENSMOCG00000001111	Microtus_ochrogaster
MGP_SPRETEiJ_P0055736	MGP_SPRETEiJ_G0025007	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000028552	ENSMUSG00000027132	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000008220	ENSMSIG00000007295	Mus_spicilegus
MGP_CAROLIEiJ_P0053637	MGP_CAROLIEiJ_G0024091	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0064615	MGP_PahariEiJ_G0025534	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000007688	ENSRNOG00000005814	Rattus_norvegicus
ENSMUGP00000010051	ENSMUGG00000008905	Meriones_unguiculatus
ENSNGAP00000016013	ENSNGAG00000016867	Nannospalax_galili
ENSJJAP00000000026	ENSJJAG00000000050	Jaculus_jaculus
ENSJJAP00000020953	ENSJJAG00000021469	Jaculus_jaculus
ENSDORP00000012385	ENSDORG00000013172	Dipodomys_ordii
ENSDORP00000022643	ENSDORG00000024437	Dipodomys_ordii
ENSDORP00000021865	ENSDORG00000029235	Dipodomys_ordii
ENSCCNP00000002406	ENSCCNG00000002650	Castor_canadensis
ENSOCUP00000015161	ENSOCUG00000017654	Oryctolagus_cuniculus
ENSOPRP00000009470	ENSOPRG00000010379	Ochotona_princeps
ENSDNOP00000018558	ENSDNOG00000016279	Dasypus_novemcinctus
ENSLAFP00000009832	ENSLAFG00000011765	Loxodonta_africana
ENSPCAP00000010576	ENSPCAG00000011336	Procavia_capensis
ENSETEP00000001324	ENSETEG00000001640	Echinops_telfairi
ENSOANP00000002643	ENSOANG00000001650	Ornithorhynchus_anatinus
ENSXETP00000012464	ENSXETG00000014330	Xenopus_tropicalis
ENSLACP00000019915	ENSLACG00000017507	Latimeria_chalumnae
ENSCHAP00000000696	ENSCHAG00000000470	Clupea_harengus
ENSDCDP00000035704	ENSDCDG00000023905	Denticeps_clupeoides
ENSAMXP00005036969	ENSAMXG00005017614	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000042204	ENSAMXG00000005804	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000017704	ENSPNAG00000024007	Pygocentrus_nattereri
ENSEEEP00000021398	ENSEEEG00000010426	Electrophorus_electricus
ENSIPUP00000035303	ENSIPUG00000023672	Ictalurus_punctatus
ENSDARP00000062349	ENSDARG00000042522	Danio_rerio
ENSHHUP00000004543	ENSHHUG00000002840	Hucho_hucho
ENSHHUP00000082329	ENSHHUG00000047847	Hucho_hucho
ENSELUP00000039409	ENSELUG00000019552	Esox_lucius
ENSAPEP00000010636	ENSAPEG00000007653	Amphiprion_percula
ENSAOCP00000002460	ENSAOCG00000005572	Amphiprion_ocellaris
ENSAPOP00000004125	ENSAPOG00000005683	Acanthochromis_polyacanthus
ENSSPAP00000020527	ENSSPAG00000015487	Stegastes_partitus
ENSPRNP00000042008	ENSPRNG00000020569	Parambassis_ranga
ENSGWIP00000005185	ENSGWIG00000002765	Gouania_willdenowi
ENSPFOP00000017582	ENSPFOG00000017499	Poecilia_formosa
ENSPLAP00000022234	ENSPLAG00000006590	Poecilia_latipinna
ENSPMEP00000011103	ENSPMEG00000013133	Poecilia_mexicana
ENSPREP00000015525	ENSPREG00000010458	Poecilia_reticulata
ENSXMAP00000007793	ENSXMAG00000007770	Xiphophorus_maculatus
ENSGAFP00000004745	ENSGAFG00000003235	Gambusia_affinis
ENSFHEP00000008454	ENSFHEG00000009645	Fundulus_heteroclitus
ENSCVAP00000014760	ENSCVAG00000017440	Cyprinodon_variegatus
ENSKMAP00000027818	ENSKMAG00000020625	Kryptolebias_marmoratus
ENSMAMP00000003610	ENSMAMG00000002470	Mastacembelus_armatus
ENSMALP00000031601	ENSMALG00000021810	Monopterus_albus
ENSATEP00000031543	ENSATEG00000021735	Anabas_testudineus
ENSLCRP00005050497	ENSLCRG00005019036	Larimichthys_crocea
ENSGACP00000010475	ENSGACG00000007898	Gasterosteus_aculeatus
ENSSMAP00000032019	ENSSMAG00000019616	Scophthalmus_maximus
ENSCSEP00000005742	ENSCSEG00000003710	Cynoglossus_semilaevis
ENSSDUP00000008168	ENSSDUG00000005979	Seriola_dumerili
ENSLCAP00010054699	ENSLCAG00010025502	Lates_calcarifer
ENSCGOP00000037170	ENSCGOG00000017144	Cottoperca_gobio
ENSBSLP00000044217	ENSBSLG00000021016	Betta_splendens
ENSTRUP00000046381	ENSTRUG00000018118	Takifugu_rubripes
ENSTNIP00000015177	ENSTNIG00000012211	Tetraodon_nigroviridis
ENSMMOP00000020437	ENSMMOG00000015536	Mola_mola
ENSHCOP00000004040	ENSHCOG00000005413	Hippocampus_comes
ENSORLP00000022328	ENSORLG00000017841	Oryzias_latipes_ASM223467v1
ENSORLP00015013189	ENSORLG00015014083	Oryzias_latipes_ASM223469v1
ENSORLP00020015056	ENSORLG00020016054	Oryzias_latipes_ASM223471v1
ENSOMEP00000001127	ENSOMEG00000002016	Oryzias_melastigma
ENSPMGP00000000402	ENSPMGG00000000404	Periophthalmus_magnuspinnatus
ENSACLP00000039373	ENSACLG00000026566	Astatotilapia_calliptera
ENSMZEP00005004778	ENSMZEG00005003705	Maylandia_zebra
ENSHBUP00000028472	ENSHBUG00000012260	Haplochromis_burtoni
ENSPNYP00000003075	ENSPNYG00000002389	Pundamilia_nyererei
ENSNBRP00000001771	ENSNBRG00000001451	Neolamprologus_brichardi
ENSONIP00000007240	ENSONIG00000005745	Oreochromis_niloticus
ENSACIP00000014322	ENSACIG00000011122	Amphilophus_citrinellus
ENSGMOP00000015915	ENSGMOG00000014849	Gadus_morhua
ENSCHAP00000062349	ENSCHAG00000027711	Clupea_harengus
ENSDCDP00000044344	ENSDCDG00000028203	Denticeps_clupeoides
ENSAMXP00000044698	ENSAMXG00000038386	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005056697	ENSAMXG00005025137	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014349	ENSPNAG00000020189	Pygocentrus_nattereri
ENSHHUP00000045174	ENSHHUG00000027592	Hucho_hucho
ENSELUP00000004534	ENSELUG00000005703	Esox_lucius
ENSATEP00000004588	ENSATEG00000003224	Anabas_testudineus
ENSBSLP00000044959	ENSBSLG00000021481	Betta_splendens
ENSMMOP00000002314	ENSMMOG00000001886	Mola_mola
ENSTRUP00000057560	ENSTRUG00000023531	Takifugu_rubripes
ENSCGOP00000042489	ENSCGOG00000019199	Cottoperca_gobio
ENSLBEP00000035756	ENSLBEG00000026812	Labrus_bergylta
ENSLCRP00005046491	ENSLCRG00005017673	Larimichthys_crocea
ENSSLDP00000006972	ENSSLDG00000005546	Seriola_lalandi_dorsalis
ENSSLDP00000028620	ENSSLDG00000022127	Seriola_lalandi_dorsalis
ENSSDUP00000006545	ENSSDUG00000004830	Seriola_dumerili
ENSLCAP00010041180	ENSLCAG00010019326	Lates_calcarifer
ENSMAMP00000010533	ENSMAMG00000007095	Mastacembelus_armatus
ENSCSEP00000000299	ENSCSEG00000000224	Cynoglossus_semilaevis
ENSSMAP00000009514	ENSSMAG00000005867	Scophthalmus_maximus
ENSXMAP00000032080	ENSXMAG00000025396	Xiphophorus_maculatus
ENSXCOP00000014467	ENSXCOG00000010969	Xiphophorus_couchianus
ENSGAFP00000025698	ENSGAFG00000017345	Gambusia_affinis
ENSPMEP00000014472	ENSPMEG00000016848	Poecilia_mexicana
ENSPFOP00000012800	ENSPFOG00000012812	Poecilia_formosa
ENSPLAP00000016884	ENSPLAG00000021178	Poecilia_latipinna
ENSPREP00000029426	ENSPREG00000019923	Poecilia_reticulata
ENSCVAP00000015602	ENSCVAG00000018408	Cyprinodon_variegatus
ENSFHEP00000012759	ENSFHEG00000014206	Fundulus_heteroclitus
ENSKMAP00000001121	ENSKMAG00000000901	Kryptolebias_marmoratus
ENSORLP00015003412	ENSORLG00015004143	Oryzias_latipes_ASM223469v1
ENSORLP00000021103	ENSORLG00000016868	Oryzias_latipes_ASM223467v1
ENSORLP00020003774	ENSORLG00020004556	Oryzias_latipes_ASM223471v1
ENSOMEP00000017425	ENSOMEG00000019099	Oryzias_melastigma
ENSGWIP00000043331	ENSGWIG00000021676	Gouania_willdenowi
ENSAPEP00000002169	ENSAPEG00000001605	Amphiprion_percula
ENSAOCP00000019774	ENSAOCG00000003390	Amphiprion_ocellaris
ENSAPOP00000031926	ENSAPOG00000019508	Acanthochromis_polyacanthus
ENSSPAP00000007744	ENSSPAG00000005926	Stegastes_partitus
ENSPRNP00000012365	ENSPRNG00000006887	Parambassis_ranga
ENSMZEP00005033578	ENSMZEG00005025081	Maylandia_zebra
ENSMZEP00005012834	ENSMZEG00005009636	Maylandia_zebra
ENSACLP00000002846	ENSACLG00000001953	Astatotilapia_calliptera
ENSPNYP00000029499	ENSPNYG00000022228	Pundamilia_nyererei
ENSHBUP00000015461	ENSHBUG00000017364	Haplochromis_burtoni
ENSNBRP00000003166	ENSNBRG00000002499	Neolamprologus_brichardi
ENSONIP00000015212	ENSONIG00000012085	Oreochromis_niloticus
ENSACIP00000012342	ENSACIG00000009602	Amphilophus_citrinellus
ENSHCOP00000026196	ENSHCOG00000016926	Hippocampus_comes
ENSPMGP00000019299	ENSPMGG00000015681	Periophthalmus_magnuspinnatus
ENSSFOP00015027264	ENSSFOG00015017516	Scleropages_formosus
ENSPKIP00000015556	ENSPKIG00000002234	Paramormyrops_kingsleyae
ENSLOCP00000015410	ENSLOCG00000012512	Lepisosteus_oculatus
ENSECRP00000018295	ENSECRG00000012231	Erpetoichthys_calabaricus
ENSCMIP00000020414	ENSCMIG00000009412	Callorhinchus_milii
ENSEBUP00000026722	ENSEBUG00000016456	Eptatretus_burgeri
ENSCINP00000022213	ENSCING00000011667	Ciona_intestinalis
ENSCSAVP00000004423	ENSCSAVG00000002620	Ciona_savignyi
