ENSEBUP00000012663	ENSEBUG00000008046	Eptatretus_burgeri
ENSMPUP00000004357	ENSMPUG00000004390	Mustela_putorius_furo
ENSCAFP00020009441	ENSCAFG00020007642	Canis_lupus_dingo
ENSCAFP00000043800	ENSCAFG00000002234	Canis_lupus_familiaris
ENSFCAP00000019363	ENSFCAG00000026846	Felis_catus
ENSECAP00000038473	ENSECAG00000032431	Equus_caballus
ENSEASP00005020187	ENSEASG00005013904	Equus_asinus_asinus
ENSTSYP00000033196	ENSTSYG00000027629	Carlito_syrichta
ENSEEUP00000009808	ENSEEUG00000010760	Erinaceus_europaeus
ENSETEP00000013441	ENSETEG00000016565	Echinops_telfairi
ENSFDAP00000022979	ENSFDAG00000021239	Fukomys_damarensis
ENSMMMP00000005170	ENSMMMG00000004724	Marmota_marmota_marmota
ENSOCUP00000005664	ENSOCUG00000006551	Oryctolagus_cuniculus
ENSOPRP00000000686	ENSOPRG00000000762	Ochotona_princeps
ENSPTIP00000015172	ENSPTIG00000014349	Panthera_tigris_altaica
ENSPPRP00000015026	ENSPPRG00000007725	Panthera_pardus
ENSAMEP00000002341	ENSAMEG00000002240	Ailuropoda_melanoleuca
ENSLAFP00000018201	ENSLAFG00000032689	Loxodonta_africana
ENSPCAP00000001394	ENSPCAG00000001506	Procavia_capensis
ENSDNOP00000003605	ENSDNOG00000004673	Dasypus_novemcinctus
ENSXETP00000023208	ENSXETG00000005264	Xenopus_tropicalis
ENSLACP00000019934	ENSLACG00000017523	Latimeria_chalumnae
ENSHHUP00000073834	ENSHHUG00000043315	Hucho_hucho
ENSHHUP00000011490	ENSHHUG00000007016	Hucho_hucho
ENSELUP00000035067	ENSELUG00000013869	Esox_lucius
ENSCHAP00000060000	ENSCHAG00000026876	Clupea_harengus
ENSPKIP00000020067	ENSPKIG00000004996	Paramormyrops_kingsleyae
ENSSFOP00015023199	ENSSFOG00015014906	Scleropages_formosus
ENSAMXP00000004533	ENSAMXG00000004434	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005000423	ENSAMXG00005000249	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000317	ENSPNAG00000007433	Pygocentrus_nattereri
ENSEEEP00000032014	ENSEEEG00000015277	Electrophorus_electricus
ENSIPUP00000020118	ENSIPUG00000013651	Ictalurus_punctatus
ENSDARP00000014797	ENSDARG00000007407	Danio_rerio
ENSDCDP00000045877	ENSDCDG00000028860	Denticeps_clupeoides
ENSTNIP00000009507	ENSTNIG00000006722	Tetraodon_nigroviridis
ENSTRUP00000011839	ENSTRUG00000004951	Takifugu_rubripes
ENSGACP00000014853	ENSGACG00000011231	Gasterosteus_aculeatus
ENSHCOP00000025550	ENSHCOG00000015774	Hippocampus_comes
ENSSMAP00000003131	ENSSMAG00000001948	Scophthalmus_maximus
ENSCSEP00000021028	ENSCSEG00000013430	Cynoglossus_semilaevis
ENSCVAP00000001360	ENSCVAG00000002335	Cyprinodon_variegatus
ENSGAFP00000011371	ENSGAFG00000007710	Gambusia_affinis
ENSKMAP00000005663	ENSKMAG00000004295	Kryptolebias_marmoratus
ENSMALP00000007194	ENSMALG00000005116	Monopterus_albus
ENSMAMP00000035150	ENSMAMG00000023597	Mastacembelus_armatus
ENSBSLP00000006582	ENSBSLG00000003276	Betta_splendens
ENSSDUP00000012633	ENSSDUG00000009201	Seriola_dumerili
ENSSLDP00000021324	ENSSLDG00000016667	Seriola_lalandi_dorsalis
ENSMMOP00000012943	ENSMMOG00000009944	Mola_mola
ENSORLP00000037181	ENSORLG00000025510	Oryzias_latipes_ASM223467v1
ENSORLP00015016770	ENSORLG00015017766	Oryzias_latipes_ASM223469v1
ENSORLP00020020442	ENSORLG00020021463	Oryzias_latipes_ASM223471v1
ENSOMEP00000021819	ENSOMEG00000023887	Oryzias_melastigma
ENSPMGP00000012320	ENSPMGG00000010169	Periophthalmus_magnuspinnatus
ENSAPEP00000022479	ENSAPEG00000016016	Amphiprion_percula
ENSAOCP00000028740	ENSAOCG00000002413	Amphiprion_ocellaris
ENSAPOP00000033235	ENSAPOG00000021692	Acanthochromis_polyacanthus
ENSSPAP00000011751	ENSSPAG00000008918	Stegastes_partitus
ENSPRNP00000056442	ENSPRNG00000026362	Parambassis_ranga
ENSXMAP00000007549	ENSXMAG00000007527	Xiphophorus_maculatus
ENSXCOP00000013154	ENSXCOG00000009967	Xiphophorus_couchianus
ENSPLAP00000021610	ENSPLAG00000005458	Poecilia_latipinna
ENSPFOP00000009132	ENSPFOG00000009171	Poecilia_formosa
ENSPMEP00000022599	ENSPMEG00000003625	Poecilia_mexicana
ENSPREP00000023743	ENSPREG00000016023	Poecilia_reticulata
ENSFHEP00000001196	ENSFHEG00000001944	Fundulus_heteroclitus
ENSGWIP00000042418	ENSGWIG00000021288	Gouania_willdenowi
ENSMZEP00005008803	ENSMZEG00005006678	Maylandia_zebra
ENSACLP00000038436	ENSACLG00000025955	Astatotilapia_calliptera
ENSHBUP00000010974	ENSHBUG00000012590	Haplochromis_burtoni
ENSPNYP00000008688	ENSPNYG00000006619	Pundamilia_nyererei
ENSNBRP00000023365	ENSNBRG00000017885	Neolamprologus_brichardi
ENSONIP00000004062	ENSONIG00000003234	Oreochromis_niloticus
ENSACIP00000002566	ENSACIG00000002079	Amphilophus_citrinellus
ENSATEP00000006216	ENSATEG00000004384	Anabas_testudineus
ENSLCAP00010018816	ENSLCAG00010008897	Lates_calcarifer
ENSLCRP00005052924	ENSLCRG00005019860	Larimichthys_crocea
ENSLBEP00000012476	ENSLBEG00000009582	Labrus_bergylta
ENSCGOP00000008612	ENSCGOG00000004454	Cottoperca_gobio
ENSGMOP00000005201	ENSGMOG00000004920	Gadus_morhua
ENSLOCP00000017328	ENSLOCG00000014062	Lepisosteus_oculatus
ENSECRP00000031540	ENSECRG00000021365	Erpetoichthys_calabaricus
ENSCMIP00000026006	ENSCMIG00000011418	Callorhinchus_milii
ENSPKIP00000041468	ENSPKIG00000018006	Paramormyrops_kingsleyae
ENSSFOP00015024242	ENSSFOG00015015595	Scleropages_formosus
