ENSPMAP00000003605	ENSPMAG00000003311	Petromyzon_marinus	ENSPMAT00000003620
ENSPMAP00000009012	ENSPMAG00000008194	Petromyzon_marinus	ENSPMAT00000009051
ENSEBUP00000011879	ENSEBUG00000007608	Eptatretus_burgeri	ENSEBUT00000012455
ENSLCOP00000015446	ENSLCOG00000011024	Lepidothrix_coronata
ENSCGRP00000011937	ENSCGRG00000008693	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000976	ENSCGRG00001000743	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013691	ENSMAUG00000013667	Mesocricetus_auratus
ENSMOCP00000004855	ENSMOCG00000004209	Microtus_ochrogaster
ENSPEMP00000003471	ENSPEMG00000004972	Peromyscus_maniculatus_bairdii
ENSNGAP00000009897	ENSNGAG00000012467	Nannospalax_galili
ENSJJAP00000013193	ENSJJAG00000016025	Jaculus_jaculus
ENSCCNP00000022769	ENSCCNG00000022383	Castor_canadensis
ENSDORP00000004699	ENSDORG00000005025	Dipodomys_ordii
ENSOCUP00000020684	ENSOCUG00000007792	Oryctolagus_cuniculus
ENSOPRP00000005423	ENSOPRG00000005907	Ochotona_princeps
ENSSSCP00000025709	ENSSSCG00000030358	Sus_scrofa_strain_reference
ENSEASP00005014290	ENSEASG00005009960	Equus_asinus_asinus
ENSMLUP00000011228	ENSMLUG00000012329	Myotis_lucifugus
ENSPCAP00000000864	ENSPCAG00000000923	Procavia_capensis
ENSTBEP00000008021	ENSTBEG00000009263	Tupaia_belangeri
ENSDNOP00000019650	ENSDNOG00000048192	Dasypus_novemcinctus
ENSLAFP00000018970	ENSLAFG00000012142	Loxodonta_africana
ENSCAPP00000001793	ENSCAPG00000003765	Cavia_aperea
ENSVVUP00000022615	ENSVVUG00000016580	Vulpes_vulpes
ENSETEP00000015909	ENSETEG00000019587	Echinops_telfairi
ENSUMAP00000016409	ENSUMAG00000012054	Ursus_maritimus
ENSOANP00000029246	ENSOANG00000029712	Ornithorhynchus_anatinus
ENSXETP00000036718	ENSXETG00000013312	Xenopus_tropicalis
ENSLACP00000007500	ENSLACG00000006649	Latimeria_chalumnae
ENSCHAP00000030984	ENSCHAG00000014789	Clupea_harengus
ENSDCDP00000006333	ENSDCDG00000003277	Denticeps_clupeoides
ENSEEEP00000019136	ENSEEEG00000009383	Electrophorus_electricus
ENSIPUP00000034650	ENSIPUG00000023276	Ictalurus_punctatus
ENSAMXP00005030922	ENSAMXG00005015166	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006708	ENSAMXG00000006542	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000024520	ENSPNAG00000009102	Pygocentrus_nattereri
ENSDARP00000014434	ENSDARG00000010610	Danio_rerio
ENSBSLP00000018930	ENSBSLG00000009857	Betta_splendens
ENSHCOP00000013132	ENSHCOG00000016259	Hippocampus_comes
ENSPLAP00000030126	ENSPLAG00000020959	Poecilia_latipinna
ENSPMEP00000003095	ENSPMEG00000000070	Poecilia_mexicana
ENSPFOP00000006727	ENSPFOG00000006701	Poecilia_formosa
ENSPREP00000032192	ENSPREG00000021811	Poecilia_reticulata
ENSXMAP00000008515	ENSXMAG00000008493	Xiphophorus_maculatus
ENSXCOP00000016949	ENSXCOG00000012777	Xiphophorus_couchianus
ENSGAFP00000015173	ENSGAFG00000010244	Gambusia_affinis
ENSCVAP00000025373	ENSCVAG00000010140	Cyprinodon_variegatus
ENSFHEP00000018921	ENSFHEG00000020832	Fundulus_heteroclitus
ENSKMAP00000021878	ENSKMAG00000016255	Kryptolebias_marmoratus
ENSTNIP00000003353	ENSTNIG00000005561	Tetraodon_nigroviridis
ENSTRUP00000041037	ENSTRUG00000016046	Takifugu_rubripes
ENSAOCP00000002185	ENSAOCG00000005277	Amphiprion_ocellaris
ENSAPEP00000020485	ENSAPEG00000014621	Amphiprion_percula
ENSAPOP00000008102	ENSAPOG00000010203	Acanthochromis_polyacanthus
ENSSPAP00000009470	ENSSPAG00000007121	Stegastes_partitus
ENSSPAP00000009213	ENSSPAG00000006978	Stegastes_partitus
ENSORLP00020034478	ENSORLG00020020957	Oryzias_latipes_ASM223471v1
ENSORLP00015022644	ENSORLG00015002153	Oryzias_latipes_ASM223469v1
ENSORLP00000010158	ENSORLG00000008096	Oryzias_latipes_ASM223467v1
ENSORLP00000042156	ENSORLG00000028861	Oryzias_latipes_ASM223467v1
ENSORLP00000041838	ENSORLG00000025825	Oryzias_latipes_ASM223467v1
ENSORLP00020000038	ENSORLG00020022639	Oryzias_latipes_ASM223471v1
ENSORLP00015025718	ENSORLG00015000794	Oryzias_latipes_ASM223469v1
ENSORLP00015006218	ENSORLG00015007056	Oryzias_latipes_ASM223469v1
ENSOMEP00000031907	ENSOMEG00000017036	Oryzias_melastigma
ENSMAMP00000013040	ENSMAMG00000008841	Mastacembelus_armatus
ENSATEP00000014146	ENSATEG00000009860	Anabas_testudineus
ENSSDUP00000003867	ENSSDUG00000002910	Seriola_dumerili
ENSSLDP00000021743	ENSSLDG00000016978	Seriola_lalandi_dorsalis
ENSLCAP00010026394	ENSLCAG00010012330	Lates_calcarifer
ENSGACP00000011356	ENSGACG00000008602	Gasterosteus_aculeatus
ENSMMOP00000015553	ENSMMOG00000011855	Mola_mola
ENSLCRP00005003366	ENSLCRG00005001663	Larimichthys_crocea
ENSLBEP00000036073	ENSLBEG00000027019	Labrus_bergylta
ENSPRNP00000012291	ENSPRNG00000006855	Parambassis_ranga
ENSGWIP00000038559	ENSGWIG00000019717	Gouania_willdenowi
ENSACLP00000031348	ENSACLG00000021235	Astatotilapia_calliptera
ENSMZEP00005020020	ENSMZEG00005015023	Maylandia_zebra
ENSHBUP00000014009	ENSHBUG00000015863	Haplochromis_burtoni
ENSPNYP00000021487	ENSPNYG00000016222	Pundamilia_nyererei
ENSONIP00000010294	ENSONIG00000008177	Oreochromis_niloticus
ENSNBRP00000017218	ENSNBRG00000013296	Neolamprologus_brichardi
ENSACIP00000023251	ENSACIG00000018049	Amphilophus_citrinellus
ENSCGOP00000014980	ENSCGOG00000007262	Cottoperca_gobio
ENSMALP00000004783	ENSMALG00000003382	Monopterus_albus
ENSSMAP00000029516	ENSSMAG00000018070	Scophthalmus_maximus
ENSCSEP00000012133	ENSCSEG00000007819	Cynoglossus_semilaevis
ENSPMGP00000026157	ENSPMGG00000021095	Periophthalmus_magnuspinnatus
ENSGMOP00000002349	ENSGMOG00000002197	Gadus_morhua
ENSHHUP00000026694	ENSHHUG00000016889	Hucho_hucho
ENSHHUP00000052343	ENSHHUG00000031445	Hucho_hucho
ENSELUP00000030108	ENSELUG00000007221	Esox_lucius
ENSSFOP00015021925	ENSSFOG00015014118	Scleropages_formosus
ENSPKIP00000029802	ENSPKIG00000010900	Paramormyrops_kingsleyae
ENSLOCP00000006571	ENSLOCG00000005448	Lepisosteus_oculatus
ENSECRP00000012941	ENSECRG00000008647	Erpetoichthys_calabaricus
ENSCMIP00000031281	ENSCMIG00000013437	Callorhinchus_milii
FBpp0293535	FBgn0262579	Drosophila_melanogaster
F13B10.1f.1	WBGene00006575	Caenorhabditis_elegans_strain_N2
