ENSPTRP00000024817	ENSPTRG00000014404	Pan_troglodytes
ENSVPAP00000000205	ENSVPAG00000000223	Vicugna_pacos
ENSEEUP00000007432	ENSEEUG00000008167	Erinaceus_europaeus
ENSCHOP00000001532	ENSCHOG00000001733	Choloepus_hoffmanni
ENSDNOP00000031620	ENSDNOG00000034395	Dasypus_novemcinctus
ENSLAFP00000005842	ENSLAFG00000006957	Loxodonta_africana
ENSPCAP00000008808	ENSPCAG00000009466	Procavia_capensis
ENSOPRP00000000631	ENSOPRG00000000695	Ochotona_princeps
ENSOCUP00000010557	ENSOCUG00000012267	Oryctolagus_cuniculus
ENSETEP00000012116	ENSETEG00000014951	Echinops_telfairi
ENSPCIP00000027273	ENSPCIG00000020373	Phascolarctos_cinereus
ENSVURP00010003502	ENSVURG00010002813	Vombatus_ursinus
ENSMEUP00000004445	ENSMEUG00000004864	Notamacropus_eugenii
ENSMODP00000011212	ENSMODG00000008992	Monodelphis_domestica
ENSSHAP00000013431	ENSSHAG00000011481	Sarcophilus_harrisii
ENSOANP00000023109	ENSOANG00000014667	Ornithorhynchus_anatinus
ENSCPGP00000027224	ENSCPGG00000018754	Calidris_pygmaea
ENSCPUP00000022820	ENSCPUG00000015516	Calidris_pugnax
ENSMUNP00000020000	ENSMUNG00000015258	Melopsittacus_undulatus
ENSTGUP00000010512	ENSTGUG00000010177	Taeniopygia_guttata
ENSSCAP00000006918	ENSSCAG00000005373	Serinus_canaria
ENSJHYP00000004391	ENSJHYG00000003637	Junco_hyemalis
ENSZALP00000007531	ENSZALG00000006697	Zonotrichia_albicollis
ENSCCEP00000002053	ENSCCEG00000002380	Cyanistes_caeruleus
ENSPMJP00000009606	ENSPMJG00000007667	Parus_major
ENSFALP00000012767	ENSFALG00000012220	Ficedula_albicollis
ENSTGUP00000015561	ENSTGUG00000015218	Taeniopygia_guttata
ENSLSDP00000007825	ENSLSDG00000005876	Lonchura_striata_domestica
ENSMVIP00005026032	ENSMVIG00005018181	Manacus_vitellinus
ENSLCOP00000009042	ENSLCOG00000006626	Lepidothrix_coronata
ENSMGAP00000012996	ENSMGAG00000012343	Meleagris_gallopavo
ENSCJPP00005011959	ENSCJPG00005010214	Coturnix_japonica
ENSGALP00000065140	ENSGALG00000012056	Gallus_gallus
ENSNMEP00000012775	ENSNMEG00000011753	Numida_meleagris
ENSABRP00000019361	ENSABRG00000016616	Anser_brachyrhynchus
ENSAPLP00000009414	ENSAPLG00000009697	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000016266	ENSAHAG00000011603	Apteryx_haastii
ENSARWP00000024014	ENSARWG00000016362	Apteryx_rowi
ENSAOWP00000016676	ENSAOWG00000011374	Apteryx_owenii
ENSNPEP00000011866	ENSNPEG00000008900	Nothoprocta_perdicaria
ENSDNVP00000007678	ENSDNVG00000005454	Dromaius_novaehollandiae
ENSCPRP00005027489	ENSCPRG00005019044	Crocodylus_porosus
ENSGAGP00000010029	ENSGAGG00000007873	Gopherus_agassizii
ENSCABP00000031451	ENSCABG00000022963	Chelonoidis_abingdonii
ENSCPBP00000032729	ENSCPBG00000022944	Chrysemys_picta_bellii
ENSPSIP00000011372	ENSPSIG00000010237	Pelodiscus_sinensis
ENSPVIP00000002124	ENSPVIG00000001839	Pogona_vitticeps
ENSACAP00000007282	ENSACAG00000007407	Anolis_carolinensis
ENSNSUP00000006103	ENSNSUG00000004866	Notechis_scutatus
ENSSMRP00000019992	ENSSMRG00000015583	Salvator_merianae
ENSSMRP00000019993	ENSSMRG00000015584	Salvator_merianae
ENSSPUP00000013926	ENSSPUG00000010737	Sphenodon_punctatus
ENSXETP00000015664	ENSXETG00000000159	Xenopus_tropicalis
ENSLACP00000012066	ENSLACG00000010622	Latimeria_chalumnae
ENSGMOP00000017217	ENSGMOG00000016057	Gadus_morhua
ENSHCOP00000020568	ENSHCOG00000006740	Hippocampus_comes
ENSAMXP00000018134	ENSAMXG00000017612	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000018134
ENSAMXP00005007469	ENSAMXG00005004417	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034742	ENSPNAG00000024181	Pygocentrus_nattereri
ENSEEEP00000008302	ENSEEEG00000004335	Electrophorus_electricus
ENSIPUP00000025679	ENSIPUG00000017405	Ictalurus_punctatus
ENSDARP00000133722	ENSDARG00000101169	Danio_rerio
ENSCHAP00000008521	ENSCHAG00000005169	Clupea_harengus
ENSHHUP00000014345	ENSHHUG00000008878	Hucho_hucho
ENSHHUP00000018481	ENSHHUG00000011535	Hucho_hucho
ENSELUP00000039882	ENSELUG00000020181	Esox_lucius
ENSAPEP00000011561	ENSAPEG00000008216	Amphiprion_percula
ENSAOCP00000024828	ENSAOCG00000011964	Amphiprion_ocellaris
ENSAPOP00000011451	ENSAPOG00000014055	Acanthochromis_polyacanthus
ENSSPAP00000006372	ENSSPAG00000004894	Stegastes_partitus
ENSMZEP00005025712	ENSMZEG00005019190	Maylandia_zebra
ENSPNYP00000020237	ENSPNYG00000015316	Pundamilia_nyererei
ENSACLP00000011894	ENSACLG00000008138	Astatotilapia_calliptera
ENSHBUP00000007865	ENSHBUG00000009357	Haplochromis_burtoni
ENSNBRP00000015464	ENSNBRG00000011978	Neolamprologus_brichardi
ENSONIP00000021353	ENSONIG00000016932	Oreochromis_niloticus
ENSACIP00000023482	ENSACIG00000018245	Amphilophus_citrinellus
ENSLBEP00000015433	ENSLBEG00000012017	Labrus_bergylta
ENSATEP00000003563	ENSATEG00000002328	Anabas_testudineus
ENSSLDP00000026771	ENSSLDG00000020697	Seriola_lalandi_dorsalis
ENSSDUP00000016754	ENSSDUG00000012106	Seriola_dumerili
ENSLCAP00010016766	ENSLCAG00010007969	Lates_calcarifer
ENSSMAP00000034575	ENSSMAG00000021147	Scophthalmus_maximus
ENSBSLP00000002258	ENSBSLG00000001306	Betta_splendens
ENSPKIP00000034236	ENSPKIG00000013637	Paramormyrops_kingsleyae
ENSSFOP00015037427	ENSSFOG00015023821	Scleropages_formosus
ENSAMXP00000044396	ENSAMXG00000013545	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005023883	ENSAMXG00005012233	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019459	ENSPNAG00000026047	Pygocentrus_nattereri
ENSEEEP00000042472	ENSEEEG00000020053	Electrophorus_electricus
ENSIPUP00000019871	ENSIPUG00000013484	Ictalurus_punctatus
ENSDARP00000012720	ENSDARG00000006468	Danio_rerio
ENSDCDP00000054578	ENSDCDG00000032458	Denticeps_clupeoides
ENSCHAP00000007513	ENSCHAG00000004668	Clupea_harengus
ENSHHUP00000076435	ENSHHUG00000044739	Hucho_hucho
ENSHHUP00000045481	ENSHHUG00000027762	Hucho_hucho
ENSELUP00000038644	ENSELUG00000018564	Esox_lucius
ENSORLP00020013074	ENSORLG00020013996	Oryzias_latipes_ASM223471v1
ENSORLP00000001729	ENSORLG00000001395	Oryzias_latipes_ASM223467v1
ENSORLP00015025750	ENSORLG00015007071	Oryzias_latipes_ASM223469v1
ENSOMEP00000015618	ENSOMEG00000017206	Oryzias_melastigma
ENSGWIP00000049107	ENSGWIG00000023985	Gouania_willdenowi
ENSTNIP00000014198	ENSTNIG00000011259	Tetraodon_nigroviridis
ENSTRUP00000018134	ENSTRUG00000007343	Takifugu_rubripes
ENSPFOP00000007137	ENSPFOG00000007164	Poecilia_formosa
ENSPMEP00000016246	ENSPMEG00000018917	Poecilia_mexicana
ENSPLAP00000024647	ENSPLAG00000011054	Poecilia_latipinna
ENSPREP00000018946	ENSPREG00000012815	Poecilia_reticulata
ENSGAFP00000018140	ENSGAFG00000012271	Gambusia_affinis
ENSXMAP00000000013	ENSXMAG00000000013	Xiphophorus_maculatus
ENSXCOP00000005470	ENSXCOG00000004272	Xiphophorus_couchianus
ENSFHEP00000013555	ENSFHEG00000015237	Fundulus_heteroclitus
ENSCVAP00000020603	ENSCVAG00000002019	Cyprinodon_variegatus
ENSKMAP00000009373	ENSKMAG00000007030	Kryptolebias_marmoratus
ENSLBEP00000006705	ENSLBEG00000005155	Labrus_bergylta
ENSMZEP00005031262	ENSMZEG00005023308	Maylandia_zebra
ENSPNYP00000015480	ENSPNYG00000011721	Pundamilia_nyererei
ENSACLP00000030912	ENSACLG00000020945	Astatotilapia_calliptera
ENSHBUP00000031571	ENSHBUG00000017359	Haplochromis_burtoni
ENSONIP00000012174	ENSONIG00000009693	Oreochromis_niloticus
ENSACIP00000018036	ENSACIG00000014047	Amphilophus_citrinellus
ENSGACP00000019164	ENSGACG00000014523	Gasterosteus_aculeatus
ENSCSEP00000031987	ENSCSEG00000020519	Cynoglossus_semilaevis
ENSPNYP00000015590	ENSPNYG00000011811	Pundamilia_nyererei
ENSHBUP00000031540	ENSHBUG00000017291	Haplochromis_burtoni
ENSACLP00000031079	ENSACLG00000021064	Astatotilapia_calliptera
ENSMZEP00005031252	ENSMZEG00005023304	Maylandia_zebra
ENSNBRP00000014553	ENSNBRG00000011250	Neolamprologus_brichardi
ENSONIP00000012181	ENSONIG00000009698	Oreochromis_niloticus
ENSACIP00000017906	ENSACIG00000013951	Amphilophus_citrinellus
ENSPRNP00000018253	ENSPRNG00000009622	Parambassis_ranga
ENSAOCP00000012624	ENSAOCG00000017139	Amphiprion_ocellaris
ENSAPEP00000028396	ENSAPEG00000020168	Amphiprion_percula
ENSSPAP00000006374	ENSSPAG00000004911	Stegastes_partitus
ENSAPOP00000021505	ENSAPOG00000002105	Acanthochromis_polyacanthus
ENSLCRP00005040412	ENSLCRG00005015601	Larimichthys_crocea
ENSCGOP00000001393	ENSCGOG00000000841	Cottoperca_gobio
ENSMMOP00000028529	ENSMMOG00000021546	Mola_mola
ENSMAMP00000029939	ENSMAMG00000020193	Mastacembelus_armatus
ENSMALP00000028225	ENSMALG00000019539	Monopterus_albus
ENSATEP00000030025	ENSATEG00000020729	Anabas_testudineus
ENSBSLP00000018815	ENSBSLG00000009805	Betta_splendens
ENSSLDP00000008825	ENSSLDG00000006972	Seriola_lalandi_dorsalis
ENSSDUP00000032312	ENSSDUG00000023210	Seriola_dumerili
ENSSMAP00000022708	ENSSMAG00000013868	Scophthalmus_maximus
ENSLCAP00010031441	ENSLCAG00010014774	Lates_calcarifer
ENSPMGP00000014286	ENSPMGG00000011471	Periophthalmus_magnuspinnatus
ENSSFOP00015015582	ENSSFOG00015010064	Scleropages_formosus
ENSPKIP00000017768	ENSPKIG00000003551	Paramormyrops_kingsleyae
ENSLOCP00000013945	ENSLOCG00000011347	Lepisosteus_oculatus
ENSECRP00000023608	ENSECRG00000015981	Erpetoichthys_calabaricus
ENSCMIP00000027220	ENSCMIG00000011852	Callorhinchus_milii
