ENSUAMP00000020025	ENSUAMG00000015813	Ursus_americanus	ENSUAMT00000022395
ENSUMAP00000005416	ENSUMAG00000004294	Ursus_maritimus	ENSUMAT00000006541
ENSAMEP00000006727	ENSAMEG00000006397	Ailuropoda_melanoleuca	ENSAMET00000007011
ENSNVIP00000007023	ENSNVIG00000005576	Neovison_vison	ENSNVIT00000008234
ENSMPUP00000003193	ENSMPUG00000003226	Mustela_putorius_furo
ENSCGRP00000000660	ENSCGRG00000000548	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015020090	ENSCGRG00015015404	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009161	ENSMAUG00000010398	Mesocricetus_auratus
ENSMOCP00000021024	ENSMOCG00000018525	Microtus_ochrogaster
ENSPEMP00000011647	ENSPEMG00000012233	Peromyscus_maniculatus_bairdii
ENSNGAP00000002605	ENSNGAG00000002424	Nannospalax_galili
ENSJJAP00000004510	ENSJJAG00000009472	Jaculus_jaculus
ENSSTOP00000001444	ENSSTOG00000001616	Ictidomys_tridecemlineatus
ENSUPAP00010004158	ENSUPAG00010003396	Urocitellus_parryii
ENSSDAP00000012683	ENSSDAG00000011444	Spermophilus_dauricus
ENSMMMP00000001380	ENSMMMG00000001279	Marmota_marmota_marmota
ENSCLAP00000019408	ENSCLAG00000013313	Chinchilla_lanigera
ENSODEP00000015368	ENSODEG00000011336	Octodon_degus
ENSCPOP00000024423	ENSCPOG00000033972	Cavia_porcellus
ENSCAPP00000005872	ENSCAPG00000008098	Cavia_aperea
ENSHGLP00100008948	ENSHGLG00100006655	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000023540	ENSHGLG00000016787	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009428	ENSFDAG00000017437	Fukomys_damarensis
ENSOCUP00000014733	ENSOCUG00000017143	Oryctolagus_cuniculus
ENSOPRP00000012158	ENSOPRG00000013333	Ochotona_princeps
ENSPPAP00000028158	ENSPPAG00000037137	Pan_paniscus
ENSPTRP00000011390	ENSPTRG00000006682	Pan_troglodytes
ENSGGOP00000006204	ENSGGOG00000006345	Gorilla_gorilla
ENSP00000342109	ENSG00000165953	Homo_sapiens
ENSPPYP00000006943	ENSPPYG00000006106	Pongo_abelii
ENSNLEP00000020992	ENSNLEG00000017288	Nomascus_leucogenys
ENSCANP00000020080	ENSCANG00000033476	Colobus_angolensis_palliatus
ENSPTEP00000008342	ENSPTEG00000009494	Piliocolobus_tephrosceles
ENSRBIP00000022773	ENSRBIG00000035337	Rhinopithecus_bieti
ENSRROP00000029895	ENSRROG00000038732	Rhinopithecus_roxellana
ENSMFAP00000044126	ENSMFAG00000039440	Macaca_fascicularis
ENSMMUP00000027098	ENSMMUG00000020586	Macaca_mulatta
ENSMNEP00000037480	ENSMNEG00000041826	Macaca_nemestrina
ENSTGEP00000005725	ENSTGEG00000004738	Theropithecus_gelada
ENSPANP00000023054	ENSPANG00000025007	Papio_anubis
ENSMLEP00000001904	ENSMLEG00000007506	Mandrillus_leucophaeus
ENSCATP00000009790	ENSCATG00000029171	Cercocebus_atys
ENSCSAP00000007074	ENSCSAG00000010857	Chlorocebus_sabaeus
ENSCCAP00000021810	ENSCCAG00000028732	Cebus_capucinus_imitator
ENSSBOP00000018050	ENSSBOG00000025663	Saimiri_boliviensis_boliviensis
ENSCJAP00000018010	ENSCJAG00000009820	Callithrix_jacchus
ENSANAP00000004793	ENSANAG00000020503	Aotus_nancymaae
ENSTSYP00000026446	ENSTSYG00000032867	Carlito_syrichta
ENSPCOP00000024167	ENSPCOG00000024256	Propithecus_coquereli
ENSMICP00000041826	ENSMICG00000047762	Microcebus_murinus
ENSPSMP00000035056	ENSPSMG00000024162	Prolemur_simus
ENSOGAP00000010953	ENSOGAG00000012244	Otolemur_garnettii
ENSTBEP00000003506	ENSTBEG00000004051	Tupaia_belangeri
ENSDNOP00000011346	ENSDNOG00000014643	Dasypus_novemcinctus
ENSLAFP00000023150	ENSLAFG00000026745	Loxodonta_africana
ENSETEP00000011506	ENSETEG00000014180	Echinops_telfairi
ENSVURP00010011390	ENSVURG00010008806	Vombatus_ursinus
ENSPCIP00000018152	ENSPCIG00000013889	Phascolarctos_cinereus
ENSMEUP00000006097	ENSMEUG00000006688	Notamacropus_eugenii
ENSSHAP00000004936	ENSSHAG00000004325	Sarcophilus_harrisii
ENSMODP00000031719	ENSMODG00000012539	Monodelphis_domestica
ENSOANP00000019068	ENSOANG00000012038	Ornithorhynchus_anatinus
