ENSCGOP00000021445	ENSCGOG00000009933	Cottoperca_gobio
ENSCCAP00000037107	ENSCCAG00000036429	Cebus_capucinus_imitator
ENSCCNP00000022534	ENSCCNG00000022148	Castor_canadensis
ENSLCAP00010028056	ENSLCAG00010013131	Lates_calcarifer
ENSRBIP00000022093	ENSRBIG00000034987	Rhinopithecus_bieti
ENSMLEP00000008946	ENSMLEG00000028680	Mandrillus_leucophaeus
ENSABRP00000015460	ENSABRG00000013583	Anser_brachyrhynchus	ENSABRT00000022019
ENSCATP00000003164	ENSCATG00000012634	Cercocebus_atys
ENSPTRP00000079984	ENSPTRG00000004321	Pan_troglodytes
ENSORLP00000019688	ENSORLG00000015722	Oryzias_latipes_ASM223467v1
ENSHHUP00000067975	ENSHHUG00000040080	Hucho_hucho
ENSMOCP00000014348	ENSMOCG00000013874	Microtus_ochrogaster
ENSPEMP00000023886	ENSPEMG00000020789	Peromyscus_maniculatus_bairdii
ENSHHUP00000033256	ENSHHUG00000021004	Hucho_hucho
ENSXETP00000031099	ENSXETG00000011891	Xenopus_tropicalis
ENSARWP00000002258	ENSARWG00000001729	Apteryx_rowi
ENSACAP00000002007	ENSACAG00000002013	Anolis_carolinensis
MGP_CAROLIEiJ_P0087664	MGP_CAROLIEiJ_G0032150	Mus_caroli_strain_CAROLI_EIJ
ENSPFOP00000007881	ENSPFOG00000007561	Poecilia_formosa
ENSRNOP00000023677	ENSRNOG00000017478	Rattus_norvegicus
ENSATEP00000032589	ENSATEG00000022431	Anabas_testudineus
ENSCSAP00000015357	ENSCSAG00000002686	Chlorocebus_sabaeus
MGP_PahariEiJ_P0023319	MGP_PahariEiJ_G0015020	Mus_pahari_strain_PAHARI_EIJ
ENSOPRP00000014922	ENSOPRG00000016337	Ochotona_princeps
ENSTGUP00000000183	ENSTGUG00000000180	Taeniopygia_guttata
ENSMFAP00000026153	ENSMFAG00000044470	Macaca_fascicularis
ENSPTIP00000006429	ENSPTIG00000008351	Panthera_tigris_altaica
ENSMPUP00000004257	ENSMPUG00000004291	Mustela_putorius_furo
ENSBBBP00000027555	ENSBBBG00000023884	Bison_bison_bison
ENSDNOP00000011836	ENSDNOG00000015265	Dasypus_novemcinctus
ENSNVIP00000007283	ENSNVIG00000005791	Neovison_vison
ENSMEUP00000006102	ENSMEUG00000006675	Notamacropus_eugenii
ENSFHEP00000030983	ENSFHEG00000016625	Fundulus_heteroclitus
ENSMUNP00000012137	ENSMUNG00000009555	Melopsittacus_undulatus
ENSAPLP00000014827	ENSAPLG00000014909	Anas_platyrhynchos_platyrhynchos
ENSEASP00005007870	ENSEASG00005005628	Equus_asinus_asinus
ENSLCRP00005047479	ENSLCRG00005017743	Larimichthys_crocea
ENSCVAP00000013547	ENSCVAG00000016091	Cyprinodon_variegatus
ENSCAPP00000003200	ENSCAPG00000006006	Cavia_aperea
ENSRROP00000005504	ENSRROG00000022686	Rhinopithecus_roxellana
ENSPPYP00000004475	ENSPPYG00000003906	Pongo_abelii
ENSFCAP00000061916	ENSFCAG00000013582	Felis_catus
ENSMMMP00000026156	ENSMMMG00000022903	Marmota_marmota_marmota
ENSVURP00010032116	ENSVURG00010024512	Vombatus_ursinus
ENSSPUP00000006839	ENSSPUG00000005264	Sphenodon_punctatus
ENSCAFP00000036872	ENSCAFG00000013143	Canis_lupus_familiaris
ENSPMEP00000009545	ENSPMEG00000011453	Poecilia_mexicana
ENSPMAP00000009750	ENSPMAG00000008849	Petromyzon_marinus
ENSSDAP00000014136	ENSSDAG00000012703	Spermophilus_dauricus
ENSOMEP00000005413	ENSOMEG00000006445	Oryzias_melastigma
ENSSLDP00000010439	ENSSLDG00000008310	Seriola_lalandi_dorsalis
ENSNSUP00000006417	ENSNSUG00000004803	Notechis_scutatus
ENSONIP00000021005	ENSONIG00000016674	Oreochromis_niloticus
ENSPVAP00000016827	ENSPVAG00000017838	Pteropus_vampyrus
ENSPPRP00000023728	ENSPPRG00000013983	Panthera_pardus
ENSMALP00000028212	ENSMALG00000019527	Monopterus_albus
ENSMVIP00005024900	ENSMVIG00005017440	Manacus_vitellinus
ENSOCUP00000010298	ENSOCUG00000011974	Oryctolagus_cuniculus
ENSEEEP00000051781	ENSEEEG00000024298	Electrophorus_electricus
ENSP00000325917	ENSG00000160613	Homo_sapiens
ENSHGLP00000025563	ENSHGLG00000018206	Heterocephalus_glaber_HetGla_female_1.0
ENSPKIP00000026307	ENSPKIG00000008783	Paramormyrops_kingsleyae
ENSPSIP00000002146	ENSPSIG00000002145	Pelodiscus_sinensis
ENSTRUP00000019920	ENSTRUG00000008000	Takifugu_rubripes
ENSACIP00000016167	ENSACIG00000012547	Amphilophus_citrinellus
ENSNPEP00000003849	ENSNPEG00000002470	Nothoprocta_perdicaria
ENSPCAP00000004891	ENSPCAG00000005189	Procavia_capensis
ENSNGAP00000001198	ENSNGAG00000000868	Nannospalax_galili
ENSCHIP00000026809	ENSCHIG00000022978	Capra_hircus
ENSTBEP00000006845	ENSTBEG00000007905	Tupaia_belangeri
ENSBSLP00000037858	ENSBSLG00000018413	Betta_splendens
ENSCGRP00001002758	ENSCGRG00001003140	Cricetulus_griseus_CHOK1GS_HDv1
ENSTSYP00000022967	ENSTSYG00000003231	Carlito_syrichta
ENSCGRP00000008443	ENSCGRG00000006149	Cricetulus_griseus_CriGri_1.0
ENSSTOP00000022008	ENSSTOG00000025485	Ictidomys_tridecemlineatus
ENSFDAP00000020044	ENSFDAG00000008725	Fukomys_damarensis
ENSCPOP00000007819	ENSCPOG00000008710	Cavia_porcellus
ENSOARP00000004818	ENSOARG00000004501	Ovis_aries
ENSMICP00000002172	ENSMICG00000002375	Microcebus_murinus
ENSDCDP00000031685	ENSDCDG00000021919	Denticeps_clupeoides
ENSKMAP00000029260	ENSKMAG00000021683	Kryptolebias_marmoratus
ENSLAFP00000003194	ENSLAFG00000003821	Loxodonta_africana
ENSJJAP00000019817	ENSJJAG00000020663	Jaculus_jaculus
ENSPLAP00000008715	ENSPLAG00000011369	Poecilia_latipinna
ENSPMGP00000010601	ENSPMGG00000008773	Periophthalmus_magnuspinnatus
ENSTGEP00000027109	ENSTGEG00000021892	Theropithecus_gelada
ENSMLUP00000007131	ENSMLUG00000007790	Myotis_lucifugus
ENSCPGP00000001491	ENSCPGG00000000572	Calidris_pygmaea
ENSDORP00000020884	ENSDORG00000011279	Dipodomys_ordii
ENSODEP00000012477	ENSODEG00000009251	Octodon_degus
ENSPRNP00000008762	ENSPRNG00000004261	Parambassis_ranga
ENSIPUP00000005667	ENSIPUG00000003926	Ictalurus_punctatus
ENSMSIP00000012371	ENSMSIG00000010764	Mus_spicilegus
ENSCJAP00000023435	ENSCJAG00000012763	Callithrix_jacchus
ENSGAGP00000024932	ENSGAGG00000018225	Gopherus_agassizii
ENSHCOP00000011303	ENSHCOG00000014110	Hippocampus_comes
ENSLACP00000021259	ENSLACG00000018680	Latimeria_chalumnae
ENSMAMP00000019924	ENSMAMG00000013424	Mastacembelus_armatus
ENSBMUP00000017951	ENSBMUG00000013576	Bos_mutus
ENSMGAP00000003088	ENSMGAG00000003343	Meleagris_gallopavo
ENSCCEP00000000739	ENSCCEG00000000952	Cyanistes_caeruleus
ENSDARP00000128034	ENSDARG00000069968	Danio_rerio
ENSPCIP00000045482	ENSPCIG00000009832	Phascolarctos_cinereus
ENSPCOP00000019716	ENSPCOG00000021815	Propithecus_coquereli
ENSOGAP00000005773	ENSOGAG00000006453	Otolemur_garnettii
ENSLCOP00000005389	ENSLCOG00000004015	Lepidothrix_coronata
ENSOANP00000030867	ENSOANG00000031977	Ornithorhynchus_anatinus
ENSPNAP00000025236	ENSPNAG00000010366	Pygocentrus_nattereri
ENSOANP00000031060	ENSOANG00000031446	Ornithorhynchus_anatinus
ENSNMEP00000001259	ENSNMEG00000001671	Numida_meleagris
ENSLOCP00000007586	ENSLOCG00000006279	Lepisosteus_oculatus
ENSCANP00000000080	ENSCANG00000000045	Colobus_angolensis_palliatus
ENSSSCP00000015996	ENSSSCG00000015072	Sus_scrofa_strain_reference
ENSPVIP00000012234	ENSPVIG00000009550	Pogona_vitticeps
ENSCGRP00015024599	ENSCGRG00015018655	Cricetulus_griseus_CriGri-PICR
ENSPANP00000046165	ENSPANG00000000210	Papio_anubis
ENSPMJP00000009721	ENSPMJG00000007752	Parus_major
ENSCAFP00020002172	ENSCAFG00020001876	Canis_lupus_dingo
ENSECAP00000034115	ENSECAG00000017980	Equus_caballus
ENSJHYP00000013241	ENSJHYG00000010263	Junco_hyemalis
ENSPTEP00000021352	ENSPTEG00000022412	Piliocolobus_tephrosceles
ENSCSAVP00000009021	ENSCSAVG00000005335	Ciona_savignyi
ENSPNYP00000005714	ENSPNYG00000004393	Pundamilia_nyererei
ENSSMRP00000028232	ENSSMRG00000021529	Salvator_merianae
ENSETEP00000015232	ENSETEG00000018743	Echinops_telfairi
ENSCPBP00000028874	ENSCPBG00000020365	Chrysemys_picta_bellii
ENSACLP00000016470	ENSACLG00000011211	Astatotilapia_calliptera
ENSGALP00000072921	ENSGALG00000029220	Gallus_gallus
ENSBTAP00000039868	ENSBTAG00000003052	Bos_taurus
ENSPSMP00000000977	ENSPSMG00000000646	Prolemur_simus
ENSORLP00015010459	ENSORLG00015011292	Oryzias_latipes_ASM223469v1
ENSXMAP00000002870	ENSXMAG00000002856	Xiphophorus_maculatus
ENSCABP00000011611	ENSCABG00000008674	Chelonoidis_abingdonii
ENSPPAP00000032834	ENSPPAG00000039272	Pan_paniscus
ENSCJPP00005013398	ENSCJPG00005011148	Coturnix_japonica
ENSSDUP00000016929	ENSSDUG00000012350	Seriola_dumerili
ENSNBRP00000001323	ENSNBRG00000001069	Neolamprologus_brichardi
ENSDNVP00000006516	ENSDNVG00000004667	Dromaius_novaehollandiae
ENSGACP00000007956	ENSGACG00000006013	Gasterosteus_aculeatus
ENSCMIP00000017973	ENSCMIG00000008507	Callorhinchus_milii
ENSZALP00000015403	ENSZALG00000012602	Zonotrichia_albicollis
ENSAHAP00000003519	ENSAHAG00000002760	Apteryx_haastii
ENSGGOP00000014000	ENSGGOG00000014344	Gorilla_gorilla
ENSTNIP00000017367	ENSTNIG00000014350	Tetraodon_nigroviridis
ENSELUP00000031475	ENSELUG00000009023	Esox_lucius
ENSAMEP00000008982	ENSAMEG00000008508	Ailuropoda_melanoleuca
ENSMZEP00005007614	ENSMZEG00005005805	Maylandia_zebra
ENSGMOP00000004282	ENSGMOG00000004031	Gadus_morhua
ENSTTRP00000000920	ENSTTRG00000000976	Tursiops_truncatus
ENSSBOP00000035725	ENSSBOG00000034009	Saimiri_boliviensis_boliviensis
ENSGAFP00000020314	ENSGAFG00000013731	Gambusia_affinis
ENSMUGP00000015948	ENSMUGG00000013647	Meriones_unguiculatus
ENSMUSP00000047508	ENSMUSG00000035382	Mus_musculus_strain_reference_(CL57BL6)
ENSUAMP00000005059	ENSUAMG00000004558	Ursus_americanus
ENSORLP00020005249	ENSORLG00020006067	Oryzias_latipes_ASM223471v1
ENSEEUP00000000202	ENSEEUG00000000232	Erinaceus_europaeus
ENSMNEP00000040732	ENSMNEG00000043226	Macaca_nemestrina
ENSCINP00000013207	ENSCING00000006411	Ciona_intestinalis
ENSSPAP00000017864	ENSSPAG00000013493	Stegastes_partitus
ENSPREP00000011173	ENSPREG00000007599	Poecilia_reticulata
ENSMMOP00000025072	ENSMMOG00000019040	Mola_mola
ENSMMUP00000078604	ENSMMUG00000002061	Macaca_mulatta
ENSCPRP00005000856	ENSCPRG00005000660	Crocodylus_porosus
ENSVVUP00000034228	ENSVVUG00000024724	Vulpes_vulpes
ENSAPEP00000034156	ENSAPEG00000024251	Amphiprion_percula
