ENSOARP00000017528	ENSOARG00000016324	Ovis_aries
ENSCJAP00000022871	ENSCJAG00000012498	Callithrix_jacchus
ENSETEP00000007273	ENSETEG00000008958	Echinops_telfairi
ENSCANP00000033482	ENSCANG00000040410	Colobus_angolensis_palliatus
ENSSARP00000001740	ENSSARG00000001938	Sorex_araneus
ENSVURP00010025418	ENSVURG00010019463	Vombatus_ursinus
ENSCCAP00000014967	ENSCCAG00000025286	Cebus_capucinus_imitator
ENSMUSP00000149921	ENSMUSG00000032065	Mus_musculus_strain_reference_(CL57BL6)
ENSMUGP00000014247	ENSMUGG00000012332	Meriones_unguiculatus
ENSOPRP00000004758	ENSOPRG00000005187	Ochotona_princeps
ENSUAMP00000023726	ENSUAMG00000018581	Ursus_americanus
ENSTTRP00000009983	ENSTTRG00000010523	Tursiops_truncatus
ENSJJAP00000004228	ENSJJAG00000008746	Jaculus_jaculus
ENSVPAP00000000053	ENSVPAG00000000058	Vicugna_pacos
ENSMFAP00000035370	ENSMFAG00000002760	Macaca_fascicularis
ENSLAFP00000002725	ENSLAFG00000003278	Loxodonta_africana
