ENSCGOP00000055754	ENSCGOG00000024272	Cottoperca_gobio
ENSHHUP00000067435	ENSHHUG00000039756	Hucho_hucho
ENSELUP00000009748	ENSELUG00000010309	Esox_lucius
ENSGMOP00000000446	ENSGMOG00000000440	Gadus_morhua
ENSCHAP00000026198	ENSCHAG00000012556	Clupea_harengus
ENSDCDP00000007046	ENSDCDG00000003407	Denticeps_clupeoides
ENSAMXP00000018769	ENSAMXG00000018219	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033114	ENSAMXG00005014781	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025972	ENSPNAG00000011218	Pygocentrus_nattereri
ENSIPUP00000002760	ENSIPUG00000001978	Ictalurus_punctatus
ENSEEEP00000040847	ENSEEEG00000019346	Electrophorus_electricus
ENSDARP00000077690	ENSDARG00000059693	Danio_rerio
ENSHHUP00000075042	ENSHHUG00000043973	Hucho_hucho
ENSSFOP00015007941	ENSSFOG00015005203	Scleropages_formosus
ENSPKIP00000031200	ENSPKIG00000011778	Paramormyrops_kingsleyae
ENSSFOP00015014218	ENSSFOG00015009157	Scleropages_formosus
ENSMVIP00005006395	ENSMVIG00005004859	Manacus_vitellinus
ENSLCOP00000008924	ENSLCOG00000006529	Lepidothrix_coronata
ENSLSDP00000015273	ENSLSDG00000011003	Lonchura_striata_domestica
ENSTGUP00000015749	ENSTGUG00000015376	Taeniopygia_guttata
ENSCCEP00000011850	ENSCCEG00000011496	Cyanistes_caeruleus
ENSPMJP00000021101	ENSPMJG00000015648	Parus_major
ENSFALP00000013257	ENSFALG00000012682	Ficedula_albicollis
ENSZALP00000007898	ENSZALG00000006866	Zonotrichia_albicollis
ENSTGUP00000015582	ENSTGUG00000015240	Taeniopygia_guttata
ENSMUNP00000014185	ENSMUNG00000011049	Melopsittacus_undulatus
ENSCPGP00000022843	ENSCPGG00000015802	Calidris_pygmaea
ENSCPUP00000015013	ENSCPUG00000010468	Calidris_pugnax
ENSAPLP00000005260	ENSAPLG00000005645	Anas_platyrhynchos_platyrhynchos
ENSABRP00000018482	ENSABRG00000015781	Anser_brachyrhynchus
ENSMGAP00000014031	ENSMGAG00000013267	Meleagris_gallopavo
ENSGALP00000044183	ENSGALG00000030602	Gallus_gallus
ENSCJPP00005008664	ENSCJPG00005007650	Coturnix_japonica
ENSNMEP00000005168	ENSNMEG00000005445	Numida_meleagris
ENSAOWP00000004842	ENSAOWG00000003352	Apteryx_owenii
ENSAHAP00000007618	ENSAHAG00000005700	Apteryx_haastii
ENSARWP00000026987	ENSARWG00000018249	Apteryx_rowi
ENSDNVP00000022345	ENSDNVG00000015570	Dromaius_novaehollandiae
ENSNPEP00000009894	ENSNPEG00000007413	Nothoprocta_perdicaria
ENSCPRP00005027141	ENSCPRG00005018796	Crocodylus_porosus
ENSGAGP00000022117	ENSGAGG00000016238	Gopherus_agassizii
ENSCABP00000016088	ENSCABG00000011847	Chelonoidis_abingdonii
ENSCPBP00000035210	ENSCPBG00000024521	Chrysemys_picta_bellii
ENSPSIP00000004335	ENSPSIG00000004081	Pelodiscus_sinensis
ENSACAP00000009308	ENSACAG00000009360	Anolis_carolinensis
ENSPVIP00000009083	ENSPVIG00000007221	Pogona_vitticeps
ENSSMRP00000023327	ENSSMRG00000018115	Salvator_merianae
ENSSPUP00000017922	ENSSPUG00000013842	Sphenodon_punctatus
ENSMEUP00000014192	ENSMEUG00000015527	Notamacropus_eugenii
ENSVURP00010026697	ENSVURG00010020436	Vombatus_ursinus
ENSPCIP00000007580	ENSPCIG00000006366	Phascolarctos_cinereus
ENSMODP00000005730	ENSMODG00000004649	Monodelphis_domestica
ENSSHAP00000019084	ENSSHAG00000016201	Sarcophilus_harrisii
ENSCCNP00000009465	ENSCCNG00000009812	Castor_canadensis
ENSDORP00000005472	ENSDORG00000005845	Dipodomys_ordii
MGP_SPRETEiJ_P0056796	MGP_SPRETEiJ_G0025237	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016476	ENSMSIG00000014090	Mus_spicilegus
ENSMUSP00000105861	ENSMUSG00000027318	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0054685	MGP_CAROLIEiJ_G0024317	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0065662	MGP_PahariEiJ_G0025762	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000040646	ENSRNOG00000021242	Rattus_norvegicus
ENSMUGP00000027991	ENSMUGG00000023253	Meriones_unguiculatus
ENSCGRP00015015806	ENSCGRG00015012083	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001020836	ENSCGRG00001019850	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000019943	ENSMAUG00000018073	Mesocricetus_auratus
ENSMOCP00000027380	ENSMOCG00000022885	Microtus_ochrogaster
ENSPEMP00000018327	ENSPEMG00000016937	Peromyscus_maniculatus_bairdii
ENSJJAP00000016061	ENSJJAG00000018028	Jaculus_jaculus
ENSUPAP00010004250	ENSUPAG00010003015	Urocitellus_parryii
ENSSDAP00000011069	ENSSDAG00000009945	Spermophilus_dauricus
ENSMMMP00000027400	ENSMMMG00000023924	Marmota_marmota_marmota
ENSSTOP00000025640	ENSSTOG00000012414	Ictidomys_tridecemlineatus
ENSCLAP00000016106	ENSCLAG00000011084	Chinchilla_lanigera
ENSCPOP00000018934	ENSCPOG00000019634	Cavia_porcellus
ENSHGLP00100019137	ENSHGLG00100014109	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024550	ENSHGLG00000017499	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006360	ENSFDAG00000015148	Fukomys_damarensis
ENSOCUP00000047853	ENSOCUG00000012683	Oryctolagus_cuniculus
ENSOPRP00000012109	ENSOPRG00000013250	Ochotona_princeps
ENSPTRP00000069890	ENSPTRG00000013200	Pan_troglodytes
ENSPPAP00000034416	ENSPPAG00000039977	Pan_paniscus
ENSP00000348912	ENSG00000149451	Homo_sapiens
ENSGGOP00000016554	ENSGGOG00000016957	Gorilla_gorilla
ENSPPYP00000012081	ENSPPYG00000010816	Pongo_abelii
ENSNLEP00000009288	ENSNLEG00000007629	Nomascus_leucogenys
ENSPANP00000016987	ENSPANG00000023583	Papio_anubis
ENSTGEP00000016016	ENSTGEG00000012925	Theropithecus_gelada
ENSMMUP00000037564	ENSMMUG00000022076	Macaca_mulatta
ENSMFAP00000022963	ENSMFAG00000043134	Macaca_fascicularis
ENSMNEP00000027629	ENSMNEG00000037158	Macaca_nemestrina
ENSMLEP00000011419	ENSMLEG00000029832	Mandrillus_leucophaeus
ENSCATP00000030290	ENSCATG00000038316	Cercocebus_atys
ENSCSAP00000009236	ENSCSAG00000013131	Chlorocebus_sabaeus
ENSCANP00000004424	ENSCANG00000015003	Colobus_angolensis_palliatus
ENSPTEP00000033257	ENSPTEG00000031742	Piliocolobus_tephrosceles
ENSRROP00000000133	ENSRROG00000000110	Rhinopithecus_roxellana
ENSRBIP00000040970	ENSRBIG00000043871	Rhinopithecus_bieti
ENSCCAP00000010652	ENSCCAG00000023008	Cebus_capucinus_imitator
ENSCJAP00000064930	ENSCJAG00000021161	Callithrix_jacchus
ENSANAP00000013034	ENSANAG00000024418	Aotus_nancymaae
ENSSBOP00000017342	ENSSBOG00000025328	Saimiri_boliviensis_boliviensis
ENSTSYP00000023461	ENSTSYG00000026306	Carlito_syrichta
ENSPCOP00000007673	ENSPCOG00000015091	Propithecus_coquereli
ENSPSMP00000029003	ENSPSMG00000020105	Prolemur_simus
ENSMICP00000002302	ENSMICG00000002515	Microcebus_murinus
ENSOGAP00000001095	ENSOGAG00000001222	Otolemur_garnettii
ENSTBEP00000012108	ENSTBEG00000013934	Tupaia_belangeri
ENSPVAP00000012036	ENSPVAG00000012761	Pteropus_vampyrus
ENSMLUP00000007341	ENSMLUG00000008010	Myotis_lucifugus
ENSEEUP00000008643	ENSEEUG00000009430	Erinaceus_europaeus
ENSSARP00000011205	ENSSARG00000012398	Sorex_araneus
ENSCHIP00000008272	ENSCHIG00000011462	Capra_hircus
ENSOARP00000002383	ENSOARG00000002249	Ovis_aries
ENSBIXP00000015181	ENSBIXG00000019740	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034110	ENSBIXG00005015586	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000074289	ENSBTAG00000013163	Bos_taurus
ENSBMUP00000028058	ENSBMUG00000020843	Bos_mutus
ENSBBBP00000024573	ENSBBBG00000019720	Bison_bison_bison
ENSTTRP00000008960	ENSTTRG00000009450	Tursiops_truncatus
ENSSSCP00000046938	ENSSSCG00000007145	Sus_scrofa_strain_reference
ENSEASP00005001134	ENSEASG00005000957	Equus_asinus_asinus
ENSECAP00000021247	ENSECAG00000023637	Equus_caballus
ENSUAMP00000035412	ENSUAMG00000026877	Ursus_americanus
ENSUMAP00000004660	ENSUMAG00000003732	Ursus_maritimus
ENSAMEP00000011442	ENSAMEG00000010855	Ailuropoda_melanoleuca
ENSMPUP00000008722	ENSMPUG00000008792	Mustela_putorius_furo
ENSNVIP00000025282	ENSNVIG00000019516	Neovison_vison
ENSCAFP00000009360	ENSCAFG00000006234	Canis_lupus_familiaris
ENSCAFP00020002890	ENSCAFG00020001938	Canis_lupus_dingo
ENSVVUP00000034417	ENSVVUG00000024788	Vulpes_vulpes
ENSPPRP00000002955	ENSPPRG00000023007	Panthera_pardus
ENSPTIP00000007733	ENSPTIG00000009118	Panthera_tigris_altaica
ENSFCAP00000005893	ENSFCAG00000006341	Felis_catus
ENSLAFP00000012539	ENSLAFG00000014973	Loxodonta_africana
ENSPCAP00000012670	ENSPCAG00000013512	Procavia_capensis
ENSETEP00000007433	ENSETEG00000009156	Echinops_telfairi
ENSDNOP00000027624	ENSDNOG00000046491	Dasypus_novemcinctus
ENSXETP00000002722	ENSXETG00000004321	Xenopus_tropicalis
ENSUPAP00010021132	ENSUPAG00010016784	Urocitellus_parryii
ENSSTOP00000022109	ENSSTOG00000020480	Ictidomys_tridecemlineatus
ENSMMMP00000014822	ENSMMMG00000013174	Marmota_marmota_marmota
ENSSDAP00000022651	ENSSDAG00000020561	Spermophilus_dauricus
MGP_SPRETEiJ_P0027636	MGP_SPRETEiJ_G0017079	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000038640	ENSMSIG00000032202	Mus_spicilegus
ENSMUSP00000011400	ENSMUSG00000011256	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0026276	MGP_CAROLIEiJ_G0016238	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033049	MGP_PahariEiJ_G0017374	Mus_pahari_strain_PAHARI_EIJ
ENSPEMP00000011166	ENSPEMG00000011893	Peromyscus_maniculatus_bairdii
ENSPPYP00000017896	ENSPPYG00000015991	Pongo_abelii
ENSPCIP00000052653	ENSPCIG00000018462	Phascolarctos_cinereus
ENSJHYP00000002899	ENSJHYG00000002410	Junco_hyemalis
ENSLACP00000000186	ENSLACG00000000167	Latimeria_chalumnae
ENSECRP00000011239	ENSECRG00000006421	Erpetoichthys_calabaricus
ENSLOCP00000002107	ENSLOCG00000001814	Lepisosteus_oculatus
ENSATEP00000002067	ENSATEG00000001335	Anabas_testudineus
ENSCSEP00000028945	ENSCSEG00000018523	Cynoglossus_semilaevis
ENSPNYP00000022332	ENSPNYG00000016507	Pundamilia_nyererei
ENSHCOP00000023237	ENSHCOG00000011621	Hippocampus_comes
ENSSPAP00000005187	ENSSPAG00000004016	Stegastes_partitus
ENSAPOP00000028773	ENSAPOG00000014242	Acanthochromis_polyacanthus
ENSHCOP00000009167	ENSHCOG00000011569	Hippocampus_comes
ENSHHUP00000075058	ENSHHUG00000043976	Hucho_hucho
ENSPKIP00000038768	ENSPKIG00000016417	Paramormyrops_kingsleyae
ENSOANP00000014062	ENSOANG00000008827	Ornithorhynchus_anatinus
ENSPMAP00000004510	ENSPMAG00000004129	Petromyzon_marinus
