ENSMEUP00000006266	ENSMEUG00000006876	Notamacropus_eugenii	ENSMEUT00000006889
ENSPCIP00000029145	ENSPCIG00000021705	Phascolarctos_cinereus	ENSPCIT00000035853
ENSSHAP00000016459	ENSSHAG00000014002	Sarcophilus_harrisii	ENSSHAT00000016596
ENSMODP00000022811	ENSMODG00000018292	Monodelphis_domestica	ENSMODT00000023215
ENSLAFP00000001380	ENSLAFG00000001657	Loxodonta_africana	ENSLAFT00000001657
ENSPCAP00000007139	ENSPCAG00000007638	Procavia_capensis	ENSPCAT00000007629
ENSETEP00000002918	ENSETEG00000003556	Echinops_telfairi	ENSETET00000003555
ENSDNOP00000011924	ENSDNOG00000015386	Dasypus_novemcinctus	ENSDNOT00000015382
ENSP00000237201	ENSG00000118434	Homo_sapiens	ENST00000237201
ENSGGOP00000024296	ENSGGOG00000027275	Gorilla_gorilla
ENSSPUP00000001445	ENSSPUG00000001099	Sphenodon_punctatus
ENSCABP00000003024	ENSCABG00000002324	Chelonoidis_abingdonii
ENSGAGP00000010820	ENSGAGG00000008417	Gopherus_agassizii
ENSCPBP00000028145	ENSCPBG00000019908	Chrysemys_picta_bellii
ENSPSIP00000012533	ENSPSIG00000011248	Pelodiscus_sinensis
ENSCPRP00005024245	ENSCPRG00005016844	Crocodylus_porosus
ENSAHAP00000008967	ENSAHAG00000006567	Apteryx_haastii
ENSAOWP00000028194	ENSAOWG00000018984	Apteryx_owenii
ENSARWP00000017575	ENSARWG00000012096	Apteryx_rowi
ENSDNVP00000008455	ENSDNVG00000006012	Dromaius_novaehollandiae
ENSGALP00000061391	ENSGALG00000043839	Gallus_gallus
ENSMGAP00000018214	ENSMGAG00000015925	Meleagris_gallopavo
ENSCJPP00005004219	ENSCJPG00005004238	Coturnix_japonica
ENSNMEP00000010735	ENSNMEG00000010108	Numida_meleagris
ENSABRP00000008399	ENSABRG00000007572	Anser_brachyrhynchus
ENSAPLP00000030756	ENSAPLG00000026124	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000008923	ENSMUNG00000007041	Melopsittacus_undulatus
ENSSMRP00000022540	ENSSMRG00000017513	Salvator_merianae
ENSLACP00000007470	ENSLACG00000006621	Latimeria_chalumnae
