ENSBIXP00005029042	ENSBIXG00005008892	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNVIP00000030804	ENSNVIG00000023723	Neovison_vison
ENSPCAP00000002567	ENSPCAG00000002776	Procavia_capensis
ENSPCIP00000016400	ENSPCIG00000012669	Phascolarctos_cinereus
ENSCPBP00000035899	ENSCPBG00000024958	Chrysemys_picta_bellii
ENSGAGP00000005916	ENSGAGG00000004809	Gopherus_agassizii
ENSSMRP00000002798	ENSSMRG00000002385	Salvator_merianae
ENSNSUP00000019035	ENSNSUG00000013889	Notechis_scutatus
ENSJHYP00000004612	ENSJHYG00000003811	Junco_hyemalis
ENSLSDP00000023592	ENSLSDG00000016599	Lonchura_striata_domestica
ENSLCOP00000001268	ENSLCOG00000001061	Lepidothrix_coronata
ENSCPUP00000024063	ENSCPUG00000016324	Calidris_pugnax
ENSGALP00000067474	ENSGALG00000047327	Gallus_gallus
ENSATEP00000017554	ENSATEG00000012212	Anabas_testudineus
ENSCGOP00000022886	ENSCGOG00000010942	Cottoperca_gobio
ENSLCAP00010040816	ENSLCAG00010019107	Lates_calcarifer
ENSSMAP00000032249	ENSSMAG00000019755	Scophthalmus_maximus
ENSMAMP00000010179	ENSMAMG00000006867	Mastacembelus_armatus
ENSMALP00000019429	ENSMALG00000013569	Monopterus_albus
ENSLCRP00005003320	ENSLCRG00005001658	Larimichthys_crocea
ENSLBEP00000005650	ENSLBEG00000004351	Labrus_bergylta
ENSSDUP00000022615	ENSSDUG00000016470	Seriola_dumerili
ENSSLDP00000025719	ENSSLDG00000019988	Seriola_lalandi_dorsalis
ENSBSLP00000041051	ENSBSLG00000019857	Betta_splendens
ENSCSEP00000003481	ENSCSEG00000002279	Cynoglossus_semilaevis
ENSMMOP00000013220	ENSMMOG00000010146	Mola_mola
ENSTRUP00000049021	ENSTRUG00000021334	Takifugu_rubripes
ENSMZEP00005005707	ENSMZEG00005004428	Maylandia_zebra
ENSACLP00000022896	ENSACLG00000015550	Astatotilapia_calliptera
ENSHBUP00000025311	ENSHBUG00000007229	Haplochromis_burtoni
ENSPNYP00000024518	ENSPNYG00000018531	Pundamilia_nyererei
ENSNBRP00000031634	ENSNBRG00000024044	Neolamprologus_brichardi
ENSACIP00000007366	ENSACIG00000005781	Amphilophus_citrinellus
ENSPRNP00000054069	ENSPRNG00000025445	Parambassis_ranga
ENSCVAP00000012841	ENSCVAG00000015273	Cyprinodon_variegatus
ENSFHEP00000005683	ENSFHEG00000006655	Fundulus_heteroclitus
ENSORLP00015011622	ENSORLG00015012442	Oryzias_latipes_ASM223469v1
ENSORLP00020012918	ENSORLG00020013866	Oryzias_latipes_ASM223471v1
ENSORLP00000018039	ENSORLG00000014391	Oryzias_latipes_ASM223467v1
ENSOMEP00000009873	ENSOMEG00000011137	Oryzias_melastigma
ENSGWIP00000049366	ENSGWIG00000024077	Gouania_willdenowi
ENSAPEP00000025216	ENSAPEG00000017935	Amphiprion_percula
ENSAOCP00000003041	ENSAOCG00000006246	Amphiprion_ocellaris
ENSAPOP00000028930	ENSAPOG00000014482	Acanthochromis_polyacanthus
ENSSPAP00000022500	ENSSPAG00000016994	Stegastes_partitus
ENSPLAP00000005768	ENSPLAG00000007757	Poecilia_latipinna
ENSPFOP00000023201	ENSPFOG00000023557	Poecilia_formosa
ENSPMEP00000014231	ENSPMEG00000016606	Poecilia_mexicana
ENSGAFP00000003654	ENSGAFG00000002496	Gambusia_affinis
ENSPREP00000028951	ENSPREG00000019590	Poecilia_reticulata
ENSXCOP00000006389	ENSXCOG00000004947	Xiphophorus_couchianus
ENSXMAP00000037478	ENSXMAG00000025820	Xiphophorus_maculatus
ENSKMAP00000012928	ENSKMAG00000009702	Kryptolebias_marmoratus
ENSPMGP00000028178	ENSPMGG00000022682	Periophthalmus_magnuspinnatus
ENSHCOP00000017553	ENSHCOG00000000612	Hippocampus_comes
ENSELUP00000015163	ENSELUG00000015131	Esox_lucius
ENSHHUP00000031026	ENSHHUG00000019733	Hucho_hucho
ENSDCDP00000024916	ENSDCDG00000018781	Denticeps_clupeoides
ENSCHAP00000005556	ENSCHAG00000003563	Clupea_harengus
ENSAMXP00005028553	ENSAMXG00005014243	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000034370	ENSAMXG00000029755	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000002114	ENSPNAG00000008582	Pygocentrus_nattereri
ENSIPUP00000016694	ENSIPUG00000011320	Ictalurus_punctatus
ENSEEEP00000001565	ENSEEEG00000001006	Electrophorus_electricus
ENSDARP00000139496	ENSDARG00000100722	Danio_rerio
ENSECRP00000027412	ENSECRG00000018553	Erpetoichthys_calabaricus
