ENSMMUP00000032286	ENSMMUG00000022867	Macaca_mulatta
ENSONIP00000013959	ENSONIG00000011089	Oreochromis_niloticus
ENSORLP00015027401	ENSORLG00015009473	Oryzias_latipes_ASM223469v1
ENSEEEP00000021678	ENSEEEG00000010542	Electrophorus_electricus
ENSLOCP00000004211	ENSLOCG00000003558	Lepisosteus_oculatus
ENSCGRP00001012558	ENSCGRG00001013931	Cricetulus_griseus_CHOK1GS_HDv1
ENSPNYP00000029338	ENSPNYG00000022100	Pundamilia_nyererei
ENSMMOP00000026025	ENSMMOG00000019741	Mola_mola
ENSXETP00000045789	ENSXETG00000019090	Xenopus_tropicalis
ENSBBBP00000010088	ENSBBBG00000018309	Bison_bison_bison
ENSPREP00000031906	ENSPREG00000021613	Poecilia_reticulata
ENSPCIP00000009179	ENSPCIG00000007537	Phascolarctos_cinereus
ENSMUGP00000010098	ENSMUGG00000008899	Meriones_unguiculatus
ENSRBIP00000032272	ENSRBIG00000039915	Rhinopithecus_bieti
ENSPEMP00000010007	ENSPEMG00000011101	Peromyscus_maniculatus_bairdii
ENSGGOP00000048943	ENSGGOG00000003483	Gorilla_gorilla
ENSARWP00000014584	ENSARWG00000010092	Apteryx_rowi
YPL263C_mRNA	YPL263C	Saccharomyces_cerevisiae_strain_S288C
MGP_CAROLIEiJ_P0086310	MGP_CAROLIEiJ_G0031652	Mus_caroli_strain_CAROLI_EIJ
ENSMEUP00000009109	ENSMEUG00000009983	Notamacropus_eugenii
ENSIPUP00000013324	ENSIPUG00000009054	Ictalurus_punctatus
ENSMNEP00000005202	ENSMNEG00000023660	Macaca_nemestrina
ENSGACP00000004193	ENSGACG00000003198	Gasterosteus_aculeatus
ENSMMMP00000012413	ENSMMMG00000011113	Marmota_marmota_marmota
ENSHGLP00000026410	ENSHGLG00000018793	Heterocephalus_glaber_HetGla_female_1.0
ENSPTRP00000071969	ENSPTRG00000050505	Pan_troglodytes
ENSTSYP00000032295	ENSTSYG00000033895	Carlito_syrichta
ENSLCRP00005055118	ENSLCRG00005020567	Larimichthys_crocea
ENSOMEP00000011823	ENSOMEG00000013165	Oryzias_melastigma
ENSTRUP00000015400	ENSTRUG00000006303	Takifugu_rubripes
ENSAMXP00000036766	ENSAMXG00000038248	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCAPP00000007906	ENSCAPG00000009713	Cavia_aperea
ENSCINP00000031194	ENSCING00000022356	Ciona_intestinalis
ENSMALP00000008713	ENSMALG00000006193	Monopterus_albus
ENSP00000270583	ENSG00000104731	Homo_sapiens
ENSGMOP00000001939	ENSGMOG00000001822	Gadus_morhua
ENSHBUP00000027060	ENSHBUG00000010096	Haplochromis_burtoni
ENSATEP00000013660	ENSATEG00000009518	Anabas_testudineus
ENSLCAP00010031485	ENSLCAG00010014789	Lates_calcarifer
ENSCABP00000006373	ENSCABG00000004811	Chelonoidis_abingdonii
ENSGWIP00000000624	ENSGWIG00000000402	Gouania_willdenowi
ENSORLP00000015840	ENSORLG00000012643	Oryzias_latipes_ASM223467v1
ENSPRNP00000049143	ENSPRNG00000023458	Parambassis_ranga
ENSOARP00000012941	ENSOARG00000012069	Ovis_aries
ENSXCOP00000010135	ENSXCOG00000007691	Xiphophorus_couchianus
ENSGAFP00000021980	ENSGAFG00000014824	Gambusia_affinis
ENSHHUP00000042449	ENSHHUG00000026139	Hucho_hucho
ENSLAFP00000003065	ENSLAFG00000003675	Loxodonta_africana
ENSPMJP00000018505	ENSPMJG00000013898	Parus_major
ENSPNAP00000001832	ENSPNAG00000000961	Pygocentrus_nattereri
ENSRNOP00000025424	ENSRNOG00000018801	Rattus_norvegicus
ENSCATP00000043219	ENSCATG00000044152	Cercocebus_atys
ENSPPYP00000008610	ENSPPYG00000007632	Pongo_abelii
ENSDCDP00000034127	ENSDCDG00000023123	Denticeps_clupeoides
ENSPLAP00000027167	ENSPLAG00000015558	Poecilia_latipinna
FBpp0085872	FBgn0261477	Drosophila_melanogaster
ENSSFOP00015037139	ENSSFOG00015023633	Scleropages_formosus
ENSMAUP00000006057	ENSMAUG00000008097	Mesocricetus_auratus
ENSCVAP00000011496	ENSCVAG00000013785	Cyprinodon_variegatus
ENSCCNP00000024604	ENSCCNG00000023690	Castor_canadensis
ENSSMRP00000008410	ENSSMRG00000006741	Salvator_merianae
ENSCGRP00000025223	ENSCGRG00000018263	Cricetulus_griseus_CriGri_1.0
ENSGALP00000050883	ENSGALG00000037315	Gallus_gallus
ENSVVUP00000001128	ENSVVUG00000000963	Vulpes_vulpes
ENSAPEP00000033809	ENSAPEG00000024015	Amphiprion_percula
ENSPFOP00000006881	ENSPFOG00000006935	Poecilia_formosa
ENSSDUP00000003626	ENSSDUG00000002731	Seriola_dumerili
ENSTNIP00000005392	ENSTNIG00000002828	Tetraodon_nigroviridis
ENSDARP00000134354	ENSDARG00000100206	Danio_rerio
ENSAPOP00000033714	ENSAPOG00000022472	Acanthochromis_polyacanthus
ENSLCOP00000017424	ENSLCOG00000012330	Lepidothrix_coronata
ENSOCUP00000010641	ENSOCUG00000012364	Oryctolagus_cuniculus
ENSACLP00000030794	ENSACLG00000020840	Astatotilapia_calliptera
ENSGAGP00000002150	ENSGAGG00000001736	Gopherus_agassizii
ENSBMUP00000018231	ENSBMUG00000013781	Bos_mutus
ENSCSAP00000014920	ENSCSAG00000003123	Chlorocebus_sabaeus
ENSELUP00000010236	ENSELUG00000010746	Esox_lucius
ENSMVIP00005018533	ENSMVIG00005013167	Manacus_vitellinus
ENSLBEP00000011345	ENSLBEG00000008722	Labrus_bergylta
ENSPPYP00000008609	ENSPPYG00000007631	Pongo_abelii
ENSMFAP00000045109	ENSMFAG00000000253	Macaca_fascicularis
ENSTGEP00000024671	ENSTGEG00000019925	Theropithecus_gelada
ENSNVIP00000010367	ENSNVIG00000008118	Neovison_vison
ENSNMEP00000000530	ENSNMEG00000000789	Numida_meleagris
ENSFDAP00000007346	ENSFDAG00000015874	Fukomys_damarensis
ENSPSIP00000014787	ENSPSIG00000013140	Pelodiscus_sinensis
ENSXMAP00000005854	ENSXMAG00000005837	Xiphophorus_maculatus
ENSPANP00000012019	ENSPANG00000008631	Papio_anubis
ENSEBUP00000014334	ENSEBUG00000009031	Eptatretus_burgeri
ENSSHAP00000020850	ENSSHAG00000017683	Sarcophilus_harrisii
ENSSPUP00000009782	ENSSPUG00000007565	Sphenodon_punctatus
FBpp0075697	FBgn0036301	Drosophila_melanogaster
ENSBIXP00000031794	ENSBIXG00000014188	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAMEP00000019288	ENSAMEG00000018231	Ailuropoda_melanoleuca
ENSSMAP00000025513	ENSSMAG00000015575	Scophthalmus_maximus
ENSDNOP00000008438	ENSDNOG00000010877	Dasypus_novemcinctus
ENSNBRP00000010886	ENSNBRG00000008472	Neolamprologus_brichardi
ENSMUNP00000006909	ENSMUNG00000005560	Melopsittacus_undulatus
ENSFALP00000006846	ENSFALG00000006562	Ficedula_albicollis
ENSJJAP00000016155	ENSJJAG00000018071	Jaculus_jaculus
ENSCAFP00000057577	ENSCAFG00000019904	Canis_lupus_familiaris
ENSSSCP00000069867	ENSSSCG00000002652	Sus_scrofa_strain_reference
ENSJHYP00000005723	ENSJHYG00000004652	Junco_hyemalis
ENSSCAP00000009029	ENSSCAG00000006876	Serinus_canaria
ENSDORP00000005146	ENSDORG00000005501	Dipodomys_ordii
ENSECRP00000025739	ENSECRG00000017374	Erpetoichthys_calabaricus
ENSSLDP00000018274	ENSSLDG00000014369	Seriola_lalandi_dorsalis
