ENSPTRP00000019840	ENSPTRG00000011536	Pan_troglodytes	ENSPTRT00000021499
ENSPPAP00000037128	ENSPPAG00000041319	Pan_paniscus	ENSPPAT00000060025
ENSGGOP00000000332	ENSGGOG00000000337	Gorilla_gorilla	ENSGGOT00000000340
ENSP00000439402	ENSG00000198046	Homo_sapiens	ENST00000504904
ENSPPYP00000011705	ENSPPYG00000010448	Pongo_abelii
ENSCHIP00000021452	ENSCHIG00000019773	Capra_hircus
ENSTTRP00000010715	ENSTTRG00000011303	Tursiops_truncatus
ENSSSCP00000043304	ENSSSCG00000024622	Sus_scrofa_strain_reference
ENSVPAP00000001234	ENSVPAG00000001339	Vicugna_pacos
ENSAMEP00000010027	ENSAMEG00000009553	Ailuropoda_melanoleuca
ENSUMAP00000034426	ENSUMAG00000024769	Ursus_maritimus
ENSNVIP00000016325	ENSNVIG00000012798	Neovison_vison
ENSMPUP00000006620	ENSMPUG00000006674	Mustela_putorius_furo
ENSCAFP00000047914	ENSCAFG00000002479	Canis_lupus_familiaris
ENSCAFP00020019077	ENSCAFG00020015156	Canis_lupus_dingo
ENSVVUP00000008798	ENSVVUG00000006585	Vulpes_vulpes
ENSPPRP00000019007	ENSPPRG00000010479	Panthera_pardus
ENSPTIP00000014317	ENSPTIG00000013784	Panthera_tigris_altaica
ENSFCAP00000030943	ENSFCAG00000033432	Felis_catus
ENSEASP00005030079	ENSEASG00005020476	Equus_asinus_asinus
ENSECAP00000046978	ENSECAG00000010995	Equus_caballus
ENSMLUP00000000419	ENSMLUG00000017482	Myotis_lucifugus
ENSMLUP00000015940	ENSMLUG00000004199	Myotis_lucifugus
ENSSARP00000009349	ENSSARG00000010327	Sorex_araneus
ENSCHOP00000006520	ENSCHOG00000007363	Choloepus_hoffmanni
ENSDNOP00000034736	ENSDNOG00000047289	Dasypus_novemcinctus
ENSLAFP00000014042	ENSLAFG00000016735	Loxodonta_africana
ENSPCAP00000009240	ENSPCAG00000009919	Procavia_capensis
ENSETEP00000001681	ENSETEG00000002079	Echinops_telfairi
