ENSVURP00010007393	ENSVURG00010005704	Vombatus_ursinus	ENSVURT00010008354
ENSPCIP00000022573	ENSPCIG00000017118	Phascolarctos_cinereus	ENSPCIT00000027845
ENSMODP00000007550	ENSMODG00000006091	Monodelphis_domestica	ENSMODT00000007701
ENSCPOP00000019318	ENSCPOG00000025508	Cavia_porcellus	ENSCPOT00000022063
ENSCAPP00000018534	ENSCAPG00000017903	Cavia_aperea	ENSCAPT00000022344
ENSODEP00000021341	ENSODEG00000015704	Octodon_degus	ENSODET00000021599
ENSCLAP00000014169	ENSCLAG00000009782	Chinchilla_lanigera	ENSCLAT00000014327
ENSHGLP00100026259	ENSHGLG00100019270	Heterocephalus_glaber_HetGla_1.0
ENSPANP00000000132	ENSPANG00000007431	Papio_anubis
ENSTGEP00000032092	ENSTGEG00000025667	Theropithecus_gelada
ENSTSYP00000018052	ENSTSYG00000030689	Carlito_syrichta
ENSPSMP00000024891	ENSPSMG00000017541	Prolemur_simus
ENSPCOP00000028846	ENSPCOG00000027100	Propithecus_coquereli
ENSMICP00000044134	ENSMICG00000044532	Microcebus_murinus
ENSOGAP00000016394	ENSOGAG00000025609	Otolemur_garnettii
ENSMLUP00000016781	ENSMLUG00000030313	Myotis_lucifugus
ENSPVAP00000011461	ENSPVAG00000012158	Pteropus_vampyrus
ENSECAP00000017437	ENSECAG00000019977	Equus_caballus
ENSEASP00005010660	ENSEASG00005007557	Equus_asinus_asinus
ENSBIXP00000044004	ENSBIXG00000028214	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005025348	ENSBIXG00005006957	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000043279	ENSBTAG00000004224	Bos_taurus
ENSBMUP00000004786	ENSBMUG00000003745	Bos_mutus
ENSBBBP00000022476	ENSBBBG00000004061	Bison_bison_bison
ENSOARP00000018525	ENSOARG00000017261	Ovis_aries
ENSCHIP00000016358	ENSCHIG00000016641	Capra_hircus
ENSTTRP00000015778	ENSTTRG00000016643	Tursiops_truncatus
ENSVPAP00000000095	ENSVPAG00000000104	Vicugna_pacos
ENSSSCP00000014486	ENSSSCG00000013632	Sus_scrofa_strain_reference
ENSUMAP00000034706	ENSUMAG00000024984	Ursus_maritimus
ENSUAMP00000028982	ENSUAMG00000022350	Ursus_americanus
ENSAMEP00000011607	ENSAMEG00000011044	Ailuropoda_melanoleuca
ENSNVIP00000001022	ENSNVIG00000000851	Neovison_vison
ENSMPUP00000005770	ENSMPUG00000005817	Mustela_putorius_furo
ENSCAFP00000048714	ENSCAFG00000017628	Canis_lupus_familiaris
ENSCAFP00020031421	ENSCAFG00020024508	Canis_lupus_dingo
ENSPPRP00000012625	ENSPPRG00000006099	Panthera_pardus
ENSPTIP00000025039	ENSPTIG00000020952	Panthera_tigris_altaica
ENSFCAP00000015396	ENSFCAG00000018213	Felis_catus
ENSLAFP00000019652	ENSLAFG00000030795	Loxodonta_africana
ENSPCAP00000000865	ENSPCAG00000000936	Procavia_capensis
ENSOANP00000015593	ENSOANG00000009834	Ornithorhynchus_anatinus
ENSAHAP00000013849	ENSAHAG00000009954	Apteryx_haastii
ENSDNVP00000022222	ENSDNVG00000015481	Dromaius_novaehollandiae
ENSGAGP00000023051	ENSGAGG00000016904	Gopherus_agassizii
ENSPVIP00000005923	ENSPVIG00000004854	Pogona_vitticeps
