ENSGAGP00000018596	ENSGAGG00000013763	Gopherus_agassizii	ENSGAGT00000021202
ENSUAMP00000011442	ENSUAMG00000009340	Ursus_americanus
ENSMLEP00000000824	ENSMLEG00000002979	Mandrillus_leucophaeus
ENSCHIP00000024249	ENSCHIG00000021516	Capra_hircus
ENSHGLP00000022920	ENSHGLG00000016350	Heterocephalus_glaber_HetGla_female_1.0
ENSFCAP00000034747	ENSFCAG00000034082	Felis_catus
ENSUPAP00010002175	ENSUPAG00010001845	Urocitellus_parryii
ENSCJAP00000066281	ENSCJAG00000041203	Callithrix_jacchus
ENSAMEP00000001775	ENSAMEG00000001703	Ailuropoda_melanoleuca
ENSECAP00000007760	ENSECAG00000009845	Equus_caballus
ENSMICP00000016723	ENSMICG00000042557	Microcebus_murinus
ENSRNOP00000063992	ENSRNOG00000049921	Rattus_norvegicus
ENSNLEP00000047153	ENSNLEG00000035995	Nomascus_leucogenys
ENSMICP00000045421	ENSMICG00000046505	Microcebus_murinus
ENSMOCP00000002132	ENSMOCG00000001677	Microtus_ochrogaster
ENSPVAP00000016997	ENSPVAG00000024222	Pteropus_vampyrus
ENSMMMP00000011696	ENSMMMG00000010474	Marmota_marmota_marmota
ENSCABP00000014534	ENSCABG00000010856	Chelonoidis_abingdonii	ENSCABT00000015926
ENSMODP00000023424	ENSMODG00000018783	Monodelphis_domestica
ENSODEP00000015836	ENSODEG00000011678	Octodon_degus
ENSVVUP00000010651	ENSVVUG00000007865	Vulpes_vulpes
ENSRBIP00000009016	ENSRBIG00000028389	Rhinopithecus_bieti
ENSEASP00005001976	ENSEASG00005001557	Equus_asinus_asinus
ENSCAFP00020025027	ENSCAFG00020019663	Canis_lupus_dingo
ENSPPRP00000004996	ENSPPRG00000000903	Panthera_pardus
ENSFDAP00000003711	ENSFDAG00000013088	Fukomys_damarensis
ENSDNOP00000017497	ENSDNOG00000025657	Dasypus_novemcinctus
ENSMUGP00000031345	ENSMUGG00000026057	Meriones_unguiculatus
ENSPPAP00000037608	ENSPPAG00000041557	Pan_paniscus
ENSCANP00000030951	ENSCANG00000039137	Colobus_angolensis_palliatus
ENSODEP00000025958	ENSODEG00000019301	Octodon_degus
ENSACAP00000003161	ENSACAG00000003279	Anolis_carolinensis	ENSACAT00000003242
ENSSMRP00000010094	ENSSMRG00000008015	Salvator_merianae	ENSSMRT00000011762
ENSMUGP00000005739	ENSMUGG00000005286	Meriones_unguiculatus
ENSMPUP00000005184	ENSMPUG00000005221	Mustela_putorius_furo
ENSNSUP00000011007	ENSNSUG00000008330	Notechis_scutatus	ENSNSUT00000011737
ENSOCUP00000001782	ENSOCUG00000002069	Oryctolagus_cuniculus
ENSANAP00000017438	ENSANAG00000026598	Aotus_nancymaae
ENSECRP00000025903	ENSECRG00000017506	Erpetoichthys_calabaricus
ENSMEUP00000006235	ENSMEUG00000006844	Notamacropus_eugenii
ENSBIXP00005023567	ENSBIXG00005004483	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTGEP00000014802	ENSTGEG00000012035	Theropithecus_gelada
ENSPPRP00000022385	ENSPPRG00000012913	Panthera_pardus
ENSSTOP00000021595	ENSSTOG00000019516	Ictidomys_tridecemlineatus
ENSCAFP00000017367	ENSCAFG00000011810	Canis_lupus_familiaris
ENSCCNP00000011398	ENSCCNG00000011825	Castor_canadensis
ENSMOCP00000021748	ENSMOCG00000019005	Microtus_ochrogaster
ENSMNEP00000014118	ENSMNEG00000031239	Macaca_nemestrina
ENSFCAP00000035864	ENSFCAG00000027385	Felis_catus
ENSVURP00010000734	ENSVURG00010000650	Vombatus_ursinus
ENSMOCP00000002823	ENSMOCG00000002252	Microtus_ochrogaster
ENSSSCP00000033064	ENSSSCG00000040782	Sus_scrofa_strain_reference
ENSVURP00010020361	ENSVURG00010015584	Vombatus_ursinus
ENSPCOP00000022772	ENSPCOG00000023504	Propithecus_coquereli
ENSP00000461930	ENSG00000266472	Homo_sapiens
ENSMSIP00000008353	ENSMSIG00000007397	Mus_spicilegus
ENSBMUP00000031426	ENSBMUG00000023447	Bos_mutus
ENSCGRP00000015444	ENSCGRG00000011200	Cricetulus_griseus_CriGri_1.0
ENSSDAP00000024398	ENSSDAG00000022226	Spermophilus_dauricus
ENSCATP00000003026	ENSCATG00000012398	Cercocebus_atys
ENSNVIP00000021686	ENSNVIG00000016967	Neovison_vison
