ENSMUGP00000027008	ENSMUGG00000022500	Meriones_unguiculatus
ENSAMXP00000044271	ENSAMXG00000031945	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSPAP00000017886	ENSSPAG00000013515	Stegastes_partitus
ENSVURP00010001074	ENSVURG00010000932	Vombatus_ursinus
ENSFCAP00000044580	ENSFCAG00000042789	Felis_catus
ENSCPGP00000025489	ENSCPGG00000017572	Calidris_pygmaea
ENSAMXP00005049962	ENSAMXG00005022720	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEASP00005014515	ENSEASG00005010109	Equus_asinus_asinus
ENSTRUP00000006350	ENSTRUG00000002729	Takifugu_rubripes
ENSLBEP00000032095	ENSLBEG00000024213	Labrus_bergylta
ENSSHAP00000015672	ENSSHAG00000013355	Sarcophilus_harrisii
ENSTNIP00000008548	ENSTNIG00000005826	Tetraodon_nigroviridis
ENSACLP00000017710	ENSACLG00000012108	Astatotilapia_calliptera
ENSHBUP00000021352	ENSHBUG00000023642	Haplochromis_burtoni
ENSPPYP00000002965	ENSPPYG00000002553	Pongo_abelii
ENSABRP00000002228	ENSABRG00000002204	Anser_brachyrhynchus
ENSSSCP00000011227	ENSSSCG00000010538	Sus_scrofa_strain_reference
ENSPRNP00000038588	ENSPRNG00000019119	Parambassis_ranga
ENSMLEP00000001638	ENSMLEG00000006314	Mandrillus_leucophaeus
ENSSBOP00000025964	ENSSBOG00000029445	Saimiri_boliviensis_boliviensis
ENSPMEP00000023554	ENSPMEG00000005217	Poecilia_mexicana
ENSELUP00000022615	ENSELUG00000021555	Esox_lucius
ENSCPGP00000013314	ENSCPGG00000009441	Calidris_pygmaea
ENSCCNP00000006258	ENSCCNG00000006604	Castor_canadensis
ENSCABP00000016411	ENSCABG00000012195	Chelonoidis_abingdonii
ENSTRUP00000050145	ENSTRUG00000024381	Takifugu_rubripes
ENSTGEP00000021668	ENSTGEG00000017498	Theropithecus_gelada
ENSEEUP00000012705	ENSEEUG00000013947	Erinaceus_europaeus
ENSSLDP00000024777	ENSSLDG00000019312	Seriola_lalandi_dorsalis
ENSPSIP00000019534	ENSPSIG00000017331	Pelodiscus_sinensis
ENSNBRP00000008553	ENSNBRG00000006711	Neolamprologus_brichardi
ENSLCAP00010037969	ENSLCAG00010017780	Lates_calcarifer
ENSPFOP00000009628	ENSPFOG00000009667	Poecilia_formosa
MGP_SPRETEiJ_P0050868	MGP_SPRETEiJ_G0023902	Mus_spretus_strain_SPRET/EiJ
ENSSFOP00015018916	ENSSFOG00015012166	Scleropages_formosus
ENSPNYP00000019454	ENSPNYG00000014704	Pundamilia_nyererei
ENSRBIP00000029792	ENSRBIG00000038776	Rhinopithecus_bieti
ENSMZEP00005037220	ENSMZEG00005027740	Maylandia_zebra
ENSPTIP00000024659	ENSPTIG00000020694	Panthera_tigris_altaica
ENSLAFP00000012281	ENSLAFG00000014664	Loxodonta_africana
ENSMICP00000036407	ENSMICG00000002913	Microcebus_murinus
ENSGACP00000014267	ENSGACG00000010780	Gasterosteus_aculeatus
ENSFDAP00000009568	ENSFDAG00000017546	Fukomys_damarensis
ENSACLP00000014852	ENSACLG00000010118	Astatotilapia_calliptera
ENSLOCP00000018486	ENSLOCG00000015017	Lepisosteus_oculatus
ENSGALP00000048780	ENSGALG00000000365	Gallus_gallus
ENSMUNP00000009741	ENSMUNG00000007689	Melopsittacus_undulatus
ENSXCOP00000015678	ENSXCOG00000011845	Xiphophorus_couchianus
ENSLACP00000016427	ENSLACG00000014473	Latimeria_chalumnae
ENSGALP00000048445	ENSGALG00000030932	Gallus_gallus
ENSGMOP00000019796	ENSGMOG00000018407	Gadus_morhua
ENSPCOP00000014043	ENSPCOG00000018687	Propithecus_coquereli
ENSPVAP00000008392	ENSPVAG00000008891	Pteropus_vampyrus
ENSOARP00000013392	ENSOARG00000012498	Ovis_aries	ENSOART00000013589
ENSLCAP00010008574	ENSLCAG00010004130	Lates_calcarifer
ENSCCAP00000021350	ENSCCAG00000028510	Cebus_capucinus_imitator
ENSGWIP00000005336	ENSGWIG00000002883	Gouania_willdenowi
ENSMAMP00000004150	ENSMAMG00000002819	Mastacembelus_armatus
ENSAOCP00000021237	ENSAOCG00000005843	Amphiprion_ocellaris
ENSPVIP00000017928	ENSPVIG00000013740	Pogona_vitticeps
ENSFALP00000008590	ENSFALG00000008245	Ficedula_albicollis
ENSLCOP00000023553	ENSLCOG00000016523	Lepidothrix_coronata
ENSSPUP00000016880	ENSSPUG00000013050	Sphenodon_punctatus
ENSPRNP00000043894	ENSPRNG00000021399	Parambassis_ranga
ENSEEEP00000006309	ENSEEEG00000003356	Electrophorus_electricus
ENSCGRP00015031942	ENSCGRG00015024110	Cricetulus_griseus_CriGri-PICR
ENSMMMP00000026048	ENSMMMG00000022815	Marmota_marmota_marmota
MGP_CAROLIEiJ_P0048863	MGP_CAROLIEiJ_G0022981	Mus_caroli_strain_CAROLI_EIJ
ENSPMEP00000002103	ENSPMEG00000003110	Poecilia_mexicana
ENSVVUP00000032237	ENSVVUG00000023404	Vulpes_vulpes
ENSAPOP00000025499	ENSAPOG00000008652	Acanthochromis_polyacanthus
ENSBIXP00000030588	ENSBIXG00000006973	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCJPP00005024818	ENSCJPG00005019530	Coturnix_japonica
ENSSFOP00015033666	ENSSFOG00015021491	Scleropages_formosus
ENSHGLP00000016032	ENSHGLG00000011465	Heterocephalus_glaber_HetGla_female_1.0
ENSAPEP00000014060	ENSAPEG00000010041	Amphiprion_percula
ENSTGUP00000009697	ENSTGUG00000009415	Taeniopygia_guttata
ENSPMJP00000004591	ENSPMJG00000003959	Parus_major
ENSCVAP00000008245	ENSCVAG00000010036	Cyprinodon_variegatus
ENSAOCP00000000804	ENSAOCG00000003691	Amphiprion_ocellaris
ENSOPRP00000002173	ENSOPRG00000002368	Ochotona_princeps
