ENSARWP00000027874	ENSARWG00000018826	Apteryx_rowi
ENSPPRP00000005954	ENSPPRG00000001538	Panthera_pardus
ENSCHAP00000059637	ENSCHAG00000026734	Clupea_harengus
ENSMFAP00000042196	ENSMFAG00000039881	Macaca_fascicularis
ENSPLAP00000026207	ENSPLAG00000013824	Poecilia_latipinna
ENSCATP00000029803	ENSCATG00000038119	Cercocebus_atys
ENSPTIP00000021475	ENSPTIG00000018609	Panthera_tigris_altaica
ENSPPYP00000015382	ENSPPYG00000013750	Pongo_abelii
ENSCHIP00000008942	ENSCHIG00000011964	Capra_hircus
ENSP00000283268	ENSG00000153266	Homo_sapiens
MGP_CAROLIEiJ_P0035620	MGP_CAROLIEiJ_G0018952	Mus_caroli_strain_CAROLI_EIJ
ENSSPUP00000014824	ENSSPUG00000011442	Sphenodon_punctatus
ENSVVUP00000020085	ENSVVUG00000014834	Vulpes_vulpes
ENSCGRP00015019607	ENSCGRG00015015065	Cricetulus_griseus_CriGri-PICR
ENSPNYP00000030792	ENSPNYG00000023205	Pundamilia_nyererei
ENSCHOP00000007625	ENSCHOG00000008621	Choloepus_hoffmanni
ENSHCOP00000003694	ENSHCOG00000005063	Hippocampus_comes
ENSBMUP00000016483	ENSBMUG00000012516	Bos_mutus
ENSSSCP00000012241	ENSSSCG00000011487	Sus_scrofa_strain_reference
ENSJJAP00000016335	ENSJJAG00000018215	Jaculus_jaculus
ENSMUGP00000014366	ENSMUGG00000012416	Meriones_unguiculatus
ENSLBEP00000025761	ENSLBEG00000019627	Labrus_bergylta
ENSGWIP00000042087	ENSGWIG00000021126	Gouania_willdenowi
MGP_PahariEiJ_P0083733	MGP_PahariEiJ_G0029966	Mus_pahari_strain_PAHARI_EIJ
ENSXMAP00000032136	ENSXMAG00000021900	Xiphophorus_maculatus
ENSAPLP00000030130	ENSAPLG00000020979	Anas_platyrhynchos_platyrhynchos
ENSMICP00000005052	ENSMICG00000005546	Microcebus_murinus
ENSACIP00000029203	ENSACIG00000022609	Amphilophus_citrinellus
ENSONIP00000003886	ENSONIG00000003101	Oreochromis_niloticus
ENSPNAP00000008000	ENSPNAG00000002872	Pygocentrus_nattereri
ENSTSYP00000028811	ENSTSYG00000028339	Carlito_syrichta
ENSSCAP00000008154	ENSSCAG00000006244	Serinus_canaria
ENSNGAP00000023924	ENSNGAG00000022336	Nannospalax_galili
ENSPKIP00000008053	ENSPKIG00000023711	Paramormyrops_kingsleyae
ENSEBUP00000016744	ENSEBUG00000010501	Eptatretus_burgeri
ENSAPEP00000033770	ENSAPEG00000023996	Amphiprion_percula
ENSTNIP00000017267	ENSTNIG00000014253	Tetraodon_nigroviridis
ENSHHUP00000036169	ENSHHUG00000022725	Hucho_hucho
ENSECRP00000021524	ENSECRG00000014533	Erpetoichthys_calabaricus
ENSMOCP00000008457	ENSMOCG00000008456	Microtus_ochrogaster
ENSAOCP00000030887	ENSAOCG00000022193	Amphiprion_ocellaris
ENSANAP00000019471	ENSANAG00000027542	Aotus_nancymaae
ENSXETP00000023472	ENSXETG00000005093	Xenopus_tropicalis
ENSDCDP00000062296	ENSDCDG00000035324	Denticeps_clupeoides
ENSLACP00000015129	ENSLACG00000013316	Latimeria_chalumnae
ENSPMJP00000005825	ENSPMJG00000005019	Parus_major
ENSMNEP00000037262	ENSMNEG00000041706	Macaca_nemestrina
ENSNPEP00000004673	ENSNPEG00000003562	Nothoprocta_perdicaria
ENSPREP00000030201	ENSPREG00000020454	Poecilia_reticulata
