ENSTRUP00000021743	ENSTRUG00000008663	Takifugu_rubripes
ENSMPUP00000001777	ENSMPUG00000001795	Mustela_putorius_furo
ENSPANP00000006383	ENSPANG00000021865	Papio_anubis
ENSMLEP00000002157	ENSMLEG00000008670	Mandrillus_leucophaeus
ENSBBBP00000006286	ENSBBBG00000014880	Bison_bison_bison
ENSDNVP00000015510	ENSDNVG00000010941	Dromaius_novaehollandiae
ENSCPUP00000023606	ENSCPUG00000016030	Calidris_pugnax
ENSVURP00010022666	ENSVURG00010017375	Vombatus_ursinus
ENSARWP00000006919	ENSARWG00000004860	Apteryx_rowi
ENSPMJP00000006567	ENSPMJG00000005501	Parus_major
ENSDORP00000027927	ENSDORG00000025589	Dipodomys_ordii
ENSBMUP00000035150	ENSBMUG00000026158	Bos_mutus
ENSCABP00000022049	ENSCABG00000016240	Chelonoidis_abingdonii
ENSMZEP00005001075	ENSMZEG00005000932	Maylandia_zebra
ENSCVAP00000005550	ENSCVAG00000006956	Cyprinodon_variegatus
ENSLCRP00005003341	ENSLCRG00005001677	Larimichthys_crocea
ENSCSAP00000009400	ENSCSAG00000013229	Chlorocebus_sabaeus
ENSPCAP00000014294	ENSPCAG00000015307	Procavia_capensis
ENSSARP00000001655	ENSSARG00000001842	Sorex_araneus
ENSSLDP00000027631	ENSSLDG00000021437	Seriola_lalandi_dorsalis
ENSSSCP00000023012	ENSSSCG00000025980	Sus_scrofa_strain_reference
ENSCCEP00000009608	ENSCCEG00000009736	Cyanistes_caeruleus
ENSPNYP00000000754	ENSPNYG00000000610	Pundamilia_nyererei
ENSCSEP00000000743	ENSCSEG00000000534	Cynoglossus_semilaevis	ENSCSET00000000771
ENSFCAP00000024646	ENSFCAG00000027266	Felis_catus
ENSCAFP00020025901	ENSCAFG00020020375	Canis_lupus_dingo
ENSNPEP00000009633	ENSNPEG00000007231	Nothoprocta_perdicaria
ENSAHAP00000024532	ENSAHAG00000017114	Apteryx_haastii
ENSLCRP00005062071	ENSLCRG00005022824	Larimichthys_crocea	ENSLCRT00005063065
ENSECRP00000005921	ENSECRG00000003961	Erpetoichthys_calabaricus
ENSLCOP00000000515	ENSLCOG00000000460	Lepidothrix_coronata
ENSSLDP00000012323	ENSSLDG00000009792	Seriola_lalandi_dorsalis
ENSGAGP00000029504	ENSGAGG00000021310	Gopherus_agassizii
ENSPTIP00000021568	ENSPTIG00000018688	Panthera_tigris_altaica
ENSPSMP00000012777	ENSPSMG00000009207	Prolemur_simus
ENSLCAP00010050739	ENSLCAG00010023651	Lates_calcarifer	ENSLCAT00010052075
ENSKMAP00000018118	ENSKMAG00000013490	Kryptolebias_marmoratus
ENSSPAP00000016329	ENSSPAG00000012308	Stegastes_partitus
ENSOPRP00000004389	ENSOPRG00000004775	Ochotona_princeps
ENSEASP00005030277	ENSEASG00005020622	Equus_asinus_asinus
ENSPVAP00000011252	ENSPVAG00000011939	Pteropus_vampyrus
ENSACLP00000001006	ENSACLG00000000727	Astatotilapia_calliptera
ENSPVIP00000032834	ENSPVIG00000024046	Pogona_vitticeps
ENSCJAP00000000710	ENSCJAG00000000415	Callithrix_jacchus
ENSTGUP00000012039	ENSTGUG00000011678	Taeniopygia_guttata
ENSPNAP00000025222	ENSPNAG00000010219	Pygocentrus_nattereri
ENSHCOP00000021256	ENSHCOG00000007877	Hippocampus_comes
ENSGWIP00000045979	ENSGWIG00000022723	Gouania_willdenowi
ENSCHAP00000037435	ENSCHAG00000017620	Clupea_harengus
ENSZALP00000010573	ENSZALG00000008948	Zonotrichia_albicollis
ENSCPRP00005000693	ENSCPRG00005000547	Crocodylus_porosus
ENSBSLP00000005341	ENSBSLG00000002920	Betta_splendens	ENSBSLT00000006066
ENSGACP00000005284	ENSGACG00000004022	Gasterosteus_aculeatus	ENSGACT00000005299
ENSGMOP00000002649	ENSGMOG00000002509	Gadus_morhua
ENSCJPP00005000028	ENSCJPG00005000054	Coturnix_japonica
ENSAPEP00000021503	ENSAPEG00000015349	Amphiprion_percula
ENSPPAP00000038529	ENSPPAG00000041976	Pan_paniscus
ENSLSDP00000014551	ENSLSDG00000010510	Lonchura_striata_domestica
ENSCPOP00000032594	ENSCPOG00000032705	Cavia_porcellus
ENSAMXP00000052193	ENSAMXG00000036220	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMVIP00005022445	ENSMVIG00005015743	Manacus_vitellinus
ENSLOCP00000014637	ENSLOCG00000011903	Lepisosteus_oculatus
ENSPREP00000012293	ENSPREG00000008339	Poecilia_reticulata
ENSMUGP00000023445	ENSMUGG00000019645	Meriones_unguiculatus
ENSCGRP00000022097	ENSCGRG00000016020	Cricetulus_griseus_CriGri_1.0
ENSCAFP00000012493	ENSCAFG00000008510	Canis_lupus_familiaris
ENSGAFP00000004156	ENSGAFG00000002825	Gambusia_affinis
ENSJHYP00000000411	ENSJHYG00000000394	Junco_hyemalis
ENSNGAP00000006792	ENSNGAG00000010118	Nannospalax_galili
ENSCCAP00000015056	ENSCCAG00000025330	Cebus_capucinus_imitator
ENSCHOP00000004991	ENSCHOG00000005638	Choloepus_hoffmanni
ENSSMAP00000018795	ENSSMAG00000011526	Scophthalmus_maximus	ENSSMAT00000019032
ENSXMAP00000002318	ENSXMAG00000002311	Xiphophorus_maculatus
ENSTNIP00000008572	ENSTNIG00000005849	Tetraodon_nigroviridis
ENSVURP00010028240	ENSVURG00010021628	Vombatus_ursinus
ENSSCAP00000002969	ENSSCAG00000002581	Serinus_canaria
ENSUPAP00010020382	ENSUPAG00010016128	Urocitellus_parryii
ENSAOCP00000029831	ENSAOCG00000020395	Amphiprion_ocellaris
ENSHHUP00000049792	ENSHHUG00000030094	Hucho_hucho
ENSMICP00000017633	ENSMICG00000026865	Microcebus_murinus
ENSCAPP00000000850	ENSCAPG00000001195	Cavia_aperea
ENSRBIP00000020847	ENSRBIG00000034403	Rhinopithecus_bieti
ENSHBUP00000007492	ENSHBUG00000008982	Haplochromis_burtoni
ENSGALP00000047426	ENSGALG00000043573	Gallus_gallus
ENSAOWP00000003707	ENSAOWG00000002623	Apteryx_owenii
ENSPMEP00000019324	ENSPMEG00000022316	Poecilia_mexicana
ENSCANP00000019398	ENSCANG00000033142	Colobus_angolensis_palliatus
ENSFHEP00000013130	ENSFHEG00000014630	Fundulus_heteroclitus
ENSGGOP00000016268	ENSGGOG00000016672	Gorilla_gorilla
ENSCCNP00000018569	ENSCCNG00000018803	Castor_canadensis
ENSHGLP00000021493	ENSHGLG00000015356	Heterocephalus_glaber_HetGla_female_1.0
MGP_CAROLIEiJ_P0056930	MGP_CAROLIEiJ_G0024848	Mus_caroli_strain_CAROLI_EIJ
ENSPRNP00000047514	ENSPRNG00000022837	Parambassis_ranga
ENSP00000297265	ENSG00000164695	Homo_sapiens
ENSMODP00000007711	ENSMODG00000006220	Monodelphis_domestica
ENSORLP00000013555	ENSORLG00000010806	Oryzias_latipes_ASM223467v1
ENSMMUP00000003529	ENSMMUG00000002625	Macaca_mulatta
ENSUMAP00000020525	ENSUMAG00000015041	Ursus_maritimus
ENSRROP00000015008	ENSRROG00000031691	Rhinopithecus_roxellana
ENSMOCP00000020187	ENSMOCG00000017950	Microtus_ochrogaster
ENSCLAP00000022032	ENSCLAG00000015093	Chinchilla_lanigera
ENSSDUP00000010191	ENSSDUG00000007461	Seriola_dumerili	ENSSDUT00000010384
ENSACAP00000013544	ENSACAG00000013793	Anolis_carolinensis
ENSMUNP00000007840	ENSMUNG00000006255	Melopsittacus_undulatus
ENSTTRP00000002594	ENSTTRG00000002766	Tursiops_truncatus
ENSHCOP00000022860	ENSHCOG00000010911	Hippocampus_comes
ENSMLUP00000000046	ENSMLUG00000000047	Myotis_lucifugus
ENSDCDP00000006787	ENSDCDG00000003602	Denticeps_clupeoides
ENSMAUP00000005218	ENSMAUG00000007174	Mesocricetus_auratus
ENSNLEP00000003204	ENSNLEG00000002649	Nomascus_leucogenys
ENSPCIP00000032512	ENSPCIG00000024130	Phascolarctos_cinereus
ENSRNOP00000013720	ENSRNOG00000010238	Rattus_norvegicus
ENSOARP00000015876	ENSOARG00000014801	Ovis_aries
ENSMNEP00000023636	ENSMNEG00000035415	Macaca_nemestrina
ENSBTAP00000006291	ENSBTAG00000004792	Bos_taurus
ENSAMXP00005037860	ENSAMXG00005017975	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTRP00000034862	ENSPTRG00000020379	Pan_troglodytes
ENSPTEP00000016257	ENSPTEG00000017887	Piliocolobus_tephrosceles
ENSMUSP00000029049	ENSMUSG00000027536	Mus_musculus_strain_reference_(CL57BL6)
ENSVPAP00000001057	ENSVPAG00000001148	Vicugna_pacos
ENSSPUP00000011924	ENSSPUG00000009146	Sphenodon_punctatus
ENSCGOP00000010984	ENSCGOG00000005500	Cottoperca_gobio	ENSCGOT00000011893
ENSPLAP00000030629	ENSPLAG00000021863	Poecilia_latipinna
ENSSMRP00000014026	ENSSMRG00000010922	Salvator_merianae
ENSODEP00000001083	ENSODEG00000000862	Octodon_degus
ENSORLP00015027739	ENSORLG00015009969	Oryzias_latipes_ASM223469v1
ENSNVIP00000028312	ENSNVIG00000021868	Neovison_vison
ENSCHIP00000002627	ENSCHIG00000006061	Capra_hircus
ENSETEP00000005285	ENSETEG00000006504	Echinops_telfairi
ENSJJAP00000018353	ENSJJAG00000019647	Jaculus_jaculus
ENSFDAP00000013431	ENSFDAG00000000051	Fukomys_damarensis
ENSLBEP00000012044	ENSLBEG00000009279	Labrus_bergylta	ENSLBET00000012666
ENSONIP00000007587	ENSONIG00000006024	Oreochromis_niloticus
ENSTBEP00000002456	ENSTBEG00000002853	Tupaia_belangeri
ENSPEMP00000001662	ENSPEMG00000001431	Peromyscus_maniculatus_bairdii
ENSBIXP00000010134	ENSBIXG00000015688	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPPYP00000020984	ENSPPYG00000018708	Pongo_abelii
ENSMMMP00000006770	ENSMMMG00000006062	Marmota_marmota_marmota
MGP_PahariEiJ_P0067947	MGP_PahariEiJ_G0026296	Mus_pahari_strain_PAHARI_EIJ
ENSCPGP00000000053	ENSCPGG00000000046	Calidris_pygmaea
ENSNBRP00000020700	ENSNBRG00000015918	Neolamprologus_brichardi
ENSEEUP00000014103	ENSEEUG00000015458	Erinaceus_europaeus
ENSLBEP00000022508	ENSLBEG00000017281	Labrus_bergylta	ENSLBET00000023689
ENSCATP00000042610	ENSCATG00000043905	Cercocebus_atys
ENSSDAP00000003489	ENSSDAG00000003306	Spermophilus_dauricus
ENSPKIP00000039719	ENSPKIG00000016972	Paramormyrops_kingsleyae
ENSEEEP00000015859	ENSEEEG00000007837	Electrophorus_electricus
ENSSBOP00000008205	ENSSBOG00000021020	Saimiri_boliviensis_boliviensis
MGP_SPRETEiJ_P0059177	MGP_SPRETEiJ_G0025778	Mus_spretus_strain_SPRET/EiJ
ENSDNOP00000026014	ENSDNOG00000042087	Dasypus_novemcinctus
ENSNMEP00000020470	ENSNMEG00000017572	Numida_meleagris
