ENSLAFP00000005795	ENSLAFG00000006899	Loxodonta_africana
ENSTSYP00000015325	ENSTSYG00000028757	Carlito_syrichta
ENSCHIP00000001429	ENSCHIG00000002559	Capra_hircus
ENSOARP00000007108	ENSOARG00000006637	Ovis_aries
ENSBTAP00000001404	ENSBTAG00000001058	Bos_taurus
ENSBMUP00000016427	ENSBMUG00000012477	Bos_mutus
ENSBIXP00005006996	ENSBIXG00005012339	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSSCP00000067424	ENSSSCG00000024676	Sus_scrofa_strain_reference
ENSTTRP00000011120	ENSTTRG00000011724	Tursiops_truncatus
ENSUAMP00000020588	ENSUAMG00000016190	Ursus_americanus
ENSUMAP00000028678	ENSUMAG00000020820	Ursus_maritimus
ENSAMEP00000019521	ENSAMEG00000018467	Ailuropoda_melanoleuca
ENSCAFP00020029384	ENSCAFG00020022932	Canis_lupus_dingo
ENSCAFP00000041496	ENSCAFG00000029425	Canis_lupus_familiaris
ENSFCAP00000046460	ENSFCAG00000043991	Felis_catus
ENSPPRP00000013191	ENSPPRG00000006472	Panthera_pardus
ENSMPUP00000008725	ENSMPUG00000008795	Mustela_putorius_furo
ENSNVIP00000031146	ENSNVIG00000023970	Neovison_vison
ENSPVAP00000012414	ENSPVAG00000013161	Pteropus_vampyrus
ENSMLUP00000004051	ENSMLUG00000004445	Myotis_lucifugus
ENSEASP00005028606	ENSEASG00005019451	Equus_asinus_asinus
ENSEEUP00000001248	ENSEEUG00000001388	Erinaceus_europaeus
ENSSARP00000007291	ENSSARG00000008060	Sorex_araneus
ENSCLAP00000002678	ENSCLAG00000001932	Chinchilla_lanigera
ENSODEP00000003747	ENSODEG00000002869	Octodon_degus
ENSHGLP00100006111	ENSHGLG00100004603	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001881	ENSHGLG00000001436	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010500	ENSFDAG00000006610	Fukomys_damarensis
ENSCAPP00000008300	ENSCAPG00000010022	Cavia_aperea
ENSCPOP00000006205	ENSCPOG00000006881	Cavia_porcellus
ENSBBBP00000028643	ENSBBBG00000025396	Bison_bison_bison
ENSDNOP00000019781	ENSDNOG00000046508	Dasypus_novemcinctus
ENSVURP00010027645	ENSVURG00010021162	Vombatus_ursinus
ENSPCIP00000021635	ENSPCIG00000016407	Phascolarctos_cinereus
ENSMEUP00000012701	ENSMEUG00000013909	Notamacropus_eugenii
ENSSHAP00000000038	ENSSHAG00000000037	Sarcophilus_harrisii
ENSMODP00000045922	ENSMODG00000039232	Monodelphis_domestica
ENSOANP00000008236	ENSOANG00000005184	Ornithorhynchus_anatinus
ENSCPBP00000024167	ENSCPBG00000017218	Chrysemys_picta_bellii
ENSCPBP00000024166	ENSCPBG00000017217	Chrysemys_picta_bellii
ENSGAGP00000002503	ENSGAGG00000002018	Gopherus_agassizii
ENSCABP00000000577	ENSCABG00000000519	Chelonoidis_abingdonii
ENSJHYP00000000696	ENSJHYG00000000649	Junco_hyemalis
ENSLSDP00000009325	ENSLSDG00000006924	Lonchura_striata_domestica
ENSLCOP00000000055	ENSLCOG00000000073	Lepidothrix_coronata
ENSPVIP00000034379	ENSPVIG00000025124	Pogona_vitticeps
ENSACAP00000008189	ENSACAG00000008280	Anolis_carolinensis
ENSNSUP00000021610	ENSNSUG00000015700	Notechis_scutatus
ENSSMRP00000003293	ENSSMRG00000002758	Salvator_merianae
ENSXETP00000012353	ENSXETG00000014325	Xenopus_tropicalis
ENSLACP00000008881	ENSLACG00000007843	Latimeria_chalumnae
ENSDCDP00000030634	ENSDCDG00000020351	Denticeps_clupeoides
ENSCHAP00000021211	ENSCHAG00000010403	Clupea_harengus
ENSAMXP00005047699	ENSAMXG00005021833	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000039311	ENSAMXG00000031741	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000017890	ENSPNAG00000004866	Pygocentrus_nattereri
ENSIPUP00000018030	ENSIPUG00000012200	Ictalurus_punctatus
ENSEEEP00000013127	ENSEEEG00000005798	Electrophorus_electricus
ENSDARP00000125735	ENSDARG00000005916	Danio_rerio
ENSHHUP00000006467	ENSHHUG00000003667	Hucho_hucho
ENSELUP00000006890	ENSELUG00000007723	Esox_lucius
ENSPMGP00000026431	ENSPMGG00000021317	Periophthalmus_magnuspinnatus
ENSPMGP00000026434	ENSPMGG00000021322	Periophthalmus_magnuspinnatus
ENSBSLP00000019967	ENSBSLG00000009779	Betta_splendens
ENSGWIP00000002207	ENSGWIG00000001151	Gouania_willdenowi
ENSCSEP00000012485	ENSCSEG00000008071	Cynoglossus_semilaevis
ENSFHEP00000018198	ENSFHEG00000020017	Fundulus_heteroclitus
ENSCVAP00000020054	ENSCVAG00000001172	Cyprinodon_variegatus
ENSGAFP00000013237	ENSGAFG00000008917	Gambusia_affinis
ENSGAFP00000013215	ENSGAFG00000008894	Gambusia_affinis
ENSXCOP00000012937	ENSXCOG00000009791	Xiphophorus_couchianus
ENSXMAP00000005634	ENSXMAG00000005597	Xiphophorus_maculatus
ENSPMEP00000034777	ENSPMEG00000024164	Poecilia_mexicana
ENSPLAP00000016981	ENSPLAG00000021368	Poecilia_latipinna
ENSPREP00000032156	ENSPREG00000021760	Poecilia_reticulata
ENSKMAP00000027907	ENSKMAG00000020698	Kryptolebias_marmoratus
ENSOMEP00000036055	ENSOMEG00000023630	Oryzias_melastigma
ENSOMEP00000016846	ENSOMEG00000018501	Oryzias_melastigma
ENSOMEP00000036062	ENSOMEG00000023641	Oryzias_melastigma
ENSORLP00000017828	ENSORLG00000014212	Oryzias_latipes_ASM223467v1
ENSORLP00020033204	ENSORLG00020019102	Oryzias_latipes_ASM223471v1
ENSORLP00015013860	ENSORLG00015014756	Oryzias_latipes_ASM223469v1
ENSLBEP00000024256	ENSLBEG00000018572	Labrus_bergylta
ENSMALP00000010999	ENSMALG00000007851	Monopterus_albus
ENSMAMP00000034765	ENSMAMG00000023345	Mastacembelus_armatus
ENSATEP00000013689	ENSATEG00000009561	Anabas_testudineus
ENSSLDP00000012555	ENSSLDG00000009983	Seriola_lalandi_dorsalis
ENSSLDP00000015813	ENSSLDG00000012560	Seriola_lalandi_dorsalis
ENSSDUP00000017735	ENSSDUG00000012949	Seriola_dumerili
ENSLCAP00010040133	ENSLCAG00010018737	Lates_calcarifer
ENSSMAP00000024176	ENSSMAG00000014783	Scophthalmus_maximus
ENSCGOP00000001694	ENSCGOG00000000936	Cottoperca_gobio
ENSLCRP00005000192	ENSLCRG00005000084	Larimichthys_crocea
ENSAPEP00000032641	ENSAPEG00000023166	Amphiprion_percula
ENSAOCP00000029728	ENSAOCG00000020213	Amphiprion_ocellaris
ENSAPOP00000010432	ENSAPOG00000012864	Acanthochromis_polyacanthus
ENSSPAP00000028590	ENSSPAG00000021517	Stegastes_partitus
ENSPRNP00000043335	ENSPRNG00000021054	Parambassis_ranga
ENSACLP00000031630	ENSACLG00000021452	Astatotilapia_calliptera
ENSMZEP00005013901	ENSMZEG00005010462	Maylandia_zebra
ENSHBUP00000012572	ENSHBUG00000014340	Haplochromis_burtoni
ENSPNYP00000020939	ENSPNYG00000015849	Pundamilia_nyererei
ENSNBRP00000030872	ENSNBRG00000023479	Neolamprologus_brichardi
ENSONIP00000025563	ENSONIG00000020287	Oreochromis_niloticus
ENSACIP00000013511	ENSACIG00000010338	Amphilophus_citrinellus
ENSGACP00000016008	ENSGACG00000012098	Gasterosteus_aculeatus
ENSMMOP00000015203	ENSMMOG00000011604	Mola_mola
ENSHCOP00000022361	ENSHCOG00000009982	Hippocampus_comes
ENSAOCP00000015472	ENSAOCG00000020237	Amphiprion_ocellaris
ENSTNIP00000010133	ENSTNIG00000007328	Tetraodon_nigroviridis
ENSGMOP00000002805	ENSGMOG00000002647	Gadus_morhua
ENSHHUP00000003286	ENSHHUG00000001646	Hucho_hucho
ENSHHUP00000029499	ENSHHUG00000018790	Hucho_hucho
ENSELUP00000027890	ENSELUG00000001310	Esox_lucius
ENSDCDP00000030059	ENSDCDG00000021100	Denticeps_clupeoides
ENSCHAP00000022835	ENSCHAG00000010017	Clupea_harengus
ENSPKIP00000008031	ENSPKIG00000023691	Paramormyrops_kingsleyae
ENSSFOP00015003329	ENSSFOG00015002090	Scleropages_formosus
ENSPMGP00000021356	ENSPMGG00000017300	Periophthalmus_magnuspinnatus
ENSPMGP00000021353	ENSPMGG00000017296	Periophthalmus_magnuspinnatus
ENSXMAP00000003400	ENSXMAG00000003381	Xiphophorus_maculatus
ENSXCOP00000021993	ENSXCOG00000016429	Xiphophorus_couchianus
ENSGAFP00000000830	ENSGAFG00000000593	Gambusia_affinis
ENSPLAP00000031500	ENSPLAG00000023535	Poecilia_latipinna
ENSPMEP00000030065	ENSPMEG00000016228	Poecilia_mexicana
ENSPFOP00000029471	ENSPFOG00000022695	Poecilia_formosa
ENSPREP00000019168	ENSPREG00000012974	Poecilia_reticulata
ENSCVAP00000020454	ENSCVAG00000001855	Cyprinodon_variegatus
ENSFHEP00000014087	ENSFHEG00000015620	Fundulus_heteroclitus
ENSORLP00015016452	ENSORLG00015017427	Oryzias_latipes_ASM223469v1
ENSORLP00000024924	ENSORLG00000020076	Oryzias_latipes_ASM223467v1
ENSOMEP00000010181	ENSOMEG00000011459	Oryzias_melastigma
ENSOMEP00000028398	ENSOMEG00000011469	Oryzias_melastigma
ENSOMEP00000012561	ENSOMEG00000013959	Oryzias_melastigma
ENSGWIP00000043635	ENSGWIG00000019093	Gouania_willdenowi
ENSTNIP00000005416	ENSTNIG00000002850	Tetraodon_nigroviridis
ENSAOCP00000007522	ENSAOCG00000011335	Amphiprion_ocellaris
ENSAOCP00000007544	ENSAOCG00000011376	Amphiprion_ocellaris
ENSAPEP00000033273	ENSAPEG00000023629	Amphiprion_percula
ENSAOCP00000011483	ENSAOCG00000015787	Amphiprion_ocellaris
ENSAPOP00000032794	ENSAPOG00000020928	Acanthochromis_polyacanthus
ENSTNIP00000005369	ENSTNIG00000002807	Tetraodon_nigroviridis
ENSTNIP00000004532	ENSTNIG00000002098	Tetraodon_nigroviridis
ENSLCAP00010038361	ENSLCAG00010017968	Lates_calcarifer
ENSGAFP00000000863	ENSGAFG00000000614	Gambusia_affinis
ENSORLP00020002476	ENSORLG00020003245	Oryzias_latipes_ASM223471v1
ENSSPAP00000010639	ENSSPAG00000008057	Stegastes_partitus
ENSLCAP00010038359	ENSLCAG00010017967	Lates_calcarifer
ENSACIP00000006192	ENSACIG00000004868	Amphilophus_citrinellus
ENSACIP00000006176	ENSACIG00000004837	Amphilophus_citrinellus
ENSNBRP00000010276	ENSNBRG00000007989	Neolamprologus_brichardi
ENSNBRP00000010235	ENSNBRG00000007974	Neolamprologus_brichardi
ENSPNYP00000026544	ENSPNYG00000020006	Pundamilia_nyererei
ENSPNYP00000026560	ENSPNYG00000020031	Pundamilia_nyererei
ENSACLP00000020950	ENSACLG00000014229	Astatotilapia_calliptera
ENSACLP00000020967	ENSACLG00000014259	Astatotilapia_calliptera
ENSMZEP00005035828	ENSMZEG00005026753	Maylandia_zebra
ENSHBUP00000018868	ENSHBUG00000020976	Haplochromis_burtoni
ENSONIP00000000971	ENSONIG00000000769	Oreochromis_niloticus
ENSPRNP00000039970	ENSPRNG00000019664	Parambassis_ranga
ENSKMAP00000016864	ENSKMAG00000012580	Kryptolebias_marmoratus
ENSGACP00000000770	ENSGACG00000000600	Gasterosteus_aculeatus
ENSTRUP00000021282	ENSTRUG00000008496	Takifugu_rubripes
ENSLCRP00005053423	ENSLCRG00005019999	Larimichthys_crocea
ENSLBEP00000022527	ENSLBEG00000017286	Labrus_bergylta
ENSMMOP00000012681	ENSMMOG00000009743	Mola_mola
ENSMALP00000020757	ENSMALG00000014519	Monopterus_albus
ENSMALP00000020786	ENSMALG00000014531	Monopterus_albus
ENSMAMP00000017053	ENSMAMG00000011547	Mastacembelus_armatus
ENSATEP00000027593	ENSATEG00000019084	Anabas_testudineus
ENSSLDP00000007412	ENSSLDG00000005703	Seriola_lalandi_dorsalis
ENSSDUP00000026873	ENSSDUG00000019453	Seriola_dumerili
ENSSMAP00000020994	ENSSMAG00000012744	Scophthalmus_maximus
ENSCSEP00000026636	ENSCSEG00000017017	Cynoglossus_semilaevis
ENSHCOP00000004009	ENSHCOG00000005481	Hippocampus_comes
ENSGMOP00000015350	ENSGMOG00000014342	Gadus_morhua
ENSECRP00000029481	ENSECRG00000019992	Erpetoichthys_calabaricus
ENSGAGP00000004470	ENSGAGG00000003698	Gopherus_agassizii
ENSCABP00000000543	ENSCABG00000000481	Chelonoidis_abingdonii
ENSLSDP00000009320	ENSLSDG00000006920	Lonchura_striata_domestica
ENSPMJP00000002548	ENSPMJG00000002169	Parus_major
ENSLOCP00000018040	ENSLOCG00000014658	Lepisosteus_oculatus
ENSHHUP00000029262	ENSHHUG00000018649	Hucho_hucho
ENSELUP00000033793	ENSELUG00000012148	Esox_lucius
ENSAPEP00000006870	ENSAPEG00000004915	Amphiprion_percula
ENSAPEP00000007056	ENSAPEG00000005059	Amphiprion_percula
ENSAOCP00000007062	ENSAOCG00000010807	Amphiprion_ocellaris
ENSAPOP00000030347	ENSAPOG00000016942	Acanthochromis_polyacanthus
ENSPRNP00000045695	ENSPRNG00000022110	Parambassis_ranga
ENSPREP00000002868	ENSPREG00000002082	Poecilia_reticulata
ENSPLAP00000009598	ENSPLAG00000012433	Poecilia_latipinna
ENSXMAP00000001256	ENSXMAG00000001270	Xiphophorus_maculatus
ENSXCOP00000015360	ENSXCOG00000011636	Xiphophorus_couchianus
ENSGAFP00000023117	ENSGAFG00000015608	Gambusia_affinis
ENSFHEP00000016297	ENSFHEG00000000467	Fundulus_heteroclitus
ENSCVAP00000022773	ENSCVAG00000005738	Cyprinodon_variegatus
ENSKMAP00000009752	ENSKMAG00000007327	Kryptolebias_marmoratus
ENSORLP00000001536	ENSORLG00000001246	Oryzias_latipes_ASM223467v1
ENSORLP00015032524	ENSORLG00015017433	Oryzias_latipes_ASM223469v1
ENSOMEP00000012222	ENSOMEG00000013604	Oryzias_melastigma
ENSLBEP00000012138	ENSLBEG00000009288	Labrus_bergylta
ENSBSLP00000029820	ENSBSLG00000014820	Betta_splendens
ENSHBUP00000004809	ENSHBUG00000006147	Haplochromis_burtoni
ENSPNYP00000004177	ENSPNYG00000003206	Pundamilia_nyererei
ENSMZEP00005029481	ENSMZEG00005021992	Maylandia_zebra
ENSACLP00000017338	ENSACLG00000011847	Astatotilapia_calliptera
ENSNBRP00000024754	ENSNBRG00000018905	Neolamprologus_brichardi
ENSONIP00000011517	ENSONIG00000009160	Oreochromis_niloticus
ENSACIP00000021763	ENSACIG00000016894	Amphilophus_citrinellus
ENSPMEP00000017166	ENSPMEG00000019964	Poecilia_mexicana
ENSPREP00000002902	ENSPREG00000002106	Poecilia_reticulata
ENSSPAP00000025326	ENSSPAG00000019149	Stegastes_partitus
ENSMAMP00000010861	ENSMAMG00000007342	Mastacembelus_armatus
ENSCGOP00000015336	ENSCGOG00000007433	Cottoperca_gobio
ENSGACP00000004922	ENSGACG00000003742	Gasterosteus_aculeatus
ENSLCRP00005059741	ENSLCRG00005022114	Larimichthys_crocea
ENSLCAP00010021614	ENSLCAG00010010179	Lates_calcarifer
ENSSMAP00000009346	ENSSMAG00000005755	Scophthalmus_maximus
ENSSLDP00000014454	ENSSLDG00000011557	Seriola_lalandi_dorsalis
ENSATEP00000003385	ENSATEG00000002398	Anabas_testudineus
ENSSDUP00000005923	ENSSDUG00000004364	Seriola_dumerili
ENSMALP00000008294	ENSMALG00000005903	Monopterus_albus
ENSORLP00020022783	ENSORLG00020003246	Oryzias_latipes_ASM223471v1
ENSPMGP00000003116	ENSPMGG00000002707	Periophthalmus_magnuspinnatus
ENSDCDP00000016077	ENSDCDG00000013128	Denticeps_clupeoides
ENSDCDP00000016477	ENSDCDG00000013433	Denticeps_clupeoides
ENSDCDP00000016468	ENSDCDG00000013423	Denticeps_clupeoides
ENSCHAP00000016617	ENSCHAG00000008802	Clupea_harengus
ENSEEEP00000051884	ENSEEEG00000024348	Electrophorus_electricus
ENSEEEP00000051882	ENSEEEG00000024346	Electrophorus_electricus
ENSIPUP00000009682	ENSIPUG00000006636	Ictalurus_punctatus
ENSAMXP00000017576	ENSAMXG00000017081	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005056672	ENSAMXG00005025132	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001993	ENSPNAG00000008488	Pygocentrus_nattereri
ENSDARP00000075711	ENSDARG00000030262	Danio_rerio
ENSPKIP00000038439	ENSPKIG00000016199	Paramormyrops_kingsleyae
ENSSFOP00015024219	ENSSFOG00015015552	Scleropages_formosus
ENSLOCP00000016838	ENSLOCG00000013656	Lepisosteus_oculatus
ENSECRP00000032303	ENSECRG00000021897	Erpetoichthys_calabaricus
ENSLACP00000000017	ENSLACG00000000014	Latimeria_chalumnae
ENSCMIP00000042498	ENSCMIG00000017672	Callorhinchus_milii
ENSEBUP00000021442	ENSEBUG00000013232	Eptatretus_burgeri
