ENSUMAP00000025262	ENSUMAG00000018406	Ursus_maritimus
ENSGALP00000065909	ENSGALG00000017006	Gallus_gallus
ENSMGAP00000015923	ENSMGAG00000015017	Meleagris_gallopavo
ENSCJPP00005025185	ENSCJPG00005019788	Coturnix_japonica
ENSNMEP00000007215	ENSNMEG00000007270	Numida_meleagris
ENSAHAP00000001716	ENSAHAG00000001449	Apteryx_haastii
ENSAOWP00000011378	ENSAOWG00000007811	Apteryx_owenii
ENSARWP00000010724	ENSARWG00000007435	Apteryx_rowi
ENSDNVP00000019382	ENSDNVG00000013574	Dromaius_novaehollandiae
ENSNPEP00000007376	ENSNPEG00000005512	Nothoprocta_perdicaria
ENSCPRP00005003023	ENSCPRG00005002206	Crocodylus_porosus
ENSGAGP00000019060	ENSGAGG00000014099	Gopherus_agassizii
ENSCABP00000014059	ENSCABG00000010491	Chelonoidis_abingdonii
ENSCPBP00000011148	ENSCPBG00000008524	Chrysemys_picta_bellii
ENSPSIP00000002210	ENSPSIG00000002200	Pelodiscus_sinensis
ENSSPUP00000008902	ENSSPUG00000006894	Sphenodon_punctatus	ENSSPUT00000009496
ENSXETP00000037585	ENSXETG00000012894	Xenopus_tropicalis
ENSLACP00000010956	ENSLACG00000009640	Latimeria_chalumnae
ENSAMXP00005029575	ENSAMXG00005014591	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000032941	ENSAMXG00000016092	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000005088	ENSPNAG00000011459	Pygocentrus_nattereri
ENSIPUP00000016479	ENSIPUG00000011157	Ictalurus_punctatus
ENSEEEP00000024637	ENSEEEG00000011944	Electrophorus_electricus
ENSDARP00000129972	ENSDARG00000101462	Danio_rerio
ENSDCDP00000061862	ENSDCDG00000035187	Denticeps_clupeoides
ENSCHAP00000003882	ENSCHAG00000002497	Clupea_harengus
ENSHHUP00000030003	ENSHHUG00000019116	Hucho_hucho
ENSHHUP00000010855	ENSHHUG00000006646	Hucho_hucho
ENSELUP00000025599	ENSELUG00000024242	Esox_lucius
ENSPRNP00000002259	ENSPRNG00000001360	Parambassis_ranga
ENSHCOP00000020730	ENSHCOG00000007071	Hippocampus_comes
ENSTNIP00000009367	ENSTNIG00000006593	Tetraodon_nigroviridis
ENSTNIP00000000455	ENSTNIG00000000471	Tetraodon_nigroviridis
ENSTRUP00000007967	ENSTRUG00000003398	Takifugu_rubripes
ENSMMOP00000017555	ENSMMOG00000013334	Mola_mola
ENSSMAP00000000055	ENSSMAG00000000035	Scophthalmus_maximus
ENSCSEP00000013288	ENSCSEG00000008574	Cynoglossus_semilaevis
ENSGACP00000020394	ENSGACG00000015463	Gasterosteus_aculeatus
ENSCGOP00000040089	ENSCGOG00000018291	Cottoperca_gobio
ENSLCRP00005011970	ENSLCRG00005005331	Larimichthys_crocea
ENSPMEP00000002780	ENSPMEG00000003842	Poecilia_mexicana
ENSPFOP00000006619	ENSPFOG00000006673	Poecilia_formosa
ENSPLAP00000027936	ENSPLAG00000016914	Poecilia_latipinna
ENSPREP00000033253	ENSPREG00000022531	Poecilia_reticulata
ENSGAFP00000000110	ENSGAFG00000000077	Gambusia_affinis
ENSXMAP00000006340	ENSXMAG00000006323	Xiphophorus_maculatus
ENSXCOP00000022261	ENSXCOG00000016627	Xiphophorus_couchianus
ENSCVAP00000021816	ENSCVAG00000004116	Cyprinodon_variegatus
ENSKMAP00000016240	ENSKMAG00000012100	Kryptolebias_marmoratus
ENSORLP00000001413	ENSORLG00000001147	Oryzias_latipes_ASM223467v1
ENSORLP00015009091	ENSORLG00015009952	Oryzias_latipes_ASM223469v1
ENSORLP00020005755	ENSORLG00020006680	Oryzias_latipes_ASM223471v1
ENSAOCP00000021625	ENSAOCG00000006560	Amphiprion_ocellaris
ENSAPEP00000013395	ENSAPEG00000009529	Amphiprion_percula
ENSAPOP00000017046	ENSAPOG00000020220	Acanthochromis_polyacanthus
ENSSPAP00000009002	ENSSPAG00000006869	Stegastes_partitus
ENSGWIP00000005636	ENSGWIG00000003141	Gouania_willdenowi
ENSMZEP00005016110	ENSMZEG00005012098	Maylandia_zebra
ENSACLP00000006000	ENSACLG00000004046	Astatotilapia_calliptera
ENSHBUP00000000332	ENSHBUG00000001477	Haplochromis_burtoni
ENSPNYP00000031392	ENSPNYG00000023676	Pundamilia_nyererei
ENSNBRP00000029538	ENSNBRG00000022486	Neolamprologus_brichardi
ENSONIP00000011318	ENSONIG00000009000	Oreochromis_niloticus
ENSACIP00000012012	ENSACIG00000009349	Amphilophus_citrinellus
ENSSLDP00000019230	ENSSLDG00000015081	Seriola_lalandi_dorsalis
ENSSDUP00000003977	ENSSDUG00000002987	Seriola_dumerili
ENSLCAP00010054239	ENSLCAG00010025267	Lates_calcarifer
ENSMAMP00000033882	ENSMAMG00000022781	Mastacembelus_armatus
ENSMALP00000001687	ENSMALG00000001256	Monopterus_albus
ENSATEP00000012796	ENSATEG00000008915	Anabas_testudineus
ENSBSLP00000002345	ENSBSLG00000001345	Betta_splendens
ENSGMOP00000006194	ENSGMOG00000005817	Gadus_morhua
ENSSFOP00015012696	ENSSFOG00015008204	Scleropages_formosus
ENSPKIP00000027952	ENSPKIG00000009795	Paramormyrops_kingsleyae
ENSLOCP00000011898	ENSLOCG00000009739	Lepisosteus_oculatus
ENSECRP00000003206	ENSECRG00000002191	Erpetoichthys_calabaricus
ENSEBUP00000015766	ENSEBUG00000009920	Eptatretus_burgeri
