ENSPTRP00000084440	ENSPTRG00000021402	Pan_troglodytes
MGP_SPRETEiJ_P0053208	MGP_SPRETEiJ_G0024359	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0051168	MGP_CAROLIEiJ_G0023442	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0062178	MGP_PahariEiJ_G0024899	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074303	ENSRNOG00000049056	Rattus_norvegicus
ENSMUGP00000014759	ENSMUGG00000012752	Meriones_unguiculatus
ENSCGRP00000019054	ENSCGRG00000013875	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001012874	ENSCGRG00001014171	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015007367	ENSCGRG00015005695	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022096	ENSMAUG00000019632	Mesocricetus_auratus
ENSMOCP00000025184	ENSMOCG00000021380	Microtus_ochrogaster
ENSPEMP00000001996	ENSPEMG00000001875	Peromyscus_maniculatus_bairdii
ENSNGAP00000002035	ENSNGAG00000001531	Nannospalax_galili
ENSJJAP00000019656	ENSJJAG00000020562	Jaculus_jaculus
ENSCCNP00000028433	ENSCCNG00000027377	Castor_canadensis
ENSDORP00000012534	ENSDORG00000013332	Dipodomys_ordii
ENSMMMP00000019409	ENSMMMG00000017144	Marmota_marmota_marmota
ENSSDAP00000026568	ENSSDAG00000024085	Spermophilus_dauricus
ENSUPAP00010018263	ENSUPAG00010014498	Urocitellus_parryii
ENSSTOP00000017889	ENSSTOG00000024030	Ictidomys_tridecemlineatus
ENSMLUP00000012306	ENSMLUG00000013526	Myotis_lucifugus
ENSPVAP00000000914	ENSPVAG00000000963	Pteropus_vampyrus
ENSEASP00005030037	ENSEASG00005020437	Equus_asinus_asinus
ENSSSCP00000033755	ENSSSCG00000005627	Sus_scrofa_strain_reference
ENSTTRP00000015610	ENSTTRG00000016467	Tursiops_truncatus
ENSCHIP00000007834	ENSCHIG00000011217	Capra_hircus
ENSOARP00000012129	ENSOARG00000011321	Ovis_aries
ENSBIXP00000015886	ENSBIXG00000020238	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005011300	ENSBIXG00005015795	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000063585	ENSBTAG00000006305	Bos_taurus
ENSBMUP00000025483	ENSBMUG00000019101	Bos_mutus
ENSBBBP00000013368	ENSBBBG00000021039	Bison_bison_bison
ENSVPAP00000003108	ENSVPAG00000003357	Vicugna_pacos
ENSUMAP00000000263	ENSUMAG00000000395	Ursus_maritimus
ENSUAMP00000030019	ENSUAMG00000023067	Ursus_americanus
ENSAMEP00000015970	ENSAMEG00000015149	Ailuropoda_melanoleuca
ENSCAFP00000029795	ENSCAFG00000020105	Canis_lupus_familiaris
ENSCAFP00020019892	ENSCAFG00020015797	Canis_lupus_dingo
ENSVVUP00000018080	ENSVVUG00000013330	Vulpes_vulpes
ENSNVIP00000013509	ENSNVIG00000010607	Neovison_vison
ENSMPUP00000013453	ENSMPUG00000013556	Mustela_putorius_furo
ENSPPRP00000002279	ENSPPRG00000023552	Panthera_pardus
ENSPTIP00000003338	ENSPTIG00000006111	Panthera_tigris_altaica
ENSFCAP00000046900	ENSFCAG00000023313	Felis_catus
ENSEEUP00000012202	ENSEEUG00000013385	Erinaceus_europaeus
ENSPCAP00000004482	ENSPCAG00000004809	Procavia_capensis
ENSLAFP00000028948	ENSLAFG00000002831	Loxodonta_africana
ENSETEP00000009153	ENSETEG00000011288	Echinops_telfairi
ENSDNOP00000029256	ENSDNOG00000039309	Dasypus_novemcinctus
ENSVURP00010020988	ENSVURG00010016048	Vombatus_ursinus
ENSPCIP00000045707	ENSPCIG00000031289	Phascolarctos_cinereus
ENSMEUP00000007465	ENSMEUG00000008173	Notamacropus_eugenii
ENSMODP00000043930	ENSMODG00000005639	Monodelphis_domestica
ENSSHAP00000021717	ENSSHAG00000018389	Sarcophilus_harrisii
ENSOANP00000015148	ENSOANG00000009542	Ornithorhynchus_anatinus
ENSACAP00000017476	ENSACAG00000017753	Anolis_carolinensis
ENSPVIP00000002955	ENSPVIG00000002496	Pogona_vitticeps
ENSNSUP00000001955	ENSNSUG00000001663	Notechis_scutatus
ENSSMRP00000013423	ENSSMRG00000010446	Salvator_merianae
ENSABRP00000000565	ENSABRG00000000631	Anser_brachyrhynchus
ENSAPLP00000030492	ENSAPLG00000027522	Anas_platyrhynchos_platyrhynchos
ENSGALP00000067246	ENSGALG00000029150	Gallus_gallus
ENSNMEP00000006504	ENSNMEG00000006679	Numida_meleagris
ENSLCOP00000009408	ENSLCOG00000006859	Lepidothrix_coronata
ENSMVIP00005005798	ENSMVIG00005004430	Manacus_vitellinus
ENSCCEP00000027643	ENSCCEG00000024122	Cyanistes_caeruleus
ENSPMJP00000012426	ENSPMJG00000009554	Parus_major
ENSFALP00000001372	ENSFALG00000001322	Ficedula_albicollis
ENSLSDP00000000434	ENSLSDG00000000372	Lonchura_striata_domestica
ENSTGUP00000003665	ENSTGUG00000003559	Taeniopygia_guttata
ENSJHYP00000015449	ENSJHYG00000011865	Junco_hyemalis
ENSZALP00000001078	ENSZALG00000001321	Zonotrichia_albicollis
ENSSCAP00000008544	ENSSCAG00000006507	Serinus_canaria
ENSCPGP00000007573	ENSCPGG00000005417	Calidris_pygmaea
ENSCPUP00000016617	ENSCPUG00000011476	Calidris_pugnax
ENSMUNP00000004647	ENSMUNG00000003862	Melopsittacus_undulatus
ENSAHAP00000026571	ENSAHAG00000018491	Apteryx_haastii
ENSAOWP00000016023	ENSAOWG00000010911	Apteryx_owenii
ENSARWP00000027441	ENSARWG00000018535	Apteryx_rowi
ENSDNVP00000027488	ENSDNVG00000019093	Dromaius_novaehollandiae
ENSNPEP00000003265	ENSNPEG00000002501	Nothoprocta_perdicaria
ENSGAGP00000016968	ENSGAGG00000012666	Gopherus_agassizii
ENSCABP00000001566	ENSCABG00000001261	Chelonoidis_abingdonii
ENSCPBP00000036305	ENSCPBG00000025228	Chrysemys_picta_bellii
ENSPSIP00000011101	ENSPSIG00000009976	Pelodiscus_sinensis
ENSCPRP00005000283	ENSCPRG00005000262	Crocodylus_porosus
ENSSPUP00000023705	ENSSPUG00000018169	Sphenodon_punctatus
ENSMUNP00000009543	ENSMUNG00000007534	Melopsittacus_undulatus
ENSCJPP00005025390	ENSCJPG00005019936	Coturnix_japonica
ENSNSUP00000005316	ENSNSUG00000004272	Notechis_scutatus
ENSOANP00000032827	ENSOANG00000030731	Ornithorhynchus_anatinus
ENSXETP00000028504	ENSXETG00000008296	Xenopus_tropicalis
ENSLACP00000019168	ENSLACG00000016861	Latimeria_chalumnae
ENSSFOP00015021015	ENSSFOG00015013525	Scleropages_formosus	ENSSFOT00015021249
ENSSFOP00015020976	ENSSFOG00015013510	Scleropages_formosus	ENSSFOT00015021210
ENSPKIP00000021427	ENSPKIG00000005818	Paramormyrops_kingsleyae	ENSPKIT00000002063
ENSSFOP00015018725	ENSSFOG00015012040	Scleropages_formosus
ENSPKIP00000024925	ENSPKIG00000007984	Paramormyrops_kingsleyae
ENSSMAP00000008039	ENSSMAG00000004960	Scophthalmus_maximus
ENSGWIP00000027669	ENSGWIG00000014448	Gouania_willdenowi
ENSGACP00000021914	ENSGACG00000016598	Gasterosteus_aculeatus
ENSBSLP00000042307	ENSBSLG00000020346	Betta_splendens
ENSXMAP00000011314	ENSXMAG00000011293	Xiphophorus_maculatus
ENSXCOP00000003365	ENSXCOG00000002655	Xiphophorus_couchianus
ENSGAFP00000016923	ENSGAFG00000011417	Gambusia_affinis
ENSPFOP00000011300	ENSPFOG00000011274	Poecilia_formosa
ENSPFOP00000026956	ENSPFOG00000024615	Poecilia_formosa
ENSPMEP00000025261	ENSPMEG00000008141	Poecilia_mexicana
ENSPMEP00000009294	ENSPMEG00000011141	Poecilia_mexicana
ENSPMEP00000013452	ENSPMEG00000015775	Poecilia_mexicana
ENSPFOP00000011116	ENSPFOG00000011110	Poecilia_formosa
ENSPLAP00000003485	ENSPLAG00000004976	Poecilia_latipinna
ENSPLAP00000009011	ENSPLAG00000011692	Poecilia_latipinna
ENSPLAP00000031252	ENSPLAG00000023111	Poecilia_latipinna
ENSPREP00000024393	ENSPREG00000016472	Poecilia_reticulata
ENSCVAP00000029928	ENSCVAG00000000473	Cyprinodon_variegatus
ENSFHEP00000022992	ENSFHEG00000003728	Fundulus_heteroclitus
ENSORLP00015026901	ENSORLG00015008719	Oryzias_latipes_ASM223469v1
ENSORLP00000044730	ENSORLG00000006708	Oryzias_latipes_ASM223467v1
ENSORLP00020034270	ENSORLG00020020692	Oryzias_latipes_ASM223471v1
ENSOMEP00000024423	ENSOMEG00000000964	Oryzias_melastigma
ENSTRUP00000016776	ENSTRUG00000006830	Takifugu_rubripes
ENSTNIP00000021915	ENSTNIG00000018737	Tetraodon_nigroviridis
ENSCSEP00000027042	ENSCSEG00000017279	Cynoglossus_semilaevis
ENSLCAP00010012800	ENSLCAG00010006057	Lates_calcarifer
ENSKMAP00000021187	ENSKMAG00000015726	Kryptolebias_marmoratus
ENSLCRP00005003575	ENSLCRG00005001891	Larimichthys_crocea
ENSLCRP00005062799	ENSLCRG00005023049	Larimichthys_crocea
ENSLCRP00005048654	ENSLCRG00005018384	Larimichthys_crocea
ENSLBEP00000025597	ENSLBEG00000019537	Labrus_bergylta
ENSAPEP00000022644	ENSAPEG00000016123	Amphiprion_percula
ENSAOCP00000010978	ENSAOCG00000015229	Amphiprion_ocellaris
ENSAPOP00000031865	ENSAPOG00000019337	Acanthochromis_polyacanthus
ENSSPAP00000027107	ENSSPAG00000020447	Stegastes_partitus
ENSMZEP00005026211	ENSMZEG00005019548	Maylandia_zebra
ENSPNYP00000011752	ENSPNYG00000008907	Pundamilia_nyererei
ENSHBUP00000032528	ENSHBUG00000018870	Haplochromis_burtoni
ENSACLP00000013415	ENSACLG00000009192	Astatotilapia_calliptera
ENSNBRP00000009883	ENSNBRG00000007689	Neolamprologus_brichardi
ENSONIP00000018869	ENSONIG00000014988	Oreochromis_niloticus
ENSACIP00000023559	ENSACIG00000018301	Amphilophus_citrinellus
ENSCGOP00000047753	ENSCGOG00000021381	Cottoperca_gobio
ENSMMOP00000000219	ENSMMOG00000000184	Mola_mola
ENSPRNP00000013034	ENSPRNG00000007170	Parambassis_ranga
ENSMAMP00000020671	ENSMAMG00000013922	Mastacembelus_armatus
ENSMALP00000030623	ENSMALG00000021145	Monopterus_albus
ENSATEP00000024987	ENSATEG00000017339	Anabas_testudineus
ENSSDUP00000016660	ENSSDUG00000012178	Seriola_dumerili
ENSSLDP00000010327	ENSSLDG00000008196	Seriola_lalandi_dorsalis
ENSHCOP00000015830	ENSHCOG00000019517	Hippocampus_comes
ENSGMOP00000016402	ENSGMOG00000015312	Gadus_morhua
ENSHHUP00000013441	ENSHHUG00000008152	Hucho_hucho
ENSELUP00000036039	ENSELUG00000015251	Esox_lucius
ENSHHUP00000080875	ENSHHUG00000047017	Hucho_hucho
ENSAMXP00000038915	ENSAMXG00000040942	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005003789	ENSAMXG00005002335	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022937	ENSPNAG00000000228	Pygocentrus_nattereri
ENSEEEP00000032863	ENSEEEG00000015642	Electrophorus_electricus
ENSIPUP00000029873	ENSIPUG00000020187	Ictalurus_punctatus
ENSDARP00000013777	ENSDARG00000001950	Danio_rerio
ENSDCDP00000000770	ENSDCDG00000000446	Denticeps_clupeoides
ENSCHAP00000009230	ENSCHAG00000005454	Clupea_harengus
ENSLOCP00000004528	ENSLOCG00000003793	Lepisosteus_oculatus
ENSECRP00000024366	ENSECRG00000016484	Erpetoichthys_calabaricus
ENSCMIP00000033669	ENSCMIG00000014354	Callorhinchus_milii
ENSEBUP00000007729	ENSEBUG00000005037	Eptatretus_burgeri
ENSNSUP00000015383	ENSNSUG00000011371	Notechis_scutatus
ENSSMRP00000013419	ENSSMRG00000010442	Salvator_merianae
ENSCPRP00005000262	ENSCPRG00005000132	Crocodylus_porosus
ENSCABP00000001546	ENSCABG00000001253	Chelonoidis_abingdonii
ENSLBEP00000020440	ENSLBEG00000015702	Labrus_bergylta
ENSLBEP00000010677	ENSLBEG00000008243	Labrus_bergylta
ENSLCRP00005012097	ENSLCRG00005005367	Larimichthys_crocea
ENSAPOP00000007187	ENSAPOG00000009134	Acanthochromis_polyacanthus
ENSSPAP00000007545	ENSSPAG00000005708	Stegastes_partitus
ENSPRNP00000007635	ENSPRNG00000004502	Parambassis_ranga
ENSSDUP00000024842	ENSSDUG00000018042	Seriola_dumerili
ENSMODP00000043452	ENSMODG00000010144	Monodelphis_domestica
ENSCINP00000014265	ENSCING00000006951	Ciona_intestinalis	ENSCINT00000014265
ENSCSAVP00000006412	ENSCSAVG00000003840	Ciona_savignyi	ENSCSAVT00000006492
F38B2.4a.1	WBGene00009531	Caenorhabditis_elegans_strain_N2
