ENSVURP00010023163	ENSVURG00010017748	Vombatus_ursinus	ENSVURT00010026356
ENSPCIP00000001509	ENSPCIG00000001203	Phascolarctos_cinereus	ENSPCIT00000001887
ENSSHAP00000015199	ENSSHAG00000012962	Sarcophilus_harrisii	ENSSHAT00000015325
ENSEASP00005021054	ENSEASG00005014412	Equus_asinus_asinus
ENSMSIP00000009764	ENSMSIG00000008558	Mus_spicilegus
MGP_CAROLIEiJ_P0082732	MGP_CAROLIEiJ_G0030557	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0019525	MGP_PahariEiJ_G0013764	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000027721	ENSRNOG00000020452	Rattus_norvegicus
ENSMUGP00000011512	ENSMUGG00000010074	Meriones_unguiculatus
ENSCGRP00001027592	ENSCGRG00001024552	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029615	ENSCGRG00015022347	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000315	ENSCGRG00000000298	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000004081	ENSMAUG00000004938	Mesocricetus_auratus
ENSMOCP00000010682	ENSMOCG00000010931	Microtus_ochrogaster
ENSPEMP00000025190	ENSPEMG00000021690	Peromyscus_maniculatus_bairdii
ENSNGAP00000006505	ENSNGAG00000009717	Nannospalax_galili
ENSJJAP00000019084	ENSJJAG00000020152	Jaculus_jaculus
ENSCLAP00000003442	ENSCLAG00000002459	Chinchilla_lanigera
ENSODEP00000024037	ENSODEG00000017586	Octodon_degus
ENSCPOP00000031208	ENSCPOG00000000625	Cavia_porcellus
ENSCAPP00000016388	ENSCAPG00000016287	Cavia_aperea
ENSHGLP00000018246	ENSHGLG00000013057	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013173	ENSHGLG00100009752	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023252	ENSFDAG00000021438	Fukomys_damarensis
ENSNVIP00000008772	ENSNVIG00000006954	Neovison_vison
ENSMPUP00000002932	ENSMPUG00000002960	Mustela_putorius_furo
ENSUMAP00000005693	ENSUMAG00000004478	Ursus_maritimus
ENSUAMP00000034741	ENSUAMG00000026387	Ursus_americanus
ENSAMEP00000011462	ENSAMEG00000010897	Ailuropoda_melanoleuca
ENSCAFP00020018632	ENSCAFG00020014819	Canis_lupus_dingo
ENSCAFP00000018291	ENSCAFG00000012419	Canis_lupus_familiaris
ENSVVUP00000015691	ENSVVUG00000011499	Vulpes_vulpes
ENSPPRP00000014872	ENSPPRG00000007618	Panthera_pardus
ENSPTIP00000026777	ENSPTIG00000022082	Panthera_tigris_altaica
ENSFCAP00000043399	ENSFCAG00000003647	Felis_catus
ENSDNOP00000030756	ENSDNOG00000047083	Dasypus_novemcinctus
ENSCHOP00000003270	ENSCHOG00000003695	Choloepus_hoffmanni
ENSLAFP00000003515	ENSLAFG00000004214	Loxodonta_africana
ENSPCAP00000003282	ENSPCAG00000003506	Procavia_capensis
ENSOARP00000006600	ENSOARG00000006160	Ovis_aries
ENSBBBP00000017857	ENSBBBG00000010442	Bison_bison_bison
ENSVPAP00000006067	ENSVPAG00000006534	Vicugna_pacos
ENSSDAP00000023977	ENSSDAG00000021850	Spermophilus_dauricus
ENSDORP00000003624	ENSDORG00000003880	Dipodomys_ordii
ENSOCUP00000000713	ENSOCUG00000000820	Oryctolagus_cuniculus
ENSOPRP00000010937	ENSOPRG00000011986	Ochotona_princeps
ENSETEP00000004742	ENSETEG00000005835	Echinops_telfairi
ENSEEUP00000013601	ENSEEUG00000014906	Erinaceus_europaeus
ENSMLUP00000010733	ENSMLUG00000011784	Myotis_lucifugus
ENSSARP00000011914	ENSSARG00000013198	Sorex_araneus
ENSOANP00000003314	ENSOANG00000002087	Ornithorhynchus_anatinus
ENSARWP00000012940	ENSARWG00000008964	Apteryx_rowi
ENSAHAP00000020504	ENSAHAG00000014429	Apteryx_haastii
ENSAOWP00000007558	ENSAOWG00000005191	Apteryx_owenii
ENSNPEP00000020026	ENSNPEG00000014903	Nothoprocta_perdicaria
ENSCCEP00000007326	ENSCCEG00000007737	Cyanistes_caeruleus
ENSPMJP00000006831	ENSPMJG00000005697	Parus_major
ENSFALP00000002232	ENSFALG00000002150	Ficedula_albicollis
ENSTGUP00000011641	ENSTGUG00000011287	Taeniopygia_guttata
ENSLSDP00000025578	ENSLSDG00000017885	Lonchura_striata_domestica
ENSSCAP00000019092	ENSSCAG00000013790	Serinus_canaria
ENSMUNP00000007519	ENSMUNG00000006013	Melopsittacus_undulatus
ENSCPUP00000028979	ENSCPUG00000019473	Calidris_pugnax
ENSCPGP00000014790	ENSCPGG00000010436	Calidris_pygmaea
ENSABRP00000000485	ENSABRG00000000562	Anser_brachyrhynchus
ENSAPLP00000012994	ENSAPLG00000013184	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000012039	ENSMGAG00000011508	Meleagris_gallopavo
ENSCJPP00005025716	ENSCJPG00005020157	Coturnix_japonica
ENSCPRP00005014370	ENSCPRG00005010129	Crocodylus_porosus
ENSCABP00000016976	ENSCABG00000012609	Chelonoidis_abingdonii
ENSGAGP00000036141	ENSGAGG00000025612	Gopherus_agassizii
ENSCPBP00000004151	ENSCPBG00000003371	Chrysemys_picta_bellii
ENSPSIP00000011112	ENSPSIG00000010064	Pelodiscus_sinensis
ENSPVIP00000018384	ENSPVIG00000014053	Pogona_vitticeps
ENSACAP00000017012	ENSACAG00000017278	Anolis_carolinensis
ENSNSUP00000001169	ENSNSUG00000001055	Notechis_scutatus
ENSSPUP00000020609	ENSSPUG00000015836	Sphenodon_punctatus
ENSXETP00000008201	ENSXETG00000007290	Xenopus_tropicalis
ENSECRP00000024600	ENSECRG00000016642	Erpetoichthys_calabaricus	ENSECRT00000025136
ENSGMOP00000018348	ENSGMOG00000017073	Gadus_morhua	ENSGMOT00000018798
ENSCMIP00000015407	ENSCMIG00000007523	Callorhinchus_milii
