ENSSCAP00000015041	ENSSCAG00000011009	Serinus_canaria
ENSMUSP00000151398	ENSMUSG00000112856	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000151319	ENSMUSG00000112931	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000135905	ENSMUSG00000096744	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000131605	ENSMUSG00000091101	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000137824	ENSMUSG00000090854	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000127137	ENSMUSG00000091779	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000137930	ENSMUSG00000097878	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000137957	ENSMUSG00000097427	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000137711	ENSMUSG00000097550	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000136519	ENSMUSG00000094144	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000137128	ENSMUSG00000095022	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000036750	ENSMSIG00000030592	Mus_spicilegus
MGP_SPRETEiJ_P0025868	MGP_SPRETEiJ_G0016590	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000156897	ENSMUSG00000086727	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000156551	ENSMUSG00000117091	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000037905	ENSMSIG00000031573	Mus_spicilegus
MGP_PahariEiJ_P0072325	MGP_PahariEiJ_G0027254	Mus_pahari_strain_PAHARI_EIJ
MGP_PahariEiJ_P0072326	MGP_PahariEiJ_G0027255	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000051838	ENSRNOG00000036687	Rattus_norvegicus
ENSMUGP00000001281	ENSMUGG00000001201	Meriones_unguiculatus
ENSCGRP00001018443	ENSCGRG00001018191	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015033331	ENSCGRG00015025125	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021883	ENSCGRG00000015871	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000023396	ENSMAUG00000020552	Mesocricetus_auratus
ENSMOCP00000018538	ENSMOCG00000016792	Microtus_ochrogaster
ENSJJAP00000002422	ENSJJAG00000004134	Jaculus_jaculus
ENSCAPP00000014327	ENSCAPG00000014727	Cavia_aperea
ENSCPOP00000026783	ENSCPOG00000013710	Cavia_porcellus
ENSODEP00000011236	ENSODEG00000008359	Octodon_degus
ENSCLAP00000021928	ENSCLAG00000015026	Chinchilla_lanigera
ENSHGLP00000011561	ENSHGLG00000008293	Heterocephalus_glaber_HetGla_female_1.0
ENSSDAP00000018100	ENSSDAG00000016527	Spermophilus_dauricus
ENSDORP00000019908	ENSDORG00000025849	Dipodomys_ordii
ENSFDAP00000014126	ENSFDAG00000001213	Fukomys_damarensis
ENSHGLP00100009374	ENSHGLG00100006949	Heterocephalus_glaber_HetGla_1.0
ENSTBEP00000005011	ENSTBEG00000005834	Tupaia_belangeri
ENSRBIP00000031666	ENSRBIG00000039651	Rhinopithecus_bieti
ENSCANP00000021499	ENSCANG00000034056	Colobus_angolensis_palliatus
ENSRROP00000044878	ENSRROG00000045364	Rhinopithecus_roxellana
ENSMLEP00000038608	ENSMLEG00000043353	Mandrillus_leucophaeus
ENSANAP00000009294	ENSANAG00000022638	Aotus_nancymaae
ENSTSYP00000015532	ENSTSYG00000002272	Carlito_syrichta
ENSOGAP00000011107	ENSOGAG00000012409	Otolemur_garnettii
ENSMLUP00000008702	ENSMLUG00000009555	Myotis_lucifugus
ENSNVIP00000020991	ENSNVIG00000016443	Neovison_vison
ENSOARP00000019244	ENSOARG00000017932	Ovis_aries
ENSBBBP00000007650	ENSBBBG00000015659	Bison_bison_bison
ENSUAMP00000021563	ENSUAMG00000016931	Ursus_americanus
ENSUMAP00000022412	ENSUMAG00000016384	Ursus_maritimus
ENSAMEP00000018449	ENSAMEG00000017463	Ailuropoda_melanoleuca
ENSSSCP00000071154	ENSSSCG00000032655	Sus_scrofa_strain_reference
ENSPTIP00000003766	ENSPTIG00000006399	Panthera_tigris_altaica
ENSETEP00000013465	ENSETEG00000016596	Echinops_telfairi
ENSDNOP00000001990	ENSDNOG00000002563	Dasypus_novemcinctus
ENSECAP00000025726	ENSECAG00000018754	Equus_caballus
ENSEASP00005008018	ENSEASG00005005824	Equus_asinus_asinus
ENSEEUP00000009246	ENSEEUG00000010164	Erinaceus_europaeus
ENSPPRP00000019478	ENSPPRG00000010829	Panthera_pardus
ENSFCAP00000029154	ENSFCAG00000022549	Felis_catus
ENSCAFP00000008786	ENSCAFG00000005877	Canis_lupus_familiaris
ENSCAFP00020012248	ENSCAFG00020009815	Canis_lupus_dingo
ENSBIXP00000008860	ENSBIXG00000006575	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005010529	ENSBIXG00005015130	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000011202	ENSBTAG00000008498	Bos_taurus
ENSCHIP00000017673	ENSCHIG00000017396	Capra_hircus
ENSTTRP00000011643	ENSTTRG00000012275	Tursiops_truncatus
ENSMLUP00000021978	ENSMLUG00000025677	Myotis_lucifugus
ENSMLUP00000016883	ENSMLUG00000030407	Myotis_lucifugus
ENSMLUP00000002383	ENSMLUG00000002626	Myotis_lucifugus
ENSMLUP00000008613	ENSMLUG00000027352	Myotis_lucifugus
ENSMLUP00000021742	ENSMLUG00000028343	Myotis_lucifugus
ENSMLUP00000022768	ENSMLUG00000024976	Myotis_lucifugus
ENSMLUP00000020153	ENSMLUG00000026271	Myotis_lucifugus
ENSMLUP00000019626	ENSMLUG00000024447	Myotis_lucifugus
ENSMLUP00000021472	ENSMLUG00000024471	Myotis_lucifugus
ENSMLUP00000013699	ENSMLUG00000015043	Myotis_lucifugus
ENSMLUP00000009221	ENSMLUG00000022869	Myotis_lucifugus
ENSMLUP00000006948	ENSMLUG00000023213	Myotis_lucifugus
ENSMLUP00000021851	ENSMLUG00000027516	Myotis_lucifugus
ENSPVAP00000016855	ENSPVAG00000017866	Pteropus_vampyrus
ENSOPRP00000005085	ENSOPRG00000005551	Ochotona_princeps
ENSLAFP00000002571	ENSLAFG00000003083	Loxodonta_africana
ENSPCAP00000012288	ENSPCAG00000013162	Procavia_capensis
ENSVURP00010011246	ENSVURG00010008666	Vombatus_ursinus
ENSPCIP00000042019	ENSPCIG00000030716	Phascolarctos_cinereus
ENSMEUP00000002015	ENSMEUG00000002210	Notamacropus_eugenii
ENSMODP00000003678	ENSMODG00000003030	Monodelphis_domestica
ENSSHAP00000012204	ENSSHAG00000010459	Sarcophilus_harrisii
ENSXETP00000001902	ENSXETG00000006267	Xenopus_tropicalis
ENSLACP00000006417	ENSLACG00000005694	Latimeria_chalumnae
ENSGACP00000017621	ENSGACG00000013328	Gasterosteus_aculeatus
ENSTRUP00000022188	ENSTRUG00000008828	Takifugu_rubripes
ENSAPOP00000015471	ENSAPOG00000018455	Acanthochromis_polyacanthus
ENSSPAP00000014818	ENSSPAG00000011178	Stegastes_partitus
ENSORLP00000015435	ENSORLG00000012331	Oryzias_latipes_ASM223467v1
ENSMALP00000027981	ENSMALG00000019408	Monopterus_albus
ENSHCOP00000012072	ENSHCOG00000015046	Hippocampus_comes
ENSEEEP00000047183	ENSEEEG00000022212	Electrophorus_electricus
ENSSDUP00000005410	ENSSDUG00000003992	Seriola_dumerili
ENSSLDP00000006761	ENSSLDG00000005386	Seriola_lalandi_dorsalis
ENSCSEP00000024193	ENSCSEG00000015438	Cynoglossus_semilaevis
ENSGACP00000024024	ENSGACG00000018178	Gasterosteus_aculeatus
ENSCGOP00000022985	ENSCGOG00000010984	Cottoperca_gobio
ENSCHAP00000057055	ENSCHAG00000025792	Clupea_harengus
