ENSCLAP00000009689	ENSCLAG00000006717	Chinchilla_lanigera
ENSPRNP00000050697	ENSPRNG00000024087	Parambassis_ranga
ENSMALP00000003283	ENSMALG00000002416	Monopterus_albus
ENSACIP00000007798	ENSACIG00000006110	Amphilophus_citrinellus
ENSDNVP00000008632	ENSDNVG00000006137	Dromaius_novaehollandiae
ENSPREP00000008395	ENSPREG00000005736	Poecilia_reticulata
ENSPVAP00000016376	ENSPVAG00000017355	Pteropus_vampyrus
ENSMMMP00000025441	ENSMMMG00000022275	Marmota_marmota_marmota
ENSAMEP00000007317	ENSAMEG00000006932	Ailuropoda_melanoleuca
ENSRBIP00000007477	ENSRBIG00000027629	Rhinopithecus_bieti
ENSORLP00000002516	ENSORLG00000002014	Oryzias_latipes_ASM223467v1
ENSEEUP00000010402	ENSEEUG00000011393	Erinaceus_europaeus
ENSLBEP00000014880	ENSLBEG00000011609	Labrus_bergylta
ENSNLEP00000030722	ENSNLEG00000000386	Nomascus_leucogenys
ENSCSEP00000004973	ENSCSEG00000003223	Cynoglossus_semilaevis
ENSMAUP00000011592	ENSMAUG00000012113	Mesocricetus_auratus
ENSCCAP00000024828	ENSCCAG00000030149	Cebus_capucinus_imitator
ENSCGRP00015020488	ENSCGRG00015015592	Cricetulus_griseus_CriGri-PICR
ENSMMUP00000005232	ENSMMUG00000003922	Macaca_mulatta
ENSNGAP00000013777	ENSNGAG00000015256	Nannospalax_galili
ENSMMOP00000022834	ENSMMOG00000017364	Mola_mola
ENSSDUP00000018930	ENSSDUG00000013831	Seriola_dumerili
ENSSFOP00015013533	ENSSFOG00015008737	Scleropages_formosus
ENSOARP00000005330	ENSOARG00000004973	Ovis_aries
ENSGAGP00000006919	ENSGAGG00000005577	Gopherus_agassizii
FBpp0075969	FBgn0052075	Drosophila_melanogaster	FBtr0076240
ENSJJAP00000012674	ENSJJAG00000015634	Jaculus_jaculus
ENSMZEP00005002871	ENSMZEG00005002235	Maylandia_zebra
ENSPPAP00000021979	ENSPPAG00000034161	Pan_paniscus
ENSACLP00000000738	ENSACLG00000000546	Astatotilapia_calliptera
ENSCJAP00000002571	ENSCJAG00000001434	Callithrix_jacchus
ENSATEP00000033448	ENSATEG00000023050	Anabas_testudineus
ENSPVIP00000006801	ENSPVIG00000005602	Pogona_vitticeps	ENSPVIT00000008771
ENSCJPP00005002605	ENSCJPG00005002926	Coturnix_japonica	ENSCJPT00005004862
ENSP00000363944	ENSG00000001497	Homo_sapiens
ENSMPUP00000001154	ENSMPUG00000001165	Mustela_putorius_furo
ENSPMEP00000031092	ENSPMEG00000017983	Poecilia_mexicana
ENSBMUP00000029798	ENSBMUG00000022259	Bos_mutus
ENSCPOP00000012848	ENSCPOG00000014261	Cavia_porcellus
ENSSLDP00000001904	ENSSLDG00000001558	Seriola_lalandi_dorsalis
ENSCAFP00000057426	ENSCAFG00000016570	Canis_lupus_familiaris
ENSBSLP00000053528	ENSBSLG00000025191	Betta_splendens
ENSXETP00000034080	ENSXETG00000015618	Xenopus_tropicalis
ENSSMAP00000002456	ENSSMAG00000001539	Scophthalmus_maximus
ENSDARP00000121984	ENSDARG00000062457	Danio_rerio
ENSMVIP00005001369	ENSMVIG00005001065	Manacus_vitellinus
ENSPKIP00000033081	ENSPKIG00000012906	Paramormyrops_kingsleyae
ENSNBRP00000005121	ENSNBRG00000004074	Neolamprologus_brichardi
ENSCABP00000017179	ENSCABG00000012750	Chelonoidis_abingdonii
ENSCATP00000019318	ENSCATG00000033406	Cercocebus_atys
ENSMZEP00005035505	ENSMZEG00005026525	Maylandia_zebra
ENSHBUP00000022068	ENSHBUG00000002119	Haplochromis_burtoni
ENSPSIP00000018668	ENSPSIG00000016596	Pelodiscus_sinensis
ENSECAP00000042526	ENSECAG00000021891	Equus_caballus
ENSMMOP00000022833	ENSMMOG00000017362	Mola_mola
ENSMUSP00000078901	ENSMUSG00000057421	Mus_musculus_strain_reference_(CL57BL6)
ENSSDAP00000012196	ENSSDAG00000010899	Spermophilus_dauricus
ENSAPLP00000003408	ENSAPLG00000003903	Anas_platyrhynchos_platyrhynchos
ENSAPEP00000024886	ENSAPEG00000017704	Amphiprion_percula
ENSTGUP00000002922	ENSTGUG00000002840	Taeniopygia_guttata
ENSCVAP00000026192	ENSCVAG00000011579	Cyprinodon_variegatus
ENSDORP00000001063	ENSDORG00000001130	Dipodomys_ordii
ENSGGOP00000008546	ENSGGOG00000008739	Gorilla_gorilla
ENSBIXP00005034153	ENSBIXG00005015030	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSSCP00000013161	ENSSSCG00000012366	Sus_scrofa_strain_reference
ENSAMXP00005048557	ENSAMXG00005022208	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSUMAP00000023438	ENSUMAG00000017063	Ursus_maritimus
ENSTNIP00000005865	ENSTNIG00000003282	Tetraodon_nigroviridis
ENSMZEP00005034721	ENSMZEG00005025953	Maylandia_zebra
ENSSHAP00000006549	ENSSHAG00000005698	Sarcophilus_harrisii
ENSPCAP00000015435	ENSPCAG00000016467	Procavia_capensis
ENSSMAP00000002440	ENSSMAG00000001529	Scophthalmus_maximus
ENSMNEP00000032169	ENSMNEG00000039412	Macaca_nemestrina
ENSGACP00000017359	ENSGACG00000013130	Gasterosteus_aculeatus
ENSPLAP00000025470	ENSPLAG00000012514	Poecilia_latipinna
ENSHBUP00000000931	ENSHBUG00000002121	Haplochromis_burtoni
ENSPANP00000045085	ENSPANG00000005318	Papio_anubis
ENSSPUP00000018344	ENSSPUG00000014164	Sphenodon_punctatus	ENSSPUT00000019535
ENSLAFP00000000767	ENSLAFG00000000915	Loxodonta_africana
ENSGALP00000057247	ENSGALG00000043447	Gallus_gallus	ENSGALT00000055284
ENSOGAP00000014385	ENSOGAG00000016065	Otolemur_garnettii
ENSUMAP00000023433	ENSUMAG00000017059	Ursus_maritimus
ENSONIP00000022574	ENSONIG00000017910	Oreochromis_niloticus
ENSXCOP00000001164	ENSXCOG00000000961	Xiphophorus_couchianus
ENSNMEP00000011658	ENSNMEG00000010963	Numida_meleagris	ENSNMET00000018318
ENSSTOP00000018835	ENSSTOG00000028104	Ictidomys_tridecemlineatus
ENSZALP00000017670	ENSZALG00000014255	Zonotrichia_albicollis
ENSACLP00000000730	ENSACLG00000000531	Astatotilapia_calliptera
ENSCPRP00005012638	ENSCPRG00005008978	Crocodylus_porosus
ENSCPGP00000009932	ENSCPGG00000007082	Calidris_pygmaea
ENSARWP00000010945	ENSARWG00000007588	Apteryx_rowi
ENSTRUP00000053359	ENSTRUG00000023053	Takifugu_rubripes
ENSMZEP00005035506	ENSMZEG00005026527	Maylandia_zebra
ENSOCUP00000027166	ENSOCUG00000006760	Oryctolagus_cuniculus
ENSHGLP00000003763	ENSHGLG00000002770	Heterocephalus_glaber_HetGla_female_1.0
ENSSPAP00000000315	ENSSPAG00000000289	Stegastes_partitus
ENSGWIP00000011579	ENSGWIG00000006822	Gouania_willdenowi
ENSSMRP00000015624	ENSSMRG00000012154	Salvator_merianae	ENSSMRT00000018237
ENSPCIP00000027123	ENSPCIG00000020273	Phascolarctos_cinereus
ENSMGAP00000000146	ENSMGAG00000000760	Meleagris_gallopavo
ENSLCRP00005050705	ENSLCRG00005019124	Larimichthys_crocea
ENSVURP00010005090	ENSVURG00010004011	Vombatus_ursinus
ENSAOCP00000028829	ENSAOCG00000018717	Amphiprion_ocellaris
ENSCPBP00000009047	ENSCPBG00000006993	Chrysemys_picta_bellii
ENSORLP00015031220	ENSORLG00015015381	Oryzias_latipes_ASM223469v1
ENSAOCP00000028823	ENSAOCG00000018705	Amphiprion_ocellaris
ENSEASP00005009843	ENSEASG00005006987	Equus_asinus_asinus
ENSONIP00000026411	ENSONIG00000021109	Oreochromis_niloticus
ENSONIP00000026410	ENSONIG00000021108	Oreochromis_niloticus
ENSMODP00000006397	ENSMODG00000005195	Monodelphis_domestica
ENSDCDP00000054810	ENSDCDG00000032558	Denticeps_clupeoides
ENSDNOP00000019510	ENSDNOG00000038219	Dasypus_novemcinctus
ENSHHUP00000025397	ENSHHUG00000016010	Hucho_hucho
ENSFDAP00000012414	ENSFDAG00000006785	Fukomys_damarensis
ENSACAP00000013326	ENSACAG00000013567	Anolis_carolinensis
ENSCCNP00000005582	ENSCCNG00000005682	Castor_canadensis
ENSPMGP00000016950	ENSPMGG00000013885	Periophthalmus_magnuspinnatus
ENSEEEP00000013696	ENSEEEG00000006833	Electrophorus_electricus
ENSLOCP00000018014	ENSLOCG00000014635	Lepisosteus_oculatus
ENSLACP00000016729	ENSLACG00000014737	Latimeria_chalumnae
ENSMZEP00005034594	ENSMZEG00005025843	Maylandia_zebra
ENSMZEP00005034597	ENSMZEG00005025845	Maylandia_zebra
ENSAHAP00000012126	ENSAHAG00000008775	Apteryx_haastii
ENSMZEP00005000920	ENSMZEG00005000809	Maylandia_zebra
ENSPCIP00000045357	ENSPCIG00000035198	Phascolarctos_cinereus
ENSMSIP00000010167	ENSMSIG00000008910	Mus_spicilegus
ENSUPAP00010029321	ENSUPAG00010023079	Urocitellus_parryii
ENSANAP00000013998	ENSANAG00000024900	Aotus_nancymaae
ENSSCAP00000024274	ENSSCAG00000017373	Serinus_canaria
ENSOANP00000004834	ENSOANG00000003054	Ornithorhynchus_anatinus
ENSTTRP00000007067	ENSTTRG00000007470	Tursiops_truncatus
ENSMOCP00000022641	ENSMOCG00000019612	Microtus_ochrogaster
YKR063C_mRNA	YKR063C	Saccharomyces_cerevisiae_strain_S288C
ENSHGLP00100012379	ENSHGLG00100009166	Heterocephalus_glaber_HetGla_1.0
ENSMAMP00000023456	ENSMAMG00000015777	Mastacembelus_armatus
ENSLBEP00000014856	ENSLBEG00000011597	Labrus_bergylta
ENSMEUP00000011647	ENSMEUG00000012762	Notamacropus_eugenii
ENSCCEP00000012059	ENSCCEG00000011674	Cyanistes_caeruleus
ENSXMAP00000027975	ENSXMAG00000023987	Xiphophorus_maculatus
ENSACLP00000000500	ENSACLG00000000371	Astatotilapia_calliptera
ENSPMJP00000010134	ENSPMJG00000008024	Parus_major
ENSSARP00000012115	ENSSARG00000013410	Sorex_araneus
ENSGAFP00000021995	ENSGAFG00000014822	Gambusia_affinis
ENSODEP00000003919	ENSODEG00000003001	Octodon_degus
ENSCABP00000017183	ENSCABG00000012751	Chelonoidis_abingdonii
ENSFALP00000004470	ENSFALG00000004287	Ficedula_albicollis
ENSFCAP00000006551	ENSFCAG00000007060	Felis_catus
ENSNPEP00000019016	ENSNPEG00000014172	Nothoprocta_perdicaria
ENSSBOP00000025282	ENSSBOG00000029097	Saimiri_boliviensis_boliviensis
ENSNBRP00000005139	ENSNBRG00000004084	Neolamprologus_brichardi
MGP_PahariEiJ_P0089791	MGP_PahariEiJ_G0031788	Mus_pahari_strain_PAHARI_EIJ
ENSETEP00000009823	ENSETEG00000012097	Echinops_telfairi
ENSCVAP00000009605	ENSCVAG00000011585	Cyprinodon_variegatus
ENSIPUP00000024729	ENSIPUG00000016712	Ictalurus_punctatus
ENSPEMP00000001495	ENSPEMG00000001210	Peromyscus_maniculatus_bairdii
ENSAPOP00000002525	ENSAPOG00000003925	Acanthochromis_polyacanthus
ENSPCOP00000021946	ENSPCOG00000023037	Propithecus_coquereli
ENSLCOP00000005967	ENSLCOG00000004421	Lepidothrix_coronata
ENSECRP00000016617	ENSECRG00000011061	Erpetoichthys_calabaricus
ENSPPYP00000022852	ENSPPYG00000020417	Pongo_abelii
ENSAPEP00000024902	ENSAPEG00000017716	Amphiprion_percula
ENSCHAP00000038929	ENSCHAG00000018125	Clupea_harengus
ENSTGEP00000011033	ENSTGEG00000009028	Theropithecus_gelada
ENSCANP00000019845	ENSCANG00000033334	Colobus_angolensis_palliatus
ENSCGRP00001025943	ENSCGRG00001023388	Cricetulus_griseus_CHOK1GS_HDv1
ENSMLUP00000012416	ENSMLUG00000013640	Myotis_lucifugus
ENSTRUP00000049533	ENSTRUG00000020641	Takifugu_rubripes
ENSONIP00000002082	ENSONIG00000001662	Oreochromis_niloticus
ENSPNAP00000007295	ENSPNAG00000013164	Pygocentrus_nattereri
ENSPNYP00000031936	ENSPNYG00000024097	Pundamilia_nyererei
MGP_SPRETEiJ_P0095936	MGP_SPRETEiJ_G0034414	Mus_spretus_strain_SPRET/EiJ
ENSCMIP00000035865	ENSCMIG00000015167	Callorhinchus_milii
ENSMALP00000003231	ENSMALG00000002380	Monopterus_albus
ENSORLP00020020005	ENSORLG00020020991	Oryzias_latipes_ASM223471v1
ENSBTAP00000002861	ENSBTAG00000002210	Bos_taurus
ENSABRP00000000712	ENSABRG00000000761	Anser_brachyrhynchus
ENSMLEP00000019170	ENSMLEG00000033759	Mandrillus_leucophaeus
ENSUAMP00000005761	ENSUAMG00000005101	Ursus_americanus
ENSMODP00000032801	ENSMODG00000010447	Monodelphis_domestica
ENSXETP00000039525	ENSXETG00000018067	Xenopus_tropicalis
