ENSMUSP00000081514	ENSMUSG00000049122	Mus_musculus_strain_reference_(CL57BL6)
ENSVPAP00000003348	ENSVPAG00000003612	Vicugna_pacos
ENSCAFP00020030591	ENSCAFG00020023845	Canis_lupus_dingo
ENSCAFP00000056107	ENSCAFG00000001446	Canis_lupus_familiaris
ENSVVUP00000010836	ENSVVUG00000007996	Vulpes_vulpes
ENSPPRP00000016571	ENSPPRG00000008869	Panthera_pardus
ENSPTIP00000002969	ENSPTIG00000005819	Panthera_tigris_altaica
ENSFCAP00000039266	ENSFCAG00000023456	Felis_catus
ENSUMAP00000005966	ENSUMAG00000004699	Ursus_maritimus
ENSUAMP00000023029	ENSUAMG00000018046	Ursus_americanus
ENSAMEP00000004015	ENSAMEG00000003807	Ailuropoda_melanoleuca
ENSNVIP00000012056	ENSNVIG00000009554	Neovison_vison
ENSMPUP00000001991	ENSMPUG00000002010	Mustela_putorius_furo
ENSEEUP00000008945	ENSEEUG00000009793	Erinaceus_europaeus
ENSSARP00000008075	ENSSARG00000008907	Sorex_araneus
ENSEASP00005023633	ENSEASG00005016003	Equus_asinus_asinus
ENSECAP00000006209	ENSECAG00000007878	Equus_caballus
ENSPVAP00000014812	ENSPVAG00000015706	Pteropus_vampyrus
ENSMLUP00000013178	ENSMLUG00000014484	Myotis_lucifugus
ENSCHOP00000004569	ENSCHOG00000005156	Choloepus_hoffmanni
ENSDNOP00000007536	ENSDNOG00000009728	Dasypus_novemcinctus
ENSLAFP00000006012	ENSLAFG00000007148	Loxodonta_africana
ENSPCAP00000003278	ENSPCAG00000003491	Procavia_capensis
ENSVURP00010020525	ENSVURG00010015703	Vombatus_ursinus
ENSVURP00010026043	ENSVURG00010019961	Vombatus_ursinus
ENSPCIP00000037530	ENSPCIG00000027658	Phascolarctos_cinereus
ENSMEUP00000012979	ENSMEUG00000014215	Notamacropus_eugenii
ENSSHAP00000020991	ENSSHAG00000017798	Sarcophilus_harrisii
ENSMODP00000010729	ENSMODG00000008623	Monodelphis_domestica
ENSOANP00000030258	ENSOANG00000031428	Ornithorhynchus_anatinus
ENSMSIP00000021813	ENSMSIG00000018500	Mus_spicilegus
ENSCPBP00000036732	ENSCPBG00000025494	Chrysemys_picta_bellii
ENSPSIP00000003505	ENSPSIG00000003336	Pelodiscus_sinensis
ENSGAGP00000028484	ENSGAGG00000020644	Gopherus_agassizii
ENSAHAP00000016685	ENSAHAG00000011899	Apteryx_haastii
ENSAOWP00000022560	ENSAOWG00000015247	Apteryx_owenii
ENSARWP00000014635	ENSARWG00000010117	Apteryx_rowi
ENSCABP00000006395	ENSCABG00000004752	Chelonoidis_abingdonii
ENSZALP00000013949	ENSZALG00000011597	Zonotrichia_albicollis
ENSSCAP00000006107	ENSSCAG00000004780	Serinus_canaria
ENSPMJP00000000115	ENSPMJG00000000136	Parus_major
ENSCCEP00000010599	ENSCCEG00000010496	Cyanistes_caeruleus
ENSLSDP00000024862	ENSLSDG00000017431	Lonchura_striata_domestica
ENSTGUP00000003307	ENSTGUG00000003203	Taeniopygia_guttata
ENSFALP00000006649	ENSFALG00000006376	Ficedula_albicollis
ENSLCOP00000009559	ENSLCOG00000006956	Lepidothrix_coronata
ENSMVIP00005013395	ENSMVIG00005009586	Manacus_vitellinus
ENSMUNP00000016247	ENSMUNG00000012482	Melopsittacus_undulatus
ENSCPGP00000018618	ENSCPGG00000013017	Calidris_pygmaea
ENSCPUP00000021833	ENSCPUG00000014723	Calidris_pugnax
ENSGALP00000044261	ENSGALG00000012577	Gallus_gallus
ENSMGAP00000018372	ENSMGAG00000016622	Meleagris_gallopavo
ENSCJPP00005010838	ENSCJPG00005009385	Coturnix_japonica
ENSNMEP00000020262	ENSNMEG00000017401	Numida_meleagris
ENSABRP00000004400	ENSABRG00000004042	Anser_brachyrhynchus
ENSAPLP00000014133	ENSAPLG00000014312	Anas_platyrhynchos_platyrhynchos
ENSDNVP00000014542	ENSDNVG00000010242	Dromaius_novaehollandiae
ENSARWP00000024487	ENSARWG00000016687	Apteryx_rowi
ENSNPEP00000020807	ENSNPEG00000015415	Nothoprocta_perdicaria
ENSPVIP00000003240	ENSPVIG00000002724	Pogona_vitticeps
ENSACAP00000002035	ENSACAG00000002032	Anolis_carolinensis
ENSNSUP00000020571	ENSNSUG00000014978	Notechis_scutatus
ENSSMRP00000024797	ENSSMRG00000019168	Salvator_merianae
ENSCPRP00005009624	ENSCPRG00005006777	Crocodylus_porosus
ENSSPUP00000004113	ENSSPUG00000002976	Sphenodon_punctatus
ENSOANP00000030340	ENSOANG00000028867	Ornithorhynchus_anatinus
ENSXETP00000046986	ENSXETG00000020520	Xenopus_tropicalis
ENSSDAP00000012021	ENSSDAG00000010849	Spermophilus_dauricus
ENSMSIP00000037287	ENSMSIG00000031069	Mus_spicilegus
ENSOANP00000029766	ENSOANG00000028385	Ornithorhynchus_anatinus
ENSLACP00000003192	ENSLACG00000002851	Latimeria_chalumnae
ENSSFOP00015014114	ENSSFOG00015009076	Scleropages_formosus
ENSPKIP00000004373	ENSPKIG00000021510	Paramormyrops_kingsleyae
ENSELUP00000020738	ENSELUG00000000878	Esox_lucius
ENSHHUP00000038572	ENSHHUG00000024021	Hucho_hucho
ENSCVAP00000004877	ENSCVAG00000006189	Cyprinodon_variegatus
ENSCVAP00000004866	ENSCVAG00000006176	Cyprinodon_variegatus
ENSSPAP00000010104	ENSSPAG00000007694	Stegastes_partitus
ENSPRNP00000038489	ENSPRNG00000019056	Parambassis_ranga
ENSSLDP00000002273	ENSSLDG00000001832	Seriola_lalandi_dorsalis
ENSMALP00000014133	ENSMALG00000009943	Monopterus_albus
ENSPMGP00000019035	ENSPMGG00000015494	Periophthalmus_magnuspinnatus
ENSCSEP00000019393	ENSCSEG00000012406	Cynoglossus_semilaevis
ENSHCOP00000008695	ENSHCOG00000011009	Hippocampus_comes
ENSGWIP00000023892	ENSGWIG00000012722	Gouania_willdenowi
ENSKMAP00000028431	ENSKMAG00000021058	Kryptolebias_marmoratus
ENSGMOP00000010807	ENSGMOG00000010103	Gadus_morhua
ENSPNYP00000014144	ENSPNYG00000010715	Pundamilia_nyererei
ENSMZEP00005006154	ENSMZEG00005004753	Maylandia_zebra
ENSACIP00000006912	ENSACIG00000005425	Amphilophus_citrinellus
ENSATEP00000021607	ENSATEG00000014942	Anabas_testudineus
ENSMMOP00000000105	ENSMMOG00000000090	Mola_mola
ENSLCRP00005030832	ENSLCRG00005012212	Larimichthys_crocea
ENSAPOP00000020794	ENSAPOG00000024401	Acanthochromis_polyacanthus
ENSGACP00000009995	ENSGACG00000007535	Gasterosteus_aculeatus
ENSLCAP00010000579	ENSLCAG00010000347	Lates_calcarifer
ENSMAMP00000002279	ENSMAMG00000001600	Mastacembelus_armatus
ENSTNIP00000003797	ENSTNIG00000006009	Tetraodon_nigroviridis
ENSTRUP00000028616	ENSTRUG00000011338	Takifugu_rubripes
ENSCGOP00000017040	ENSCGOG00000008153	Cottoperca_gobio
ENSAOCP00000017551	ENSAOCG00000022658	Amphiprion_ocellaris
ENSAPEP00000004789	ENSAPEG00000003415	Amphiprion_percula
ENSORLP00020033803	ENSORLG00020019994	Oryzias_latipes_ASM223471v1
ENSORLP00015026748	ENSORLG00015008456	Oryzias_latipes_ASM223469v1
ENSORLP00000006410	ENSORLG00000005087	Oryzias_latipes_ASM223467v1
ENSOMEP00000035953	ENSOMEG00000023490	Oryzias_melastigma
ENSSMAP00000001350	ENSSMAG00000000874	Scophthalmus_maximus
ENSPMEP00000005218	ENSPMEG00000006612	Poecilia_mexicana
ENSPFOP00000019014	ENSPFOG00000018891	Poecilia_formosa
ENSPLAP00000031161	ENSPLAG00000022974	Poecilia_latipinna
ENSPREP00000027811	ENSPREG00000018770	Poecilia_reticulata
ENSXMAP00000022836	ENSXMAG00000015107	Xiphophorus_maculatus
ENSXCOP00000006683	ENSXCOG00000005172	Xiphophorus_couchianus
ENSGAFP00000020344	ENSGAFG00000013748	Gambusia_affinis
ENSFHEP00000034585	ENSFHEG00000022410	Fundulus_heteroclitus
ENSSLDP00000002218	ENSSLDG00000001803	Seriola_lalandi_dorsalis
ENSMALP00000014098	ENSMALG00000009881	Monopterus_albus
ENSPRNP00000038487	ENSPRNG00000019054	Parambassis_ranga
ENSATEP00000021628	ENSATEG00000015014	Anabas_testudineus
ENSMMOP00000000107	ENSMMOG00000000097	Mola_mola
ENSMZEP00005006161	ENSMZEG00005004800	Maylandia_zebra
ENSPNYP00000014083	ENSPNYG00000010694	Pundamilia_nyererei
ENSACIP00000007029	ENSACIG00000005459	Amphilophus_citrinellus
ENSHCOP00000008694	ENSHCOG00000010983	Hippocampus_comes
ENSSDUP00000030849	ENSSDUG00000022222	Seriola_dumerili
ENSSDUP00000030839	ENSSDUG00000022212	Seriola_dumerili
ENSLBEP00000008071	ENSLBEG00000006174	Labrus_bergylta
ENSHBUP00000008841	ENSHBUG00000010332	Haplochromis_burtoni
ENSACLP00000026403	ENSACLG00000017916	Astatotilapia_calliptera
ENSNBRP00000015909	ENSNBRG00000012272	Neolamprologus_brichardi
ENSONIP00000018906	ENSONIG00000015018	Oreochromis_niloticus
ENSHHUP00000076097	ENSHHUG00000044543	Hucho_hucho
ENSSPAP00000003158	ENSSPAG00000002387	Stegastes_partitus
ENSBSLP00000009006	ENSBSLG00000004220	Betta_splendens
ENSHHUP00000076091	ENSHHUG00000044535	Hucho_hucho
ENSDCDP00000011085	ENSDCDG00000005361	Denticeps_clupeoides
ENSDCDP00000012647	ENSDCDG00000007760	Denticeps_clupeoides
ENSCHAP00000021982	ENSCHAG00000010981	Clupea_harengus
ENSAMXP00005042447	ENSAMXG00005019585	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000029767	ENSAMXG00000035309	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000010859	ENSPNAG00000016503	Pygocentrus_nattereri
ENSIPUP00000012952	ENSIPUG00000008836	Ictalurus_punctatus
ENSEEEP00000003649	ENSEEEG00000001990	Electrophorus_electricus
ENSIPUP00000013007	ENSIPUG00000008850	Ictalurus_punctatus
ENSEEEP00000003647	ENSEEEG00000001989	Electrophorus_electricus
ENSDARP00000114976	ENSDARG00000059885	Danio_rerio
ENSLOCP00000002492	ENSLOCG00000002132	Lepisosteus_oculatus	ENSLOCT00000002498
ENSECRP00000001786	ENSECRG00000001204	Erpetoichthys_calabaricus	ENSECRT00000001810
ENSCMIP00000032975	ENSCMIG00000014097	Callorhinchus_milii
ENSETEP00000000178	ENSETEG00000000234	Echinops_telfairi
ENSPMAP00000004860	ENSPMAG00000004426	Petromyzon_marinus
ENSEBUP00000006121	ENSEBUG00000004078	Eptatretus_burgeri
ENSEBUP00000018130	ENSEBUG00000011313	Eptatretus_burgeri
