ENSMVIP00005025376	ENSMVIG00005017749	Manacus_vitellinus
ENSANAP00000034550	ENSANAG00000034880	Aotus_nancymaae
ENSTSYP00000016489	ENSTSYG00000033717	Carlito_syrichta
ENSPCOP00000022775	ENSPCOG00000023506	Propithecus_coquereli
ENSMICP00000043761	ENSMICG00000043070	Microcebus_murinus
ENSPSMP00000015522	ENSPSMG00000011044	Prolemur_simus
ENSOGAP00000020758	ENSOGAG00000027031	Otolemur_garnettii
ENSCCNP00000000251	ENSCCNG00000000308	Castor_canadensis
ENSDORP00000013631	ENSDORG00000014495	Dipodomys_ordii
ENSMUSP00000020220	ENSMUSG00000020032	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000035956	ENSMSIG00000029927	Mus_spicilegus
MGP_CAROLIEiJ_P0024304	MGP_CAROLIEiJ_G0015674	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088358	MGP_PahariEiJ_G0031410	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010636	ENSRNOG00000008061	Rattus_norvegicus
ENSMUGP00000031611	ENSMUGG00000026311	Meriones_unguiculatus
ENSPEMP00000032232	ENSPEMG00000029161	Peromyscus_maniculatus_bairdii
ENSMOCP00000020691	ENSMOCG00000018296	Microtus_ochrogaster
ENSCGRP00001021194	ENSCGRG00001020114	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015921	ENSCGRG00015012264	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011022	ENSCGRG00000008032	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011356	ENSMAUG00000011975	Mesocricetus_auratus
ENSNGAP00000009260	ENSNGAG00000011987	Nannospalax_galili
ENSJJAP00000020043	ENSJJAG00000020827	Jaculus_jaculus
ENSUPAP00010002625	ENSUPAG00010002195	Urocitellus_parryii
ENSMMMP00000019432	ENSMMMG00000017169	Marmota_marmota_marmota
ENSSTOP00000018829	ENSSTOG00000027258	Ictidomys_tridecemlineatus
ENSSDAP00000007609	ENSSDAG00000006952	Spermophilus_dauricus
ENSTBEP00000001140	ENSTBEG00000001311	Tupaia_belangeri
ENSOCUP00000004290	ENSOCUG00000004958	Oryctolagus_cuniculus
ENSCHIP00000031918	ENSCHIG00000026094	Capra_hircus
ENSOARP00000018563	ENSOARG00000017296	Ovis_aries
ENSBIXP00000043229	ENSBIXG00000007835	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019212	ENSBIXG00005022428	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000013805	ENSBTAG00000010457	Bos_taurus
ENSBMUP00000004266	ENSBMUG00000003355	Bos_mutus
ENSBBBP00000008534	ENSBBBG00000016559	Bison_bison_bison
ENSTTRP00000015458	ENSTTRG00000016310	Tursiops_truncatus
ENSSSCP00000043266	ENSSSCG00000032861	Sus_scrofa_strain_reference
ENSVPAP00000009746	ENSVPAG00000010475	Vicugna_pacos
ENSUAMP00000004210	ENSUAMG00000003869	Ursus_americanus
ENSUMAP00000024076	ENSUMAG00000017528	Ursus_maritimus
ENSAMEP00000016462	ENSAMEG00000015604	Ailuropoda_melanoleuca
ENSMPUP00000012032	ENSMPUG00000012127	Mustela_putorius_furo
ENSNVIP00000014065	ENSNVIG00000011061	Neovison_vison
ENSCAFP00020006287	ENSCAFG00020005117	Canis_lupus_dingo
ENSCAFP00000041801	ENSCAFG00000001879	Canis_lupus_familiaris
ENSVVUP00000031748	ENSVVUG00000023089	Vulpes_vulpes
ENSPTIP00000001809	ENSPTIG00000004616	Panthera_tigris_altaica
ENSPPRP00000024236	ENSPPRG00000014460	Panthera_pardus
ENSFCAP00000050033	ENSFCAG00000046248	Felis_catus
ENSEASP00005031091	ENSEASG00005021171	Equus_asinus_asinus
ENSECAP00000001806	ENSECAG00000002145	Equus_caballus
ENSPVAP00000000011	ENSPVAG00000000010	Pteropus_vampyrus
ENSMLUP00000006306	ENSMLUG00000006906	Myotis_lucifugus
ENSLAFP00000008627	ENSLAFG00000010298	Loxodonta_africana
ENSPCAP00000006381	ENSPCAG00000006819	Procavia_capensis
ENSETEP00000010222	ENSETEG00000012614	Echinops_telfairi
ENSDNOP00000018914	ENSDNOG00000043723	Dasypus_novemcinctus
ENSCHOP00000011101	ENSCHOG00000012542	Choloepus_hoffmanni
ENSOANP00000008803	ENSOANG00000005541	Ornithorhynchus_anatinus
ENSXETP00000039370	ENSXETG00000017892	Xenopus_tropicalis
ENSLACP00000005563	ENSLACG00000004945	Latimeria_chalumnae
ENSCMIP00000016959	ENSCMIG00000008124	Callorhinchus_milii
MGP_SPRETEiJ_P0025487	MGP_SPRETEiJ_G0016492	Mus_spretus_strain_SPRET/EiJ
ENSCMIP00000004756	ENSCMIG00000002820	Callorhinchus_milii
ENSSFOP00015002065	ENSSFOG00015001383	Scleropages_formosus
ENSPKIP00000015766	ENSPKIG00000002368	Paramormyrops_kingsleyae
ENSSFOP00015009055	ENSSFOG00015005899	Scleropages_formosus
ENSCHAP00000043826	ENSCHAG00000020358	Clupea_harengus
ENSDCDP00000050212	ENSDCDG00000030662	Denticeps_clupeoides
ENSEEEP00000037671	ENSEEEG00000017913	Electrophorus_electricus
ENSIPUP00000018860	ENSIPUG00000012794	Ictalurus_punctatus
ENSPNAP00000020936	ENSPNAG00000027935	Pygocentrus_nattereri
ENSAMXP00005041954	ENSAMXG00005019562	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000129184	ENSDARG00000028676	Danio_rerio
ENSAPEP00000011134	ENSAPEG00000007974	Amphiprion_percula
ENSAOCP00000001320	ENSAOCG00000004289	Amphiprion_ocellaris
ENSAPOP00000008496	ENSAPOG00000010655	Acanthochromis_polyacanthus
ENSSPAP00000029286	ENSSPAG00000022025	Stegastes_partitus
ENSPRNP00000042908	ENSPRNG00000020964	Parambassis_ranga
ENSMZEP00005011764	ENSMZEG00005008818	Maylandia_zebra
ENSACLP00000040035	ENSACLG00000026981	Astatotilapia_calliptera
ENSHBUP00000030642	ENSHBUG00000015817	Haplochromis_burtoni
ENSPNYP00000008239	ENSPNYG00000006291	Pundamilia_nyererei
ENSNBRP00000025667	ENSNBRG00000019617	Neolamprologus_brichardi
ENSONIP00000011028	ENSONIG00000008772	Oreochromis_niloticus
ENSACIP00000002836	ENSACIG00000002275	Amphilophus_citrinellus
ENSPFOP00000008747	ENSPFOG00000008728	Poecilia_formosa
ENSPLAP00000016349	ENSPLAG00000020482	Poecilia_latipinna
ENSPMEP00000013305	ENSPMEG00000015607	Poecilia_mexicana
ENSPREP00000015265	ENSPREG00000010290	Poecilia_reticulata
ENSXMAP00000004773	ENSXMAG00000004754	Xiphophorus_maculatus
ENSGAFP00000002523	ENSGAFG00000001723	Gambusia_affinis
ENSFHEP00000035154	ENSFHEG00000023219	Fundulus_heteroclitus
ENSCVAP00000001632	ENSCVAG00000002632	Cyprinodon_variegatus
ENSKMAP00000012927	ENSKMAG00000009701	Kryptolebias_marmoratus
ENSORLP00000039218	ENSORLG00000027517	Oryzias_latipes_ASM223467v1
ENSORLP00020017522	ENSORLG00020018532	Oryzias_latipes_ASM223471v1
ENSORLP00015010894	ENSORLG00015011714	Oryzias_latipes_ASM223469v1
ENSOMEP00000008025	ENSOMEG00000009190	Oryzias_melastigma
ENSBSLP00000053264	ENSBSLG00000025103	Betta_splendens
ENSCSEP00000015622	ENSCSEG00000010041	Cynoglossus_semilaevis
ENSLCRP00005044179	ENSLCRG00005016912	Larimichthys_crocea
ENSMMOP00000000800	ENSMMOG00000000667	Mola_mola
ENSTNIP00000019064	ENSTNIG00000015976	Tetraodon_nigroviridis
ENSTRUP00000042616	ENSTRUG00000016664	Takifugu_rubripes
ENSLBEP00000016618	ENSLBEG00000012814	Labrus_bergylta
ENSLCAP00010052051	ENSLCAG00010024231	Lates_calcarifer
ENSSMAP00000012181	ENSSMAG00000007503	Scophthalmus_maximus
ENSSLDP00000030111	ENSSLDG00000023219	Seriola_lalandi_dorsalis
ENSSDUP00000032176	ENSSDUG00000023118	Seriola_dumerili
ENSMALP00000018400	ENSMALG00000012814	Monopterus_albus
ENSMAMP00000034473	ENSMAMG00000023166	Mastacembelus_armatus
ENSATEP00000027360	ENSATEG00000018910	Anabas_testudineus
ENSCGOP00000048121	ENSCGOG00000021516	Cottoperca_gobio
ENSGACP00000005202	ENSGACG00000003957	Gasterosteus_aculeatus
ENSGWIP00000002438	ENSGWIG00000001328	Gouania_willdenowi
ENSPMGP00000008105	ENSPMGG00000006703	Periophthalmus_magnuspinnatus
ENSHCOP00000019958	ENSHCOG00000005640	Hippocampus_comes
ENSGMOP00000009618	ENSGMOG00000009000	Gadus_morhua
ENSHHUP00000042061	ENSHHUG00000025949	Hucho_hucho
ENSHHUP00000046919	ENSHHUG00000028535	Hucho_hucho
ENSELUP00000008591	ENSELUG00000009225	Esox_lucius
ENSDCDP00000062548	ENSDCDG00000035401	Denticeps_clupeoides
ENSDCDP00000061358	ENSDCDG00000035029	Denticeps_clupeoides
ENSCHAP00000036255	ENSCHAG00000017150	Clupea_harengus
ENSAMXP00005043598	ENSAMXG00005020292	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000048986	ENSAMXG00000037988	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000034377	ENSPNAG00000023611	Pygocentrus_nattereri
ENSIPUP00000009577	ENSIPUG00000006548	Ictalurus_punctatus
ENSEEEP00000051531	ENSEEEG00000024194	Electrophorus_electricus
ENSDARP00000025528	ENSDARG00000020086	Danio_rerio
ENSHHUP00000039171	ENSHHUG00000024376	Hucho_hucho
ENSHHUP00000063652	ENSHHUG00000037588	Hucho_hucho
ENSELUP00000022261	ENSELUG00000021236	Esox_lucius
ENSPKIP00000006466	ENSPKIG00000022728	Paramormyrops_kingsleyae
ENSLOCP00000019020	ENSLOCG00000015451	Lepisosteus_oculatus
ENSGMOP00000006574	ENSGMOG00000006174	Gadus_morhua
ENSECRP00000001280	ENSECRG00000000893	Erpetoichthys_calabaricus
ENSLACP00000009042	ENSLACG00000007984	Latimeria_chalumnae
ENSXETP00000052335	ENSXETG00000021325	Xenopus_tropicalis
ENSSFOP00015028363	ENSSFOG00015018163	Scleropages_formosus
ENSPKIP00000006977	ENSPKIG00000023049	Paramormyrops_kingsleyae
ENSLOCP00000016131	ENSLOCG00000013096	Lepisosteus_oculatus
ENSECRP00000026847	ENSECRG00000018150	Erpetoichthys_calabaricus
ENSEBUP00000005453	ENSEBUG00000003709	Eptatretus_burgeri
