FBpp0071145	FBgn0023506	Drosophila_melanogaster
ENSBTAP00000024669	ENSBTAG00000018534	Bos_taurus
ENSBMUP00000006638	ENSBMUG00000005254	Bos_mutus
ENSCHIP00000003928	ENSCHIG00000008099	Capra_hircus
ENSOARP00000018410	ENSOARG00000017154	Ovis_aries
ENSTTRP00000006468	ENSTTRG00000006843	Tursiops_truncatus
ENSCJAP00000003017	ENSCJAG00000001679	Callithrix_jacchus
ENSPCOP00000001949	ENSPCOG00000006014	Propithecus_coquereli
ENSHGLP00100011596	ENSHGLG00100008598	Heterocephalus_glaber_HetGla_1.0
ENSECAP00000012328	ENSECAG00000014664	Equus_caballus
ENSFCAP00000056735	ENSFCAG00000029613	Felis_catus
ENSSSCP00000047703	ENSSSCG00000010114	Sus_scrofa_strain_reference
ENSLAFP00000027196	ENSLAFG00000023365	Loxodonta_africana
ENSPCAP00000009708	ENSPCAG00000010360	Procavia_capensis
ENSDNOP00000033519	ENSDNOG00000031192	Dasypus_novemcinctus
ENSXETP00000028191	ENSXETG00000008527	Xenopus_tropicalis
ENSLACP00000007498	ENSLACG00000006647	Latimeria_chalumnae
ENSDCDP00000037828	ENSDCDG00000025412	Denticeps_clupeoides
ENSCHAP00000041871	ENSCHAG00000019539	Clupea_harengus
ENSAMXP00005049480	ENSAMXG00005022546	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000040367	ENSAMXG00000039721	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000029662	ENSPNAG00000015902	Pygocentrus_nattereri
ENSEEEP00000044787	ENSEEEG00000021140	Electrophorus_electricus
ENSIPUP00000036981	ENSIPUG00000024767	Ictalurus_punctatus
ENSDARP00000116212	ENSDARG00000060922	Danio_rerio
ENSORLP00000010529	ENSORLG00000008382	Oryzias_latipes_ASM223467v1
ENSORLP00015003485	ENSORLG00015004248	Oryzias_latipes_ASM223469v1
ENSORLP00020016129	ENSORLG00020017161	Oryzias_latipes_ASM223471v1
ENSOMEP00000001432	ENSOMEG00000002329	Oryzias_melastigma
ENSGWIP00000045425	ENSGWIG00000022508	Gouania_willdenowi
ENSAOCP00000021174	ENSAOCG00000005751	Amphiprion_ocellaris
ENSAPEP00000015451	ENSAPEG00000010960	Amphiprion_percula
ENSAPOP00000011960	ENSAPOG00000014627	Acanthochromis_polyacanthus
ENSSPAP00000016689	ENSSPAG00000012573	Stegastes_partitus
ENSPRNP00000030420	ENSPRNG00000015172	Parambassis_ranga
ENSXMAP00000014188	ENSXMAG00000014151	Xiphophorus_maculatus
ENSXCOP00000005690	ENSXCOG00000004427	Xiphophorus_couchianus
ENSGAFP00000012986	ENSGAFG00000008767	Gambusia_affinis
ENSPLAP00000031385	ENSPLAG00000023373	Poecilia_latipinna
ENSPMEP00000017511	ENSPMEG00000020331	Poecilia_mexicana
ENSPFOP00000019897	ENSPFOG00000019771	Poecilia_formosa
ENSPREP00000017298	ENSPREG00000011686	Poecilia_reticulata
ENSFHEP00000011788	ENSFHEG00000013226	Fundulus_heteroclitus
ENSCVAP00000018635	ENSCVAG00000021940	Cyprinodon_variegatus
ENSKMAP00000010252	ENSKMAG00000007703	Kryptolebias_marmoratus
ENSMZEP00005035637	ENSMZEG00005026620	Maylandia_zebra
ENSACLP00000024219	ENSACLG00000016454	Astatotilapia_calliptera
ENSPNYP00000012364	ENSPNYG00000009361	Pundamilia_nyererei
ENSHBUP00000033125	ENSHBUG00000019871	Haplochromis_burtoni
ENSNBRP00000003859	ENSNBRG00000003063	Neolamprologus_brichardi
ENSMZEP00005024502	ENSMZEG00005018315	Maylandia_zebra
ENSONIP00000017494	ENSONIG00000013915	Oreochromis_niloticus
ENSACIP00000021098	ENSACIG00000016376	Amphilophus_citrinellus
ENSMAMP00000016365	ENSMAMG00000011070	Mastacembelus_armatus
ENSMALP00000007427	ENSMALG00000005266	Monopterus_albus
ENSATEP00000031401	ENSATEG00000021644	Anabas_testudineus
ENSBSLP00000043806	ENSBSLG00000020793	Betta_splendens
ENSSDUP00000025461	ENSSDUG00000018455	Seriola_dumerili
ENSSLDP00000016362	ENSSLDG00000012960	Seriola_lalandi_dorsalis
ENSSMAP00000002256	ENSSMAG00000001404	Scophthalmus_maximus
ENSLCAP00010014444	ENSLCAG00010006877	Lates_calcarifer
ENSCSEP00000024972	ENSCSEG00000015946	Cynoglossus_semilaevis
ENSLCRP00005001553	ENSLCRG00005000770	Larimichthys_crocea
ENSLBEP00000026153	ENSLBEG00000019907	Labrus_bergylta
ENSTRUP00000023059	ENSTRUG00000009168	Takifugu_rubripes
ENSTNIP00000011952	ENSTNIG00000009093	Tetraodon_nigroviridis
ENSMMOP00000010592	ENSMMOG00000008171	Mola_mola
ENSCGOP00000046954	ENSCGOG00000021080	Cottoperca_gobio
ENSGACP00000022441	ENSGACG00000016983	Gasterosteus_aculeatus
ENSPMGP00000015268	ENSPMGG00000012512	Periophthalmus_magnuspinnatus
ENSHCOP00000017802	ENSHCOG00000001874	Hippocampus_comes
ENSGMOP00000001425	ENSGMOG00000001357	Gadus_morhua
ENSHHUP00000071979	ENSHHUG00000042266	Hucho_hucho
ENSHHUP00000044016	ENSHHUG00000026969	Hucho_hucho
ENSELUP00000021929	ENSELUG00000000923	Esox_lucius
ENSPKIP00000040017	ENSPKIG00000017140	Paramormyrops_kingsleyae
ENSSFOP00015024165	ENSSFOG00015015525	Scleropages_formosus
ENSLOCP00000005923	ENSLOCG00000004923	Lepisosteus_oculatus
ENSECRP00000023175	ENSECRG00000015690	Erpetoichthys_calabaricus
ENSCMIP00000037409	ENSCMIG00000015734	Callorhinchus_milii
ENSEBUP00000004993	ENSEBUG00000003457	Eptatretus_burgeri
ENSCINP00000028768	ENSCING00000016699	Ciona_intestinalis
