ENSGAGP00000032729	ENSGAGG00000023390	Gopherus_agassizii	ENSGAGT00000037093
ENSCPBP00000005235	ENSCPBG00000004206	Chrysemys_picta_bellii
ENSCGRP00001015532	ENSCGRG00001016091	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015007183	ENSCGRG00015005402	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011077	ENSMAUG00000011716	Mesocricetus_auratus
ENSNGAP00000001907	ENSNGAG00000001308	Nannospalax_galili
ENSJJAP00000003046	ENSJJAG00000005590	Jaculus_jaculus
ENSDORP00000003846	ENSDORG00000004118	Dipodomys_ordii
ENSCPOP00000011331	ENSCPOG00000012595	Cavia_porcellus
ENSCAPP00000002052	ENSCAPG00000004418	Cavia_aperea
ENSODEP00000015679	ENSODEG00000011565	Octodon_degus
ENSCLAP00000003822	ENSCLAG00000002719	Chinchilla_lanigera
ENSHGLP00100020055	ENSHGLG00100014782	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002477	ENSHGLG00000001866	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003475	ENSFDAG00000012968	Fukomys_damarensis
ENSSDAP00000010697	ENSSDAG00000009551	Spermophilus_dauricus
ENSMMMP00000011751	ENSMMMG00000010402	Marmota_marmota_marmota
ENSOPRP00000004100	ENSOPRG00000004414	Ochotona_princeps
ENSPPAP00000008170	ENSPPAG00000027300	Pan_paniscus
ENSPTRP00000040095	ENSPTRG00000016356	Pan_troglodytes
ENSGGOP00000005471	ENSGGOG00000005574	Gorilla_gorilla
ENSP00000382083	ENSG00000188517	Homo_sapiens
ENSPPYP00000016742	ENSPPYG00000014990	Pongo_abelii
ENSNLEP00000015661	ENSNLEG00000012906	Nomascus_leucogenys
ENSRROP00000033112	ENSRROG00000040168	Rhinopithecus_roxellana
ENSRBIP00000035645	ENSRBIG00000041444	Rhinopithecus_bieti
ENSCANP00000034234	ENSCANG00000040750	Colobus_angolensis_palliatus
ENSMMUP00000023287	ENSMMUG00000017703	Macaca_mulatta
ENSMFAP00000017816	ENSMFAG00000031895	Macaca_fascicularis
ENSMNEP00000016276	ENSMNEG00000032070	Macaca_nemestrina
ENSCATP00000014719	ENSCATG00000031315	Cercocebus_atys
ENSMLEP00000014633	ENSMLEG00000031352	Mandrillus_leucophaeus
ENSPANP00000021116	ENSPANG00000007137	Papio_anubis
ENSCSAP00000000307	ENSCSAG00000003955	Chlorocebus_sabaeus
ENSCCAP00000019534	ENSCCAG00000027492	Cebus_capucinus_imitator
ENSSBOP00000017937	ENSSBOG00000025557	Saimiri_boliviensis_boliviensis
ENSANAP00000003907	ENSANAG00000019852	Aotus_nancymaae
ENSTSYP00000011794	ENSTSYG00000012855	Carlito_syrichta
ENSPCOP00000010385	ENSPCOG00000016653	Propithecus_coquereli
ENSMICP00000043266	ENSMICG00000002737	Microcebus_murinus
ENSOGAP00000006068	ENSOGAG00000006779	Otolemur_garnettii
ENSPCAP00000012559	ENSPCAG00000013305	Procavia_capensis
ENSETEP00000016531	ENSETEG00000020345	Echinops_telfairi
ENSCHOP00000008763	ENSCHOG00000009842	Choloepus_hoffmanni
ENSDNOP00000013017	ENSDNOG00000016800	Dasypus_novemcinctus
ENSNVIP00000009068	ENSNVIG00000006813	Neovison_vison
ENSCAFP00000047240	ENSCAFG00000011361	Canis_lupus_familiaris
ENSFCAP00000056421	ENSFCAG00000041813	Felis_catus
ENSEEUP00000003583	ENSEEUG00000003876	Erinaceus_europaeus
ENSBIXP00005022275	ENSBIXG00005025230	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000043430	ENSBIXG00000027539	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000024122	ENSBMUG00000017943	Bos_mutus
ENSBBBP00000027656	ENSBBBG00000024550	Bison_bison_bison
ENSSSCP00000033136	ENSSSCG00000039813	Sus_scrofa_strain_reference
ENSTGEP00000002829	ENSTGEG00000002120	Theropithecus_gelada
ENSPTEP00000035570	ENSPTEG00000033498	Piliocolobus_tephrosceles
ENSCJAP00000074577	ENSCJAG00000016026	Callithrix_jacchus
ENSPSMP00000013004	ENSPSMG00000009240	Prolemur_simus
ENSOCUP00000046747	ENSOCUG00000000201	Oryctolagus_cuniculus
ENSLAFP00000007288	ENSLAFG00000008674	Loxodonta_africana
ENSSHAP00000018791	ENSSHAG00000015949	Sarcophilus_harrisii
ENSMLUP00000003080	ENSMLUG00000003388	Myotis_lucifugus
ENSXETP00000030935	ENSXETG00000006641	Xenopus_tropicalis
ENSHHUP00000070275	ENSHHUG00000041343	Hucho_hucho
ENSHHUP00000073744	ENSHHUG00000043265	Hucho_hucho
ENSELUP00000030898	ENSELUG00000008297	Esox_lucius
ENSACLP00000034285	ENSACLG00000023203	Astatotilapia_calliptera
ENSMZEP00005002610	ENSMZEG00005002072	Maylandia_zebra
ENSHBUP00000017264	ENSHBUG00000019304	Haplochromis_burtoni
ENSONIP00000011012	ENSONIG00000008760	Oreochromis_niloticus
ENSAPOP00000033138	ENSAPOG00000021521	Acanthochromis_polyacanthus
ENSPFOP00000000355	ENSPFOG00000000329	Poecilia_formosa
ENSGAFP00000022781	ENSGAFG00000015409	Gambusia_affinis
ENSKMAP00000006504	ENSKMAG00000004934	Kryptolebias_marmoratus
ENSORLP00020029939	ENSORLG00020014148	Oryzias_latipes_ASM223471v1
ENSORLP00015010717	ENSORLG00015011656	Oryzias_latipes_ASM223469v1
ENSORLP00000035650	ENSORLG00000004934	Oryzias_latipes_ASM223467v1
ENSOMEP00000025331	ENSOMEG00000006833	Oryzias_melastigma
ENSLCRP00005031096	ENSLCRG00005012329	Larimichthys_crocea
ENSCSEP00000013880	ENSCSEG00000008890	Cynoglossus_semilaevis
ENSHCOP00000012033	ENSHCOG00000015024	Hippocampus_comes
ENSGMOP00000010783	ENSGMOG00000010008	Gadus_morhua
ENSLBEP00000026284	ENSLBEG00000020026	Labrus_bergylta
ENSTNIP00000020249	ENSTNIG00000017114	Tetraodon_nigroviridis
ENSBSLP00000039154	ENSBSLG00000019067	Betta_splendens
ENSCHAP00000056300	ENSCHAG00000025499	Clupea_harengus
ENSPNAP00000030646	ENSPNAG00000017493	Pygocentrus_nattereri
ENSAMXP00005031957	ENSAMXG00005015626	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000029206	ENSIPUG00000019739	Ictalurus_punctatus
ENSPKIP00000038689	ENSPKIG00000016362	Paramormyrops_kingsleyae
ENSDCDP00000048854	ENSDCDG00000030127	Denticeps_clupeoides
ENSLOCP00000013763	ENSLOCG00000011197	Lepisosteus_oculatus
ENSLACP00000016568	ENSLACG00000014601	Latimeria_chalumnae
ENSCMIP00000018637	ENSCMIG00000008757	Callorhinchus_milii
