ENSSSCP00000042610	ENSSSCG00000039196	Sus_scrofa_strain_reference
ENSCGOP00000034030	ENSCGOG00000015751	Cottoperca_gobio
ENSORLP00000016680	ENSORLG00000013308	Oryzias_latipes_ASM223467v1
ENSPPRP00000014234	ENSPPRG00000007194	Panthera_pardus
ENSBIXP00000033292	ENSBIXG00000002448	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGGOP00000015046	ENSGGOG00000015426	Gorilla_gorilla
ENSOGAP00000020582	ENSOGAG00000024254	Otolemur_garnettii
ENSOMEP00000011265	ENSOMEG00000012586	Oryzias_melastigma
ENSMNEP00000010007	ENSMNEG00000029421	Macaca_nemestrina
ENSDNOP00000012285	ENSDNOG00000015842	Dasypus_novemcinctus
ENSPTIP00000021526	ENSPTIG00000018661	Panthera_tigris_altaica
ENSGWIP00000012899	ENSGWIG00000007449	Gouania_willdenowi
ENSOCUP00000044058	ENSOCUG00000015966	Oryctolagus_cuniculus
ENSONIP00000006783	ENSONIG00000005397	Oreochromis_niloticus
ENSSPAP00000020871	ENSSPAG00000015734	Stegastes_partitus
ENSTGEP00000019246	ENSTGEG00000015483	Theropithecus_gelada
ENSOPRP00000001648	ENSOPRG00000001789	Ochotona_princeps
ENSACIP00000029251	ENSACIG00000022652	Amphilophus_citrinellus
ENSORLP00020010364	ENSORLG00020011281	Oryzias_latipes_ASM223471v1
ENSBMUP00000024999	ENSBMUG00000018782	Bos_mutus
ENSAOWP00000028886	ENSAOWG00000019467	Apteryx_owenii
ENSCABP00000010321	ENSCABG00000007746	Chelonoidis_abingdonii
ENSMICP00000009323	ENSMICG00000010241	Microcebus_murinus
ENSMODP00000017720	ENSMODG00000014172	Monodelphis_domestica
ENSANAP00000035571	ENSANAG00000035318	Aotus_nancymaae
ENSETEP00000010279	ENSETEG00000012679	Echinops_telfairi
ENSPCIP00000039896	ENSPCIG00000029226	Phascolarctos_cinereus
ENSBIXP00005030137	ENSBIXG00005010184	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSODEP00000020356	ENSODEG00000015015	Octodon_degus
ENSLCRP00005024685	ENSLCRG00005009916	Larimichthys_crocea
ENSBTAP00000019969	ENSBTAG00000015002	Bos_taurus
ENSCSAVP00000018059	ENSCSAVG00000010630	Ciona_savignyi
ENSMMMP00000005020	ENSMMMG00000004579	Marmota_marmota_marmota
ENSMUGP00000014186	ENSMUGG00000012283	Meriones_unguiculatus
ENSFALP00000006466	ENSFALG00000006198	Ficedula_albicollis
ENSCVAP00000012383	ENSCVAG00000014797	Cyprinodon_variegatus
ENSCCAP00000008768	ENSCCAG00000022138	Cebus_capucinus_imitator
ENSCCNP00000008731	ENSCCNG00000009224	Castor_canadensis
ENSDORP00000022339	ENSDORG00000028026	Dipodomys_ordii
ENSPCIP00000047557	ENSPCIG00000015436	Phascolarctos_cinereus
ENSMPUP00000005655	ENSMPUG00000005702	Mustela_putorius_furo
ENSPMGP00000019940	ENSPMGG00000016154	Periophthalmus_magnuspinnatus
ENSPVIP00000028089	ENSPVIG00000020857	Pogona_vitticeps
ENSCPOP00000010879	ENSCPOG00000012097	Cavia_porcellus
ENSPVAP00000012150	ENSPVAG00000012883	Pteropus_vampyrus
ENSMUSP00000019882	ENSMUSG00000019738	Mus_musculus_strain_reference_(CL57BL6)
ENSSFOP00015035358	ENSSFOG00015022523	Scleropages_formosus
ENSSLDP00000011738	ENSSLDG00000009341	Seriola_lalandi_dorsalis
ENSECAP00000011342	ENSECAG00000013654	Equus_caballus
ENSMMUP00000000706	ENSMMUG00000000522	Macaca_mulatta
ENSLOCP00000018247	ENSLOCG00000014818	Lepisosteus_oculatus
ENSHHUP00000011317	ENSHHUG00000006889	Hucho_hucho
ENSCAPP00000009922	ENSCAPG00000011296	Cavia_aperea
YGL070C_mRNA	YGL070C	Saccharomyces_cerevisiae_strain_S288C
ENSJJAP00000010961	ENSJJAG00000014400	Jaculus_jaculus
ENSCJPP00005017906	ENSCJPG00005014549	Coturnix_japonica
ENSSDUP00000007473	ENSSDUG00000005483	Seriola_dumerili
ENSIPUP00000001603	ENSIPUG00000001127	Ictalurus_punctatus
ENSNGAP00000013348	ENSNGAG00000014966	Nannospalax_galili
ENSPEMP00000014393	ENSPEMG00000014212	Peromyscus_maniculatus_bairdii
ENSNMEP00000015903	ENSNMEG00000014143	Numida_meleagris
ENSUAMP00000026587	ENSUAMG00000020575	Ursus_americanus
ENSCJAP00000017724	ENSCJAG00000009671	Callithrix_jacchus
ENSDARP00000059195	ENSDARG00000040443	Danio_rerio
ENSLBEP00000038284	ENSLBEG00000028538	Labrus_bergylta
ENSLACP00000010899	ENSLACG00000009590	Latimeria_chalumnae
ENSCLAP00000017189	ENSCLAG00000011800	Chinchilla_lanigera
ENSAMXP00005046395	ENSAMXG00005021376	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAPEP00000030598	ENSAPEG00000021748	Amphiprion_percula
ENSNLEP00000014230	ENSNLEG00000011691	Nomascus_leucogenys
ENSDCDP00000028874	ENSDCDG00000020703	Denticeps_clupeoides	ENSDCDT00000037995
ENSBSLP00000007675	ENSBSLG00000003807	Betta_splendens
ENSEASP00005002909	ENSEASG00005002231	Equus_asinus_asinus
ENSSDAP00000010931	ENSSDAG00000009882	Spermophilus_dauricus
ENSMOCP00000011714	ENSMOCG00000011984	Microtus_ochrogaster
ENSPSIP00000012840	ENSPSIG00000011560	Pelodiscus_sinensis
ENSP00000221859	ENSG00000105258	Homo_sapiens
ENSXETP00000045692	ENSXETG00000018767	Xenopus_tropicalis
ENSCGRP00001015605	ENSCGRG00001016173	Cricetulus_griseus_CHOK1GS_HDv1
ENSCSEP00000003371	ENSCSEG00000002213	Cynoglossus_semilaevis
ENSEEUP00000001923	ENSEEUG00000002113	Erinaceus_europaeus
ENSPNYP00000015703	ENSPNYG00000011908	Pundamilia_nyererei
ENSRNOP00000067287	ENSRNOG00000050560	Rattus_norvegicus
ENSRBIP00000026716	ENSRBIG00000037225	Rhinopithecus_bieti
ENSATEP00000001068	ENSATEG00000000758	Anabas_testudineus
MGP_SPRETEiJ_P0081925	MGP_SPRETEiJ_G0030603	Mus_spretus_strain_SPRET/EiJ
ENSCGRP00015012098	ENSCGRG00015009306	Cricetulus_griseus_CriGri-PICR
ENSUPAP00010017866	ENSUPAG00010014217	Urocitellus_parryii
MGP_CAROLIEiJ_P0078607	MGP_CAROLIEiJ_G0029507	Mus_caroli_strain_CAROLI_EIJ
ENSUMAP00000028646	ENSUMAG00000020809	Ursus_maritimus
ENSZALP00000006982	ENSZALG00000006270	Zonotrichia_albicollis
ENSMFAP00000044134	ENSMFAG00000039443	Macaca_fascicularis
ENSMLUP00000011213	ENSMLUG00000012317	Myotis_lucifugus
ENSSBOP00000012388	ENSSBOG00000022998	Saimiri_boliviensis_boliviensis
ENSHGLP00000010295	ENSHGLG00000007388	Heterocephalus_glaber_HetGla_female_1.0
ENSPCOP00000013967	ENSPCOG00000018643	Propithecus_coquereli
ENSCHIP00000008940	ENSCHIG00000011961	Capra_hircus
ENSECRP00000000089	ENSECRG00000000060	Erpetoichthys_calabaricus	ENSECRT00000000094
ENSMAMP00000020764	ENSMAMG00000013970	Mastacembelus_armatus
ENSPSMP00000002144	ENSPSMG00000001637	Prolemur_simus
ENSFHEP00000014096	ENSFHEG00000015659	Fundulus_heteroclitus
ENSAMXP00000041072	ENSAMXG00000030198	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000048435
ENSDORP00000001736	ENSDORG00000001852	Dipodomys_ordii
ENSTSYP00000019573	ENSTSYG00000028318	Carlito_syrichta
ENSMAUP00000001332	ENSMAUG00000001001	Mesocricetus_auratus
FBpp0312065	FBgn0004855	Drosophila_melanogaster
ENSSTOP00000008431	ENSSTOG00000009411	Ictidomys_tridecemlineatus
