ENSLACP00000000365	ENSLACG00000000330	Latimeria_chalumnae
ENSMICP00000034828	ENSMICG00000017888	Microcebus_murinus
ENSMSIP00000011736	ENSMSIG00000010039	Mus_spicilegus
ENSMUSP00000126498	ENSMUSG00000030022	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0078149	MGP_SPRETEiJ_G0029692	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0075097	MGP_CAROLIEiJ_G0028666	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0051288	MGP_PahariEiJ_G0022413	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000053878	ENSRNOG00000023257	Rattus_norvegicus
ENSMUGP00000030685	ENSMUGG00000025312	Meriones_unguiculatus
ENSCGRP00001013387	ENSCGRG00001014518	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000020212	ENSCGRG00000014711	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015018939	ENSCGRG00015014495	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024656	ENSMAUG00000021440	Mesocricetus_auratus
ENSMOCP00000024543	ENSMOCG00000020918	Microtus_ochrogaster
ENSPEMP00000001656	ENSPEMG00000001414	Peromyscus_maniculatus_bairdii
ENSNGAP00000025249	ENSNGAG00000023263	Nannospalax_galili
ENSJJAP00000005293	ENSJJAG00000010155	Jaculus_jaculus
ENSOANP00000019534	ENSOANG00000012346	Ornithorhynchus_anatinus
ENSPTRP00000026041	ENSPTRG00000015082	Pan_troglodytes
ENSPPAP00000008522	ENSPPAG00000027506	Pan_paniscus
ENSP00000418735	ENSG00000163638	Homo_sapiens
ENSGGOP00000044222	ENSGGOG00000015540	Gorilla_gorilla
ENSPPYP00000015367	ENSPPYG00000013740	Pongo_abelii
ENSNLEP00000014465	ENSNLEG00000011854	Nomascus_leucogenys
ENSPTEP00000027024	ENSPTEG00000026944	Piliocolobus_tephrosceles
ENSCANP00000015740	ENSCANG00000031324	Colobus_angolensis_palliatus
ENSRROP00000028902	ENSRROG00000038244	Rhinopithecus_roxellana
ENSRBIP00000034703	ENSRBIG00000041020	Rhinopithecus_bieti
ENSMLEP00000028238	ENSMLEG00000038303	Mandrillus_leucophaeus
ENSCATP00000027118	ENSCATG00000036951	Cercocebus_atys
ENSPANP00000009545	ENSPANG00000006402	Papio_anubis
ENSTGEP00000033004	ENSTGEG00000026351	Theropithecus_gelada
ENSMMUP00000039566	ENSMMUG00000000265	Macaca_mulatta
ENSMFAP00000007568	ENSMFAG00000036382	Macaca_fascicularis
ENSMNEP00000037494	ENSMNEG00000041827	Macaca_nemestrina
ENSCSAP00000008140	ENSCSAG00000011951	Chlorocebus_sabaeus
ENSCCAP00000035454	ENSCCAG00000035647	Cebus_capucinus_imitator
ENSSBOP00000025450	ENSSBOG00000029171	Saimiri_boliviensis_boliviensis
ENSCJAP00000043629	ENSCJAG00000019487	Callithrix_jacchus
ENSANAP00000017396	ENSANAG00000026568	Aotus_nancymaae
ENSTSYP00000004144	ENSTSYG00000004507	Carlito_syrichta
ENSPCOP00000018001	ENSPCOG00000020855	Propithecus_coquereli
ENSPSMP00000006093	ENSPSMG00000004610	Prolemur_simus
ENSOGAP00000013926	ENSOGAG00000015548	Otolemur_garnettii
ENSTBEP00000013663	ENSTBEG00000015655	Tupaia_belangeri
ENSOCUP00000000097	ENSOCUG00000000109	Oryctolagus_cuniculus
ENSOPRP00000015077	ENSOPRG00000016482	Ochotona_princeps
ENSSTOP00000000645	ENSSTOG00000000700	Ictidomys_tridecemlineatus
ENSMMMP00000016732	ENSMMMG00000014865	Marmota_marmota_marmota
ENSUPAP00010001338	ENSUPAG00010001055	Urocitellus_parryii
ENSSDAP00000008142	ENSSDAG00000007281	Spermophilus_dauricus
ENSNSUP00000010041	ENSNSUG00000007617	Notechis_scutatus
ENSPVIP00000025577	ENSPVIG00000019133	Pogona_vitticeps	ENSPVIT00000031546
ENSACAP00000000822	ENSACAG00000000597	Anolis_carolinensis	ENSACAT00000000848
ENSACAP00000018376	ENSACAG00000028119	Anolis_carolinensis
ENSPVIP00000015563	ENSPVIG00000011999	Pogona_vitticeps
ENSSMRP00000000159	ENSSMRG00000000159	Salvator_merianae
ENSSPUP00000015213	ENSSPUG00000011629	Sphenodon_punctatus
ENSZALP00000002114	ENSZALG00000002389	Zonotrichia_albicollis
ENSZALP00000002172	ENSZALG00000002398	Zonotrichia_albicollis
ENSJHYP00000017118	ENSJHYG00000013062	Junco_hyemalis
ENSSCAP00000009603	ENSSCAG00000007307	Serinus_canaria
ENSTGUP00000009839	ENSTGUG00000009483	Taeniopygia_guttata
ENSLSDP00000012622	ENSLSDG00000009105	Lonchura_striata_domestica
ENSFALP00000013845	ENSFALG00000013265	Ficedula_albicollis
ENSPMJP00000005966	ENSPMJG00000005116	Parus_major
ENSCCEP00000023588	ENSCCEG00000021090	Cyanistes_caeruleus
ENSLCOP00000017684	ENSLCOG00000012477	Lepidothrix_coronata
ENSMVIP00005025389	ENSMVIG00005017746	Manacus_vitellinus
ENSMUNP00000020089	ENSMUNG00000015323	Melopsittacus_undulatus
ENSCPUP00000029233	ENSCPUG00000019598	Calidris_pugnax
ENSCPGP00000013676	ENSCPGG00000008707	Calidris_pygmaea
ENSAPLP00000005652	ENSAPLG00000005973	Anas_platyrhynchos_platyrhynchos
ENSABRP00000004149	ENSABRG00000003094	Anser_brachyrhynchus
ENSCJPP00005022694	ENSCJPG00005018038	Coturnix_japonica
ENSMGAP00000009506	ENSMGAG00000009150	Meleagris_gallopavo
ENSGALP00000051723	ENSGALG00000041750	Gallus_gallus
ENSNMEP00000024445	ENSNMEG00000020766	Numida_meleagris
ENSAHAP00000024887	ENSAHAG00000017309	Apteryx_haastii
ENSARWP00000027861	ENSARWG00000018815	Apteryx_rowi
ENSAOWP00000019903	ENSAOWG00000013407	Apteryx_owenii
ENSDNVP00000017000	ENSDNVG00000011876	Dromaius_novaehollandiae
ENSNPEP00000004440	ENSNPEG00000003235	Nothoprocta_perdicaria
ENSCPRP00005023369	ENSCPRG00005016132	Crocodylus_porosus
ENSCPBP00000038926	ENSCPBG00000026851	Chrysemys_picta_bellii
ENSCPBP00000038936	ENSCPBG00000026862	Chrysemys_picta_bellii
ENSGAGP00000029966	ENSGAGG00000021617	Gopherus_agassizii
ENSGAGP00000029989	ENSGAGG00000021638	Gopherus_agassizii
ENSCABP00000025507	ENSCABG00000018760	Chelonoidis_abingdonii
ENSPSIP00000020420	ENSPSIG00000018038	Pelodiscus_sinensis
ENSXETP00000004800	ENSXETG00000009673	Xenopus_tropicalis
ENSCHAP00000058422	ENSCHAG00000025948	Clupea_harengus
ENSDCDP00000024834	ENSDCDG00000018607	Denticeps_clupeoides
ENSAMXP00005052723	ENSAMXG00005023459	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000009485	ENSAMXG00000009208	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000028684	ENSPNAG00000014476	Pygocentrus_nattereri
ENSIPUP00000034895	ENSIPUG00000023410	Ictalurus_punctatus
ENSEEEP00000034519	ENSEEEG00000016420	Electrophorus_electricus
ENSDARP00000119285	ENSDARG00000077778	Danio_rerio
ENSTNIP00000014071	ENSTNIG00000011136	Tetraodon_nigroviridis
ENSTRUP00000020156	ENSTRUG00000008084	Takifugu_rubripes
ENSHCOP00000012493	ENSHCOG00000015550	Hippocampus_comes
ENSBSLP00000002350	ENSBSLG00000001304	Betta_splendens
ENSCSEP00000008738	ENSCSEG00000005567	Cynoglossus_semilaevis
ENSMAMP00000029600	ENSMAMG00000019879	Mastacembelus_armatus
ENSMALP00000004523	ENSMALG00000003176	Monopterus_albus
ENSATEP00000026264	ENSATEG00000018196	Anabas_testudineus
ENSSLDP00000017184	ENSSLDG00000013574	Seriola_lalandi_dorsalis
ENSSDUP00000030639	ENSSDUG00000022055	Seriola_dumerili
ENSLCAP00010020557	ENSLCAG00010009677	Lates_calcarifer
ENSLCAP00010048942	ENSLCAG00010022765	Lates_calcarifer
ENSSMAP00000017268	ENSSMAG00000010606	Scophthalmus_maximus
ENSLCRP00005008194	ENSLCRG00005002990	Larimichthys_crocea
ENSMMOP00000001123	ENSMMOG00000000911	Mola_mola
ENSCGOP00000001368	ENSCGOG00000000708	Cottoperca_gobio
ENSGACP00000012306	ENSGACG00000009317	Gasterosteus_aculeatus
ENSLBEP00000034310	ENSLBEG00000025778	Labrus_bergylta
ENSAPEP00000002030	ENSAPEG00000001392	Amphiprion_percula
ENSAOCP00000003078	ENSAOCG00000006398	Amphiprion_ocellaris
ENSAPOP00000026143	ENSAPOG00000009717	Acanthochromis_polyacanthus
ENSSPAP00000004390	ENSSPAG00000003317	Stegastes_partitus
ENSPRNP00000047145	ENSPRNG00000022692	Parambassis_ranga
ENSFHEP00000023524	ENSFHEG00000004663	Fundulus_heteroclitus
ENSCVAP00000015135	ENSCVAG00000017976	Cyprinodon_variegatus
ENSXMAP00000025545	ENSXMAG00000008746	Xiphophorus_maculatus
ENSXCOP00000013443	ENSXCOG00000010191	Xiphophorus_couchianus
ENSGAFP00000030246	ENSGAFG00000020378	Gambusia_affinis
ENSPFOP00000009453	ENSPFOG00000008786	Poecilia_formosa
ENSPMEP00000025421	ENSPMEG00000008507	Poecilia_mexicana
ENSPLAP00000020001	ENSPLAG00000002609	Poecilia_latipinna
ENSPREP00000027567	ENSPREG00000018605	Poecilia_reticulata
ENSKMAP00000012528	ENSKMAG00000009305	Kryptolebias_marmoratus
ENSORLP00000010146	ENSORLG00000008082	Oryzias_latipes_ASM223467v1
ENSORLP00020027226	ENSORLG00020010088	Oryzias_latipes_ASM223471v1
ENSORLP00015004714	ENSORLG00015005506	Oryzias_latipes_ASM223469v1
ENSOMEP00000008438	ENSOMEG00000009684	Oryzias_melastigma
ENSGWIP00000002009	ENSGWIG00000000785	Gouania_willdenowi
ENSPNYP00000001399	ENSPNYG00000000891	Pundamilia_nyererei
ENSACLP00000023604	ENSACLG00000015936	Astatotilapia_calliptera
ENSHBUP00000004719	ENSHBUG00000006062	Haplochromis_burtoni
ENSMZEP00005015771	ENSMZEG00005011834	Maylandia_zebra
ENSNBRP00000027523	ENSNBRG00000020819	Neolamprologus_brichardi
ENSONIP00000025652	ENSONIG00000020356	Oreochromis_niloticus
ENSACIP00000011629	ENSACIG00000009002	Amphilophus_citrinellus
ENSPMGP00000001353	ENSPMGG00000001210	Periophthalmus_magnuspinnatus
ENSGMOP00000009887	ENSGMOG00000009226	Gadus_morhua
ENSHHUP00000008018	ENSHHUG00000004666	Hucho_hucho
ENSHHUP00000067028	ENSHHUG00000039514	Hucho_hucho
ENSELUP00000006696	ENSELUG00000007560	Esox_lucius
ENSSFOP00015028055	ENSSFOG00015017953	Scleropages_formosus
ENSPKIP00000007312	ENSPKIG00000023235	Paramormyrops_kingsleyae
ENSLOCP00000012591	ENSLOCG00000010273	Lepisosteus_oculatus
ENSECRP00000022870	ENSECRG00000015323	Erpetoichthys_calabaricus
ENSPMEP00000020428	ENSPMEG00000023597	Poecilia_mexicana
ENSPMAP00000009018	ENSPMAG00000008191	Petromyzon_marinus
ENSEBUP00000015040	ENSEBUG00000009480	Eptatretus_burgeri
