ENSDORP00000021655	ENSDORG00000011414	Dipodomys_ordii
ENSCLAP00000017435	ENSCLAG00000011976	Chinchilla_lanigera
ENSOPRP00000002563	ENSOPRG00000002767	Ochotona_princeps
ENSSPUP00000012381	ENSSPUG00000009497	Sphenodon_punctatus
ENSRROP00000015232	ENSRROG00000031796	Rhinopithecus_roxellana
ENSARWP00000002146	ENSARWG00000001646	Apteryx_rowi
ENSAMEP00000006429	ENSAMEG00000006049	Ailuropoda_melanoleuca
ENSLOCP00000005365	ENSLOCG00000004478	Lepisosteus_oculatus
ENSCJAP00000022403	ENSCJAG00000012168	Callithrix_jacchus
ENSJJAP00000011582	ENSJJAG00000014864	Jaculus_jaculus
ENSGAFP00000021947	ENSGAFG00000014812	Gambusia_affinis
ENSPANP00000006076	ENSPANG00000019266	Papio_anubis
ENSOCUP00000021546	ENSOCUG00000007436	Oryctolagus_cuniculus
ENSSBOP00000001336	ENSSBOG00000006598	Saimiri_boliviensis_boliviensis
ENSVURP00010024712	ENSVURG00010018938	Vombatus_ursinus
ENSSCAP00000007422	ENSSCAG00000005735	Serinus_canaria	ENSSCAT00000008422
ENSTSYP00000012360	ENSTSYG00000013465	Carlito_syrichta
ENSMALP00000013374	ENSMALG00000009404	Monopterus_albus
ENSMLEP00000014827	ENSMLEG00000031557	Mandrillus_leucophaeus
ENSCJPP00005013972	ENSCJPG00005011595	Coturnix_japonica
ENSPMJP00000010919	ENSPMJG00000008537	Parus_major
ENSVPAP00000003226	ENSVPAG00000003479	Vicugna_pacos
ENSPPAP00000016688	ENSPPAG00000031453	Pan_paniscus
ENSAOWP00000014289	ENSAOWG00000009751	Apteryx_owenii
ENSSMRP00000027731	ENSSMRG00000021379	Salvator_merianae
ENSPPRP00000019073	ENSPPRG00000010534	Panthera_pardus
ENSCPUP00000000142	ENSCPUG00000000128	Calidris_pugnax
MGP_PahariEiJ_P0023392	MGP_PahariEiJ_G0015042	Mus_pahari_strain_PAHARI_EIJ
ENSLCOP00000005515	ENSLCOG00000004112	Lepidothrix_coronata	ENSLCOT00000005889
ENSORLP00000018055	ENSORLG00000014405	Oryzias_latipes_ASM223467v1
ENSMEUP00000005829	ENSMEUG00000006376	Notamacropus_eugenii
ENSCGRP00001026355	ENSCGRG00001023701	Cricetulus_griseus_CHOK1GS_HDv1
ENSMMMP00000026668	ENSMMMG00000023333	Marmota_marmota_marmota
ENSNMEP00000002557	ENSNMEG00000003217	Numida_meleagris
ENSCCAP00000005752	ENSCCAG00000020627	Cebus_capucinus_imitator
ENSEBUP00000023013	ENSEBUG00000014181	Eptatretus_burgeri
ENSACAP00000008854	ENSACAG00000008966	Anolis_carolinensis
ENSPMGP00000023002	ENSPMGG00000018611	Periophthalmus_magnuspinnatus
ENSPTRP00000007380	ENSPTRG00000004297	Pan_troglodytes
ENSTGUP00000000258	ENSTGUG00000000244	Taeniopygia_guttata
ENSLCAP00010023646	ENSLCAG00010010794	Lates_calcarifer
ENSAPLP00000009946	ENSAPLG00000010173	Anas_platyrhynchos_platyrhynchos
ENSDARP00000020574	ENSDARG00000018738	Danio_rerio
MGP_CAROLIEiJ_P0087739	MGP_CAROLIEiJ_G0032174	Mus_caroli_strain_CAROLI_EIJ
ENSMPUP00000003864	ENSMPUG00000003894	Mustela_putorius_furo
ENSCPRP00005015901	ENSCPRG00005011124	Crocodylus_porosus
ENSAPOP00000032821	ENSAPOG00000000775	Acanthochromis_polyacanthus
ENSNPEP00000002893	ENSNPEG00000002224	Nothoprocta_perdicaria
ENSDNVP00000008046	ENSDNVG00000005731	Dromaius_novaehollandiae
ENSELUP00000014535	ENSELUG00000014561	Esox_lucius
ENSFALP00000006239	ENSFALG00000005989	Ficedula_albicollis
ENSMFAP00000010122	ENSMFAG00000005588	Macaca_fascicularis
ENSMODP00000049153	ENSMODG00000038051	Monodelphis_domestica
ENSCCNP00000014945	ENSCCNG00000015384	Castor_canadensis
ENSMUNP00000012104	ENSMUNG00000009528	Melopsittacus_undulatus
ENSPNAP00000009033	ENSPNAG00000014615	Pygocentrus_nattereri
ENSTGEP00000024893	ENSTGEG00000020105	Theropithecus_gelada
ENSRNOP00000071533	ENSRNOG00000054479	Rattus_norvegicus
ENSBBBP00000001979	ENSBBBG00000011100	Bison_bison_bison
ENSGWIP00000023734	ENSGWIG00000010910	Gouania_willdenowi
ENSPRNP00000028993	ENSPRNG00000014463	Parambassis_ranga
ENSCPOP00000004585	ENSCPOG00000005097	Cavia_porcellus
ENSPSMP00000032751	ENSPSMG00000022631	Prolemur_simus
ENSXETP00000024419	ENSXETG00000004283	Xenopus_tropicalis
ENSCPGP00000014976	ENSCPGG00000010573	Calidris_pygmaea
ENSUAMP00000023017	ENSUAMG00000018034	Ursus_americanus
ENSLBEP00000010673	ENSLBEG00000008247	Labrus_bergylta
ENSONIP00000021918	ENSONIG00000017380	Oreochromis_niloticus
ENSCINP00000018123	ENSCING00000008912	Ciona_intestinalis
ENSGALP00000053817	ENSGALG00000040155	Gallus_gallus
ENSACIP00000020141	ENSACIG00000015626	Amphilophus_citrinellus
ENSMNEP00000006227	ENSMNEG00000027148	Macaca_nemestrina
ENSACLP00000031248	ENSACLG00000021186	Astatotilapia_calliptera
ENSVVUP00000021987	ENSVVUG00000016132	Vulpes_vulpes
ENSCABP00000027269	ENSCABG00000020017	Chelonoidis_abingdonii
ENSMAMP00000029434	ENSMAMG00000019827	Mastacembelus_armatus
ENSSDAP00000025346	ENSSDAG00000023036	Spermophilus_dauricus
ENSORLP00015016300	ENSORLG00015017375	Oryzias_latipes_ASM223469v1
ENSNBRP00000013151	ENSNBRG00000010068	Neolamprologus_brichardi
ENSCATP00000011444	ENSCATG00000029954	Cercocebus_atys
ENSGGOP00000019493	ENSGGOG00000015283	Gorilla_gorilla
ENSPPYP00000004454	ENSPPYG00000003887	Pongo_abelii
ENSPVAP00000005003	ENSPVAG00000005286	Pteropus_vampyrus
ENSHHUP00000074334	ENSHHUG00000043617	Hucho_hucho
ENSSARP00000002427	ENSSARG00000002663	Sorex_araneus
ENSOGAP00000010365	ENSOGAG00000011584	Otolemur_garnettii
ENSBMUP00000018724	ENSBMUG00000014179	Bos_mutus
ENSNVIP00000008691	ENSNVIG00000006860	Neovison_vison
ENSTTRP00000002047	ENSTTRG00000002184	Tursiops_truncatus
ENSFCAP00000060151	ENSFCAG00000004975	Felis_catus
ENSFHEP00000019095	ENSFHEG00000020984	Fundulus_heteroclitus
ENSAMXP00000036418	ENSAMXG00000005695	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSNGAP00000008142	ENSNGAG00000011177	Nannospalax_galili
ENSTRUP00000019636	ENSTRUG00000007890	Takifugu_rubripes
ENSLSDP00000008761	ENSLSDG00000006535	Lonchura_striata_domestica
ENSBIXP00000004388	ENSBIXG00000010743	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTBEP00000001202	ENSTBEG00000001379	Tupaia_belangeri
ENSPREP00000025424	ENSPREG00000017175	Poecilia_reticulata
ENSMMUP00000031313	ENSMMUG00000023772	Macaca_mulatta
ENSGMOP00000014118	ENSGMOG00000013193	Gadus_morhua
ENSAOCP00000005134	ENSAOCG00000008766	Amphiprion_ocellaris
ENSCCEP00000003836	ENSCCEG00000004281	Cyanistes_caeruleus
ENSLCRP00005042389	ENSLCRG00005016257	Larimichthys_crocea
ENSECAP00000009910	ENSECAG00000011623	Equus_caballus
ENSNLEP00000047498	ENSNLEG00000032579	Nomascus_leucogenys
ENSCSAVP00000016808	ENSCSAVG00000009889	Ciona_savignyi
ENSPCIP00000014340	ENSPCIG00000011182	Phascolarctos_cinereus
ENSOMEP00000022873	ENSOMEG00000002657	Oryzias_melastigma
ENSCSEP00000013741	ENSCSEG00000008835	Cynoglossus_semilaevis
ENSMICP00000008732	ENSMICG00000009595	Microcebus_murinus
ENSSTOP00000007894	ENSSTOG00000008796	Ictidomys_tridecemlineatus
ENSNSUP00000005180	ENSNSUG00000004159	Notechis_scutatus
ENSAPEP00000030089	ENSAPEG00000021393	Amphiprion_percula
ENSZALP00000015317	ENSZALG00000012580	Zonotrichia_albicollis	ENSZALT00000020653
FBpp0070425	FBgn0004643	Drosophila_melanogaster	FBtr0070441
ENSPEMP00000023671	ENSPEMG00000020641	Peromyscus_maniculatus_bairdii
ENSPKIP00000026613	ENSPKIG00000009001	Paramormyrops_kingsleyae
ENSOARP00000019608	ENSOARG00000018272	Ovis_aries
ENSPNYP00000011986	ENSPNYG00000009110	Pundamilia_nyererei
ENSHHUP00000031272	ENSHHUG00000019881	Hucho_hucho
ENSETEP00000005563	ENSETEG00000006857	Echinops_telfairi
ENSHBUP00000032781	ENSHBUG00000019283	Haplochromis_burtoni
ENSBSLP00000031258	ENSBSLG00000014993	Betta_splendens
F20D12.4.2	WBGene00017643	Caenorhabditis_elegans_strain_N2	F20D12.4.2
ENSUPAP00010026533	ENSUPAG00010020979	Urocitellus_parryii
ENSMGAP00000003817	ENSMGAG00000004028	Meleagris_gallopavo
ENSSMAP00000013446	ENSSMAG00000008269	Scophthalmus_maximus
ENSCSAP00000015258	ENSCSAG00000002794	Chlorocebus_sabaeus
ENSDNOP00000026864	ENSDNOG00000043541	Dasypus_novemcinctus
ENSGACP00000027445	ENSGACG00000020757	Gasterosteus_aculeatus
ENSMUGP00000027225	ENSMUGG00000022676	Meriones_unguiculatus
ENSMSIP00000015257	ENSMSIG00000013094	Mus_spicilegus
ENSCHOP00000003702	ENSCHOG00000004181	Choloepus_hoffmanni
ENSPCOP00000017552	ENSPCOG00000020599	Propithecus_coquereli
ENSTNIP00000010462	ENSTNIG00000007647	Tetraodon_nigroviridis
ENSCHIP00000031715	ENSCHIG00000025959	Capra_hircus
ENSUMAP00000004797	ENSUMAG00000003834	Ursus_maritimus
ENSABRP00000015288	ENSABRG00000013430	Anser_brachyrhynchus
ENSAHAP00000002302	ENSAHAG00000001880	Apteryx_haastii
ENSSDUP00000002938	ENSSDUG00000002280	Seriola_dumerili
ENSAMXP00005038015	ENSAMXG00005018030	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTIP00000010914	ENSPTIG00000011511	Panthera_tigris_altaica
ENSKMAP00000024609	ENSKMAG00000018219	Kryptolebias_marmoratus
ENSSPAP00000029877	ENSSPAG00000022475	Stegastes_partitus
ENSATEP00000032424	ENSATEG00000022336	Anabas_testudineus
ENSCMIP00000015267	ENSCMIG00000007459	Callorhinchus_milii
ENSCGRP00015027825	ENSCGRG00015021101	Cricetulus_griseus_CriGri-PICR
ENSLAFP00000028602	ENSLAFG00000001253	Loxodonta_africana
ENSPVIP00000007688	ENSPVIG00000006149	Pogona_vitticeps
ENSMLUP00000012922	ENSMLUG00000014203	Myotis_lucifugus
ENSPFOP00000001135	ENSPFOG00000001223	Poecilia_formosa
ENSBIXP00005019266	ENSBIXG00005022510	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCAFP00020006289	ENSCAFG00020004218	Canis_lupus_dingo
ENSPCAP00000003780	ENSPCAG00000004013	Procavia_capensis
ENSMAUP00000009365	ENSMAUG00000010543	Mesocricetus_auratus
ENSMMOP00000019491	ENSMMOG00000014786	Mola_mola
ENSHCOP00000001371	ENSHCOG00000002315	Hippocampus_comes
ENSRBIP00000012762	ENSRBIG00000030358	Rhinopithecus_bieti
ENSORLP00020009864	ENSORLG00020010745	Oryzias_latipes_ASM223471v1
ENSPSIP00000011407	ENSPSIG00000010216	Pelodiscus_sinensis
ENSCVAP00000028202	ENSCVAG00000015079	Cyprinodon_variegatus
ENSSSCP00000015975	ENSSSCG00000015050	Sus_scrofa_strain_reference
ENSANAP00000032249	ENSANAG00000033796	Aotus_nancymaae
MGP_SPRETEiJ_P0091332	MGP_SPRETEiJ_G0033313	Mus_spretus_strain_SPRET/EiJ
