ENSAMEP00000004246	ENSAMEG00000004023	Ailuropoda_melanoleuca	ENSAMET00000004416
ENSUAMP00000018943	ENSUAMG00000014990	Ursus_americanus	ENSUAMT00000021191
ENSMPUP00000006214	ENSMPUG00000006268	Mustela_putorius_furo
ENSRBIP00000004261	ENSRBIG00000019722	Rhinopithecus_bieti
ENSRROP00000040683	ENSRROG00000043575	Rhinopithecus_roxellana
ENSCANP00000004363	ENSCANG00000015189	Colobus_angolensis_palliatus
ENSMNEP00000001654	ENSMNEG00000007380	Macaca_nemestrina
ENSCCAP00000024650	ENSCCAG00000030108	Cebus_capucinus_imitator
ENSSBOP00000038210	ENSSBOG00000035187	Saimiri_boliviensis_boliviensis
ENSCJAP00000000738	ENSCJAG00000000432	Callithrix_jacchus
ENSANAP00000031091	ENSANAG00000033261	Aotus_nancymaae
ENSTSYP00000015087	ENSTSYG00000036677	Carlito_syrichta
ENSPCOP00000031700	ENSPCOG00000028623	Propithecus_coquereli
ENSMICP00000008181	ENSMICG00000008980	Microcebus_murinus
ENSPSMP00000034538	ENSPSMG00000023788	Prolemur_simus
ENSOGAP00000006364	ENSOGAG00000007107	Otolemur_garnettii
ENSTBEP00000014095	ENSTBEG00000016206	Tupaia_belangeri
ENSCGRP00001026675	ENSCGRG00001023921	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006150	ENSCGRG00015004771	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001341	ENSCGRG00000001034	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005911	ENSMAUG00000007975	Mesocricetus_auratus
ENSPEMP00000016430	ENSPEMG00000015656	Peromyscus_maniculatus_bairdii
ENSMOCP00000011628	ENSMOCG00000011893	Microtus_ochrogaster
MGP_SPRETEiJ_P0068477	MGP_SPRETEiJ_G0027814	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000015677	ENSMSIG00000013447	Mus_spicilegus
ENSMUSP00000101312	ENSMUSG00000044700	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0065903	MGP_CAROLIEiJ_G0026821	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081009	MGP_PahariEiJ_G0029169	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000048083	ENSRNOG00000023152	Rattus_norvegicus
ENSMUGP00000001638	ENSMUGG00000001538	Meriones_unguiculatus
ENSNGAP00000026050	ENSNGAG00000023817	Nannospalax_galili
ENSJJAP00000012844	ENSJJAG00000015754	Jaculus_jaculus
ENSCCNP00000028464	ENSCCNG00000027407	Castor_canadensis
ENSUPAP00010002156	ENSUPAG00010001781	Urocitellus_parryii
ENSMMMP00000019636	ENSMMMG00000017340	Marmota_marmota_marmota
ENSSTOP00000019045	ENSSTOG00000023478	Ictidomys_tridecemlineatus
ENSSDAP00000021950	ENSSDAG00000019954	Spermophilus_dauricus
ENSODEP00000015578	ENSODEG00000011503	Octodon_degus
ENSCLAP00000008073	ENSCLAG00000005657	Chinchilla_lanigera
ENSCPOP00000030320	ENSCPOG00000026442	Cavia_porcellus
ENSCAPP00000008813	ENSCAPG00000010424	Cavia_aperea
ENSHGLP00000007762	ENSHGLG00000005631	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018932	ENSHGLG00100013971	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000039	ENSFDAG00000010399	Fukomys_damarensis
ENSOCUP00000003607	ENSOCUG00000004170	Oryctolagus_cuniculus
ENSOPRP00000001564	ENSOPRG00000001697	Ochotona_princeps
ENSPCAP00000001252	ENSPCAG00000001326	Procavia_capensis
ENSLAFP00000023784	ENSLAFG00000022369	Loxodonta_africana
ENSETEP00000015078	ENSETEG00000018549	Echinops_telfairi
ENSDNOP00000019771	ENSDNOG00000042189	Dasypus_novemcinctus
