ENSOPRP00000000150	ENSOPRG00000000165	Ochotona_princeps	ENSOPRT00000000167
ENSOCUP00000013425	ENSOCUG00000015625	Oryctolagus_cuniculus	ENSOCUT00000015628
ENSDORP00000005549	ENSDORG00000005924	Dipodomys_ordii	ENSDORT00000005925
ENSCLAP00000009058	ENSCLAG00000006319	Chinchilla_lanigera
ENSNPEP00000001631	ENSNPEG00000001232	Nothoprocta_perdicaria
ENSCPRP00005008478	ENSCPRG00005006027	Crocodylus_porosus
ENSGAGP00000028713	ENSGAGG00000020812	Gopherus_agassizii
ENSCABP00000002371	ENSCABG00000001850	Chelonoidis_abingdonii
ENSCABP00000015138	ENSCABG00000011314	Chelonoidis_abingdonii
ENSCPBP00000040376	ENSCPBG00000027753	Chrysemys_picta_bellii
ENSPSIP00000009366	ENSPSIG00000008210	Pelodiscus_sinensis
ENSSPUP00000013890	ENSSPUG00000010706	Sphenodon_punctatus
ENSNSUP00000010727	ENSNSUG00000008130	Notechis_scutatus
ENSLACP00000020151	ENSLACG00000017710	Latimeria_chalumnae
ENSXETP00000054444	ENSXETG00000017270	Xenopus_tropicalis
ENSSARP00000007851	ENSSARG00000008657	Sorex_araneus
ENSEEUP00000004732	ENSEEUG00000005128	Erinaceus_europaeus
ENSAMXP00000009077	ENSAMXG00000008817	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005027357	ENSAMXG00005013678	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035415	ENSPNAG00000005948	Pygocentrus_nattereri
ENSDARP00000075613	ENSDARG00000078459	Danio_rerio
ENSDCDP00000058895	ENSDCDG00000034118	Denticeps_clupeoides
ENSHHUP00000090611	ENSHHUG00000052314	Hucho_hucho
ENSHHUP00000055401	ENSHHUG00000033135	Hucho_hucho
ENSELUP00000011632	ENSELUG00000012042	Esox_lucius
ENSHHUP00000055419	ENSHHUG00000033149	Hucho_hucho
ENSGMOP00000001948	ENSGMOG00000001728	Gadus_morhua
ENSIPUP00000027445	ENSIPUG00000018581	Ictalurus_punctatus
ENSIPUP00000027455	ENSIPUG00000018594	Ictalurus_punctatus
ENSCHAP00000027256	ENSCHAG00000013236	Clupea_harengus
ENSSFOP00015006085	ENSSFOG00015003965	Scleropages_formosus
ENSSFOP00015006071	ENSSFOG00015003900	Scleropages_formosus
ENSPKIP00000035107	ENSPKIG00000014177	Paramormyrops_kingsleyae
ENSPNAP00000025006	ENSPNAG00000009842	Pygocentrus_nattereri
ENSAMXP00005050889	ENSAMXG00005023051	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000051928	ENSEEEG00000024364	Electrophorus_electricus
ENSEEEP00000044987	ENSEEEG00000021228	Electrophorus_electricus
ENSDCDP00000018483	ENSDCDG00000013318	Denticeps_clupeoides
ENSHHUP00000040624	ENSHHUG00000025112	Hucho_hucho
ENSHHUP00000040621	ENSHHUG00000025110	Hucho_hucho
ENSHHUP00000003192	ENSHHUG00000002028	Hucho_hucho
ENSFHEP00000005007	ENSFHEG00000000159	Fundulus_heteroclitus
ENSXCOP00000016701	ENSXCOG00000012595	Xiphophorus_couchianus
ENSAOCP00000032167	ENSAOCG00000024334	Amphiprion_ocellaris
ENSHHUP00000047618	ENSHHUG00000028881	Hucho_hucho
ENSCHAP00000007731	ENSCHAG00000004776	Clupea_harengus
ENSAPEP00000034593	ENSAPEG00000024563	Amphiprion_percula
ENSLBEP00000028716	ENSLBEG00000021732	Labrus_bergylta
ENSGACP00000013112	ENSGACG00000009915	Gasterosteus_aculeatus
ENSNBRP00000006151	ENSNBRG00000004847	Neolamprologus_brichardi
ENSMZEP00005022127	ENSMZEG00005016596	Maylandia_zebra
ENSKMAP00000027883	ENSKMAG00000020679	Kryptolebias_marmoratus
ENSGWIP00000020243	ENSGWIG00000010983	Gouania_willdenowi
ENSTRUP00000021412	ENSTRUG00000019887	Takifugu_rubripes
ENSTNIP00000010539	ENSTNIG00000007722	Tetraodon_nigroviridis
ENSMMOP00000016472	ENSMMOG00000012560	Mola_mola
ENSCGOP00000023785	ENSCGOG00000010330	Cottoperca_gobio
ENSACLP00000024828	ENSACLG00000016889	Astatotilapia_calliptera
ENSHBUP00000000982	ENSHBUG00000002162	Haplochromis_burtoni
ENSPNYP00000007637	ENSPNYG00000005855	Pundamilia_nyererei
ENSONIP00000004774	ENSONIG00000003797	Oreochromis_niloticus
ENSACIP00000018937	ENSACIG00000014740	Amphilophus_citrinellus
ENSAOCP00000021585	ENSAOCG00000006553	Amphiprion_ocellaris
ENSAPOP00000000630	ENSAPOG00000001824	Acanthochromis_polyacanthus
ENSORLP00020002687	ENSORLG00020003458	Oryzias_latipes_ASM223471v1
ENSORLP00000037657	ENSORLG00000024694	Oryzias_latipes_ASM223467v1
ENSORLP00015025048	ENSORLG00015005969	Oryzias_latipes_ASM223469v1
ENSOMEP00000011226	ENSOMEG00000012531	Oryzias_melastigma
ENSCVAP00000003075	ENSCVAG00000004250	Cyprinodon_variegatus
ENSLCAP00010015378	ENSLCAG00010007226	Lates_calcarifer
ENSSMAP00000021480	ENSSMAG00000013167	Scophthalmus_maximus
ENSLCRP00005008691	ENSLCRG00005004078	Larimichthys_crocea
ENSCSEP00000027105	ENSCSEG00000017320	Cynoglossus_semilaevis
ENSPMGP00000017152	ENSPMGG00000014034	Periophthalmus_magnuspinnatus
ENSATEP00000020239	ENSATEG00000014108	Anabas_testudineus
ENSBSLP00000006089	ENSBSLG00000002900	Betta_splendens
ENSSPAP00000011865	ENSSPAG00000009017	Stegastes_partitus
ENSPRNP00000006817	ENSPRNG00000004069	Parambassis_ranga
ENSMALP00000018169	ENSMALG00000012668	Monopterus_albus
ENSMAMP00000017757	ENSMAMG00000011990	Mastacembelus_armatus
ENSSLDP00000026387	ENSSLDG00000020514	Seriola_lalandi_dorsalis
ENSSDUP00000026078	ENSSDUG00000018922	Seriola_dumerili
ENSHCOP00000021158	ENSHCOG00000007763	Hippocampus_comes
ENSPLAP00000006028	ENSPLAG00000008089	Poecilia_latipinna
ENSPREP00000020758	ENSPREG00000014044	Poecilia_reticulata
ENSPFOP00000025330	ENSPFOG00000024261	Poecilia_formosa
ENSPMEP00000025949	ENSPMEG00000009278	Poecilia_mexicana
ENSXMAP00000018603	ENSXMAG00000018520	Xiphophorus_maculatus
ENSXCOP00000016699	ENSXCOG00000012593	Xiphophorus_couchianus
ENSGAFP00000018717	ENSGAFG00000012652	Gambusia_affinis
ENSGMOP00000009634	ENSGMOG00000008990	Gadus_morhua
ENSLOCP00000001778	ENSLOCG00000001531	Lepisosteus_oculatus
ENSECRP00000011871	ENSECRG00000007920	Erpetoichthys_calabaricus
ENSPMAP00000007354	ENSPMAG00000006675	Petromyzon_marinus
ENSEBUP00000010694	ENSEBUG00000006882	Eptatretus_burgeri
ENSEBUP00000009114	ENSEBUG00000005890	Eptatretus_burgeri
ENSECRP00000031704	ENSECRG00000021465	Erpetoichthys_calabaricus
ENSLOCP00000009019	ENSLOCG00000007417	Lepisosteus_oculatus
