ENSPEMP00000000606	ENSPEMG00000000437	Peromyscus_maniculatus_bairdii
ENSORLP00020030908	ENSORLG00020015661	Oryzias_latipes_ASM223471v1
ENSAOCP00000013422	ENSAOCG00000002155	Amphiprion_ocellaris
ENSMALP00000002060	ENSMALG00000001536	Monopterus_albus
ENSPMGP00000028564	ENSPMGG00000022997	Periophthalmus_magnuspinnatus
ENSOPRP00000002012	ENSOPRG00000002194	Ochotona_princeps
ENSPPRP00000017961	ENSPPRG00000009759	Panthera_pardus
ENSDORP00000027330	ENSDORG00000027180	Dipodomys_ordii
ENSORLP00015002322	ENSORLG00015002977	Oryzias_latipes_ASM223469v1
ENSMAMP00000011085	ENSMAMG00000007493	Mastacembelus_armatus
ENSCJPP00005018625	ENSCJPG00005015152	Coturnix_japonica	ENSCJPT00005025875
ENSTRUP00000047708	ENSTRUG00000018624	Takifugu_rubripes
ENSKMAP00000003987	ENSKMAG00000003049	Kryptolebias_marmoratus
ENSOANP00000003783	ENSOANG00000002390	Ornithorhynchus_anatinus
ENSRNOP00000015725	ENSRNOG00000011518	Rattus_norvegicus
ENSANAP00000001995	ENSANAG00000016438	Aotus_nancymaae
ENSCVAP00000002253	ENSCVAG00000003321	Cyprinodon_variegatus
ENSNSUP00000002719	ENSNSUG00000002247	Notechis_scutatus
ENSCCEP00000006701	ENSCCEG00000007149	Cyanistes_caeruleus
ENSGMOP00000013994	ENSGMOG00000013092	Gadus_morhua
ENSOMEP00000029045	ENSOMEG00000012439	Oryzias_melastigma
ENSPKIP00000015059	ENSPKIG00000001896	Paramormyrops_kingsleyae
ENSSTOP00000022805	ENSSTOG00000025959	Ictidomys_tridecemlineatus
ENSDARP00000131844	ENSDARG00000103752	Danio_rerio
ENSPNAP00000033247	ENSPNAG00000021747	Pygocentrus_nattereri
ENSSPUP00000012152	ENSSPUG00000009324	Sphenodon_punctatus	ENSSPUT00000012957
ENSBTAP00000065349	ENSBTAG00000016413	Bos_taurus
ENSHCOP00000026372	ENSHCOG00000017243	Hippocampus_comes
ENSCANP00000034880	ENSCANG00000041131	Colobus_angolensis_palliatus
ENSSARP00000003215	ENSSARG00000003590	Sorex_araneus
ENSBSLP00000049920	ENSBSLG00000023758	Betta_splendens
ENSSLDP00000023570	ENSSLDG00000018400	Seriola_lalandi_dorsalis
ENSAMXP00000041156	ENSAMXG00000035424	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMVIP00005027493	ENSMVIG00005019166	Manacus_vitellinus
ENSMNEP00000039968	ENSMNEG00000042910	Macaca_nemestrina
ENSTGUP00000017583	ENSTGUG00000017306	Taeniopygia_guttata
ENSNGAP00000001034	ENSNGAG00000000781	Nannospalax_galili
ENSOMEP00000020181	ENSOMEG00000022024	Oryzias_melastigma
ENSDNVP00000009743	ENSDNVG00000006881	Dromaius_novaehollandiae	ENSDNVT00000011701
ENSDNOP00000028734	ENSDNOG00000045569	Dasypus_novemcinctus
ENSORLP00015017350	ENSORLG00015018377	Oryzias_latipes_ASM223469v1
ENSBSLP00000028702	ENSBSLG00000014373	Betta_splendens
ENSDCDP00000045168	ENSDCDG00000028543	Denticeps_clupeoides
ENSFHEP00000031867	ENSFHEG00000018021	Fundulus_heteroclitus
ENSPCOP00000023140	ENSPCOG00000023702	Propithecus_coquereli
ENSSDUP00000030273	ENSSDUG00000021809	Seriola_dumerili
ENSPANP00000018147	ENSPANG00000021947	Papio_anubis
ENSBBBP00000014047	ENSBBBG00000021760	Bison_bison_bison
ENSXMAP00000018806	ENSXMAG00000018766	Xiphophorus_maculatus
ENSPREP00000014062	ENSPREG00000009550	Poecilia_reticulata
ENSCAFP00000038741	ENSCAFG00000029801	Canis_lupus_familiaris
ENSHBUP00000030277	ENSHBUG00000015203	Haplochromis_burtoni
ENSABRP00000017357	ENSABRG00000015131	Anser_brachyrhynchus
ENSLCAP00010043962	ENSLCAG00010020483	Lates_calcarifer
ENSMUNP00000014611	ENSMUNG00000011358	Melopsittacus_undulatus
ENSAOCP00000026913	ENSAOCG00000001071	Amphiprion_ocellaris
ENSJJAP00000004816	ENSJJAG00000009807	Jaculus_jaculus
MGP_PahariEiJ_P0047020	MGP_PahariEiJ_G0021423	Mus_pahari_strain_PAHARI_EIJ
ENSCVAP00000021657	ENSCVAG00000003844	Cyprinodon_variegatus
ENSGGOP00000013983	ENSGGOG00000014340	Gorilla_gorilla
ENSGAFP00000016813	ENSGAFG00000011336	Gambusia_affinis
ENSMUSP00000046794	ENSMUSG00000039661	Mus_musculus_strain_reference_(CL57BL6)
ENSSMAP00000019577	ENSSMAG00000012022	Scophthalmus_maximus
ENSNMEP00000022907	ENSNMEG00000019550	Numida_meleagris	ENSNMET00000033495
ENSDCDP00000046931	ENSDCDG00000029292	Denticeps_clupeoides
ENSPVAP00000004449	ENSPVAG00000004700	Pteropus_vampyrus
ENSRROP00000006947	ENSRROG00000026724	Rhinopithecus_roxellana
ENSPTRP00000034500	ENSPTRG00000020152	Pan_troglodytes
ENSHGLP00100012556	ENSHGLG00100009301	Heterocephalus_glaber_HetGla_1.0
ENSCCAP00000018412	ENSCCAG00000027044	Cebus_capucinus_imitator
ENSVURP00010015209	ENSVURG00010011646	Vombatus_ursinus
ENSCSEP00000016436	ENSCSEG00000010568	Cynoglossus_semilaevis
ENSAMXP00005004211	ENSAMXG00005002576	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPCIP00000038303	ENSPCIG00000028181	Phascolarctos_cinereus
ENSBIXP00000029232	ENSBIXG00000007170	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLBEP00000029469	ENSLBEG00000022305	Labrus_bergylta
ENSSFOP00015019624	ENSSFOG00015012626	Scleropages_formosus
ENSPLAP00000022938	ENSPLAG00000007899	Poecilia_latipinna
ENSEEEP00000016989	ENSEEEG00000008417	Electrophorus_electricus
ENSTRUP00000005946	ENSTRUG00000002564	Takifugu_rubripes
ENSFALP00000007114	ENSFALG00000006820	Ficedula_albicollis
MGP_CAROLIEiJ_P0084120	MGP_CAROLIEiJ_G0030954	Mus_caroli_strain_CAROLI_EIJ
ENSMICP00000027280	ENSMICG00000026693	Microcebus_murinus
ENSCLAP00000004605	ENSCLAG00000003277	Chinchilla_lanigera
ENSMMUP00000071489	ENSMMUG00000051746	Macaca_mulatta
ENSODEP00000007031	ENSODEG00000005243	Octodon_degus
ENSPSIP00000012456	ENSPSIG00000011237	Pelodiscus_sinensis
ENSGAGP00000030840	ENSGAGG00000022174	Gopherus_agassizii
ENSPRNP00000040504	ENSPRNG00000019886	Parambassis_ranga
ENSLACP00000021304	ENSLACG00000018721	Latimeria_chalumnae
ENSNPEP00000014582	ENSNPEG00000010902	Nothoprocta_perdicaria
ENSEASP00005024633	ENSEASG00005016741	Equus_asinus_asinus
ENSMLUP00000002518	ENSMLUG00000002772	Myotis_lucifugus
ENSCGRP00000015773	ENSCGRG00000011438	Cricetulus_griseus_CriGri_1.0
ENSCSEP00000013015	ENSCSEG00000008406	Cynoglossus_semilaevis
ENSFCAP00000048653	ENSFCAG00000040176	Felis_catus
ENSHGLP00000017014	ENSHGLG00000012175	Heterocephalus_glaber_HetGla_female_1.0
ENSPNYP00000023878	ENSPNYG00000018046	Pundamilia_nyererei
ENSSDUP00000032838	ENSSDUG00000023598	Seriola_dumerili
ENSCPOP00000033032	ENSCPOG00000030210	Cavia_porcellus
ENSLCOP00000011322	ENSLCOG00000008217	Lepidothrix_coronata
ENSATEP00000000465	ENSATEG00000000350	Anabas_testudineus
ENSPFOP00000016066	ENSPFOG00000016009	Poecilia_formosa
ENSMGAP00000001074	ENSMGAG00000001592	Meleagris_gallopavo
ENSCGOP00000032485	ENSCGOG00000015125	Cottoperca_gobio
ENSUAMP00000035445	ENSUAMG00000026903	Ursus_americanus
ENSGACP00000015546	ENSGACG00000011757	Gasterosteus_aculeatus
ENSSPAP00000012405	ENSSPAG00000009416	Stegastes_partitus
ENSTSYP00000017807	ENSTSYG00000032925	Carlito_syrichta
ENSCATP00000043724	ENSCATG00000044393	Cercocebus_atys
ENSPSMP00000012075	ENSPSMG00000008715	Prolemur_simus
ENSPTIP00000000227	ENSPTIG00000000562	Panthera_tigris_altaica
ENSACLP00000029745	ENSACLG00000020154	Astatotilapia_calliptera
ENSGWIP00000025652	ENSGWIG00000013509	Gouania_willdenowi
ENSAMEP00000008921	ENSAMEG00000008481	Ailuropoda_melanoleuca
ENSAOWP00000002341	ENSAOWG00000001681	Apteryx_owenii	ENSAOWT00000002678
ENSMMOP00000020352	ENSMMOG00000015459	Mola_mola
ENSPRNP00000025133	ENSPRNG00000012759	Parambassis_ranga
ENSMALP00000008701	ENSMALG00000006197	Monopterus_albus
ENSPTEP00000034873	ENSPTEG00000033028	Piliocolobus_tephrosceles
ENSAPLP00000002500	ENSAPLG00000003050	Anas_platyrhynchos_platyrhynchos
ENSCHIP00000020303	ENSCHIG00000019000	Capra_hircus
ENSPMEP00000020468	ENSPMEG00000023604	Poecilia_mexicana
ENSCGRP00015022267	ENSCGRG00015016959	Cricetulus_griseus_CriGri-PICR
ENSLOCP00000018639	ENSLOCG00000015143	Lepisosteus_oculatus
ENSARWP00000016803	ENSARWG00000011596	Apteryx_rowi	ENSARWT00000019152
ENSTNIP00000004231	ENSTNIG00000001857	Tetraodon_nigroviridis
ENSNVIP00000008573	ENSNVIG00000006809	Neovison_vison
ENSAPOP00000014271	ENSAPOG00000017142	Acanthochromis_polyacanthus
ENSLAFP00000000571	ENSLAFG00000000679	Loxodonta_africana
ENSAPOP00000026734	ENSAPOG00000010762	Acanthochromis_polyacanthus
ENSFDAP00000016870	ENSFDAG00000005537	Fukomys_damarensis
ENSHCOP00000004088	ENSHCOG00000005474	Hippocampus_comes
ENSMFAP00000028797	ENSMFAG00000041680	Macaca_fascicularis
ENSECRP00000000531	ENSECRG00000000318	Erpetoichthys_calabaricus
ENSPREP00000022519	ENSPREG00000015207	Poecilia_reticulata
ENSCAPP00000000858	ENSCAPG00000001185	Cavia_aperea
ENSPCAP00000010573	ENSPCAG00000011385	Procavia_capensis
ENSCGRP00001015379	ENSCGRG00001016001	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCNP00000000795	ENSCCNG00000000866	Castor_canadensis
ENSHHUP00000072650	ENSHHUG00000042635	Hucho_hucho
ENSATEP00000032377	ENSATEG00000022299	Anabas_testudineus
ENSELUP00000000775	ENSELUG00000002325	Esox_lucius
ENSXETP00000002619	ENSXETG00000005553	Xenopus_tropicalis
ENSHBUP00000009396	ENSHBUG00000010919	Haplochromis_burtoni
ENSPMJP00000024210	ENSPMJG00000017808	Parus_major
ENSMSIP00000036145	ENSMSIG00000030077	Mus_spicilegus
ENSUPAP00010029033	ENSUPAG00010022896	Urocitellus_parryii
ENSCHAP00000026745	ENSCHAG00000013022	Clupea_harengus
ENSJHYP00000003892	ENSJHYG00000003215	Junco_hyemalis
ENSAMXP00005041295	ENSAMXG00005019329	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPRP00005003813	ENSCPRG00005002787	Crocodylus_porosus
ENSPFOP00000018777	ENSPFOG00000018670	Poecilia_formosa
ENSCABP00000023425	ENSCABG00000017242	Chelonoidis_abingdonii
ENSGMOP00000017843	ENSGMOG00000016629	Gadus_morhua
ENSXCOP00000023321	ENSXCOG00000017415	Xiphophorus_couchianus
ENSCMIP00000040282	ENSCMIG00000016816	Callorhinchus_milii
ENSIPUP00000024102	ENSIPUG00000016293	Ictalurus_punctatus
ENSPNAP00000028146	ENSPNAG00000013733	Pygocentrus_nattereri
ENSTTRP00000012327	ENSTTRG00000012995	Tursiops_truncatus
ENSSDAP00000003020	ENSSDAG00000002889	Spermophilus_dauricus
ENSKMAP00000022335	ENSKMAG00000016585	Kryptolebias_marmoratus
ENSPPYP00000020739	ENSPPYG00000018499	Pongo_abelii
MGP_SPRETEiJ_P0087592	MGP_SPRETEiJ_G0032072	Mus_spretus_strain_SPRET/EiJ
ENSTNIP00000016593	ENSTNIG00000013594	Tetraodon_nigroviridis
ENSUMAP00000029114	ENSUMAG00000021122	Ursus_maritimus
ENSACAP00000000725	ENSACAG00000000791	Anolis_carolinensis
ENSAHAP00000002462	ENSAHAG00000002019	Apteryx_haastii	ENSAHAT00000002801
ENSCPGP00000010326	ENSCPGG00000007344	Calidris_pygmaea
ENSCAFP00020001488	ENSCAFG00020001350	Canis_lupus_dingo
ENSELUP00000042250	ENSELUG00000023416	Esox_lucius
ENSSHAP00000009681	ENSSHAG00000008379	Sarcophilus_harrisii
ENSDARP00000149396	ENSDARG00000113659	Danio_rerio
ENSPMEP00000000899	ENSPMEG00000001747	Poecilia_mexicana
ENSGALP00000002492	ENSGALG00000001633	Gallus_gallus	ENSGALT00000002495
ENSCSAP00000011858	ENSCSAG00000015780	Chlorocebus_sabaeus
ENSEEUP00000013725	ENSEEUG00000015049	Erinaceus_europaeus
ENSAMXP00000005591	ENSAMXG00000005462	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000003236	ENSIPUG00000002301	Ictalurus_punctatus
ENSMAMP00000011564	ENSMAMG00000007816	Mastacembelus_armatus
ENSPNYP00000025449	ENSPNYG00000019194	Pundamilia_nyererei
ENSGAFP00000010168	ENSGAFG00000006898	Gambusia_affinis
ENSCPBP00000000134	ENSCPBG00000000135	Chrysemys_picta_bellii
