ENSDCDP00000037177	ENSDCDG00000024814	Denticeps_clupeoides
ENSEBUP00000023954	ENSEBUG00000014760	Eptatretus_burgeri
ENSXETP00000012512	ENSXETG00000014225	Xenopus_tropicalis	ENSXETT00000025611
ENSXETP00000035437	ENSXETG00000014196	Xenopus_tropicalis	ENSXETT00000037993
ENSXETP00000035449	ENSXETG00000014180	Xenopus_tropicalis	ENSXETT00000025707
ENSXETP00000012587	ENSXETG00000013814	Xenopus_tropicalis	ENSXETT00000025753
ENSXETP00000036272	ENSXETG00000013556	Xenopus_tropicalis	ENSXETT00000038522
ENSACAP00000006897	ENSACAG00000006667	Anolis_carolinensis
ENSACAP00000006504	ENSACAG00000006623	Anolis_carolinensis
ENSPVIP00000007791	ENSPVIG00000006357	Pogona_vitticeps
ENSSMRP00000023634	ENSSMRG00000018315	Salvator_merianae
ENSPVIP00000007821	ENSPVIG00000006362	Pogona_vitticeps
ENSPVIP00000007795	ENSPVIG00000006359	Pogona_vitticeps
ENSACAP00000006462	ENSACAG00000006620	Anolis_carolinensis
ENSACAP00000006459	ENSACAG00000006613	Anolis_carolinensis
ENSSPUP00000013905	ENSSPUG00000010107	Sphenodon_punctatus
ENSSPUP00000012848	ENSSPUG00000009899	Sphenodon_punctatus
ENSGAGP00000015128	ENSGAGG00000011419	Gopherus_agassizii
ENSCABP00000013905	ENSCABG00000010355	Chelonoidis_abingdonii
ENSCPBP00000013105	ENSCPBG00000009792	Chrysemys_picta_bellii
ENSCPBP00000012633	ENSCPBG00000009505	Chrysemys_picta_bellii
ENSCPBP00000012963	ENSCPBG00000009551	Chrysemys_picta_bellii
ENSCPBP00000012578	ENSCPBG00000009470	Chrysemys_picta_bellii
ENSCPBP00000012535	ENSCPBG00000009449	Chrysemys_picta_bellii
ENSPSIP00000003004	ENSPSIG00000002903	Pelodiscus_sinensis
ENSJHYP00000011413	ENSJHYG00000008717	Junco_hyemalis
ENSZALP00000001512	ENSZALG00000001407	Zonotrichia_albicollis
ENSSCAP00000004263	ENSSCAG00000003305	Serinus_canaria
ENSTGUP00000008784	ENSTGUG00000008524	Taeniopygia_guttata
ENSLSDP00000017832	ENSLSDG00000012743	Lonchura_striata_domestica
ENSFALP00000009753	ENSFALG00000009327	Ficedula_albicollis
ENSCCEP00000013978	ENSCCEG00000013376	Cyanistes_caeruleus
ENSPMJP00000000214	ENSPMJG00000000216	Parus_major
ENSLCOP00000000268	ENSLCOG00000000248	Lepidothrix_coronata
ENSMVIP00005016359	ENSMVIG00005011739	Manacus_vitellinus
ENSCPUP00000017198	ENSCPUG00000011858	Calidris_pugnax
ENSCPGP00000015072	ENSCPGG00000010646	Calidris_pygmaea
ENSABRP00000019536	ENSABRG00000016721	Anser_brachyrhynchus
ENSMUNP00000014100	ENSMUNG00000010979	Melopsittacus_undulatus
ENSGALP00000017026	ENSGALG00000010469	Gallus_gallus
ENSMGAP00000011217	ENSMGAG00000010784	Meleagris_gallopavo
ENSCJPP00005011770	ENSCJPG00005010075	Coturnix_japonica
ENSNMEP00000025398	ENSNMEG00000021499	Numida_meleagris
ENSAOWP00000012978	ENSAOWG00000008750	Apteryx_owenii	ENSAOWT00000014759
ENSAHAP00000020534	ENSAHAG00000014224	Apteryx_haastii	ENSAHAT00000022649
ENSARWP00000026573	ENSARWG00000017976	Apteryx_rowi	ENSARWT00000030051
ENSARWP00000026574	ENSARWG00000017977	Apteryx_rowi
ENSDNVP00000012723	ENSDNVG00000008886	Dromaius_novaehollandiae
ENSNPEP00000020348	ENSNPEG00000015039	Nothoprocta_perdicaria
ENSCPRP00005025961	ENSCPRG00005017986	Crocodylus_porosus
ENSGAGP00000015097	ENSGAGG00000011253	Gopherus_agassizii
ENSCABP00000013802	ENSCABG00000010253	Chelonoidis_abingdonii
ENSCPBP00000013259	ENSCPBG00000009909	Chrysemys_picta_bellii
ENSPSIP00000015126	ENSPSIG00000013358	Pelodiscus_sinensis
ENSPSIP00000013644	ENSPSIG00000012233	Pelodiscus_sinensis
ENSPSIP00000013419	ENSPSIG00000012049	Pelodiscus_sinensis
ENSPSIP00000012031	ENSPSIG00000010643	Pelodiscus_sinensis
ENSPSIP00000014477	ENSPSIG00000012816	Pelodiscus_sinensis
ENSACAP00000006452	ENSACAG00000005985	Anolis_carolinensis
ENSPVIP00000007826	ENSPVIG00000006379	Pogona_vitticeps
ENSSMRP00000023613	ENSSMRG00000018313	Salvator_merianae
ENSSPUP00000014428	ENSSPUG00000010929	Sphenodon_punctatus
ENSOANP00000023212	ENSOANG00000014732	Ornithorhynchus_anatinus
ENSOANP00000029411	ENSOANG00000030344	Ornithorhynchus_anatinus
ENSOANP00000004198	ENSOANG00000002637	Ornithorhynchus_anatinus
ENSOANP00000004202	ENSOANG00000002639	Ornithorhynchus_anatinus
ENSNSUP00000022240	ENSNSUG00000016173	Notechis_scutatus
ENSPVIP00000007796	ENSPVIG00000006361	Pogona_vitticeps
ENSPSIP00000003049	ENSPSIG00000002942	Pelodiscus_sinensis
ENSPSIP00000003057	ENSPSIG00000002951	Pelodiscus_sinensis
ENSGAGP00000015482	ENSGAGG00000011439	Gopherus_agassizii
ENSCABP00000014571	ENSCABG00000010415	Chelonoidis_abingdonii
ENSCPBP00000012438	ENSCPBG00000009058	Chrysemys_picta_bellii
ENSPVIP00000007788	ENSPVIG00000006355	Pogona_vitticeps
ENSACAP00000019055	ENSACAG00000026328	Anolis_carolinensis
ENSNSUP00000022239	ENSNSUG00000016172	Notechis_scutatus
ENSSMRP00000023636	ENSSMRG00000018331	Salvator_merianae
ENSSPUP00000012264	ENSSPUG00000009405	Sphenodon_punctatus
ENSAOWP00000013167	ENSAOWG00000008889	Apteryx_owenii
ENSAHAP00000021051	ENSAHAG00000014595	Apteryx_haastii
ENSARWP00000026577	ENSARWG00000017978	Apteryx_rowi
ENSDNVP00000012759	ENSDNVG00000009018	Dromaius_novaehollandiae
ENSNPEP00000020204	ENSNPEG00000015013	Nothoprocta_perdicaria
ENSCPGP00000015080	ENSCPGG00000010651	Calidris_pygmaea
ENSCPUP00000017209	ENSCPUG00000011861	Calidris_pugnax
ENSMUNP00000014096	ENSMUNG00000010978	Melopsittacus_undulatus
ENSTGUP00000008774	ENSTGUG00000008418	Taeniopygia_guttata
ENSLSDP00000017829	ENSLSDG00000012740	Lonchura_striata_domestica
ENSSCAP00000003973	ENSSCAG00000003281	Serinus_canaria
ENSZALP00000001144	ENSZALG00000001393	Zonotrichia_albicollis
ENSJHYP00000011034	ENSJHYG00000008642	Junco_hyemalis
ENSFALP00000009755	ENSFALG00000009359	Ficedula_albicollis
ENSPMJP00000000183	ENSPMJG00000000189	Parus_major
ENSCCEP00000014018	ENSCCEG00000013378	Cyanistes_caeruleus
ENSLCOP00000000271	ENSLCOG00000000255	Lepidothrix_coronata
ENSMVIP00005016391	ENSMVIG00005011763	Manacus_vitellinus
ENSABRP00000019504	ENSABRG00000016720	Anser_brachyrhynchus
ENSAPLP00000009288	ENSAPLG00000009571	Anas_platyrhynchos_platyrhynchos
ENSGALP00000017031	ENSGALG00000020688	Gallus_gallus
ENSMGAP00000011211	ENSMGAG00000010752	Meleagris_gallopavo
ENSCJPP00005011767	ENSCJPG00005010074	Coturnix_japonica
ENSNMEP00000025397	ENSNMEG00000021498	Numida_meleagris
ENSCPRP00005025898	ENSCPRG00005017973	Crocodylus_porosus
ENSGAGP00000025479	ENSGAGG00000018624	Gopherus_agassizii
ENSCABP00000014872	ENSCABG00000010908	Chelonoidis_abingdonii
ENSCPBP00000011893	ENSCPBG00000009018	Chrysemys_picta_bellii
ENSPSIP00000003075	ENSPSIG00000002963	Pelodiscus_sinensis
ENSLACP00000015525	ENSLACG00000013669	Latimeria_chalumnae
ENSLACP00000015094	ENSLACG00000013282	Latimeria_chalumnae
ENSCMIP00000034615	ENSCMIG00000014667	Callorhinchus_milii
ENSPMAP00000007202	ENSPMAG00000006486	Petromyzon_marinus
ENSPMAP00000000744	ENSPMAG00000000675	Petromyzon_marinus
ENSPMAP00000006610	ENSPMAG00000005980	Petromyzon_marinus
ENSPMAP00000004120	ENSPMAG00000003721	Petromyzon_marinus
ENSCINP00000017857	ENSCING00000008770	Ciona_intestinalis
ENSCSAVP00000014737	ENSCSAVG00000008614	Ciona_savignyi
ENSCSAVP00000005559	ENSCSAVG00000003316	Ciona_savignyi
ENSCSAVP00000005562	ENSCSAVG00000003319	Ciona_savignyi
ENSCSAVP00000001342	ENSCSAVG00000000745	Ciona_savignyi
ENSCSAVP00000004564	ENSCSAVG00000002719	Ciona_savignyi
ENSCSAVP00000004736	ENSCSAVG00000002820	Ciona_savignyi
ENSCSAVP00000008642	ENSCSAVG00000005142	Ciona_savignyi
ENSCSAVP00000008586	ENSCSAVG00000005103	Ciona_savignyi
ENSCSAVP00000001360	ENSCSAVG00000000755	Ciona_savignyi
ENSCSAVP00000001533	ENSCSAVG00000000874	Ciona_savignyi
ENSCSAVP00000001432	ENSCSAVG00000000810	Ciona_savignyi
ENSCINP00000008406	ENSCING00000004066	Ciona_intestinalis
ENSCSAVP00000005786	ENSCSAVG00000003449	Ciona_savignyi
ENSCSAVP00000005761	ENSCSAVG00000003436	Ciona_savignyi
ENSCSAVP00000003365	ENSCSAVG00000001999	Ciona_savignyi
ENSCINP00000026373	ENSCING00000014646	Ciona_intestinalis
ENSCINP00000035054	ENSCING00000021585	Ciona_intestinalis
ENSCSAVP00000017691	ENSCSAVG00000010413	Ciona_savignyi
ENSCINP00000009791	ENSCING00000022988	Ciona_intestinalis
ENSCINP00000009781	ENSCING00000004714	Ciona_intestinalis
ENSCSAVP00000016777	ENSCSAVG00000009871	Ciona_savignyi
ENSCINP00000013487	ENSCING00000006567	Ciona_intestinalis
ENSCSAVP00000010825	ENSCSAVG00000006350	Ciona_savignyi
