ENSSSCP00000020531	ENSSSCG00000009944	Sus_scrofa_strain_reference
ENSPANP00000018111	ENSPANG00000018235	Papio_anubis
ENSMLEP00000037995	ENSMLEG00000043069	Mandrillus_leucophaeus
ENSCATP00000000243	ENSCATG00000000746	Cercocebus_atys
ENSCSAP00000015172	ENSCSAG00000002869	Chlorocebus_sabaeus
ENSRBIP00000011823	ENSRBIG00000029750	Rhinopithecus_bieti
ENSRROP00000004334	ENSRROG00000017584	Rhinopithecus_roxellana
ENSPTEP00000018412	ENSPTEG00000019850	Piliocolobus_tephrosceles
ENSCANP00000019620	ENSCANG00000033230	Colobus_angolensis_palliatus
ENSTSYP00000008160	ENSTSYG00000008897	Carlito_syrichta
ENSPCOP00000023507	ENSPCOG00000023897	Propithecus_coquereli
ENSMICP00000018959	ENSMICG00000037735	Microcebus_murinus
ENSPSMP00000003372	ENSPSMG00000002748	Prolemur_simus
ENSOGAP00000000839	ENSOGAG00000000938	Otolemur_garnettii
ENSHGLP00000024940	ENSHGLG00000017773	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018556	ENSHGLG00100013683	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001434	ENSFDAG00000011406	Fukomys_damarensis
ENSCLAP00000017090	ENSCLAG00000011732	Chinchilla_lanigera
ENSODEP00000009958	ENSODEG00000007444	Octodon_degus
ENSCAPP00000008608	ENSCAPG00000010275	Cavia_aperea
ENSCPOP00000001214	ENSCPOG00000001338	Cavia_porcellus
ENSCCNP00000017808	ENSCCNG00000018108	Castor_canadensis
MGP_SPRETEiJ_P0072609	MGP_SPRETEiJ_G0028582	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000009178	ENSMSIG00000008112	Mus_spicilegus
ENSMUSP00000004646	ENSMUSG00000004530	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0069934	MGP_CAROLIEiJ_G0027584	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000000496	ENSMSIG00000000532	Mus_spicilegus
MGP_PahariEiJ_P0058171	MGP_PahariEiJ_G0024166	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000000886	ENSRNOG00000000697	Rattus_norvegicus
ENSMUGP00000012299	ENSMUGG00000010692	Meriones_unguiculatus
ENSMUGP00000012419	ENSMUGG00000010803	Meriones_unguiculatus
ENSCGRP00001027673	ENSCGRG00001024616	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015030720	ENSCGRG00015023130	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013563	ENSCGRG00000009838	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000019665	ENSMAUG00000017903	Mesocricetus_auratus
ENSMOCP00000022513	ENSMOCG00000019524	Microtus_ochrogaster
ENSPEMP00000012128	ENSPEMG00000012562	Peromyscus_maniculatus_bairdii
ENSNGAP00000020553	ENSNGAG00000020017	Nannospalax_galili
ENSJJAP00000018561	ENSJJAG00000019806	Jaculus_jaculus
ENSDORP00000012556	ENSDORG00000013356	Dipodomys_ordii
ENSMMMP00000020764	ENSMMMG00000018317	Marmota_marmota_marmota
ENSMMMP00000019199	ENSMMMG00000016981	Marmota_marmota_marmota
ENSSTOP00000010394	ENSSTOG00000011581	Ictidomys_tridecemlineatus
ENSSDAP00000019712	ENSSDAG00000017965	Spermophilus_dauricus
ENSUPAP00010005086	ENSUPAG00010004121	Urocitellus_parryii
ENSTBEP00000002273	ENSTBEG00000002636	Tupaia_belangeri
ENSLAFP00000007204	ENSLAFG00000008580	Loxodonta_africana
ENSPCAP00000003253	ENSPCAG00000003469	Procavia_capensis
ENSCHOP00000000188	ENSCHOG00000000216	Choloepus_hoffmanni
ENSDNOP00000033597	ENSDNOG00000006757	Dasypus_novemcinctus
ENSOCUP00000019631	ENSOCUG00000014233	Oryctolagus_cuniculus
ENSOPRP00000014499	ENSOPRG00000015874	Ochotona_princeps
ENSETEP00000014147	ENSETEG00000017424	Echinops_telfairi
ENSVURP00010009280	ENSVURG00010007197	Vombatus_ursinus
ENSPCIP00000030253	ENSPCIG00000022518	Phascolarctos_cinereus
ENSMEUP00000011653	ENSMEUG00000012773	Notamacropus_eugenii
ENSMODP00000031347	ENSMODG00000002824	Monodelphis_domestica
ENSSHAP00000000088	ENSSHAG00000000077	Sarcophilus_harrisii
ENSOANP00000014019	ENSOANG00000020906	Ornithorhynchus_anatinus
ENSCPUP00000006052	ENSCPUG00000004419	Calidris_pugnax
ENSCPGP00000023783	ENSCPGG00000016448	Calidris_pygmaea
ENSMUNP00000021188	ENSMUNG00000016041	Melopsittacus_undulatus
ENSABRP00000025510	ENSABRG00000021367	Anser_brachyrhynchus
ENSAPLP00000029629	ENSAPLG00000018211	Anas_platyrhynchos_platyrhynchos
ENSGALP00000050575	ENSGALG00000004901	Gallus_gallus
ENSCJPP00005008168	ENSCJPG00005007357	Coturnix_japonica
ENSMGAP00000005802	ENSMGAG00000005787	Meleagris_gallopavo
ENSNMEP00000024945	ENSNMEG00000021119	Numida_meleagris
ENSLSDP00000010045	ENSLSDG00000007406	Lonchura_striata_domestica
ENSTGUP00000007194	ENSTGUG00000006956	Taeniopygia_guttata
ENSJHYP00000010345	ENSJHYG00000008109	Junco_hyemalis
ENSZALP00000012803	ENSZALG00000010690	Zonotrichia_albicollis
ENSSCAP00000009401	ENSSCAG00000007162	Serinus_canaria
ENSCCEP00000009008	ENSCCEG00000009183	Cyanistes_caeruleus
ENSPMJP00000010466	ENSPMJG00000008238	Parus_major
ENSFALP00000009250	ENSFALG00000008863	Ficedula_albicollis
ENSLCOP00000015061	ENSLCOG00000010781	Lepidothrix_coronata
ENSNPEP00000012624	ENSNPEG00000009428	Nothoprocta_perdicaria
ENSARWP00000010384	ENSARWG00000007222	Apteryx_rowi
ENSAOWP00000000390	ENSAOWG00000000325	Apteryx_owenii
ENSAHAP00000016827	ENSAHAG00000011989	Apteryx_haastii
ENSDNVP00000018607	ENSDNVG00000013011	Dromaius_novaehollandiae
ENSCPRP00005022359	ENSCPRG00005015584	Crocodylus_porosus
ENSCABP00000001038	ENSCABG00000000872	Chelonoidis_abingdonii
ENSGAGP00000034115	ENSGAGG00000024242	Gopherus_agassizii
ENSCPBP00000008689	ENSCPBG00000006748	Chrysemys_picta_bellii
ENSPSIP00000002792	ENSPSIG00000002714	Pelodiscus_sinensis
ENSSPUP00000012359	ENSSPUG00000009504	Sphenodon_punctatus
ENSSARP00000000250	ENSSARG00000000281	Sorex_araneus
ENSPCIP00000048451	ENSPCIG00000032933	Phascolarctos_cinereus
ENSSMRP00000011870	ENSSMRG00000009321	Salvator_merianae
ENSPVIP00000024735	ENSPVIG00000018606	Pogona_vitticeps
ENSMUNP00000002799	ENSMUNG00000002456	Melopsittacus_undulatus
ENSNSUP00000002660	ENSNSUG00000002200	Notechis_scutatus
ENSNSUP00000002740	ENSNSUG00000002267	Notechis_scutatus
ENSACAP00000001053	ENSACAG00000000937	Anolis_carolinensis
ENSMVIP00005023820	ENSMVIG00005016688	Manacus_vitellinus
ENSXETP00000045302	ENSXETG00000019382	Xenopus_tropicalis
ENSLACP00000005426	ENSLACG00000004828	Latimeria_chalumnae
ENSSFOP00015024503	ENSSFOG00015015764	Scleropages_formosus
ENSPKIP00000040493	ENSPKIG00000017407	Paramormyrops_kingsleyae
ENSDCDP00000049056	ENSDCDG00000029957	Denticeps_clupeoides
ENSCHAP00000043984	ENSCHAG00000020265	Clupea_harengus
ENSAMXP00005041143	ENSAMXG00005019195	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000007090	ENSAMXG00000006888	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000016246	ENSPNAG00000022400	Pygocentrus_nattereri
ENSIPUP00000017995	ENSIPUG00000012205	Ictalurus_punctatus
ENSEEEP00000039555	ENSEEEG00000018782	Electrophorus_electricus
ENSDARP00000145198	ENSDARG00000021193	Danio_rerio
ENSHHUP00000072382	ENSHHUG00000042445	Hucho_hucho
ENSHHUP00000043768	ENSHHUG00000026751	Hucho_hucho
ENSELUP00000022149	ENSELUG00000021158	Esox_lucius
ENSGACP00000022411	ENSGACG00000016965	Gasterosteus_aculeatus
ENSCGOP00000046881	ENSCGOG00000021066	Cottoperca_gobio
ENSTRUP00000053782	ENSTRUG00000011491	Takifugu_rubripes
ENSTNIP00000011933	ENSTNIG00000009074	Tetraodon_nigroviridis
ENSMMOP00000012057	ENSMMOG00000009259	Mola_mola
ENSLCRP00005003595	ENSLCRG00005000910	Larimichthys_crocea
ENSLBEP00000021998	ENSLBEG00000016885	Labrus_bergylta
ENSSDUP00000025604	ENSSDUG00000018588	Seriola_dumerili
ENSSLDP00000016147	ENSSLDG00000012806	Seriola_lalandi_dorsalis
ENSSMAP00000002416	ENSSMAG00000001499	Scophthalmus_maximus
ENSLCAP00010014506	ENSLCAG00010006909	Lates_calcarifer
ENSMAMP00000016544	ENSMAMG00000011189	Mastacembelus_armatus
ENSMALP00000007193	ENSMALG00000005099	Monopterus_albus
ENSATEP00000030870	ENSATEG00000021307	Anabas_testudineus
ENSAOCP00000021271	ENSAOCG00000005866	Amphiprion_ocellaris
ENSAPEP00000015709	ENSAPEG00000011158	Amphiprion_percula
ENSAPOP00000011748	ENSAPOG00000014388	Acanthochromis_polyacanthus
ENSSPAP00000016841	ENSSPAG00000012700	Stegastes_partitus
ENSPRNP00000030557	ENSPRNG00000015212	Parambassis_ranga
ENSACLP00000023989	ENSACLG00000016305	Astatotilapia_calliptera
ENSHBUP00000033027	ENSHBUG00000019716	Haplochromis_burtoni
ENSPNYP00000012169	ENSPNYG00000009228	Pundamilia_nyererei
ENSMZEP00005024547	ENSMZEG00005018355	Maylandia_zebra
ENSMZEP00005035652	ENSMZEG00005026633	Maylandia_zebra
ENSONIP00000017507	ENSONIG00000013926	Oreochromis_niloticus
ENSNBRP00000004068	ENSNBRG00000003223	Neolamprologus_brichardi
ENSACIP00000020967	ENSACIG00000016280	Amphilophus_citrinellus
ENSFHEP00000028928	ENSFHEG00000013398	Fundulus_heteroclitus
ENSCVAP00000018488	ENSCVAG00000021784	Cyprinodon_variegatus
ENSPMEP00000007540	ENSPMEG00000009217	Poecilia_mexicana
ENSPLAP00000002594	ENSPLAG00000003899	Poecilia_latipinna
ENSPFOP00000019903	ENSPFOG00000019777	Poecilia_formosa
ENSPREP00000017749	ENSPREG00000011994	Poecilia_reticulata
ENSXMAP00000034509	ENSXMAG00000001198	Xiphophorus_maculatus
ENSXCOP00000005239	ENSXCOG00000003330	Xiphophorus_couchianus
ENSGAFP00000013158	ENSGAFG00000008858	Gambusia_affinis
ENSKMAP00000010066	ENSKMAG00000007546	Kryptolebias_marmoratus
ENSORLP00015024040	ENSORLG00015004387	Oryzias_latipes_ASM223469v1
ENSORLP00020031965	ENSORLG00020017292	Oryzias_latipes_ASM223471v1
ENSORLP00000010412	ENSORLG00000008298	Oryzias_latipes_ASM223467v1
ENSOMEP00000001518	ENSOMEG00000002413	Oryzias_melastigma
ENSGWIP00000045530	ENSGWIG00000022527	Gouania_willdenowi
ENSCSEP00000024874	ENSCSEG00000015878	Cynoglossus_semilaevis
ENSBSLP00000004818	ENSBSLG00000002476	Betta_splendens
ENSPMGP00000024743	ENSPMGG00000019331	Periophthalmus_magnuspinnatus
ENSHCOP00000000928	ENSHCOG00000001825	Hippocampus_comes
ENSGMOP00000001298	ENSGMOG00000001238	Gadus_morhua
ENSGMOP00000015906	ENSGMOG00000014862	Gadus_morhua
ENSSFOP00015006045	ENSSFOG00015003910	Scleropages_formosus
ENSPKIP00000010467	ENSPKIG00000025179	Paramormyrops_kingsleyae
ENSTRUP00000036473	ENSTRUG00000014266	Takifugu_rubripes
ENSTNIP00000018955	ENSTNIG00000015870	Tetraodon_nigroviridis
ENSMMOP00000023182	ENSMMOG00000017643	Mola_mola
ENSLBEP00000001437	ENSLBEG00000001110	Labrus_bergylta
ENSCSEP00000026180	ENSCSEG00000016718	Cynoglossus_semilaevis
ENSCSEP00000018594	ENSCSEG00000011901	Cynoglossus_semilaevis
ENSORLP00000008816	ENSORLG00000007016	Oryzias_latipes_ASM223467v1
ENSORLP00020030739	ENSORLG00020015383	Oryzias_latipes_ASM223471v1
ENSORLP00015023678	ENSORLG00015003783	Oryzias_latipes_ASM223469v1
ENSOMEP00000001300	ENSOMEG00000002202	Oryzias_melastigma
ENSLCRP00005043036	ENSLCRG00005016297	Larimichthys_crocea
ENSSMAP00000023868	ENSSMAG00000014541	Scophthalmus_maximus
ENSMALP00000020680	ENSMALG00000014440	Monopterus_albus
ENSSLDP00000032655	ENSSLDG00000025045	Seriola_lalandi_dorsalis
ENSSLDP00000007914	ENSSLDG00000006284	Seriola_lalandi_dorsalis
ENSSDUP00000016340	ENSSDUG00000011908	Seriola_dumerili
ENSLCAP00010060708	ENSLCAG00010028236	Lates_calcarifer
ENSMAMP00000023970	ENSMAMG00000016102	Mastacembelus_armatus
ENSPMGP00000023183	ENSPMGG00000018763	Periophthalmus_magnuspinnatus
ENSAOCP00000026579	ENSAOCG00000014897	Amphiprion_ocellaris
ENSAPEP00000033280	ENSAPEG00000023623	Amphiprion_percula
ENSAPOP00000005653	ENSAPOG00000007407	Acanthochromis_polyacanthus
ENSSPAP00000014297	ENSSPAG00000010792	Stegastes_partitus
ENSPRNP00000011272	ENSPRNG00000006331	Parambassis_ranga
ENSCGOP00000010572	ENSCGOG00000004686	Cottoperca_gobio
ENSGACP00000011677	ENSGACG00000008816	Gasterosteus_aculeatus
ENSATEP00000013916	ENSATEG00000009660	Anabas_testudineus
ENSBSLP00000004560	ENSBSLG00000002264	Betta_splendens
ENSPFOP00000010704	ENSPFOG00000010545	Poecilia_formosa
ENSPMEP00000033007	ENSPMEG00000021297	Poecilia_mexicana
ENSPLAP00000020025	ENSPLAG00000002644	Poecilia_latipinna
ENSPREP00000032648	ENSPREG00000022124	Poecilia_reticulata
ENSXMAP00000026880	ENSXMAG00000018199	Xiphophorus_maculatus
ENSGAFP00000019107	ENSGAFG00000012895	Gambusia_affinis
ENSFHEP00000013997	ENSFHEG00000015572	Fundulus_heteroclitus
ENSCVAP00000032627	ENSCVAG00000022809	Cyprinodon_variegatus
ENSKMAP00000022639	ENSKMAG00000016794	Kryptolebias_marmoratus
ENSACLP00000038394	ENSACLG00000025908	Astatotilapia_calliptera
ENSPNYP00000020854	ENSPNYG00000015777	Pundamilia_nyererei
ENSMZEP00005020411	ENSMZEG00005015296	Maylandia_zebra
ENSHBUP00000024008	ENSHBUG00000005157	Haplochromis_burtoni
ENSPNYP00000031377	ENSPNYG00000023662	Pundamilia_nyererei
ENSPNYP00000031335	ENSPNYG00000023630	Pundamilia_nyererei
ENSXCOP00000023010	ENSXCOG00000017194	Xiphophorus_couchianus
ENSNBRP00000010500	ENSNBRG00000008161	Neolamprologus_brichardi
ENSONIP00000016875	ENSONIG00000013421	Oreochromis_niloticus
ENSACIP00000021307	ENSACIG00000016530	Amphilophus_citrinellus
ENSHCOP00000007555	ENSHCOG00000009622	Hippocampus_comes
ENSHCOP00000027249	ENSHCOG00000018913	Hippocampus_comes
ENSGWIP00000025187	ENSGWIG00000010827	Gouania_willdenowi
ENSGMOP00000018433	ENSGMOG00000017135	Gadus_morhua
ENSHHUP00000033706	ENSHHUG00000021260	Hucho_hucho
ENSHHUP00000047662	ENSHHUG00000028951	Hucho_hucho
ENSELUP00000012716	ENSELUG00000012932	Esox_lucius
ENSEEEP00000049470	ENSEEEG00000023250	Electrophorus_electricus
ENSIPUP00000031349	ENSIPUG00000021108	Ictalurus_punctatus
ENSAMXP00000029734	ENSAMXG00000041149	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005010504	ENSAMXG00005005870	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026424	ENSPNAG00000011728	Pygocentrus_nattereri
ENSDARP00000026454	ENSDARG00000035598	Danio_rerio
ENSLOCP00000005542	ENSLOCG00000004623	Lepisosteus_oculatus
ENSDCDP00000022601	ENSDCDG00000017322	Denticeps_clupeoides
ENSECRP00000024171	ENSECRG00000016362	Erpetoichthys_calabaricus
ENSCMIP00000037764	ENSCMIG00000015867	Callorhinchus_milii
