ENSLACP00000011468	ENSLACG00000010087	Latimeria_chalumnae
ENSRROP00000035280	ENSRROG00000041136	Rhinopithecus_roxellana
ENSRBIP00000014840	ENSRBIG00000031525	Rhinopithecus_bieti
ENSTGEP00000017477	ENSTGEG00000014110	Theropithecus_gelada
ENSPANP00000002372	ENSPANG00000025216	Papio_anubis
ENSCATP00000043265	ENSCATG00000044173	Cercocebus_atys
ENSMLEP00000018392	ENSMLEG00000033357	Mandrillus_leucophaeus
ENSMMUP00000030804	ENSMMUG00000023398	Macaca_mulatta
ENSMFAP00000006449	ENSMFAG00000042878	Macaca_fascicularis
ENSMNEP00000013030	ENSMNEG00000030754	Macaca_nemestrina
ENSCSAP00000016974	ENSCSAG00000001039	Chlorocebus_sabaeus
ENSCCAP00000032410	ENSCCAG00000034225	Cebus_capucinus_imitator
ENSSBOP00000031296	ENSSBOG00000031855	Saimiri_boliviensis_boliviensis
ENSCJAP00000076120	ENSCJAG00000006371	Callithrix_jacchus
ENSANAP00000013495	ENSANAG00000024652	Aotus_nancymaae
ENSTSYP00000034097	ENSTSYG00000026156	Carlito_syrichta
ENSPCOP00000014391	ENSPCOG00000018868	Propithecus_coquereli
ENSMICP00000001271	ENSMICG00000001377	Microcebus_murinus
ENSPSMP00000002245	ENSPSMG00000001723	Prolemur_simus
ENSOGAP00000004115	ENSOGAG00000004599	Otolemur_garnettii
ENSTBEP00000002884	ENSTBEG00000003176	Tupaia_belangeri
ENSPVAP00000005591	ENSPVAG00000005908	Pteropus_vampyrus
ENSMLUP00000008489	ENSMLUG00000009209	Myotis_lucifugus
ENSECAP00000021954	ENSECAG00000024119	Equus_caballus
ENSEASP00005015515	ENSEASG00005010825	Equus_asinus_asinus
ENSBIXP00000016232	ENSBIXG00000020474	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005007249	ENSBIXG00005007002	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000010870	ENSBMUG00000008384	Bos_mutus
ENSBBBP00000004194	ENSBBBG00000013173	Bison_bison_bison
ENSOARP00000001172	ENSOARG00000001113	Ovis_aries
ENSBTAP00000054276	ENSBTAG00000010050	Bos_taurus
ENSCHIP00000028246	ENSCHIG00000023822	Capra_hircus
ENSTTRP00000012621	ENSTTRG00000013277	Tursiops_truncatus
ENSSSCP00000033997	ENSSSCG00000003603	Sus_scrofa_strain_reference
ENSCAFP00020031915	ENSCAFG00020024875	Canis_lupus_dingo
ENSCAFP00000060091	ENSCAFG00000010930	Canis_lupus_familiaris
ENSMPUP00000015310	ENSMPUG00000015420	Mustela_putorius_furo
ENSNVIP00000031431	ENSNVIG00000024163	Neovison_vison
ENSUAMP00000005483	ENSUAMG00000004859	Ursus_americanus
ENSUMAP00000012305	ENSUMAG00000009136	Ursus_maritimus
ENSPTIP00000006426	ENSPTIG00000008255	Panthera_tigris_altaica
ENSPPRP00000011466	ENSPPRG00000005381	Panthera_pardus
ENSFCAP00000014536	ENSFCAG00000015669	Felis_catus
ENSLAFP00000008406	ENSLAFG00000003775	Loxodonta_africana
ENSPCAP00000004151	ENSPCAG00000004062	Procavia_capensis
ENSETEP00000005819	ENSETEG00000007150	Echinops_telfairi
ENSDNOP00000025390	ENSDNOG00000047211	Dasypus_novemcinctus
ENSCHOP00000001637	ENSCHOG00000001842	Choloepus_hoffmanni
ENSMEUP00000013247	ENSMEUG00000014468	Notamacropus_eugenii
ENSVURP00010001854	ENSVURG00010001545	Vombatus_ursinus
ENSSHAP00000012430	ENSSHAG00000010645	Sarcophilus_harrisii
ENSOANP00000025760	ENSOANG00000020278	Ornithorhynchus_anatinus
ENSOANP00000019559	ENSOANG00000012361	Ornithorhynchus_anatinus
ENSMUNP00000009818	ENSMUNG00000007750	Melopsittacus_undulatus
ENSHGLP00000000057	ENSHGLG00000000084	Heterocephalus_glaber_HetGla_female_1.0
ENSJHYP00000018209	ENSJHYG00000013880	Junco_hyemalis
ENSZALP00000016922	ENSZALG00000013710	Zonotrichia_albicollis
ENSXETP00000053831	ENSXETG00000018895	Xenopus_tropicalis
ENSHHUP00000088762	ENSHHUG00000051278	Hucho_hucho
ENSHHUP00000089664	ENSHHUG00000051760	Hucho_hucho
ENSCGOP00000032651	ENSCGOG00000015199	Cottoperca_gobio
ENSSPAP00000007123	ENSSPAG00000005453	Stegastes_partitus
ENSCMIP00000046625	ENSCMIG00000019166	Callorhinchus_milii
