ENSDNVP00000027639	ENSDNVG00000019208	Dromaius_novaehollandiae
ENSODEP00000003209	ENSODEG00000002464	Octodon_degus
ENSOCUP00000004629	ENSOCUG00000005338	Oryctolagus_cuniculus
ENSOPRP00000002429	ENSOPRG00000002645	Ochotona_princeps
ENSTBEP00000010483	ENSTBEG00000012086	Tupaia_belangeri
ENSPSMP00000033027	ENSPSMG00000022800	Prolemur_simus
ENSMICP00000006345	ENSMICG00000006968	Microcebus_murinus
ENSPCOP00000006581	ENSPCOG00000014461	Propithecus_coquereli
ENSOGAP00000006291	ENSOGAG00000007028	Otolemur_garnettii
ENSPPAP00000020351	ENSPPAG00000033393	Pan_paniscus
ENSPTRP00000034727	ENSPTRG00000020288	Pan_troglodytes
ENSGGOP00000007458	ENSGGOG00000007625	Gorilla_gorilla
ENSP00000428402	ENSG00000177182	Homo_sapiens
ENSPPYP00000020881	ENSPPYG00000018621	Pongo_abelii
ENSNLEP00000002639	ENSNLEG00000002146	Nomascus_leucogenys
ENSTGEP00000022646	ENSTGEG00000018318	Theropithecus_gelada
ENSPANP00000007540	ENSPANG00000026086	Papio_anubis
ENSMLEP00000000455	ENSMLEG00000001244	Mandrillus_leucophaeus
ENSCATP00000012234	ENSCATG00000030286	Cercocebus_atys
ENSCSAP00000010460	ENSCSAG00000014326	Chlorocebus_sabaeus
ENSMFAP00000021438	ENSMFAG00000035625	Macaca_fascicularis
ENSMNEP00000024045	ENSMNEG00000035587	Macaca_nemestrina
ENSMMUP00000011496	ENSMMUG00000008774	Macaca_mulatta
ENSPTEP00000001849	ENSPTEG00000002079	Piliocolobus_tephrosceles
ENSCANP00000032795	ENSCANG00000040069	Colobus_angolensis_palliatus
ENSRROP00000016983	ENSRROG00000032606	Rhinopithecus_roxellana
ENSRBIP00000008102	ENSRBIG00000027946	Rhinopithecus_bieti
ENSSBOP00000031957	ENSSBOG00000032167	Saimiri_boliviensis_boliviensis
ENSCCAP00000009954	ENSCCAG00000022708	Cebus_capucinus_imitator
ENSANAP00000037321	ENSANAG00000036167	Aotus_nancymaae
ENSCCNP00000012018	ENSCCNG00000012479	Castor_canadensis
ENSCJAP00000071920	ENSCJAG00000040445	Callithrix_jacchus
ENSSSCP00000043475	ENSSSCG00000006230	Sus_scrofa_strain_reference
ENSLAFP00000011114	ENSLAFG00000013282	Loxodonta_africana
ENSPCAP00000015773	ENSPCAG00000016869	Procavia_capensis
ENSDNOP00000014019	ENSDNOG00000018070	Dasypus_novemcinctus
ENSCHOP00000003482	ENSCHOG00000003933	Choloepus_hoffmanni
ENSXETP00000046520	ENSXETG00000019476	Xenopus_tropicalis
ENSLACP00000009949	ENSLACG00000008767	Latimeria_chalumnae
ENSSFOP00015023567	ENSSFOG00015015151	Scleropages_formosus
ENSPKIP00000027612	ENSPKIG00000009601	Paramormyrops_kingsleyae
ENSPKIP00000021372	ENSPKIG00000005805	Paramormyrops_kingsleyae
ENSHCOP00000020605	ENSHCOG00000006812	Hippocampus_comes
ENSPMGP00000011376	ENSPMGG00000009411	Periophthalmus_magnuspinnatus
ENSTNIP00000009466	ENSTNIG00000006686	Tetraodon_nigroviridis
ENSTRUP00000018214	ENSTRUG00000007369	Takifugu_rubripes
ENSMMOP00000025299	ENSMMOG00000019201	Mola_mola
ENSAOCP00000022014	ENSAOCG00000007210	Amphiprion_ocellaris
ENSAPEP00000003474	ENSAPEG00000002479	Amphiprion_percula
ENSAPOP00000017601	ENSAPOG00000020851	Acanthochromis_polyacanthus
ENSAPOP00000029158	ENSAPOG00000014823	Acanthochromis_polyacanthus
ENSSPAP00000000750	ENSSPAG00000000558	Stegastes_partitus
ENSKMAP00000009714	ENSKMAG00000007290	Kryptolebias_marmoratus
ENSSLDP00000022706	ENSSLDG00000017714	Seriola_lalandi_dorsalis
ENSSDUP00000021999	ENSSDUG00000015997	Seriola_dumerili
ENSSMAP00000018770	ENSSMAG00000011510	Scophthalmus_maximus
ENSLCAP00010053645	ENSLCAG00010024945	Lates_calcarifer
ENSATEP00000026800	ENSATEG00000018526	Anabas_testudineus
ENSBSLP00000005781	ENSBSLG00000003060	Betta_splendens
ENSMALP00000030209	ENSMALG00000020890	Monopterus_albus
ENSLCRP00005021305	ENSLCRG00005008658	Larimichthys_crocea
ENSMZEP00005027086	ENSMZEG00005020207	Maylandia_zebra
ENSACLP00000028008	ENSACLG00000019028	Astatotilapia_calliptera
ENSPNYP00000004276	ENSPNYG00000003311	Pundamilia_nyererei
ENSHBUP00000001983	ENSHBUG00000003196	Haplochromis_burtoni
ENSNBRP00000021713	ENSNBRG00000016647	Neolamprologus_brichardi
ENSONIP00000016881	ENSONIG00000013425	Oreochromis_niloticus
ENSACIP00000025641	ENSACIG00000019858	Amphilophus_citrinellus
ENSPMEP00000017386	ENSPMEG00000020187	Poecilia_mexicana
ENSPREP00000014780	ENSPREG00000009978	Poecilia_reticulata
ENSPFOP00000017552	ENSPFOG00000017474	Poecilia_formosa
ENSPLAP00000003468	ENSPLAG00000004944	Poecilia_latipinna
ENSXMAP00000012950	ENSXMAG00000012917	Xiphophorus_maculatus
ENSXCOP00000003253	ENSXCOG00000002560	Xiphophorus_couchianus
ENSGAFP00000003589	ENSGAFG00000002437	Gambusia_affinis
ENSFHEP00000010086	ENSFHEG00000000260	Fundulus_heteroclitus
ENSCVAP00000009802	ENSCVAG00000011838	Cyprinodon_variegatus
ENSPRNP00000056633	ENSPRNG00000026446	Parambassis_ranga
ENSLBEP00000017711	ENSLBEG00000013655	Labrus_bergylta
ENSMAMP00000011741	ENSMAMG00000007928	Mastacembelus_armatus
ENSORLP00020009652	ENSORLG00020010562	Oryzias_latipes_ASM223471v1
ENSORLP00000044203	ENSORLG00000030096	Oryzias_latipes_ASM223467v1
ENSORLP00015006459	ENSORLG00015007315	Oryzias_latipes_ASM223469v1
ENSOMEP00000000483	ENSOMEG00000001374	Oryzias_melastigma
ENSCSEP00000025668	ENSCSEG00000016382	Cynoglossus_semilaevis
ENSGMOP00000005569	ENSGMOG00000005178	Gadus_morhua
ENSHHUP00000055906	ENSHHUG00000033409	Hucho_hucho
ENSHHUP00000051701	ENSHHUG00000031111	Hucho_hucho
ENSELUP00000018125	ENSELUG00000017699	Esox_lucius
ENSLOCP00000006072	ENSLOCG00000005043	Lepisosteus_oculatus
ENSECRP00000008013	ENSECRG00000005336	Erpetoichthys_calabaricus
ENSCMIP00000046168	ENSCMIG00000019004	Callorhinchus_milii
