ENSGALP00000061717	ENSGALG00000007319	Gallus_gallus
ENSVPAP00000006888	ENSVPAG00000007406	Vicugna_pacos
ENSBBBP00000019715	ENSBBBG00000013161	Bison_bison_bison
ENSVVUP00000020506	ENSVVUG00000015098	Vulpes_vulpes
ENSCHOP00000010243	ENSCHOG00000011592	Choloepus_hoffmanni
ENSDNOP00000029762	ENSDNOG00000044681	Dasypus_novemcinctus
ENSLAFP00000026494	ENSLAFG00000015362	Loxodonta_africana
ENSPCAP00000015004	ENSPCAG00000016056	Procavia_capensis
ENSSARP00000000093	ENSSARG00000000100	Sorex_araneus
ENSEEUP00000006109	ENSEEUG00000006704	Erinaceus_europaeus
ENSMMUP00000014688	ENSMMUG00000011209	Macaca_mulatta
ENSTBEP00000000922	ENSTBEG00000001052	Tupaia_belangeri
ENSETEP00000014650	ENSETEG00000018030	Echinops_telfairi
ENSOANP00000010117	ENSOANG00000006332	Ornithorhynchus_anatinus
ENSVURP00010008364	ENSVURG00010006480	Vombatus_ursinus
ENSPCIP00000025263	ENSPCIG00000018999	Phascolarctos_cinereus
ENSMEUP00000011634	ENSMEUG00000012765	Notamacropus_eugenii
ENSMODP00000019026	ENSMODG00000015231	Monodelphis_domestica
ENSSHAP00000021712	ENSSHAG00000018385	Sarcophilus_harrisii
ENSXETP00000015666	ENSXETG00000000148	Xenopus_tropicalis
ENSLACP00000022881	ENSLACG00000018471	Latimeria_chalumnae
ENSSFOP00015009409	ENSSFOG00015006105	Scleropages_formosus
ENSPKIP00000010302	ENSPKIG00000025071	Paramormyrops_kingsleyae
ENSDCDP00000029587	ENSDCDG00000020973	Denticeps_clupeoides
ENSCHAP00000045379	ENSCHAG00000021069	Clupea_harengus
ENSAMXP00000012122	ENSAMXG00000011718	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005000200	ENSAMXG00005000112	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000683	ENSPNAG00000007664	Pygocentrus_nattereri
ENSIPUP00000036746	ENSIPUG00000024609	Ictalurus_punctatus
ENSDARP00000142360	ENSDARG00000074761	Danio_rerio
ENSTNIP00000014403	ENSTNIG00000011456	Tetraodon_nigroviridis	ENSTNIT00000014602
ENSGWIP00000052475	ENSGWIG00000025328	Gouania_willdenowi
ENSORLP00000032990	ENSORLG00000025247	Oryzias_latipes_ASM223467v1
ENSORLP00015027834	ENSORLG00015010138	Oryzias_latipes_ASM223469v1
ENSORLP00020019167	ENSORLG00020020176	Oryzias_latipes_ASM223471v1
ENSOMEP00000020421	ENSOMEG00000022288	Oryzias_melastigma
ENSPRNP00000050991	ENSPRNG00000024179	Parambassis_ranga
ENSPFOP00000006560	ENSPFOG00000006467	Poecilia_formosa
ENSPREP00000023122	ENSPREG00000015604	Poecilia_reticulata
ENSXMAP00000004032	ENSXMAG00000004026	Xiphophorus_maculatus
ENSGAFP00000017493	ENSGAFG00000011836	Gambusia_affinis
ENSFHEP00000004008	ENSFHEG00000004915	Fundulus_heteroclitus
ENSCVAP00000026902	ENSCVAG00000012827	Cyprinodon_variegatus
ENSKMAP00000009224	ENSKMAG00000006901	Kryptolebias_marmoratus
ENSPFOP00000006564	ENSPFOG00000006649	Poecilia_formosa
ENSGACP00000002112	ENSGACG00000001616	Gasterosteus_aculeatus
ENSBSLP00000025445	ENSBSLG00000012763	Betta_splendens
ENSMMOP00000016884	ENSMMOG00000012857	Mola_mola
ENSTRUP00000041003	ENSTRUG00000016033	Takifugu_rubripes
ENSLCRP00005054792	ENSLCRG00005020454	Larimichthys_crocea	ENSLCRT00005055665
ENSPNYP00000009518	ENSPNYG00000007186	Pundamilia_nyererei
ENSMZEP00005003751	ENSMZEG00005002886	Maylandia_zebra
ENSACLP00000001171	ENSACLG00000000827	Astatotilapia_calliptera
ENSHBUP00000000265	ENSHBUG00000001424	Haplochromis_burtoni
ENSNBRP00000014466	ENSNBRG00000011173	Neolamprologus_brichardi
ENSONIP00000020134	ENSONIG00000015986	Oreochromis_niloticus
ENSACIP00000014299	ENSACIG00000011124	Amphilophus_citrinellus
ENSAOCP00000021272	ENSAOCG00000005921	Amphiprion_ocellaris
ENSAPEP00000001507	ENSAPEG00000001139	Amphiprion_percula
ENSAPOP00000005648	ENSAPOG00000007393	Acanthochromis_polyacanthus
ENSSPAP00000011010	ENSSPAG00000008365	Stegastes_partitus
ENSCGOP00000012134	ENSCGOG00000006011	Cottoperca_gobio
ENSLBEP00000001227	ENSLBEG00000000956	Labrus_bergylta	ENSLBET00000001315
ENSATEP00000019144	ENSATEG00000013310	Anabas_testudineus
ENSMAMP00000029998	ENSMAMG00000020231	Mastacembelus_armatus
ENSSLDP00000016968	ENSSLDG00000013416	Seriola_lalandi_dorsalis
ENSSDUP00000006678	ENSSDUG00000004909	Seriola_dumerili
ENSLCAP00010059476	ENSLCAG00010027718	Lates_calcarifer
ENSMALP00000004774	ENSMALG00000003453	Monopterus_albus
ENSGACP00000017900	ENSGACG00000013543	Gasterosteus_aculeatus
ENSCSEP00000016413	ENSCSEG00000010549	Cynoglossus_semilaevis	ENSCSET00000016621
ENSCSEP00000020958	ENSCSEG00000013381	Cynoglossus_semilaevis
ENSSMAP00000001071	ENSSMAG00000000673	Scophthalmus_maximus
ENSHCOP00000004571	ENSHCOG00000006046	Hippocampus_comes
ENSPMGP00000008923	ENSPMGG00000007383	Periophthalmus_magnuspinnatus
ENSPLAP00000015382	ENSPLAG00000019282	Poecilia_latipinna	ENSPLAT00000030652
ENSPLAP00000016758	ENSPLAG00000021003	Poecilia_latipinna	ENSPLAT00000025813
ENSPMEP00000018990	ENSPMEG00000021958	Poecilia_mexicana	ENSPMET00000028259
ENSGMOP00000019000	ENSGMOG00000017658	Gadus_morhua
ENSHHUP00000084064	ENSHHUG00000048741	Hucho_hucho
ENSHHUP00000041564	ENSHHUG00000025673	Hucho_hucho
ENSELUP00000042691	ENSELUG00000024071	Esox_lucius
ENSSFOP00015022899	ENSSFOG00015014721	Scleropages_formosus
ENSPKIP00000038399	ENSPKIG00000016183	Paramormyrops_kingsleyae
ENSLOCP00000001865	ENSLOCG00000001618	Lepisosteus_oculatus
ENSECRP00000026560	ENSECRG00000017873	Erpetoichthys_calabaricus
ENSCMIP00000019798	ENSCMIG00000009212	Callorhinchus_milii
ENSEEEP00000007086	ENSEEEG00000003743	Electrophorus_electricus
ENSCMIP00000025238	ENSCMIG00000011100	Callorhinchus_milii
ENSLACP00000015778	ENSLACG00000013897	Latimeria_chalumnae
ENSPMAP00000007539	ENSPMAG00000006838	Petromyzon_marinus
