ENSPKIP00000012862	ENSPKIG00000000508	Paramormyrops_kingsleyae	ENSPKIT00000037267
ENSPKIP00000033204	ENSPKIG00000013002	Paramormyrops_kingsleyae
ENSMAMP00000016710	ENSMAMG00000010504	Mastacembelus_armatus
ENSTRUP00000040066	ENSTRUG00000015675	Takifugu_rubripes
ENSTNIP00000001621	ENSTNIG00000011535	Tetraodon_nigroviridis
ENSMMOP00000000684	ENSMMOG00000000563	Mola_mola
ENSLCRP00005008699	ENSLCRG00005004145	Larimichthys_crocea
ENSACLP00000035103	ENSACLG00000023775	Astatotilapia_calliptera
ENSMZEP00005028560	ENSMZEG00005021302	Maylandia_zebra
ENSHBUP00000025750	ENSHBUG00000007928	Haplochromis_burtoni
ENSPNYP00000020149	ENSPNYG00000015223	Pundamilia_nyererei
ENSNBRP00000020903	ENSNBRG00000016030	Neolamprologus_brichardi
ENSONIP00000017329	ENSONIG00000013778	Oreochromis_niloticus
ENSACIP00000026190	ENSACIG00000020233	Amphilophus_citrinellus
ENSHCOP00000019194	ENSHCOG00000004445	Hippocampus_comes
ENSPMGP00000009765	ENSPMGG00000008080	Periophthalmus_magnuspinnatus
ENSSMAP00000025727	ENSSMAG00000015766	Scophthalmus_maximus
ENSCSEP00000006043	ENSCSEG00000003897	Cynoglossus_semilaevis
ENSSLDP00000025318	ENSSLDG00000019704	Seriola_lalandi_dorsalis
ENSSDUP00000024182	ENSSDUG00000017579	Seriola_dumerili
ENSLBEP00000028976	ENSLBEG00000021870	Labrus_bergylta
ENSGACP00000011920	ENSGACG00000009026	Gasterosteus_aculeatus
ENSGWIP00000047782	ENSGWIG00000023497	Gouania_willdenowi
ENSGMOP00000007284	ENSGMOG00000006835	Gadus_morhua
ENSHHUP00000041654	ENSHHUG00000025727	Hucho_hucho
ENSHHUP00000089249	ENSHHUG00000051538	Hucho_hucho
ENSELUP00000028986	ENSELUG00000001594	Esox_lucius
ENSLOCP00000004802	ENSLOCG00000004019	Lepisosteus_oculatus
ENSOANP00000011427	ENSOANG00000007184	Ornithorhynchus_anatinus
ENSCPGP00000015908	ENSCPGG00000011201	Calidris_pygmaea
ENSCPUP00000011681	ENSCPUG00000008281	Calidris_pugnax
ENSMUNP00000019945	ENSMUNG00000015219	Melopsittacus_undulatus
ENSMVIP00005025872	ENSMVIG00005018072	Manacus_vitellinus
ENSLCOP00000009941	ENSLCOG00000007213	Lepidothrix_coronata
ENSPMJP00000004615	ENSPMJG00000003985	Parus_major
ENSCCEP00000014981	ENSCCEG00000014244	Cyanistes_caeruleus
ENSFALP00000004427	ENSFALG00000004251	Ficedula_albicollis
ENSTGUP00000010822	ENSTGUG00000010492	Taeniopygia_guttata
ENSLSDP00000000968	ENSLSDG00000000779	Lonchura_striata_domestica
ENSSCAP00000003355	ENSSCAG00000002820	Serinus_canaria
ENSZALP00000016665	ENSZALG00000013500	Zonotrichia_albicollis
ENSJHYP00000010664	ENSJHYG00000008368	Junco_hyemalis
ENSABRP00000009067	ENSABRG00000008112	Anser_brachyrhynchus
ENSAPLP00000006133	ENSAPLG00000006530	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000007259	ENSMGAG00000007167	Meleagris_gallopavo
ENSCJPP00005017304	ENSCJPG00005014151	Coturnix_japonica
ENSGALP00000013154	ENSGALG00000008113	Gallus_gallus
ENSNMEP00000000488	ENSNMEG00000000718	Numida_meleagris
ENSDNVP00000004509	ENSDNVG00000003196	Dromaius_novaehollandiae
ENSNPEP00000009428	ENSNPEG00000007068	Nothoprocta_perdicaria
ENSAHAP00000019342	ENSAHAG00000013674	Apteryx_haastii
ENSAOWP00000001274	ENSAOWG00000000922	Apteryx_owenii
ENSARWP00000016870	ENSARWG00000011638	Apteryx_rowi
ENSCPRP00005013040	ENSCPRG00005009250	Crocodylus_porosus
ENSCABP00000003737	ENSCABG00000002834	Chelonoidis_abingdonii
ENSGAGP00000003374	ENSGAGG00000002723	Gopherus_agassizii
ENSCPBP00000010193	ENSCPBG00000007848	Chrysemys_picta_bellii
ENSPSIP00000020360	ENSPSIG00000018022	Pelodiscus_sinensis
ENSACAP00000009072	ENSACAG00000009268	Anolis_carolinensis
ENSPVIP00000005131	ENSPVIG00000004176	Pogona_vitticeps
ENSNSUP00000018846	ENSNSUG00000013764	Notechis_scutatus
ENSSMRP00000026226	ENSSMRG00000020260	Salvator_merianae
ENSSPUP00000000790	ENSSPUG00000000630	Sphenodon_punctatus
ENSVURP00010021949	ENSVURG00010016821	Vombatus_ursinus
ENSPCIP00000020453	ENSPCIG00000015570	Phascolarctos_cinereus
ENSMEUP00000015107	ENSMEUG00000016523	Notamacropus_eugenii
ENSSHAP00000021794	ENSSHAG00000018454	Sarcophilus_harrisii
ENSMODP00000015447	ENSMODG00000012331	Monodelphis_domestica
ENSLAFP00000013733	ENSLAFG00000016349	Loxodonta_africana
ENSPCAP00000010027	ENSPCAG00000010781	Procavia_capensis
ENSETEP00000004298	ENSETEG00000005284	Echinops_telfairi
ENSDNOP00000024845	ENSDNOG00000030916	Dasypus_novemcinctus
ENSCHOP00000007088	ENSCHOG00000008011	Choloepus_hoffmanni
ENSSARP00000003673	ENSSARG00000004062	Sorex_araneus
ENSEEUP00000006907	ENSEEUG00000007592	Erinaceus_europaeus
ENSDORP00000000454	ENSDORG00000000485	Dipodomys_ordii
ENSJJAP00000024987	ENSJJAG00000024297	Jaculus_jaculus
ENSPTRP00000021834	ENSPTRG00000012778	Pan_troglodytes
ENSPPAP00000039534	ENSPPAG00000042453	Pan_paniscus
ENSP00000402861	ENSG00000115896	Homo_sapiens
ENSGGOP00000032813	ENSGGOG00000001959	Gorilla_gorilla
ENSPPYP00000014583	ENSPPYG00000013051	Pongo_abelii
ENSNLEP00000028767	ENSNLEG00000006890	Nomascus_leucogenys
ENSRBIP00000013186	ENSRBIG00000030591	Rhinopithecus_bieti
ENSRROP00000018790	ENSRROG00000033434	Rhinopithecus_roxellana
ENSCANP00000036452	ENSCANG00000041909	Colobus_angolensis_palliatus
ENSTGEP00000036175	ENSTGEG00000028791	Theropithecus_gelada
ENSPANP00000027464	ENSPANG00000000848	Papio_anubis
ENSCATP00000003749	ENSCATG00000014153	Cercocebus_atys
ENSMFAP00000039026	ENSMFAG00000038838	Macaca_fascicularis
ENSMMUP00000049524	ENSMMUG00000012822	Macaca_mulatta
ENSMNEP00000004145	ENSMNEG00000019208	Macaca_nemestrina
ENSMLEP00000036831	ENSMLEG00000042517	Mandrillus_leucophaeus
ENSCSAP00000007591	ENSCSAG00000011391	Chlorocebus_sabaeus
ENSSBOP00000034683	ENSSBOG00000033477	Saimiri_boliviensis_boliviensis
ENSCCAP00000001333	ENSCCAG00000008545	Cebus_capucinus_imitator
ENSCJAP00000065933	ENSCJAG00000004100	Callithrix_jacchus
ENSANAP00000009859	ENSANAG00000022909	Aotus_nancymaae
ENSTSYP00000031367	ENSTSYG00000026716	Carlito_syrichta
ENSPCOP00000000127	ENSPCOG00000000157	Propithecus_coquereli
ENSMICP00000023805	ENSMICG00000011854	Microcebus_murinus
ENSPSMP00000036598	ENSPSMG00000025179	Prolemur_simus
ENSCCNP00000033416	ENSCCNG00000031624	Castor_canadensis
ENSSDAP00000009770	ENSSDAG00000008887	Spermophilus_dauricus
ENSPTEP00000025961	ENSPTEG00000026137	Piliocolobus_tephrosceles
ENSTBEP00000014277	ENSTBEG00000016437	Tupaia_belangeri
ENSOARP00000016873	ENSOARG00000015723	Ovis_aries
ENSCHIP00000011025	ENSCHIG00000013331	Capra_hircus
ENSBIXP00005002751	ENSBIXG00005009092	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000026218	ENSBIXG00000028342	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000001742	ENSBMUG00000001392	Bos_mutus
ENSBTAP00000053252	ENSBTAG00000007635	Bos_taurus
ENSBBBP00000019888	ENSBBBG00000002738	Bison_bison_bison
ENSTTRP00000005347	ENSTTRG00000005664	Tursiops_truncatus
ENSSSCP00000038503	ENSSSCG00000016083	Sus_scrofa_strain_reference
ENSVPAP00000004262	ENSVPAG00000004593	Vicugna_pacos
ENSUMAP00000028922	ENSUMAG00000020984	Ursus_maritimus
ENSUAMP00000020338	ENSUAMG00000016045	Ursus_americanus
ENSAMEP00000014436	ENSAMEG00000013707	Ailuropoda_melanoleuca
ENSNVIP00000013185	ENSNVIG00000010416	Neovison_vison
ENSMPUP00000007907	ENSMPUG00000007965	Mustela_putorius_furo
ENSCAFP00000016153	ENSCAFG00000010953	Canis_lupus_familiaris
ENSCAFP00020005704	ENSCAFG00020004643	Canis_lupus_dingo
ENSVVUP00000036038	ENSVVUG00000025896	Vulpes_vulpes
ENSPPRP00000013942	ENSPPRG00000006990	Panthera_pardus
ENSPTIP00000014039	ENSPTIG00000013578	Panthera_tigris_altaica
ENSFCAP00000029009	ENSFCAG00000007074	Felis_catus
ENSPVAP00000014394	ENSPVAG00000015271	Pteropus_vampyrus
ENSMLUP00000002430	ENSMLUG00000002677	Myotis_lucifugus
ENSEASP00005029579	ENSEASG00005020113	Equus_asinus_asinus
ENSECAP00000050722	ENSECAG00000007274	Equus_caballus
ENSOCUP00000036655	ENSOCUG00000013978	Oryctolagus_cuniculus
ENSOPRP00000005970	ENSOPRG00000006525	Ochotona_princeps
MGP_SPRETEiJ_P0018702	MGP_SPRETEiJ_G0014955	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0017690	MGP_CAROLIEiJ_G0014148	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000037854	ENSMUSG00000038349	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000022218	ENSMSIG00000018841	Mus_spicilegus
MGP_PahariEiJ_P0073013	MGP_PahariEiJ_G0027388	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000050087	ENSRNOG00000032659	Rattus_norvegicus
ENSMUGP00000004125	ENSMUGG00000003811	Meriones_unguiculatus
ENSPEMP00000001944	ENSPEMG00000001849	Peromyscus_maniculatus_bairdii
ENSMOCP00000015764	ENSMOCG00000014862	Microtus_ochrogaster
ENSCGRP00001014939	ENSCGRG00001015676	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000005297	ENSCGRG00000003871	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015038509	ENSCGRG00015028786	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003218	ENSMAUG00000003415	Mesocricetus_auratus
ENSNGAP00000017510	ENSNGAG00000017912	Nannospalax_galili
ENSSTOP00000019801	ENSSTOG00000026164	Ictidomys_tridecemlineatus
ENSUPAP00010019735	ENSUPAG00010015612	Urocitellus_parryii
ENSMMMP00000012783	ENSMMMG00000011429	Marmota_marmota_marmota
ENSOGAP00000010295	ENSOGAG00000011498	Otolemur_garnettii
ENSHGLP00100007050	ENSHGLG00100005287	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022393	ENSHGLG00000015970	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020407	ENSFDAG00000008461	Fukomys_damarensis
ENSCAPP00000000164	ENSCAPG00000000133	Cavia_aperea
ENSCPOP00000010320	ENSCPOG00000011478	Cavia_porcellus
ENSCLAP00000023473	ENSCLAG00000016098	Chinchilla_lanigera
ENSODEP00000012026	ENSODEG00000008918	Octodon_degus
ENSXETP00000052964	ENSXETG00000018643	Xenopus_tropicalis
ENSLACP00000019197	ENSLACG00000016887	Latimeria_chalumnae
ENSCMIP00000029663	ENSCMIG00000012806	Callorhinchus_milii
ENSEBUP00000020880	ENSEBUG00000012903	Eptatretus_burgeri
