ENSECAP00000007102	ENSECAG00000009198	Equus_caballus
ENSMFAP00000000124	ENSMFAG00000035365	Macaca_fascicularis
ENSTGEP00000018392	ENSTGEG00000014841	Theropithecus_gelada
ENSCATP00000011202	ENSCATG00000029843	Cercocebus_atys
ENSPANP00000043098	ENSPANG00000030237	Papio_anubis
ENSMLEP00000023601	ENSMLEG00000035982	Mandrillus_leucophaeus
ENSNLEP00000045097	ENSNLEG00000028789	Nomascus_leucogenys
ENSNLEP00000030222	ENSNLEG00000032083	Nomascus_leucogenys
ENSPCOP00000000647	ENSPCOG00000002043	Propithecus_coquereli
ENSMICP00000049190	ENSMICG00000042443	Microcebus_murinus
ENSPSMP00000005395	ENSPSMG00000004144	Prolemur_simus
ENSMSIP00000037944	ENSMSIG00000031615	Mus_spicilegus
ENSMUSP00000093080	ENSMUSG00000071165	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0087370	MGP_SPRETEiJ_G0031992	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0083918	MGP_CAROLIEiJ_G0030879	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046801	MGP_PahariEiJ_G0021344	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000054843	ENSRNOG00000038130	Rattus_norvegicus
ENSCGRP00000010096	ENSCGRG00000007353	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015036529	ENSCGRG00015027397	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001026703	ENSCGRG00001023945	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011458	ENSMAUG00000012041	Mesocricetus_auratus
ENSMOCP00000011365	ENSMOCG00000011610	Microtus_ochrogaster
ENSPEMP00000003234	ENSPEMG00000004466	Peromyscus_maniculatus_bairdii
ENSMUGP00000003011	ENSMUGG00000002845	Meriones_unguiculatus
ENSNGAP00000026229	ENSNGAG00000023934	Nannospalax_galili
ENSJJAP00000002360	ENSJJAG00000004000	Jaculus_jaculus
ENSCLAP00000022493	ENSCLAG00000015427	Chinchilla_lanigera
ENSFDAP00000000945	ENSFDAG00000011056	Fukomys_damarensis
ENSDORP00000018070	ENSDORG00000027103	Dipodomys_ordii
ENSCCNP00000003066	ENSCCNG00000003323	Castor_canadensis
ENSSTOP00000032281	ENSSTOG00000033983	Ictidomys_tridecemlineatus
ENSUPAP00010018683	ENSUPAG00010014826	Urocitellus_parryii
ENSSDAP00000010122	ENSSDAG00000009237	Spermophilus_dauricus
ENSMMMP00000026839	ENSMMMG00000023484	Marmota_marmota_marmota
ENSOCUP00000048285	ENSOCUG00000034539	Oryctolagus_cuniculus
ENSDNOP00000025353	ENSDNOG00000047369	Dasypus_novemcinctus
ENSSHAP00000004625	ENSSHAG00000004063	Sarcophilus_harrisii
ENSMODP00000044081	ENSMODG00000040612	Monodelphis_domestica
