ENSSBOP00000018471	ENSSBOG00000025856	Saimiri_boliviensis_boliviensis
ENSODEP00000018066	ENSODEG00000013319	Octodon_degus
ENSLCAP00010009919	ENSLCAG00010004724	Lates_calcarifer
ENSEBUP00000009483	ENSEBUG00000006093	Eptatretus_burgeri
MGP_CAROLIEiJ_P0092892	MGP_CAROLIEiJ_G0033465	Mus_caroli_strain_CAROLI_EIJ
ENSHBUP00000001816	ENSHBUG00000003008	Haplochromis_burtoni
ENSELUP00000003986	ENSELUG00000005166	Esox_lucius
ENSCAFP00020007012	ENSCAFG00020005707	Canis_lupus_dingo
ENSUMAP00000032030	ENSUMAG00000023090	Ursus_maritimus
ENSMUNP00000011836	ENSMUNG00000009318	Melopsittacus_undulatus
ENSSPAP00000020182	ENSSPAG00000015209	Stegastes_partitus
ENSAMEP00000019025	ENSAMEG00000018001	Ailuropoda_melanoleuca
ENSCSAP00000009726	ENSCSAG00000013566	Chlorocebus_sabaeus
ENSDCDP00000060968	ENSDCDG00000034796	Denticeps_clupeoides
ENSCJPP00005021524	ENSCJPG00005017219	Coturnix_japonica
ENSSHAP00000001925	ENSSHAG00000001713	Sarcophilus_harrisii
ENSDCDP00000015892	ENSDCDG00000012891	Denticeps_clupeoides
ENSTNIP00000018869	ENSTNIG00000015788	Tetraodon_nigroviridis
ENSMFAP00000044718	ENSMFAG00000036623	Macaca_fascicularis
ENSPPYP00000023091	ENSPPYG00000020627	Pongo_abelii
ENSOANP00000018121	ENSOANG00000011439	Ornithorhynchus_anatinus
ENSMAUP00000008254	ENSMAUG00000009708	Mesocricetus_auratus
ENSPREP00000030920	ENSPREG00000020925	Poecilia_reticulata
ENSNSUP00000029025	ENSNSUG00000020592	Notechis_scutatus
ENSCGRP00001014725	ENSCGRG00001015511	Cricetulus_griseus_CHOK1GS_HDv1
ENSCAFP00000063733	ENSCAFG00000018063	Canis_lupus_familiaris
ENSNGAP00000007181	ENSNGAG00000010499	Nannospalax_galili
ENSBTAP00000050572	ENSBTAG00000018986	Bos_taurus
ENSZALP00000000381	ENSZALG00000000437	Zonotrichia_albicollis	ENSZALT00000000621
ENSHHUP00000055263	ENSHHUG00000033050	Hucho_hucho
ENSVURP00010006672	ENSVURG00010005162	Vombatus_ursinus
ENSLSDP00000001482	ENSLSDG00000001168	Lonchura_striata_domestica
ENSNPEP00000009204	ENSNPEG00000006908	Nothoprocta_perdicaria	ENSNPET00000009433
ENSMVIP00005006997	ENSMVIG00005005261	Manacus_vitellinus
ENSCPOP00000001398	ENSCPOG00000001545	Cavia_porcellus
ENSGALP00000013111	ENSGALG00000008088	Gallus_gallus
ENSPCOP00000024774	ENSPCOG00000024592	Propithecus_coquereli
ENSSLDP00000001679	ENSSLDG00000001346	Seriola_lalandi_dorsalis
ENSORLP00000039507	ENSORLG00000008040	Oryzias_latipes_ASM223467v1
ENSCGRP00015021487	ENSCGRG00015016363	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000018252	ENSMOCG00000016608	Microtus_ochrogaster
ENSSLDP00000003677	ENSSLDG00000002868	Seriola_lalandi_dorsalis
ENSUAMP00000036104	ENSUAMG00000027110	Ursus_americanus
ENSMUGP00000007023	ENSMUGG00000006422	Meriones_unguiculatus
ENSUPAP00010017324	ENSUPAG00010013746	Urocitellus_parryii
ENSSDUP00000015133	ENSSDUG00000011026	Seriola_dumerili
ENSPNAP00000026036	ENSPNAG00000001643	Pygocentrus_nattereri
ENSLBEP00000018499	ENSLBEG00000014245	Labrus_bergylta
ENSECRP00000020558	ENSECRG00000013269	Erpetoichthys_calabaricus
MGP_SPRETEiJ_P0096659	MGP_SPRETEiJ_G0034636	Mus_spretus_strain_SPRET/EiJ
ENSMEUP00000009441	ENSMEUG00000010350	Notamacropus_eugenii
ENSPVIP00000006731	ENSPVIG00000005560	Pogona_vitticeps
ENSPPRP00000029040	ENSPPRG00000021454	Panthera_pardus
ENSP00000339787	ENSG00000068366	Homo_sapiens
ENSCATP00000045898	ENSCATG00000045294	Cercocebus_atys
ENSPANP00000007465	ENSPANG00000007811	Papio_anubis
ENSMMUP00000005601	ENSMMUG00000004188	Macaca_mulatta
ENSECRP00000019548	ENSECRG00000013064	Erpetoichthys_calabaricus
ENSCLAP00000009565	ENSCLAG00000006635	Chinchilla_lanigera
ENSELUP00000007044	ENSELUG00000007875	Esox_lucius
ENSORLP00020023743	ENSORLG00020004742	Oryzias_latipes_ASM223471v1
ENSHGLP00100002563	ENSHGLG00100002000	Heterocephalus_glaber_HetGla_1.0
ENSTGUP00000004473	ENSTGUG00000004291	Taeniopygia_guttata
ENSMUSP00000033634	ENSMUSG00000031278	Mus_musculus_strain_reference_(CL57BL6)
ENSMNEP00000042308	ENSMNEG00000043887	Macaca_nemestrina
ENSAMXP00005028900	ENSAMXG00005013853	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPFOP00000007603	ENSPFOG00000007508	Poecilia_formosa
ENSCPGP00000006535	ENSCPGG00000004657	Calidris_pygmaea
ENSHGLP00100009494	ENSHGLG00100007041	Heterocephalus_glaber_HetGla_1.0
ENSSARP00000000601	ENSSARG00000000659	Sorex_araneus
ENSOARP00000019273	ENSOARG00000017954	Ovis_aries
ENSSSCP00000056573	ENSSSCG00000012583	Sus_scrofa_strain_reference
ENSGGOP00000029666	ENSGGOG00000008614	Gorilla_gorilla
ENSPPAP00000018085	ENSPPAG00000032165	Pan_paniscus
ENSCPRP00005012403	ENSCPRG00005008800	Crocodylus_porosus
ENSMICP00000013231	ENSMICG00000014516	Microcebus_murinus
ENSAPLP00000012207	ENSAPLG00000012394	Anas_platyrhynchos_platyrhynchos
ENSSFOP00015015259	ENSSFOG00015009828	Scleropages_formosus
ENSBMUP00000018926	ENSBMUG00000014338	Bos_mutus
ENSLCOP00000021886	ENSLCOG00000015459	Lepidothrix_coronata
ENSMMMP00000012251	ENSMMMG00000010893	Marmota_marmota_marmota
ENSCGRP00001008714	ENSCGRG00001010950	Cricetulus_griseus_CHOK1GS_HDv1
ENSMZEP00005010066	ENSMZEG00005007600	Maylandia_zebra
ENSCMIP00000039797	ENSCMIG00000016638	Callorhinchus_milii
ENSAMXP00005016308	ENSAMXG00005005978	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSONIP00000022151	ENSONIG00000017569	Oreochromis_niloticus
ENSLACP00000003329	ENSLACG00000002977	Latimeria_chalumnae
ENSPMGP00000000716	ENSPMGG00000000646	Periophthalmus_magnuspinnatus
ENSFDAP00000009284	ENSFDAG00000017315	Fukomys_damarensis
ENSPNAP00000035619	ENSPNAG00000025747	Pygocentrus_nattereri
ENSCHIP00000000112	ENSCHIG00000000100	Capra_hircus
ENSAHAP00000019029	ENSAHAG00000013472	Apteryx_haastii	ENSAHAT00000021039
ENSGMOP00000003305	ENSGMOG00000003130	Gadus_morhua
ENSTRUP00000006243	ENSTRUG00000002675	Takifugu_rubripes
ENSRNOP00000026057	ENSRNOG00000019180	Rattus_norvegicus
ENSKMAP00000022450	ENSKMAG00000016643	Kryptolebias_marmoratus
ENSMLEP00000034679	ENSMLEG00000041473	Mandrillus_leucophaeus
ENSMSIP00000027543	ENSMSIG00000022033	Mus_spicilegus
ENSTSYP00000010351	ENSTSYG00000011234	Carlito_syrichta
ENSMODP00000059772	ENSMODG00000011470	Monodelphis_domestica
ENSPSMP00000011613	ENSPSMG00000008378	Prolemur_simus
ENSCABP00000027219	ENSCABG00000019973	Chelonoidis_abingdonii
ENSRROP00000025331	ENSRROG00000036415	Rhinopithecus_roxellana
ENSDARP00000015290	ENSDARG00000010752	Danio_rerio
ENSDNOP00000026696	ENSDNOG00000047269	Dasypus_novemcinctus
ENSMALP00000008879	ENSMALG00000006297	Monopterus_albus
ENSSCAP00000023276	ENSSCAG00000016689	Serinus_canaria	ENSSCAT00000025925
ENSTBEP00000002461	ENSTBEG00000002831	Tupaia_belangeri
ENSJHYP00000016981	ENSJHYG00000012975	Junco_hyemalis	ENSJHYT00000020480
ENSDARP00000010373	ENSDARG00000004078	Danio_rerio
ENSPTIP00000013501	ENSPTIG00000013193	Panthera_tigris_altaica
ENSHGLP00000001837	ENSHGLG00000001398	Heterocephalus_glaber_HetGla_female_1.0
ENSXMAP00000006876	ENSXMAG00000006825	Xiphophorus_maculatus
ENSPVAP00000012807	ENSPVAG00000013574	Pteropus_vampyrus
ENSSPUP00000000362	ENSSPUG00000000324	Sphenodon_punctatus
ENSACLP00000037080	ENSACLG00000025090	Astatotilapia_calliptera
ENSPTEP00000030593	ENSPTEG00000029762	Piliocolobus_tephrosceles
ENSPTRP00000038175	ENSPTRG00000022178	Pan_troglodytes
ENSOMEP00000012010	ENSOMEG00000013384	Oryzias_melastigma
ENSARWP00000010071	ENSARWG00000007010	Apteryx_rowi	ENSARWT00000011457
ENSPKIP00000005457	ENSPKIG00000022106	Paramormyrops_kingsleyae
ENSSLDP00000031812	ENSSLDG00000024421	Seriola_lalandi_dorsalis
ENSFCAP00000033611	ENSFCAG00000006754	Felis_catus
ENSDORP00000013834	ENSDORG00000014705	Dipodomys_ordii
ENSCPBP00000000688	ENSCPBG00000000569	Chrysemys_picta_bellii
MGP_PahariEiJ_P0090507	MGP_PahariEiJ_G0032005	Mus_pahari_strain_PAHARI_EIJ
ENSPCAP00000011048	ENSPCAG00000011807	Procavia_capensis
ENSHCOP00000018954	ENSHCOG00000003957	Hippocampus_comes
ENSECAP00000039200	ENSECAG00000016854	Equus_caballus
ENSNLEP00000017493	ENSNLEG00000014341	Nomascus_leucogenys
ENSEASP00005011734	ENSEASG00005008221	Equus_asinus_asinus
ENSAMXP00000005744	ENSAMXG00000005608	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGAGP00000023242	ENSGAGG00000017041	Gopherus_agassizii
ENSAPEP00000014702	ENSAPEG00000010476	Amphiprion_percula
ENSCSEP00000029187	ENSCSEG00000018686	Cynoglossus_semilaevis
ENSORLP00015007271	ENSORLG00015008119	Oryzias_latipes_ASM223469v1
ENSCVAP00000018018	ENSCVAG00000021278	Cyprinodon_variegatus
ENSIPUP00000023585	ENSIPUG00000015944	Ictalurus_punctatus
ENSCHAP00000049601	ENSCHAG00000022333	Clupea_harengus
ENSXETP00000022625	ENSXETG00000005551	Xenopus_tropicalis
ENSPMJP00000015057	ENSPMJG00000011416	Parus_major
ENSFALP00000000180	ENSFALG00000000173	Ficedula_albicollis
ENSACIP00000019332	ENSACIG00000015040	Amphilophus_citrinellus
ENSMPUP00000003946	ENSMPUG00000003978	Mustela_putorius_furo
ENSMMOP00000012311	ENSMMOG00000009468	Mola_mola
ENSDNVP00000027239	ENSDNVG00000018900	Dromaius_novaehollandiae	ENSDNVT00000032871
ENSNMEP00000024650	ENSNMEG00000020862	Numida_meleagris
ENSLOCP00000017866	ENSLOCG00000014514	Lepisosteus_oculatus
ENSBSLP00000043835	ENSBSLG00000020524	Betta_splendens
ENSACAP00000012627	ENSACAG00000012669	Anolis_carolinensis
ENSCJAP00000013700	ENSCJAG00000007315	Callithrix_jacchus
ENSMLUP00000005927	ENSMLUG00000006482	Myotis_lucifugus
ENSMGAP00000006613	ENSMGAG00000006550	Meleagris_gallopavo
ENSCHOP00000003421	ENSCHOG00000003867	Choloepus_hoffmanni
ENSCANP00000035732	ENSCANG00000041528	Colobus_angolensis_palliatus
ENSAOCP00000022106	ENSAOCG00000007397	Amphiprion_ocellaris
ENSSMRP00000015687	ENSSMRG00000012199	Salvator_merianae
ENSMAMP00000020169	ENSMAMG00000013555	Mastacembelus_armatus
ENSPEMP00000017828	ENSPEMG00000016596	Peromyscus_maniculatus_bairdii
ENSLAFP00000016511	ENSLAFG00000022429	Loxodonta_africana
ENSPNYP00000000173	ENSPNYG00000000139	Pundamilia_nyererei
