ENSHHUP00000030750	ENSHHUG00000019579	Hucho_hucho
ENSFDAP00000018203	ENSFDAG00000010020	Fukomys_damarensis
ENSCAFP00000015732	ENSCAFG00000010689	Canis_lupus_familiaris
ENSDNVP00000010897	ENSDNVG00000007702	Dromaius_novaehollandiae
ENSARWP00000025900	ENSARWG00000017596	Apteryx_rowi
ENSCPOP00000003505	ENSCPOG00000003883	Cavia_porcellus
ENSVVUP00000012455	ENSVVUG00000009144	Vulpes_vulpes
ENSGGOP00000002842	ENSGGOG00000002889	Gorilla_gorilla
ENSCSEP00000016655	ENSCSEG00000010711	Cynoglossus_semilaevis
ENSXETP00000001612	ENSXETG00000006587	Xenopus_tropicalis
ENSACAP00000012554	ENSACAG00000012798	Anolis_carolinensis
ENSLCAP00010026200	ENSLCAG00010012240	Lates_calcarifer
ENSPEMP00000007952	ENSPEMG00000009754	Peromyscus_maniculatus_bairdii
ENSUMAP00000006630	ENSUMAG00000005191	Ursus_maritimus
ENSAMXP00000003334	ENSAMXG00000003260	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSTNIP00000013452	ENSTNIG00000010540	Tetraodon_nigroviridis
ENSCAFP00020003719	ENSCAFG00020003122	Canis_lupus_dingo
ENSJHYP00000004160	ENSJHYG00000003461	Junco_hyemalis
ENSPMGP00000024892	ENSPMGG00000020134	Periophthalmus_magnuspinnatus
ENSPKIP00000039204	ENSPKIG00000016644	Paramormyrops_kingsleyae
ENSPPRP00000014736	ENSPPRG00000007552	Panthera_pardus
ENSMVIP00005000079	ENSMVIG00005000081	Manacus_vitellinus	ENSMVIT00005000100
ENSSCAP00000019344	ENSSCAG00000013973	Serinus_canaria
ENSONIP00000024642	ENSONIG00000019574	Oreochromis_niloticus
ENSCJAP00000028299	ENSCJAG00000015331	Callithrix_jacchus
ENSCHAP00000007924	ENSCHAG00000004818	Clupea_harengus
ENSMMUP00000034948	ENSMMUG00000016880	Macaca_mulatta
ENSP00000378310	ENSG00000138821	Homo_sapiens
ENSLAFP00000001698	ENSLAFG00000002028	Loxodonta_africana
ENSPNAP00000026933	ENSPNAG00000012306	Pygocentrus_nattereri
ENSTGEP00000033161	ENSTGEG00000026501	Theropithecus_gelada
ENSCHAP00000022702	ENSCHAG00000011331	Clupea_harengus
ENSMLEP00000005075	ENSMLEG00000022871	Mandrillus_leucophaeus
ENSAOCP00000008018	ENSAOCG00000011936	Amphiprion_ocellaris
ENSPNAP00000028711	ENSPNAG00000014498	Pygocentrus_nattereri
ENSMMMP00000009711	ENSMMMG00000008612	Marmota_marmota_marmota
ENSATEP00000027496	ENSATEG00000018981	Anabas_testudineus
ENSPMJP00000012668	ENSPMJG00000009724	Parus_major	ENSPMJT00000016665
ENSORLP00000022750	ENSORLG00000018167	Oryzias_latipes_ASM223467v1
ENSAPLP00000013434	ENSAPLG00000013616	Anas_platyrhynchos_platyrhynchos
ENSPVIP00000007968	ENSPVIG00000006474	Pogona_vitticeps
ENSGALP00000020070	ENSGALG00000012298	Gallus_gallus
ENSVPAP00000000257	ENSVPAG00000000278	Vicugna_pacos
ENSLBEP00000017252	ENSLBEG00000013279	Labrus_bergylta
ENSCPGP00000004921	ENSCPGG00000003542	Calidris_pygmaea
ENSGMOP00000013913	ENSGMOG00000013008	Gadus_morhua
ENSMSIP00000029997	ENSMSIG00000025141	Mus_spicilegus
ENSPPYP00000016711	ENSPPYG00000014964	Pongo_abelii
ENSPLAP00000014862	ENSPLAG00000018651	Poecilia_latipinna
ENSLCOP00000002463	ENSLCOG00000001928	Lepidothrix_coronata
ENSNSUP00000017153	ENSNSUG00000012628	Notechis_scutatus
ENSCVAP00000005099	ENSCVAG00000006458	Cyprinodon_variegatus
ENSFHEP00000010040	ENSFHEG00000011298	Fundulus_heteroclitus
ENSLACP00000001006	ENSLACG00000000898	Latimeria_chalumnae
ENSFCAP00000010974	ENSFCAG00000011828	Felis_catus
ENSPREP00000010809	ENSPREG00000007376	Poecilia_reticulata
ENSAPEP00000008199	ENSAPEG00000005921	Amphiprion_percula
ENSMNEP00000005682	ENSMNEG00000025853	Macaca_nemestrina
ENSMAMP00000000162	ENSMAMG00000000115	Mastacembelus_armatus
ENSAMXP00005009372	ENSAMXG00005005333	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
MGP_SPRETEiJ_P0063094	MGP_SPRETEiJ_G0026616	Mus_spretus_strain_SPRET/EiJ
ENSMALP00000002891	ENSMALG00000002126	Monopterus_albus
ENSCSAP00000000410	ENSCSAG00000004052	Chlorocebus_sabaeus
ENSDCDP00000030127	ENSDCDG00000021218	Denticeps_clupeoides
ENSCLAP00000014307	ENSCLAG00000009861	Chinchilla_lanigera
ENSSHAP00000002881	ENSSHAG00000002551	Sarcophilus_harrisii
ENSDARP00000149442	ENSDARG00000113547	Danio_rerio
ENSMGAP00000011803	ENSMGAG00000011287	Meleagris_gallopavo
ENSCGRP00015010453	ENSCGRG00015008078	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015846	ENSMAUG00000015194	Mesocricetus_auratus
ENSBMUP00000026238	ENSBMUG00000019695	Bos_mutus
ENSAPOP00000003379	ENSAPOG00000004883	Acanthochromis_polyacanthus
ENSDARP00000155746	ENSDARG00000056757	Danio_rerio
ENSVURP00010027582	ENSVURG00010021108	Vombatus_ursinus
ENSMLUP00000010687	ENSMLUG00000011736	Myotis_lucifugus
ENSTTRP00000015678	ENSTTRG00000016537	Tursiops_truncatus
ENSIPUP00000023830	ENSIPUG00000016111	Ictalurus_punctatus
ENSNLEP00000016310	ENSNLEG00000013429	Nomascus_leucogenys
ENSSPAP00000029989	ENSSPAG00000022546	Stegastes_partitus
ENSPTRP00000043881	ENSPTRG00000016318	Pan_troglodytes
ENSBBBP00000026889	ENSBBBG00000022983	Bison_bison_bison
ENSUAMP00000019704	ENSUAMG00000015581	Ursus_americanus
MGP_PahariEiJ_P0071604	MGP_PahariEiJ_G0027111	Mus_pahari_strain_PAHARI_EIJ
ENSPCIP00000045342	ENSPCIG00000015790	Phascolarctos_cinereus
ENSXMAP00000014560	ENSXMAG00000014536	Xiphophorus_maculatus
ENSSMRP00000016725	ENSSMRG00000013033	Salvator_merianae
ENSMUSP00000128245	ENSMUSG00000053897	Mus_musculus_strain_reference_(CL57BL6)
ENSSSCP00000038853	ENSSSCG00000009169	Sus_scrofa_strain_reference
ENSMUNP00000002599	ENSMUNG00000002281	Melopsittacus_undulatus
ENSSBOP00000003562	ENSSBOG00000016854	Saimiri_boliviensis_boliviensis
ENSETEP00000015059	ENSETEG00000018525	Echinops_telfairi
ENSCPRP00005017290	ENSCPRG00005012045	Crocodylus_porosus
ENSACIP00000015174	ENSACIG00000011781	Amphilophus_citrinellus
ENSAMEP00000009337	ENSAMEG00000008820	Ailuropoda_melanoleuca
ENSNBRP00000000686	ENSNBRG00000000610	Neolamprologus_brichardi
ENSBIXP00000025055	ENSBIXG00000027186	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAMXP00000017619	ENSAMXG00000017115	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000036611	ENSEEEG00000017385	Electrophorus_electricus
ENSORLP00020026518	ENSORLG00020009017	Oryzias_latipes_ASM223471v1
ENSMEUP00000002019	ENSMEUG00000002211	Notamacropus_eugenii
ENSCMIP00000035334	ENSCMIG00000014955	Callorhinchus_milii
ENSSPUP00000014297	ENSSPUG00000010965	Sphenodon_punctatus
ENSMZEP00005013731	ENSMZEG00005010352	Maylandia_zebra
ENSCCAP00000027993	ENSCCAG00000031885	Cebus_capucinus_imitator
ENSCJPP00005007649	ENSCJPG00005006989	Coturnix_japonica
ENSPTEP00000039239	ENSPTEG00000036335	Piliocolobus_tephrosceles
ENSPRNP00000052293	ENSPRNG00000024727	Parambassis_ranga
ENSBSLP00000023969	ENSBSLG00000012212	Betta_splendens
ENSAMXP00005030784	ENSAMXG00005015074	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSOANP00000031200	ENSOANG00000031420	Ornithorhynchus_anatinus
ENSANAP00000001363	ENSANAG00000011453	Aotus_nancymaae
ENSMICP00000045148	ENSMICG00000006095	Microcebus_murinus
ENSPANP00000004492	ENSPANG00000011207	Papio_anubis
ENSCANP00000021730	ENSCANG00000034305	Colobus_angolensis_palliatus
ENSPSMP00000021445	ENSPSMG00000015155	Prolemur_simus
ENSAOWP00000008522	ENSAOWG00000005858	Apteryx_owenii
ENSSFOP00015008399	ENSSFOG00015005498	Scleropages_formosus
ENSRNOP00000030977	ENSRNOG00000012508	Rattus_norvegicus
ENSSMAP00000013689	ENSSMAG00000008412	Scophthalmus_maximus
ENSMODP00000025862	ENSMODG00000020674	Monodelphis_domestica
ENSEASP00005027189	ENSEASG00005018524	Equus_asinus_asinus
MGP_CAROLIEiJ_P0060670	MGP_CAROLIEiJ_G0025662	Mus_caroli_strain_CAROLI_EIJ
ENSGWIP00000041891	ENSGWIG00000021058	Gouania_willdenowi
ENSCPBP00000022976	ENSCPBG00000016425	Chrysemys_picta_bellii
ENSACLP00000040196	ENSACLG00000027086	Astatotilapia_calliptera
ENSLCRP00005041445	ENSLCRG00005015932	Larimichthys_crocea
ENSPFOP00000008622	ENSPFOG00000008619	Poecilia_formosa
ENSPSIP00000011537	ENSPSIG00000010430	Pelodiscus_sinensis
ENSTRUP00000045288	ENSTRUG00000017668	Takifugu_rubripes
ENSMOCP00000024956	ENSMOCG00000021217	Microtus_ochrogaster
ENSPCOP00000027208	ENSPCOG00000026065	Propithecus_coquereli
ENSSTOP00000019823	ENSSTOG00000024568	Ictidomys_tridecemlineatus
ENSLOCP00000014887	ENSLOCG00000012098	Lepisosteus_oculatus
ENSOARP00000014183	ENSOARG00000013238	Ovis_aries
ENSOMEP00000007212	ENSOMEG00000008299	Oryzias_melastigma
ENSCCEP00000012184	ENSCCEG00000011796	Cyanistes_caeruleus
ENSCPUP00000025234	ENSCPUG00000017065	Calidris_pugnax
ENSELUP00000026223	ENSELUG00000002030	Esox_lucius
ENSEEEP00000041507	ENSEEEG00000019633	Electrophorus_electricus
ENSOCUP00000003620	ENSOCUG00000004184	Oryctolagus_cuniculus
ENSMUGP00000012184	ENSMUGG00000010623	Meriones_unguiculatus
ENSHCOP00000023435	ENSHCOG00000011927	Hippocampus_comes
ENSCABP00000026999	ENSCABG00000019812	Chelonoidis_abingdonii
ENSIPUP00000012581	ENSIPUG00000008585	Ictalurus_punctatus
ENSTBEP00000008824	ENSTBEG00000010194	Tupaia_belangeri
ENSTGUP00000003692	ENSTGUG00000003585	Taeniopygia_guttata
ENSODEP00000005317	ENSODEG00000004017	Octodon_degus
ENSPNYP00000027918	ENSPNYG00000021028	Pundamilia_nyererei
