ENSTRUP00000027057	ENSTRUG00000010723	Takifugu_rubripes
ENSSPAP00000016731	ENSSPAG00000012621	Stegastes_partitus
ENSPRNP00000045228	ENSPRNG00000021928	Parambassis_ranga
ENSXMAP00000033781	ENSXMAG00000027910	Xiphophorus_maculatus
ENSXCOP00000006305	ENSXCOG00000004878	Xiphophorus_couchianus
ENSPMEP00000006738	ENSPMEG00000008277	Poecilia_mexicana
ENSPFOP00000019804	ENSPFOG00000019678	Poecilia_formosa
ENSPMEP00000006741	ENSPMEG00000008283	Poecilia_mexicana
ENSPLAP00000017997	ENSPLAG00000022547	Poecilia_latipinna
ENSXMAP00000038904	ENSXMAG00000027386	Xiphophorus_maculatus
ENSXCOP00000006304	ENSXCOG00000004876	Xiphophorus_couchianus
ENSGAFP00000010548	ENSGAFG00000007131	Gambusia_affinis
ENSCVAP00000001499	ENSCVAG00000002494	Cyprinodon_variegatus
ENSCVAP00000015551	ENSCVAG00000018363	Cyprinodon_variegatus
ENSFHEP00000009677	ENSFHEG00000010936	Fundulus_heteroclitus
ENSKMAP00000016254	ENSKMAG00000012137	Kryptolebias_marmoratus
ENSORLP00015021920	ENSORLG00015001060	Oryzias_latipes_ASM223469v1
ENSORLP00000028951	ENSORLG00000010478	Oryzias_latipes_ASM223467v1
ENSORLP00015000445	ENSORLG00015001053	Oryzias_latipes_ASM223469v1
ENSORLP00020028489	ENSORLG00020012007	Oryzias_latipes_ASM223471v1
ENSOMEP00000035540	ENSOMEG00000022867	Oryzias_melastigma
ENSPNYP00000017278	ENSPNYG00000013086	Pundamilia_nyererei
ENSACLP00000031797	ENSACLG00000021567	Astatotilapia_calliptera
ENSNBRP00000026229	ENSNBRG00000020062	Neolamprologus_brichardi
ENSMZEP00005023153	ENSMZEG00005017338	Maylandia_zebra
ENSONIP00000004853	ENSONIG00000003853	Oreochromis_niloticus
ENSACIP00000027778	ENSACIG00000021533	Amphilophus_citrinellus
ENSHCOP00000027971	ENSHCOG00000020244	Hippocampus_comes
ENSPMGP00000029885	ENSPMGG00000024035	Periophthalmus_magnuspinnatus
ENSHHUP00000033870	ENSHHUG00000021363	Hucho_hucho
ENSHHUP00000000468	ENSHHUG00000000271	Hucho_hucho
ENSELUP00000008936	ENSELUG00000009518	Esox_lucius
ENSAMXP00000025661	ENSAMXG00000024955	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005015151	ENSAMXG00005008029	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001946	ENSPNAG00000008455	Pygocentrus_nattereri
ENSEEEP00000034316	ENSEEEG00000016338	Electrophorus_electricus
ENSIPUP00000012877	ENSIPUG00000008782	Ictalurus_punctatus
ENSDARP00000065817	ENSDARG00000044775	Danio_rerio
ENSCHAP00000039374	ENSCHAG00000018461	Clupea_harengus
ENSCHAP00000007649	ENSCHAG00000004723	Clupea_harengus
ENSCHAP00000007542	ENSCHAG00000004660	Clupea_harengus
ENSCHAP00000007556	ENSCHAG00000004700	Clupea_harengus
ENSCHAP00000007565	ENSCHAG00000004713	Clupea_harengus
ENSCHAP00000028100	ENSCHAG00000013598	Clupea_harengus
ENSCHAP00000054199	ENSCHAG00000024582	Clupea_harengus
ENSCHAP00000050898	ENSCHAG00000023346	Clupea_harengus
ENSCHAP00000033387	ENSCHAG00000015914	Clupea_harengus
ENSCHAP00000054206	ENSCHAG00000024586	Clupea_harengus
