ENSCJPP00005021463	ENSCJPG00005017160	Coturnix_japonica
ENSCSEP00000014464	ENSCSEG00000009307	Cynoglossus_semilaevis
ENSCPBP00000001635	ENSCPBG00000001328	Chrysemys_picta_bellii
ENSAPEP00000025524	ENSAPEG00000018092	Amphiprion_percula
ENSACIP00000008882	ENSACIG00000006942	Amphilophus_citrinellus
ENSAMXP00005007755	ENSAMXG00005004587	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
MGP_PahariEiJ_P0070438	MGP_PahariEiJ_G0026863	Mus_pahari_strain_PAHARI_EIJ
ENSAOWP00000008100	ENSAOWG00000005541	Apteryx_owenii
ENSGGOP00000013139	ENSGGOG00000013468	Gorilla_gorilla
ENSMALP00000023625	ENSMALG00000016469	Monopterus_albus
ENSMAUP00000009157	ENSMAUG00000010399	Mesocricetus_auratus
ENSAPLP00000009361	ENSAPLG00000009645	Anas_platyrhynchos_platyrhynchos
ENSCANP00000004566	ENSCANG00000015676	Colobus_angolensis_palliatus
MGP_SPRETEiJ_P0061858	MGP_SPRETEiJ_G0026369	Mus_spretus_strain_SPRET/EiJ
ENSLOCP00000013530	ENSLOCG00000011023	Lepisosteus_oculatus
ENSOANP00000003574	ENSOANG00000002255	Ornithorhynchus_anatinus	ENSOANT00000003575
ENSNLEP00000047599	ENSNLEG00000005347	Nomascus_leucogenys
ENSECRP00000008362	ENSECRG00000005592	Erpetoichthys_calabaricus
ENSMMMP00000017309	ENSMMMG00000015373	Marmota_marmota_marmota
ENSODEP00000001518	ENSODEG00000001193	Octodon_degus
ENSOPRP00000004466	ENSOPRG00000004847	Ochotona_princeps
ENSXCOP00000024357	ENSXCOG00000018185	Xiphophorus_couchianus
ENSORLP00015035683	ENSORLG00015022417	Oryzias_latipes_ASM223469v1
ENSPMGP00000028171	ENSPMGG00000022672	Periophthalmus_magnuspinnatus
ENSBSLP00000047431	ENSBSLG00000022600	Betta_splendens
ENSOCUP00000010606	ENSOCUG00000012320	Oryctolagus_cuniculus
ENSJHYP00000011661	ENSJHYG00000009101	Junco_hyemalis
ENSTNIP00000018735	ENSTNIG00000015660	Tetraodon_nigroviridis
ENSMMOP00000025635	ENSMMOG00000019426	Mola_mola
ENSLCOP00000002559	ENSLCOG00000001988	Lepidothrix_coronata
ENSVVUP00000014668	ENSVVUG00000010760	Vulpes_vulpes
ENSPTIP00000024447	ENSPTIG00000020538	Panthera_tigris_altaica
ENSABRP00000004628	ENSABRG00000004272	Anser_brachyrhynchus
ENSPMEP00000006123	ENSPMEG00000007597	Poecilia_mexicana
ENSMUNP00000017834	ENSMUNG00000013655	Melopsittacus_undulatus
ENSJJAP00000009828	ENSJJAG00000013591	Jaculus_jaculus
ENSPKIP00000031297	ENSPKIG00000011827	Paramormyrops_kingsleyae
ENSSTOP00000011688	ENSSTOG00000013040	Ictidomys_tridecemlineatus
ENSPCAP00000015353	ENSPCAG00000016333	Procavia_capensis
ENSGACP00000001090	ENSGACG00000000841	Gasterosteus_aculeatus
ENSPNAP00000004694	ENSPNAG00000011117	Pygocentrus_nattereri
ENSPREP00000028918	ENSPREG00000019543	Poecilia_reticulata
ENSELUP00000029180	ENSELUG00000006026	Esox_lucius
ENSMICP00000044602	ENSMICG00000048122	Microcebus_murinus
ENSZALP00000023292	ENSZALG00000018020	Zonotrichia_albicollis
ENSCHIP00000012788	ENSCHIG00000014427	Capra_hircus
ENSCGRP00001027126	ENSCGRG00001024224	Cricetulus_griseus_CHOK1GS_HDv1
ENSDCDP00000037620	ENSDCDG00000025165	Denticeps_clupeoides
ENSNSUP00000026337	ENSNSUG00000018911	Notechis_scutatus
ENSDARP00000027181	ENSDARG00000002582	Danio_rerio
ENSCCEP00000016114	ENSCCEG00000015131	Cyanistes_caeruleus
ENSPMJP00000013496	ENSPMJG00000010247	Parus_major
ENSPCIP00000052688	ENSPCIG00000032331	Phascolarctos_cinereus
ENSSCAP00000015573	ENSSCAG00000011417	Serinus_canaria
ENSNBRP00000014127	ENSNBRG00000010928	Neolamprologus_brichardi
ENSCATP00000015374	ENSCATG00000031668	Cercocebus_atys
ENSMNEP00000027324	ENSMNEG00000037058	Macaca_nemestrina
ENSCABP00000014857	ENSCABG00000011103	Chelonoidis_abingdonii
ENSLBEP00000018028	ENSLBEG00000013878	Labrus_bergylta
ENSRNOP00000060064	ENSRNOG00000019565	Rattus_norvegicus
ENSSMRP00000025089	ENSSMRG00000019408	Salvator_merianae
ENSSPAP00000018495	ENSSPAG00000013956	Stegastes_partitus
ENSPPRP00000028266	ENSPPRG00000020309	Panthera_pardus
ENSEEEP00000018994	ENSEEEG00000009312	Electrophorus_electricus
ENSBMUP00000016774	ENSBMUG00000012717	Bos_mutus
ENSPVIP00000034600	ENSPVIG00000025255	Pogona_vitticeps
ENSETEP00000014598	ENSETEG00000017969	Echinops_telfairi
ENSPPYP00000001128	ENSPPYG00000000968	Pongo_abelii
ENSMVIP00005017106	ENSMVIG00005012215	Manacus_vitellinus
ENSMLUP00000002688	ENSMLUG00000002958	Myotis_lucifugus
ENSMGAP00000015055	ENSMGAG00000014235	Meleagris_gallopavo
ENSUPAP00010012077	ENSUPAG00010009799	Urocitellus_parryii
ENSHBUP00000023388	ENSHBUG00000004173	Haplochromis_burtoni
ENSCGRP00000025441	ENSCGRG00000018422	Cricetulus_griseus_CriGri_1.0
ENSSARP00000006715	ENSSARG00000007424	Sorex_araneus
ENSTRUP00000009341	ENSTRUG00000003945	Takifugu_rubripes
ENSSSCP00000007171	ENSSSCG00000006725	Sus_scrofa_strain_reference
MGP_CAROLIEiJ_P0059469	MGP_CAROLIEiJ_G0025419	Mus_caroli_strain_CAROLI_EIJ
ENSAOCP00000014936	ENSAOCG00000019675	Amphiprion_ocellaris
ENSGAFP00000019568	ENSGAFG00000013217	Gambusia_affinis
ENSCGOP00000026630	ENSCGOG00000012522	Cottoperca_gobio
ENSPEMP00000029733	ENSPEMG00000026645	Peromyscus_maniculatus_bairdii
ENSNMEP00000019636	ENSNMEG00000016925	Numida_meleagris
ENSEASP00005008912	ENSEASG00005006401	Equus_asinus_asinus
ENSRROP00000030779	ENSRROG00000039115	Rhinopithecus_roxellana
ENSECAP00000026094	ENSECAG00000023325	Equus_caballus
ENSMSIP00000004492	ENSMSIG00000004097	Mus_spicilegus
ENSMPUP00000001534	ENSMPUG00000001549	Mustela_putorius_furo
ENSGAGP00000013495	ENSGAGG00000010312	Gopherus_agassizii
ENSCPUP00000008363	ENSCPUG00000006028	Calidris_pugnax
ENSCJAP00000059788	ENSCJAG00000005662	Callithrix_jacchus
ENSFCAP00000041588	ENSFCAG00000043861	Felis_catus
ENSP00000358437	ENSG00000092607	Homo_sapiens
ENSOGAP00000006517	ENSOGAG00000007282	Otolemur_garnettii
ENSORLP00020021241	ENSORLG00020022460	Oryzias_latipes_ASM223471v1
ENSTSYP00000020067	ENSTSYG00000031216	Carlito_syrichta
ENSPCOP00000000161	ENSPCOG00000000115	Propithecus_coquereli
ENSOMEP00000015476	ENSOMEG00000017057	Oryzias_melastigma
ENSTGEP00000010136	ENSTGEG00000008318	Theropithecus_gelada
ENSACLP00000025201	ENSACLG00000017156	Astatotilapia_calliptera
ENSPFOP00000018144	ENSPFOG00000018033	Poecilia_formosa
ENSPPAP00000025684	ENSPPAG00000035967	Pan_paniscus
ENSPTRP00000065583	ENSPTRG00000001172	Pan_troglodytes
ENSHHUP00000043363	ENSHHUG00000026632	Hucho_hucho
ENSMODP00000006557	ENSMODG00000005319	Monodelphis_domestica
ENSPKIP00000009983	ENSPKIG00000024875	Paramormyrops_kingsleyae
ENSATEP00000001429	ENSATEG00000000841	Anabas_testudineus
ENSFALP00000005251	ENSFALG00000005042	Ficedula_albicollis
ENSPTEP00000035695	ENSPTEG00000033641	Piliocolobus_tephrosceles
ENSNPEP00000012200	ENSNPEG00000009138	Nothoprocta_perdicaria
ENSSMAP00000013517	ENSSMAG00000008277	Scophthalmus_maximus
ENSMOCP00000012526	ENSMOCG00000012596	Microtus_ochrogaster
ENSDNVP00000022999	ENSDNVG00000015995	Dromaius_novaehollandiae
ENSCVAP00000008052	ENSCVAG00000009806	Cyprinodon_variegatus
ENSCAFP00000014683	ENSCAFG00000009976	Canis_lupus_familiaris
ENSNGAP00000008396	ENSNGAG00000011381	Nannospalax_galili
ENSSDUP00000019551	ENSSDUG00000014238	Seriola_dumerili
ENSBIXP00005018472	ENSBIXG00005007374	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDNOP00000003024	ENSDNOG00000003930	Dasypus_novemcinctus
ENSHGLP00000009951	ENSHGLG00000007139	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000012015	ENSCLAG00000008292	Chinchilla_lanigera
ENSVPAP00000009548	ENSVPAG00000010265	Vicugna_pacos
ENSMEUP00000005191	ENSMEUG00000005689	Notamacropus_eugenii
ENSUAMP00000027699	ENSUAMG00000021416	Ursus_americanus
ENSPKIP00000020228	ENSPKIG00000005083	Paramormyrops_kingsleyae
ENSBTAP00000010213	ENSBTAG00000007767	Bos_taurus
ENSPANP00000004048	ENSPANG00000004604	Papio_anubis
ENSIPUP00000004989	ENSIPUG00000003465	Ictalurus_punctatus
ENSKMAP00000019375	ENSKMAG00000014400	Kryptolebias_marmoratus
ENSCHAP00000007204	ENSCHAG00000004429	Clupea_harengus
ENSSPUP00000007043	ENSSPUG00000005351	Sphenodon_punctatus
ENSCPRP00005001701	ENSCPRG00005001244	Crocodylus_porosus
ENSVURP00010010583	ENSVURG00010008181	Vombatus_ursinus
ENSDORP00000005257	ENSDORG00000005620	Dipodomys_ordii
ENSLAFP00000015466	ENSLAFG00000018452	Loxodonta_africana
ENSRBIP00000011356	ENSRBIG00000029551	Rhinopithecus_bieti
ENSPVAP00000014839	ENSPVAG00000015733	Pteropus_vampyrus
ENSXMAP00000023036	ENSXMAG00000021908	Xiphophorus_maculatus
ENSTGUP00000013747	ENSTGUG00000013355	Taeniopygia_guttata
ENSTGUP00000013746	ENSTGUG00000013354	Taeniopygia_guttata
ENSMLEP00000015836	ENSMLEG00000032093	Mandrillus_leucophaeus
ENSNVIP00000004642	ENSNVIG00000003713	Neovison_vison
ENSMMUP00000012127	ENSMMUG00000009257	Macaca_mulatta
ENSCPOP00000022134	ENSCPOG00000000615	Cavia_porcellus
ENSORLP00000026340	ENSORLG00000008470	Oryzias_latipes_ASM223467v1
ENSCVAP00000024550	ENSCVAG00000008701	Cyprinodon_variegatus
ENSEEUP00000003556	ENSEEUG00000003919	Erinaceus_europaeus
ENSTBEP00000012649	ENSTBEG00000014589	Tupaia_belangeri
ENSTTRP00000010424	ENSTTRG00000011006	Tursiops_truncatus
ENSHHUP00000081993	ENSHHUG00000047645	Hucho_hucho
ENSXETP00000022511	ENSXETG00000005708	Xenopus_tropicalis	ENSXETT00000011666
ENSBBBP00000008407	ENSBBBG00000004062	Bison_bison_bison
ENSPLAP00000028619	ENSPLAG00000018159	Poecilia_latipinna
ENSCSAP00000016316	ENSCSAG00000001712	Chlorocebus_sabaeus
ENSBIXP00000021086	ENSBIXG00000024258	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHGLP00100003710	ENSHGLG00100002827	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00015033888	ENSCGRG00015025564	Cricetulus_griseus_CriGri-PICR
ENSAPOP00000012494	ENSAPOG00000015198	Acanthochromis_polyacanthus
ENSGALP00000023798	ENSGALG00000014776	Gallus_gallus
ENSFHEP00000014091	ENSFHEG00000015616	Fundulus_heteroclitus
ENSONIP00000019743	ENSONIG00000015685	Oreochromis_niloticus
ENSUMAP00000000443	ENSUMAG00000000567	Ursus_maritimus
ENSCCNP00000020843	ENSCCNG00000020754	Castor_canadensis
ENSCMIP00000003693	ENSCMIG00000002223	Callorhinchus_milii
ENSGMOP00000002827	ENSGMOG00000002691	Gadus_morhua
ENSACAP00000007997	ENSACAG00000008131	Anolis_carolinensis
ENSMUGP00000022395	ENSMUGG00000018771	Meriones_unguiculatus
ENSPSMP00000022040	ENSPSMG00000015582	Prolemur_simus
