ENSABRP00000008952	ENSABRG00000008013	Anser_brachyrhynchus	ENSABRT00000012748
ENSAPLP00000023479	ENSAPLG00000028807	Anas_platyrhynchos_platyrhynchos
ENSTGEP00000034194	ENSTGEG00000027271	Theropithecus_gelada
ENSCATP00000032719	ENSCATG00000039381	Cercocebus_atys
ENSMNEP00000032060	ENSMNEG00000039393	Macaca_nemestrina
ENSMMUP00000008704	ENSMMUG00000006623	Macaca_mulatta
ENSMFAP00000003963	ENSMFAG00000001615	Macaca_fascicularis
ENSMLEP00000026957	ENSMLEG00000037567	Mandrillus_leucophaeus
ENSCSAP00000004736	ENSCSAG00000008480	Chlorocebus_sabaeus
ENSRROP00000002011	ENSRROG00000008068	Rhinopithecus_roxellana
ENSRBIP00000025096	ENSRBIG00000036424	Rhinopithecus_bieti
ENSPTEP00000027987	ENSPTEG00000027749	Piliocolobus_tephrosceles
ENSSBOP00000029356	ENSSBOG00000031016	Saimiri_boliviensis_boliviensis
ENSCCAP00000026157	ENSCCAG00000030866	Cebus_capucinus_imitator
ENSCJAP00000030333	ENSCJAG00000016456	Callithrix_jacchus
ENSANAP00000019179	ENSANAG00000027402	Aotus_nancymaae
ENSTSYP00000002095	ENSTSYG00000002222	Carlito_syrichta
ENSPCOP00000024219	ENSPCOG00000024288	Propithecus_coquereli
ENSMICP00000051055	ENSMICG00000049510	Microcebus_murinus
ENSPSMP00000009293	ENSPSMG00000006816	Prolemur_simus
ENSOGAP00000010818	ENSOGAG00000012087	Otolemur_garnettii
ENSOCUP00000010971	ENSOCUG00000012754	Oryctolagus_cuniculus
ENSOPRP00000004231	ENSOPRG00000004576	Ochotona_princeps
ENSCCNP00000002587	ENSCCNG00000002120	Castor_canadensis
ENSDORP00000016317	ENSDORG00000011682	Dipodomys_ordii
MGP_SPRETEiJ_P0043202	MGP_SPRETEiJ_G0021577	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000012406	ENSMSIG00000010232	Mus_spicilegus
ENSMUSP00000087114	ENSMUSG00000035629	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0041322	MGP_CAROLIEiJ_G0020681	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028712	MGP_PahariEiJ_G0016384	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073717	ENSRNOG00000059880	Rattus_norvegicus
ENSMUGP00000032465	ENSMUGG00000026977	Meriones_unguiculatus
ENSMUGP00000032482	ENSMUGG00000026982	Meriones_unguiculatus
ENSCGRP00001003110	ENSCGRG00001003648	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015028413	ENSCGRG00015021402	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018808	ENSCGRG00000013692	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000015048	ENSMAUG00000014600	Mesocricetus_auratus
ENSMOCP00000013195	ENSMOCG00000013046	Microtus_ochrogaster
ENSPEMP00000002097	ENSPEMG00000001907	Peromyscus_maniculatus_bairdii
ENSNGAP00000023943	ENSNGAG00000022347	Nannospalax_galili
ENSJJAP00000010041	ENSJJAG00000013705	Jaculus_jaculus
ENSSDAP00000004031	ENSSDAG00000003677	Spermophilus_dauricus
ENSSTOP00000032455	ENSSTOG00000008231	Ictidomys_tridecemlineatus
ENSMMMP00000010522	ENSMMMG00000009018	Marmota_marmota_marmota
ENSUPAP00010000660	ENSUPAG00010000181	Urocitellus_parryii
ENSCLAP00000019670	ENSCLAG00000013495	Chinchilla_lanigera
ENSODEP00000015602	ENSODEG00000011517	Octodon_degus
ENSCPOP00000001856	ENSCPOG00000002051	Cavia_porcellus
ENSCAPP00000005680	ENSCAPG00000007923	Cavia_aperea
ENSHGLP00000024059	ENSHGLG00000017149	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023255	ENSHGLG00100017084	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015521	ENSFDAG00000003511	Fukomys_damarensis
ENSTBEP00000002482	ENSTBEG00000002852	Tupaia_belangeri
ENSSARP00000001571	ENSSARG00000001714	Sorex_araneus
ENSMLUP00000006039	ENSMLUG00000006598	Myotis_lucifugus
ENSMLUP00000020556	ENSMLUG00000029173	Myotis_lucifugus
ENSPVAP00000015518	ENSPVAG00000016444	Pteropus_vampyrus
ENSCHIP00000016832	ENSCHIG00000016903	Capra_hircus
ENSOARP00000021782	ENSOARG00000020282	Ovis_aries
ENSBTAP00000053836	ENSBTAG00000001890	Bos_taurus
ENSBIXP00005028936	ENSBIXG00005000262	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000019098	ENSBIXG00000022786	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000009396	ENSBMUG00000007285	Bos_mutus
ENSBBBP00000018191	ENSBBBG00000010991	Bison_bison_bison
ENSTTRP00000015436	ENSTTRG00000016287	Tursiops_truncatus
ENSVPAP00000003577	ENSVPAG00000003849	Vicugna_pacos
ENSSSCP00000012624	ENSSSCG00000011853	Sus_scrofa_strain_reference
ENSUMAP00000004130	ENSUMAG00000003349	Ursus_maritimus
ENSUAMP00000021350	ENSUAMG00000016489	Ursus_americanus
ENSAMEP00000004297	ENSAMEG00000004045	Ailuropoda_melanoleuca
ENSNVIP00000015592	ENSNVIG00000012147	Neovison_vison
ENSMPUP00000004044	ENSMPUG00000004078	Mustela_putorius_furo
ENSVVUP00000010901	ENSVVUG00000008027	Vulpes_vulpes
ENSCAFP00000018814	ENSCAFG00000012767	Canis_lupus_familiaris
ENSPPRP00000017183	ENSPPRG00000009295	Panthera_pardus
ENSPTIP00000003993	ENSPTIG00000006520	Panthera_tigris_altaica
ENSFCAP00000036427	ENSFCAG00000009991	Felis_catus
ENSECAP00000030395	ENSECAG00000010420	Equus_caballus
ENSEASP00005009518	ENSEASG00005006787	Equus_asinus_asinus
ENSCHOP00000002966	ENSCHOG00000003341	Choloepus_hoffmanni
ENSDNOP00000035263	ENSDNOG00000030963	Dasypus_novemcinctus
ENSLAFP00000014418	ENSLAFG00000017195	Loxodonta_africana
ENSPCAP00000002221	ENSPCAG00000002322	Procavia_capensis
ENSETEP00000013617	ENSETEG00000016776	Echinops_telfairi
ENSVURP00010009433	ENSVURG00010007282	Vombatus_ursinus
ENSPCIP00000024840	ENSPCIG00000018710	Phascolarctos_cinereus
ENSMEUP00000009486	ENSMEUG00000010391	Notamacropus_eugenii
ENSSHAP00000007677	ENSSHAG00000006669	Sarcophilus_harrisii
ENSMODP00000051918	ENSMODG00000018402	Monodelphis_domestica
ENSOANP00000029538	ENSOANG00000029908	Ornithorhynchus_anatinus
ENSOANP00000019019	ENSOANG00000012008	Ornithorhynchus_anatinus
ENSOANP00000025337	ENSOANG00000019962	Ornithorhynchus_anatinus
ENSHHUP00000029647	ENSHHUG00000018902	Hucho_hucho
ENSOANP00000029815	ENSOANG00000031107	Ornithorhynchus_anatinus
ENSHHUP00000083554	ENSHHUG00000048481	Hucho_hucho
ENSECRP00000006837	ENSECRG00000004560	Erpetoichthys_calabaricus
ENSLACP00000013888	ENSLACG00000012227	Latimeria_chalumnae
ENSCMIP00000020428	ENSCMIG00000009354	Callorhinchus_milii
