ENSMEUP00000014651	ENSMEUG00000016030	Notamacropus_eugenii	ENSMEUT00000016079
ENSPCIP00000038145	ENSPCIG00000028078	Phascolarctos_cinereus	ENSPCIT00000046948
ENSVURP00010017943	ENSVURG00010013697	Vombatus_ursinus	ENSVURT00010020381
ENSPCIP00000038142	ENSPCIG00000028076	Phascolarctos_cinereus	ENSPCIT00000046945
ENSSHAP00000015523	ENSSHAG00000013229	Sarcophilus_harrisii	ENSSHAT00000015651
ENSMODP00000002792	ENSMODG00000002285	Monodelphis_domestica	ENSMODT00000002848
ENSCAPP00000016105	ENSCAPG00000016069	Cavia_aperea	ENSCAPT00000019892
ENSCPOP00000004312	ENSCPOG00000004791	Cavia_porcellus	ENSCPOT00000004842
ENSCLAP00000011393	ENSCLAG00000007857	Chinchilla_lanigera	ENSCLAT00000011530
ENSODEP00000016072	ENSODEG00000011830	Octodon_degus	ENSODET00000016277
ENSHGLP00000026750	ENSHGLG00000019027	Heterocephalus_glaber_HetGla_female_1.0
ENSRNOP00000074374	ENSRNOG00000052142	Rattus_norvegicus
ENSMUGP00000006353	ENSMUGG00000005856	Meriones_unguiculatus
ENSNGAP00000005667	ENSNGAG00000008076	Nannospalax_galili
ENSJJAP00000010841	ENSJJAG00000014319	Jaculus_jaculus
ENSTBEP00000008927	ENSTBEG00000010329	Tupaia_belangeri
ENSTSYP00000016035	ENSTSYG00000031434	Carlito_syrichta
ENSTSYP00000006090	ENSTSYG00000006652	Carlito_syrichta
ENSANAP00000037833	ENSANAG00000036395	Aotus_nancymaae
ENSANAP00000010358	ENSANAG00000023187	Aotus_nancymaae
ENSCCAP00000011947	ENSCCAG00000023738	Cebus_capucinus_imitator
ENSCCAP00000038717	ENSCCAG00000037196	Cebus_capucinus_imitator
ENSCJAP00000016497	ENSCJAG00000034768	Callithrix_jacchus
ENSGGOP00000027015	ENSGGOG00000014565	Gorilla_gorilla
ENSGGOP00000046304	ENSGGOG00000037807	Gorilla_gorilla
ENSPTRP00000079613	ENSPTRG00000050629	Pan_troglodytes
ENSPTRP00000043300	ENSPTRG00000023268	Pan_troglodytes
ENSPPAP00000034420	ENSPPAG00000040060	Pan_paniscus
ENSPPAP00000031897	ENSPPAG00000038853	Pan_paniscus
ENSNLEP00000031282	ENSNLEG00000027829	Nomascus_leucogenys
ENSMLEP00000008338	ENSMLEG00000028334	Mandrillus_leucophaeus
ENSCATP00000031390	ENSCATG00000038823	Cercocebus_atys
ENSPANP00000028903	ENSPANG00000016913	Papio_anubis
ENSPANP00000039824	ENSPANG00000030109	Papio_anubis
ENSMNEP00000027079	ENSMNEG00000036948	Macaca_nemestrina
ENSMNEP00000026480	ENSMNEG00000036676	Macaca_nemestrina
ENSRBIP00000015465	ENSRBIG00000031834	Rhinopithecus_bieti
ENSSBOP00000026059	ENSSBOG00000029475	Saimiri_boliviensis_boliviensis
ENSRROP00000040437	ENSRROG00000043476	Rhinopithecus_roxellana
ENSCANP00000035544	ENSCANG00000041470	Colobus_angolensis_palliatus
ENSPTEP00000015602	ENSPTEG00000017258	Piliocolobus_tephrosceles
ENSMFAP00000029942	ENSMFAG00000042177	Macaca_fascicularis
ENSMMUP00000052826	ENSMMUG00000008097	Macaca_mulatta
ENSTGEP00000010138	ENSTGEG00000008324	Theropithecus_gelada
ENSCSAP00000010624	ENSCSAG00000014516	Chlorocebus_sabaeus
ENSPPYP00000013812	ENSPPYG00000012385	Pongo_abelii
ENSPCOP00000007319	ENSPCOG00000014897	Propithecus_coquereli
ENSPCOP00000014605	ENSPCOG00000019004	Propithecus_coquereli
ENSMICP00000017803	ENSMICG00000007130	Microcebus_murinus
ENSMICP00000047528	ENSMICG00000044675	Microcebus_murinus
ENSPSMP00000019969	ENSPSMG00000014116	Prolemur_simus
ENSOGAP00000011570	ENSOGAG00000012906	Otolemur_garnettii
ENSMLEP00000024716	ENSMLEG00000036543	Mandrillus_leucophaeus
ENSPTEP00000015539	ENSPTEG00000017206	Piliocolobus_tephrosceles
ENSCJAP00000016476	ENSCJAG00000043975	Callithrix_jacchus
ENSRBIP00000017554	ENSRBIG00000032791	Rhinopithecus_bieti
ENSCANP00000035470	ENSCANG00000041420	Colobus_angolensis_palliatus
ENSCATP00000042688	ENSCATG00000043938	Cercocebus_atys
ENSNLEP00000032671	ENSNLEG00000034163	Nomascus_leucogenys
ENSPSMP00000019975	ENSPSMG00000014118	Prolemur_simus
ENSPPRP00000001298	ENSPPRG00000024227	Panthera_pardus
ENSPTIP00000009031	ENSPTIG00000010228	Panthera_tigris_altaica
ENSUAMP00000012571	ENSUAMG00000010174	Ursus_americanus
ENSUMAP00000026418	ENSUMAG00000019230	Ursus_maritimus
ENSECAP00000054444	ENSECAG00000041061	Equus_caballus
ENSECAP00000004076	ENSECAG00000005107	Equus_caballus
ENSEASP00005002695	ENSEASG00005002092	Equus_asinus_asinus
ENSPTIP00000002994	ENSPTIG00000005872	Panthera_tigris_altaica
ENSPPRP00000022092	ENSPPRG00000012719	Panthera_pardus
ENSAMEP00000013850	ENSAMEG00000013154	Ailuropoda_melanoleuca
ENSCHIP00000025611	ENSCHIG00000022308	Capra_hircus
ENSOARP00000021778	ENSOARG00000020279	Ovis_aries
ENSBIXP00005004897	ENSBIXG00005010697	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000010165	ENSBIXG00000002354	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000050140	ENSBTAG00000006025	Bos_taurus
ENSBMUP00000035558	ENSBMUG00000026412	Bos_mutus
ENSBBBP00000022500	ENSBBBG00000016446	Bison_bison_bison
ENSSSCP00000008948	ENSSSCG00000008383	Sus_scrofa_strain_reference
ENSTTRP00000012681	ENSTTRG00000013366	Tursiops_truncatus
ENSVPAP00000010650	ENSVPAG00000011434	Vicugna_pacos
ENSSARP00000003434	ENSSARG00000003794	Sorex_araneus
ENSEEUP00000008081	ENSEEUG00000008863	Erinaceus_europaeus
ENSAMEP00000019284	ENSAMEG00000018248	Ailuropoda_melanoleuca
ENSUMAP00000026414	ENSUMAG00000019225	Ursus_maritimus
ENSECAP00000032551	ENSECAG00000036577	Equus_caballus
ENSCHOP00000004675	ENSCHOG00000005276	Choloepus_hoffmanni
ENSMLUP00000003096	ENSMLUG00000003408	Myotis_lucifugus
ENSPVAP00000002386	ENSPVAG00000002523	Pteropus_vampyrus
ENSPPRP00000001096	ENSPPRG00000024371	Panthera_pardus
ENSPTIP00000007261	ENSPTIG00000008945	Panthera_tigris_altaica
ENSFCAP00000008786	ENSFCAG00000009473	Felis_catus
ENSOCUP00000037732	ENSOCUG00000017817	Oryctolagus_cuniculus
ENSOPRP00000010167	ENSOPRG00000011135	Ochotona_princeps
ENSDNOP00000021491	ENSDNOG00000040415	Dasypus_novemcinctus
ENSOANP00000019644	ENSOANG00000012414	Ornithorhynchus_anatinus
ENSAOWP00000022127	ENSAOWG00000014962	Apteryx_owenii
ENSAHAP00000006229	ENSAHAG00000004727	Apteryx_haastii
ENSARWP00000005351	ENSARWG00000003830	Apteryx_rowi
ENSDNVP00000019331	ENSDNVG00000013543	Dromaius_novaehollandiae
ENSNPEP00000012650	ENSNPEG00000009452	Nothoprocta_perdicaria
ENSABRP00000027725	ENSABRG00000023065	Anser_brachyrhynchus
ENSAPLP00000005060	ENSAPLG00000005498	Anas_platyrhynchos_platyrhynchos
ENSGALP00000007129	ENSGALG00000004483	Gallus_gallus
ENSCJPP00005020197	ENSCJPG00005016285	Coturnix_japonica
ENSMGAP00000001083	ENSMGAG00000001569	Meleagris_gallopavo
ENSNMEP00000012463	ENSNMEG00000011542	Numida_meleagris
ENSLSDP00000011853	ENSLSDG00000008691	Lonchura_striata_domestica
ENSTGUP00000006874	ENSTGUG00000006674	Taeniopygia_guttata
ENSCCEP00000010967	ENSCCEG00000010796	Cyanistes_caeruleus
ENSZALP00000011443	ENSZALG00000009663	Zonotrichia_albicollis
ENSSCAP00000019386	ENSSCAG00000013998	Serinus_canaria
ENSJHYP00000005792	ENSJHYG00000004702	Junco_hyemalis
ENSPMJP00000019566	ENSPMJG00000014641	Parus_major
ENSFALP00000011504	ENSFALG00000011014	Ficedula_albicollis
ENSLCOP00000017765	ENSLCOG00000012552	Lepidothrix_coronata
ENSMVIP00005010339	ENSMVIG00005007591	Manacus_vitellinus
ENSMUNP00000022076	ENSMUNG00000016614	Melopsittacus_undulatus
ENSCPGP00000023185	ENSCPGG00000016080	Calidris_pygmaea
ENSCPUP00000026796	ENSCPUG00000018038	Calidris_pugnax
ENSCPRP00005019590	ENSCPRG00005013659	Crocodylus_porosus
ENSCPBP00000037764	ENSCPBG00000026169	Chrysemys_picta_bellii
ENSCPBP00000037765	ENSCPBG00000026170	Chrysemys_picta_bellii
ENSCABP00000008949	ENSCABG00000006734	Chelonoidis_abingdonii
ENSCABP00000016983	ENSCABG00000012612	Chelonoidis_abingdonii
ENSGAGP00000015069	ENSGAGG00000011383	Gopherus_agassizii
ENSPSIP00000015734	ENSPSIG00000014058	Pelodiscus_sinensis
ENSSPUP00000009817	ENSSPUG00000007593	Sphenodon_punctatus
